question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_phy_ch17_006,1,17.1 Solenoid,Remember,What is a solenoid?,solenoid کیا ہے؟,A single straight resistor / single straight resistor,A charged glass rod / charged glass rod,A long coil of insulated wire / insulated wire کی long coil,A lens with two surfaces / two surfaces والا lens,C | A long coil of insulated wire / insulated wire کی long coil,Easy,1,PRO,1
q_10_phy_ch17_007,1,17.1 Solenoid,Understand,The magnetic field pattern of a current-carrying solenoid resembles that of:,current-carrying solenoid کا magnetic field pattern کس سے resemble کرتا ہے؟,A point charge / point charge,A plane mirror / plane mirror,A sound source / sound source,A bar magnet / bar magnet,D | A bar magnet / bar magnet,Medium,1,PRO,1
TOPIC_SEP,1,17.1 Electromagnet,Topic,,,,,,,,,,,1
q_10_phy_ch17_008,1,17.1 Electromagnet,Remember,What core is commonly placed inside a solenoid to make a strong electromagnet?,strong electromagnet بنانے کے لیے solenoid کے inside commonly کون سا core place کیا جاتا ہے؟,Soft iron / soft iron,Wood / wood,Glass / glass,Rubber / rubber,A | Soft iron / soft iron,Easy,1,PRO,1
q_10_phy_ch17_009,1,17.1 Electromagnet,Understand,Which change increases the strength of an electromagnet?,کون سی change electromagnet strength increase کرتی ہے؟,Removing all turns / تمام turns remove کرنا,Using a wooden core / wooden core use کرنا,Increasing distance between turns without limit / turns distance indefinitely increase کرنا,Increasing current or number of turns / current یا turns number increase کرنا,D | Increasing current or number of turns / current یا turns number increase کرنا,Medium,1,PRO,1
TOPIC_SEP,1,17.2 Parallel Current-Carrying Wires,Topic,,,,,,,,,,,1
q_10_phy_ch17_010,1,17.2 Parallel Current-Carrying Wires,Remember,Two parallel wires carrying current in the same direction:,same direction current carry کرنے والی two parallel wires کیا کرتی ہیں؟,Attract each other / ایک دوسرے کو attract کرتی ہیں,Repel each other / ایک دوسرے کو repel کرتی ہیں,Produce no magnetic field / no magnetic field produce کرتی ہیں,Become electrically neutral only / صرف electrically neutral ہوتی ہیں,A | Attract each other / ایک دوسرے کو attract کرتی ہیں,Easy,1,PRO,1
q_10_phy_ch17_011,1,17.2 Parallel Current-Carrying Wires,Remember,Two parallel wires carrying current in opposite directions:,opposite directions current carry کرنے والی two parallel wires کیا کرتی ہیں؟,Attract each other / ایک دوسرے کو attract کرتی ہیں,Stop current immediately / current immediately stop کرتی ہیں,Repel each other / ایک دوسرے کو repel کرتی ہیں,Produce only electric heating / صرف electric heating produce کرتی ہیں,C | Repel each other / ایک دوسرے کو repel کرتی ہیں,Easy,1,PRO,1
TOPIC_SEP,1,17.3 Force on a Current-Carrying Conductor,Topic,,,,,,,,,,,1
q_10_phy_ch17_012,1,17.3 Force on a Current-Carrying Conductor,Remember,What happens to a current-carrying conductor placed in a magnetic field?,magnetic field میں placed current-carrying conductor کے ساتھ کیا ہوتا ہے؟,It loses all charge / تمام charge lose کرتا ہے,It becomes an insulator / insulator بن جاتا ہے,It experiences a force / یہ force experience کرتا ہے,It produces no interaction / no interaction produce کرتا ہے,C | It experiences a force / یہ force experience کرتا ہے,Easy,1,PRO,1
TOPIC_SEP,1,17.3 Force Direction,Topic,,,,,,,,,,,1
q_10_phy_ch17_013,1,17.3 Force Direction,Remember,Which rule gives the direction of force on a current-carrying conductor?,current-carrying conductor پر force direction کون سا rule دیتا ہے؟,Right-hand grip rule only / صرف right-hand grip rule,Fleming's left-hand rule / Fleming's left-hand rule,Snell's law / Snell's law,Coulomb's law / Coulomb's law,B | Fleming's left-hand rule / Fleming's left-hand rule,Easy,1,ULTRA,1
TOPIC_SEP,1,17.3 Fleming's Left-Hand Rule,Topic,,,,,,,,,,,1
q_10_phy_ch17_014,1,17.3 Fleming's Left-Hand Rule,Understand,"In Fleming's left-hand rule, the first finger represents:",Fleming's left-hand rule میں first finger کیا represent کرتی ہے؟,Current / current,Magnetic field / magnetic field,Force or motion / force یا motion,Resistance / resistance,B | Magnetic field / magnetic field,Medium,1,PRO,1
q_10_phy_ch17_015,1,17.3 Fleming's Left-Hand Rule,Understand,"In Fleming's left-hand rule, the second finger represents:",Fleming's left-hand rule میں second finger کیا represent کرتی ہے؟,Magnetic field / magnetic field,Force / force,Voltage / voltage,Current / current,D | Current / current,Medium,1,PRO,1
q_10_phy_ch17_016,1,17.3 Fleming's Left-Hand Rule,Understand,"In Fleming's left-hand rule, the thumb represents:",Fleming's left-hand rule میں thumb کیا represent کرتا ہے؟,Current / current,Magnetic field / magnetic field,Force or motion / force یا motion,Charge / charge,C | Force or motion / force یا motion,Medium,1,PRO,1
TOPIC_SEP,1,17.3 Force Magnitude,Topic,,,,,,,,,,,1
q_10_phy_ch17_017,1,17.3 Force Magnitude,Remember,Which expression gives force on a straight conductor perpendicular to a magnetic field?,magnetic field کے perpendicular straight conductor پر force کا expression کون سا ہے؟,F = BI/L,F = B/I L,F = V/R,F = BIL,D | F = BIL,Easy,1,PRO,1
q_10_phy_ch17_018,1,17.3 Force Magnitude,Apply,"A conductor has B = 0.5 T, I = 2 A, and L = 0.4 m perpendicular to the field. What force acts?","درج ذیل conductor پر force معلوم کریں: B = 0.5 T, I = 2 A, L = 0.4 m",1.0 N,0.4 N,0.1 N,2.5 N,B | 0.4 N,Hard,1,PRO,1
TOPIC_SEP,1,17.4 Turning Effect on a Coil,Topic,,,,,,,,,,,1
q_10_phy_ch17_019,1,17.4 Turning Effect on a Coil,Understand,Why does a current-carrying coil rotate in a magnetic field?,current-carrying coil magnetic field میں rotate کیوں کرتی ہے؟,Both sides experience force in the same direction through the centre / دونوں sides centre سے same direction force experience کرتی ہیں,Opposite forces on its sides form a turning couple / اس کی sides پر opposite forces turning couple بناتی ہیں,The coil loses current / coil current lose کرتی ہے,Gravity is cancelled / gravity cancel ہو جاتی ہے,B | Opposite forces on its sides form a turning couple / اس کی sides پر opposite forces turning couple بناتی ہیں,Medium,1,PRO,1
q_10_phy_ch17_020,1,17.4 Turning Effect on a Coil,Analyze,Which change increases the turning effect on a current-carrying coil?,کون سی change current-carrying coil کا turning effect increase کرتی ہے؟,Removing the magnetic field / magnetic field remove کرنا,Reducing current to zero / current zero کرنا,Opening the circuit permanently / circuit permanently open کرنا,"Increasing current, field strength, turns, or coil area / current، field strength، turns یا coil area increase کرنا","D | Increasing current, field strength, turns, or coil area / current، field strength، turns یا coil area increase کرنا",Hard,1,ELITE,1
TOPIC_SEP,1,17.5 DC Motor,Topic,,,,,,,,,,,1
q_10_phy_ch17_021,1,17.5 DC Motor,Remember,What energy conversion occurs in a DC motor?,DC motor میں کون سی energy conversion ہوتی ہے؟,Electrical energy to mechanical energy / electrical energy سے mechanical energy,Mechanical energy to electrical energy only / صرف mechanical سے electrical,Heat to nuclear energy / heat سے nuclear energy,Sound to light / sound سے light,A | Electrical energy to mechanical energy / electrical energy سے mechanical energy,Easy,1,PRO,1
q_10_phy_ch17_022,1,17.5 DC Motor,Remember,What is the function of the split-ring commutator?,split-ring commutator کا function کیا ہے؟,To increase resistance continuously / resistance continuously increase کرنا,To stop magnetic field formation / magnetic field formation stop کرنا,To reverse current in the coil every half-turn / ہر half-turn پر coil current reverse کرنا,To measure current / current measure کرنا,C | To reverse current in the coil every half-turn / ہر half-turn پر coil current reverse کرنا,Easy,1,PRO,1
q_10_phy_ch17_023,1,17.5 DC Motor,Remember,What is the function of carbon brushes in a motor?,motor میں carbon brushes کا function کیا ہے؟,To maintain electrical contact with the rotating commutator / rotating commutator کے ساتھ electrical contact maintain کرنا,To act as permanent magnets / permanent magnets کے طور پر act کرنا,To reduce coil turns / coil turns reduce کرنا,To measure speed / speed measure کرنا,A | To maintain electrical contact with the rotating commutator / rotating commutator کے ساتھ electrical contact maintain کرنا,Easy,1,PRO,1
q_10_phy_ch17_024,1,17.5 DC Motor,Understand,Why is current reversed every half-turn in a DC motor?,DC motor میں ہر half-turn current کیوں reverse کیا جاتا ہے؟,To stop rotation after half a turn / half-turn کے بعد rotation stop کرنے کے لیے,To make both forces vanish / دونوں forces vanish کرنے کے لیے,To produce alternating light / alternating light produce کرنے کے لیے,To keep the turning effect in the same rotational direction / turning effect کو same rotational direction میں maintain کرنے کے لیے,D | To keep the turning effect in the same rotational direction / turning effect کو same rotational direction میں maintain کرنے کے لیے,Medium,1,PRO,1
q_10_phy_ch17_025,1,17.5 DC Motor,Analyze,Which combination makes a DC motor rotate more strongly?,کون سا combination DC motor کو more strongly rotate کرتا ہے؟,Zero current and weak field / zero current اور weak field,Open circuit and no magnet / open circuit اور no magnet,"Larger current, stronger field, and more coil turns / larger current، stronger field اور more coil turns",Fewer turns with current reduced / fewer turns with reduced current,"C | Larger current, stronger field, and more coil turns / larger current، stronger field اور more coil turns",Hard,1,PRO,1
TOPIC_SEP,1,17.6 Electromagnetic Relay,Topic,,,,,,,,,,,1
q_10_phy_ch17_026,1,17.6 Electromagnetic Relay,Remember,What is an electromagnetic relay?,electromagnetic relay کیا ہے؟,A device for refracting light / light refract کرنے والا device,An electrically operated switch using an electromagnet / electromagnet use کرنے والا electrically operated switch,A heat insulator / heat insulator,A nuclear detector / nuclear detector,B | An electrically operated switch using an electromagnet / electromagnet use کرنے والا electrically operated switch,Easy,1,PRO,1
q_10_phy_ch17_027,1,17.6 Electromagnetic Relay,Understand,Why is a relay useful in control circuits?,control circuits میں relay useful کیوں ہے؟,A small current can switch a separate high-current circuit / small current separate high-current circuit switch کر سکتا ہے,It creates energy from nothing / یہ nothing سے energy create کرتا ہے,It eliminates all resistance / تمام resistance eliminate کرتا ہے,It converts magnetic field into heat only / magnetic field کو صرف heat میں convert کرتا ہے,A | A small current can switch a separate high-current circuit / small current separate high-current circuit switch کر سکتا ہے,Medium,1,PRO,1
q_10_phy_ch17_028,1,17.6 Electromagnetic Relay,Apply,Which device is commonly controlled using a relay?,relay سے commonly کون سا device control کیا جا سکتا ہے؟,A plane mirror / plane mirror,A high-current motor or alarm circuit / high-current motor یا alarm circuit,A thermos flask / thermos flask,A prism / prism,B | A high-current motor or alarm circuit / high-current motor یا alarm circuit,Medium,1,ELITE,1
TOPIC_SEP,1,17.7 Loudspeaker,Topic,,,,,,,,,,,1
q_10_phy_ch17_029,1,17.7 Loudspeaker,Remember,Which component of a loudspeaker moves in a magnetic field?,loudspeaker کا کون سا component magnetic field میں move کرتا ہے؟,Fixed resistor only / صرف fixed resistor,Glass lens / glass lens,Fuse wire only / صرف fuse wire,Current-carrying voice coil / current-carrying voice coil,D | Current-carrying voice coil / current-carrying voice coil,Easy,1,PRO,1
q_10_phy_ch17_030,1,17.7 Loudspeaker,Understand,How does a loudspeaker produce sound?,loudspeaker sound کیسے produce کرتا ہے؟,Alternating current makes the coil and cone vibrate / alternating current coil اور cone کو vibrate کرتا ہے,DC keeps the cone permanently still / DC cone کو permanently still رکھتا ہے,Light pressure moves the cone / light pressure cone کو move کرتا ہے,The cone conducts heat / cone heat conduct کرتا ہے,A | Alternating current makes the coil and cone vibrate / alternating current coil اور cone کو vibrate کرتا ہے,Medium,1,PRO,1
q_10_phy_ch17_031,1,17.7 Loudspeaker,Analyze,What happens when the direction of current in the loudspeaker coil reverses?,loudspeaker coil میں current direction reverse ہونے پر کیا ہوتا ہے؟,The magnetic force remains in the same direction always / magnetic force always same direction رہتا ہے,The magnetic force reverses and the cone moves the opposite way / magnetic force reverse اور cone opposite way move کرتا ہے,The coil becomes uncharged permanently / coil permanently uncharged ہو جاتی ہے,Sound speed becomes zero / sound speed zero ہو جاتی ہے,B | The magnetic force reverses and the cone moves the opposite way / magnetic force reverse اور cone opposite way move کرتا ہے,Hard,1,ELITE,1
TOPIC_SEP,1,17.8 Earth's Magnetic Field,Topic,,,,,,,,,,,1
q_10_phy_ch17_032,1,17.8 Earth's Magnetic Field,Remember,What does a freely suspended compass needle align with?,freely suspended compass needle کس کے ساتھ align کرتی ہے؟,Electric current in every nearby wire only / صرف every nearby wire کا current,Direction of sunlight / sunlight direction,Earth's magnetic field / Earth's magnetic field,Local temperature gradient / local temperature gradient,C | Earth's magnetic field / Earth's magnetic field,Easy,1,PRO,1
q_10_phy_ch17_033,1,17.8 Earth's Magnetic Field,Understand,Why does a compass have a north-seeking end?,compass کا north-seeking end کیوں ہوتا ہے؟,Earth has no magnetic field / Earth کا magnetic field نہیں ہے,Gravity acts only northward / gravity only northward act کرتی ہے,Air currents rotate the needle permanently / air currents needle permanently rotate کرتی ہیں,Earth behaves approximately like a giant magnet / Earth approximately giant magnet کی طرح behave کرتی ہے,D | Earth behaves approximately like a giant magnet / Earth approximately giant magnet کی طرح behave کرتی ہے,Medium,1,PRO,1
q_10_phy_ch17_034,1,17.8 Earth's Magnetic Field,Analyze,The geographic north region of Earth is near which magnetic pole type?,Earth کا geographic north region کس magnetic pole type کے near ہے؟,A magnetic north pole attracting north poles / magnetic north pole attracting north poles,No magnetic pole / no magnetic pole,An electric positive pole / electric positive pole,A magnetic south pole / magnetic south pole,D | A magnetic south pole / magnetic south pole,Hard,1,ELITE,1
TOPIC_SEP,1,Exercise 17,Topic,,,,,,,,,,,1
q_10_phy_ch17_035,1,Exercise 17,Apply,"If current in a straight wire is reversed, what happens to its magnetic field direction?",straight wire میں current reverse ہونے پر magnetic field direction کے ساتھ کیا ہوتا ہے؟,It reverses / یہ reverse ہوتی ہے,It remains unchanged / یہ unchanged رہتی ہے,It becomes zero at every point / یہ ہر point پر zero ہو جاتی ہے,It changes into an electric field only / یہ صرف electric field میں change ہوتی ہے,A | It reverses / یہ reverse ہوتی ہے,Medium,1,PRO,1
q_10_phy_ch17_036,1,Exercise 17,Apply,What happens to force on a conductor if current doubles while B and L remain constant?,B اور L constant ہوں اور current double ہو تو conductor force کے ساتھ کیا ہوتا ہے؟,It halves / یہ half ہوتی ہے,It doubles / یہ double ہوتی ہے,It becomes four times / یہ four times ہوتی ہے,It remains unchanged / یہ unchanged رہتی ہے,B | It doubles / یہ double ہوتی ہے,Medium,1,PRO,1
q_10_phy_ch17_037,1,Exercise 17,Understand,Which application directly uses the turning effect of a current-carrying coil?,current-carrying coil کے turning effect کو directly کون سی application use کرتی ہے؟,Gold-leaf electroscope / gold-leaf electroscope,Thermos flask / thermos flask,DC motor / DC motor,Optical fibre / optical fibre,C | DC motor / DC motor,Easy,1,PRO,1
q_10_phy_ch17_038,1,Exercise 17,Analyze,Why is soft iron preferred for an electromagnet core?,electromagnet core کے لیے soft iron preferred کیوں ہے؟,It magnetizes strongly and loses magnetism readily when current stops / یہ strongly magnetize اور current stop ہونے پر readily demagnetize ہوتا ہے,It is a permanent non-magnetic insulator / یہ permanent non-magnetic insulator ہے,It has zero atoms / اس میں zero atoms ہیں,It reflects all magnetic fields / یہ تمام magnetic fields reflect کرتا ہے,A | It magnetizes strongly and loses magnetism readily when current stops / یہ strongly magnetize اور current stop ہونے پر readily demagnetize ہوتا ہے,Hard,1,PRO,1
q_10_phy_ch17_039,1,17.1 Solenoid,Apply,What happens to the poles of a solenoid when the current direction is reversed?,solenoid میں current direction reverse ہونے پر poles کے ساتھ کیا ہوتا ہے؟,Both poles disappear permanently / دونوں poles permanently disappear ہوتے ہیں,The poles remain unchanged / poles unchanged رہتے ہیں,The north and south poles interchange / north اور south poles interchange کرتے ہیں,Both ends become north poles / دونوں ends north poles بن جاتے ہیں,C | The north and south poles interchange / north اور south poles interchange کرتے ہیں,Medium,1,PRO,1
q_10_phy_ch17_040,1,17.5 DC Motor,Apply,Which component supplies the magnetic field in a simple DC motor?,simple DC motor میں magnetic field کون سا component supply کرتا ہے؟,Split ring alone / صرف split ring,Permanent magnets or electromagnets / permanent magnets یا electromagnets,Carbon brushes alone / صرف carbon brushes,The axle without a magnet / magnet کے بغیر axle,B | Permanent magnets or electromagnets / permanent magnets یا electromagnets,Easy,1,PRO,1
