question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_phy_ch21_015,1,21.3 Artificial Satellites,Understand,Which is a use of artificial satellites?,artificial satellites کا use کون سا ہے؟,"Communication, weather monitoring, or Earth observation / communication، weather monitoring یا Earth observation",Producing sea breezes / sea breezes produce کرنا,Stopping Earth's rotation / Earth rotation stop کرنا,Creating radioactive decay / radioactive decay create کرنا,"A | Communication, weather monitoring, or Earth observation / communication، weather monitoring یا Earth observation",Medium,1,PRO,1
TOPIC_SEP,1,21.3 Geostationary Orbit,Topic,,,,,,,,,,,1
q_10_phy_ch21_016,1,21.3 Geostationary Orbit,Remember,A geostationary satellite appears:,geostationary satellite کیسی appear ہوتی ہے؟,Moving rapidly from north to south every minute / ہر minute north to south rapidly move,Stationary relative to the Sun only / صرف Sun کے relative stationary,Inside Earth's atmosphere at ground level / ground level atmosphere کے inside,Fixed above the same point on Earth's equator / Earth equator کے same point کے above fixed,D | Fixed above the same point on Earth's equator / Earth equator کے same point کے above fixed,Easy,1,PRO,1
q_10_phy_ch21_017,1,21.3 Geostationary Orbit,Understand,What orbital period is required for a geostationary satellite?,geostationary satellite کے لیے orbital period کیا required ہے؟,One month / one month,One year / one year,Equal to Earth's rotation period / Earth rotation period کے equal,One hour exactly / exactly one hour,C | Equal to Earth's rotation period / Earth rotation period کے equal,Medium,1,PRO,1
TOPIC_SEP,1,21.3 Orbit Speed,Topic,,,,,,,,,,,1
q_10_phy_ch21_018,1,21.3 Orbit Speed,Analyze,A satellite moved to a lower circular orbit generally has:,lower circular orbit میں moved satellite generally کیا رکھتی ہے؟,Greater orbital speed / greater orbital speed,Lower orbital speed in every case / ہر case میں lower orbital speed,No gravitational force / no gravitational force,Zero kinetic energy / zero kinetic energy,A | Greater orbital speed / greater orbital speed,Hard,1,ELITE,1
TOPIC_SEP,1,21.4 Atmosphere and Weather,Topic,,,,,,,,,,,1
q_10_phy_ch21_019,1,21.4 Atmosphere and Weather,Remember,What is a cyclone?,cyclone کیا ہے؟,A stationary high-pressure solid / stationary high-pressure solid,A large rotating low-pressure weather system / large rotating low-pressure weather system,A nuclear reaction in the Sun / Sun میں nuclear reaction,A type of planet / planet کی type,B | A large rotating low-pressure weather system / large rotating low-pressure weather system,Easy,1,PRO,1
TOPIC_SEP,1,21.4 Coriolis Effect,Topic,,,,,,,,,,,1
q_10_phy_ch21_020,1,21.4 Coriolis Effect,Understand,What causes the Coriolis effect?,Coriolis effect کس وجہ سے cause ہوتا ہے؟,Earth's rotation / Earth rotation,Earth's electric charge / Earth electric charge,Moonlight / Moonlight,Nuclear fusion in clouds / clouds میں nuclear fusion,A | Earth's rotation / Earth rotation,Medium,1,PRO,1
TOPIC_SEP,1,21.4 Cyclones,Topic,,,,,,,,,,,1
q_10_phy_ch21_021,1,21.4 Cyclones,Understand,Why do cyclones rotate in opposite senses in the two hemispheres?,two hemispheres میں cyclones opposite senses میں کیوں rotate کرتی ہیں؟,Gravity reverses across the equator / gravity equator کے across reverse ہوتی ہے,Air has opposite electric charge / air کا opposite electric charge ہوتا ہے,The Sun orbits Earth / Sun Earth کو orbit کرتا ہے,The Coriolis deflection reverses across the equator / Coriolis deflection equator کے across reverse ہوتی ہے,D | The Coriolis deflection reverses across the equator / Coriolis deflection equator کے across reverse ہوتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,21.4 Extreme Weather,Topic,,,,,,,,,,,1
q_10_phy_ch21_022,1,21.4 Extreme Weather,Understand,Which condition can increase the intensity of tropical cyclones?,کون سی condition tropical cyclones کی intensity increase کر سکتی ہے؟,Colder ocean eliminating evaporation / colder ocean evaporation eliminate کرے,No atmospheric moisture / no atmospheric moisture,Zero solar energy / zero solar energy,Warmer ocean water supplying more energy and moisture / warmer ocean water more energy اور moisture supply کرے,D | Warmer ocean water supplying more energy and moisture / warmer ocean water more energy اور moisture supply کرے,Medium,1,PRO,1
TOPIC_SEP,1,21.5 Global Warming,Topic,,,,,,,,,,,1
q_10_phy_ch21_023,1,21.5 Global Warming,Remember,What is global warming?,global warming کیا ہے؟,Daily warming after sunrise only / صرف sunrise کے بعد daily warming,Cooling of every planet / ہر planet کی cooling,A magnetic storm only / صرف magnetic storm,Long-term rise in Earth's average temperature / Earth average temperature میں long-term rise,D | Long-term rise in Earth's average temperature / Earth average temperature میں long-term rise,Easy,1,PRO,1
TOPIC_SEP,1,21.5 Greenhouse Gases,Topic,,,,,,,,,,,1
q_10_phy_ch21_024,1,21.5 Greenhouse Gases,Remember,Which gas is a major greenhouse gas discussed in relation to human activity?,human activity کے relation میں major greenhouse gas کون سی ہے؟,Helium / helium,Neon / neon,Hydrogen only / صرف hydrogen,Carbon dioxide / carbon dioxide,D | Carbon dioxide / carbon dioxide,Easy,1,PRO,1
q_10_phy_ch21_025,1,21.5 Global Warming,Understand,How do greenhouse gases warm Earth?,greenhouse gases Earth کو warm کیسے کرتی ہیں؟,They block all incoming sunlight completely / وہ all incoming sunlight completely block کرتی ہیں,They remove all water vapour / وہ all water vapour remove کرتی ہیں,They absorb and re-emit outgoing infrared radiation / وہ outgoing infrared radiation absorb اور re-emit کرتی ہیں,They stop Earth's gravity / وہ Earth gravity stop کرتی ہیں,C | They absorb and re-emit outgoing infrared radiation / وہ outgoing infrared radiation absorb اور re-emit کرتی ہیں,Medium,1,PRO,1
TOPIC_SEP,1,21.5 Climate Effects,Topic,,,,,,,,,,,1
q_10_phy_ch21_026,1,21.5 Climate Effects,Analyze,Which is a likely effect of global warming?,global warming کا likely effect کون سا ہے؟,Changing climate patterns and more extreme weather / climate patterns change اور more extreme weather,Permanent elimination of storms / storms کی permanent elimination,Earth stops orbiting the Sun / Earth Sun orbit stop کرتی ہے,All radiation disappears / تمام radiation disappear ہوتی ہے,A | Changing climate patterns and more extreme weather / climate patterns change اور more extreme weather,Hard,1,ELITE,1
TOPIC_SEP,1,21.6 Geothermal Energy,Topic,,,,,,,,,,,1
q_10_phy_ch21_027,1,21.6 Geothermal Energy,Remember,What is geothermal energy?,geothermal energy کیا ہے؟,Energy only from sunlight / صرف sunlight energy,Energy from sound waves / sound waves energy,Energy stored in electric charge only / صرف electric charge میں stored energy,Heat energy from inside Earth / Earth کے inside سے heat energy,D | Heat energy from inside Earth / Earth کے inside سے heat energy,Easy,1,PRO,1
q_10_phy_ch21_028,1,21.6 Geothermal Energy,Understand,How can geothermal energy be used?,geothermal energy کیسے use کی جا سکتی ہے؟,Only to produce visible light / صرف visible light produce کرنے کے لیے,To stop radioactive decay / radioactive decay stop کرنے کے لیے,For heating and electricity generation / heating اور electricity generation کے لیے,To remove Earth's core / Earth core remove کرنے کے لیے,C | For heating and electricity generation / heating اور electricity generation کے لیے,Medium,1,PRO,1
q_10_phy_ch21_029,1,21.6 Geothermal Energy,Understand,Which is an advantage of geothermal energy?,geothermal energy کا advantage کون سا ہے؟,It requires burning coal at all times / یہ always coal burning require کرتی ہے,It works equally everywhere without geology / یہ geology کے بغیر everywhere equally work کرتی ہے,It creates no engineering challenges / یہ no engineering challenges create کرتی ہے,It is a renewable low-fuel energy source where accessible / accessible locations پر renewable low-fuel energy source ہے,D | It is a renewable low-fuel energy source where accessible / accessible locations پر renewable low-fuel energy source ہے,Medium,1,ELITE,1
TOPIC_SEP,1,21.7 Environmental Radiation,Topic,,,,,,,,,,,1
q_10_phy_ch21_030,1,21.7 Environmental Radiation,Remember,What is background radiation?,background radiation کیا ہے؟,Only radiation from medical treatment / صرف medical treatment radiation,Visible light from lamps / lamps سے visible light,Ionizing radiation always present in the environment / environment میں always present ionizing radiation,Sound from the atmosphere / atmospheric sound,C | Ionizing radiation always present in the environment / environment میں always present ionizing radiation,Easy,1,PRO,1
TOPIC_SEP,1,21.7 Natural Sources,Topic,,,,,,,,,,,1
q_10_phy_ch21_031,1,21.7 Natural Sources,Remember,Which is a natural source of background radiation?,background radiation کا natural source کون سا ہے؟,Cosmic rays / cosmic rays,A switched-off battery / switched-off battery,A plane mirror / plane mirror,A loudspeaker cone / loudspeaker cone,A | Cosmic rays / cosmic rays,Easy,1,PRO,1
TOPIC_SEP,1,21.7 Radon,Topic,,,,,,,,,,,1
q_10_phy_ch21_032,1,21.7 Radon,Remember,Where can radon gas come from?,radon gas کہاں سے آ سکتی ہے؟,Pure distilled water only / صرف pure distilled water,Radioactive rocks and soil / radioactive rocks اور soil,Sunlight reflected from mirrors / mirrors سے reflected sunlight,Plastic insulation / plastic insulation,B | Radioactive rocks and soil / radioactive rocks اور soil,Easy,1,PRO,1
TOPIC_SEP,1,21.7 Internal Exposure,Topic,,,,,,,,,,,1
q_10_phy_ch21_033,1,21.7 Internal Exposure,Understand,How can natural radioactive materials enter the body?,natural radioactive materials body میں کیسے enter کر سکتے ہیں؟,Only through magnetic fields / صرف magnetic fields سے,"Through food, water, or inhalation / food، water یا inhalation سے",Only through sound waves / صرف sound waves سے,They can never enter the body / وہ body میں enter نہیں کر سکتے,"B | Through food, water, or inhalation / food، water یا inhalation سے",Medium,1,PRO,1
TOPIC_SEP,1,21.7 Cosmic Radiation,Topic,,,,,,,,,,,1
q_10_phy_ch21_034,1,21.7 Cosmic Radiation,Understand,Who generally receives more cosmic radiation?,generally زیادہ cosmic radiation کون receive کرتا ہے؟,People at higher altitude or frequent air travellers / higher altitude people یا frequent air travellers,People deep underground / deep underground people,People behind thicker shielding / thicker shielding کے behind people,People at sea level only regardless of conditions / صرف sea level people regardless,A | People at higher altitude or frequent air travellers / higher altitude people یا frequent air travellers,Medium,1,PRO,1
TOPIC_SEP,1,21.7 Radiation Dose,Topic,,,,,,,,,,,1
q_10_phy_ch21_035,1,21.7 Radiation Dose,Remember,Which principles reduce radiation exposure?,radiation exposure reduce کرنے والے principles کون سے ہیں؟,Increase time and reduce distance / time increase اور distance reduce,Remove shielding / shielding remove,Use no monitoring / no monitoring use,"Reduce time, increase distance, and use shielding / time reduce، distance increase اور shielding use","D | Reduce time, increase distance, and use shielding / time reduce، distance increase اور shielding use",Easy,1,PRO,1
TOPIC_SEP,1,21.7 Radiation Risk,Topic,,,,,,,,,,,1
q_10_phy_ch21_036,1,21.7 Radiation Risk,Analyze,Why is radon accumulation in poorly ventilated buildings a concern?,poorly ventilated buildings میں radon accumulation concern کیوں ہے؟,Radon produces only harmless visible light / radon صرف harmless visible light produce کرتی ہے,Inhaled radioactive decay products can irradiate lung tissue / inhaled radioactive decay products lung tissue کو irradiate کر سکتے ہیں,Radon removes all oxygen instantly / radon all oxygen instantly remove کرتی ہے,Radon stops gravity / radon gravity stop کرتی ہے,B | Inhaled radioactive decay products can irradiate lung tissue / inhaled radioactive decay products lung tissue کو irradiate کر سکتے ہیں,Hard,1,ELITE,1
TOPIC_SEP,1,Exercise 21,Topic,,,,,,,,,,,1
q_10_phy_ch21_037,1,Exercise 21,Apply,Which force supplies centripetal acceleration for a planet orbiting the Sun?,Sun کو orbit کرنے والے planet کے لیے centripetal acceleration کون سی force supply کرتی ہے؟,Gravitational force / gravitational force,Electrostatic repulsion / electrostatic repulsion,Sound pressure / sound pressure,Friction with space / space کے ساتھ friction,A | Gravitational force / gravitational force,Easy,1,PRO,1
q_10_phy_ch21_038,1,Exercise 21,Understand,Why does a dense atmosphere strongly affect a planet's surface temperature?,dense atmosphere planet surface temperature کو strongly کیوں affect کرتی ہے؟,It can absorb and trap outgoing thermal radiation / یہ outgoing thermal radiation absorb اور trap کر سکتی ہے,It eliminates all radiation transfer / یہ all radiation transfer eliminate کرتی ہے,It removes sunlight completely in every case / یہ every case میں sunlight completely remove کرتی ہے,It makes gravity zero / یہ gravity zero کرتی ہے,A | It can absorb and trap outgoing thermal radiation / یہ outgoing thermal radiation absorb اور trap کر سکتی ہے,Medium,1,PRO,1
q_10_phy_ch21_039,1,Exercise 21,Analyze,Which combination best supports lower radiation exposure?,lower radiation exposure کے لیے best combination کون سا ہے؟,"Longer exposure, smaller distance, no shielding / longer exposure، smaller distance، no shielding",No distance and no monitoring / no distance اور no monitoring,"Shorter exposure time, greater distance, and suitable shielding / shorter exposure time، greater distance اور suitable shielding",Higher altitude without protection / higher altitude without protection,"C | Shorter exposure time, greater distance, and suitable shielding / shorter exposure time، greater distance اور suitable shielding",Hard,1,PRO,1
TOPIC_SEP,1,21.3 Orbits,Topic,,,,,,,,,,,1
q_10_phy_ch21_040,1,21.3 Orbits,Understand,What happens to a satellite if its forward speed is too low for its orbital height?,orbital height کے لیے satellite کی forward speed too low ہو تو کیا ہوتا ہے؟,It escapes Earth's gravity immediately / یہ immediately Earth gravity escape کرتی ہے,It moves to a lower path and may fall toward Earth / یہ lower path کی طرف move کرتی اور Earth کی طرف fall کر سکتی ہے,It remains in the same circular orbit automatically / یہ automatically same circular orbit میں رہتی ہے,It becomes a geostationary satellite at any latitude / یہ any latitude پر geostationary satellite بن جاتی ہے,B | It moves to a lower path and may fall toward Earth / یہ lower path کی طرف move کرتی اور Earth کی طرف fall کر سکتی ہے,Medium,1,PRO,1
