question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_10_phy_ch14_lq_007,1,14.4 Image Formation by Lenses,Long,compare,Differentiate between real and virtual images. Explain how a convex lens forms a magnified virtual image when used as a magnifying glass.,حقیقی اور مجازی تصاویر میں فرق بیان کریں۔ وضاحت کریں کہ convex lens magnifying glass کے طور پر استعمال ہونے پر بڑی مجازی تصویر کیسے بناتا ہے۔,Medium,5,ULTRA,1
sep_10_phy_ch14_006,1,14.5 Optical Devices,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_008,1,14.5 Optical Devices,Long,compare,"Compare the image formation and working of a camera, slide projector, and photograph enlarger.",camera، slide projector اور photograph enlarger میں تصویر سازی اور کارکردگی کا موازنہ کریں۔,Hard,5,ELITE,1
sep_10_phy_ch14_007,1,14.6 Image Formation in the Eye,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_009,1,14.6 Image Formation in the Eye,Long,diagram_based,Explain image formation in a normal eye and describe short-sightedness and long-sightedness with their causes and corrections.,عام آنکھ میں تصویر بننے کی وضاحت کریں اور نزدیک نظری و دور نظری کو ان کی وجوہات اور اصلاح کے ساتھ بیان کریں۔,Hard,5,PRO,1
sep_10_phy_ch14_008,1,14.7 Gravitational and Acoustic Lenses,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_010,1,14.7 Gravitational and Acoustic Lenses,Long,compare,"Compare gravitational lensing and acoustic lenses in terms of the waves involved, the mechanism of bending or focusing, and their applications.",استعمال ہونے والی لہروں، موڑنے یا مرکوز کرنے کے طریقے اور استعمالات کے لحاظ سے gravitational lensing اور acoustic lenses کا موازنہ کریں۔,Hard,5,ELITE,1
sep_10_phy_ch14_009,1,14.8 Dispersion of Light,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_011,1,14.8 Dispersion of Light,Long,explain,Explain dispersion of white light by a prism and discuss why different colours deviate by different amounts.,prism کے ذریعے سفید روشنی کے انتشار کی وضاحت کریں اور بحث کریں کہ مختلف رنگ مختلف مقدار میں کیوں مڑتے ہیں۔,Medium,5,PRO,1
sep_10_phy_ch14_010,1,14.8 Infrared Thermometers,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_012,1,14.8 Infrared Thermometers,Long,application_case,Explain the principle and working of a non-contact infrared thermometer and state its practical advantages.,non-contact infrared thermometer کے اصول اور کارکردگی کی وضاحت کریں اور اس کے عملی فوائد بیان کریں۔,Medium,5,ELITE,1
sep_10_phy_ch14_011,1,14.2 Refraction — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_013,1,14.2 Refraction — Solved Examples,Numerical,calculate,"A ray of light enters from air into water at an angle of incidence of 40°. If the refractive index of water is 1.33, calculate the angle of refraction.","درج ذیل اعداد استعمال کرتے ہوئے زاویۂ انعطاف معلوم کریں: i = 40°, n = 1.33",Medium,4,ULTRA,1
q_10_phy_ch14_lq_014,1,14.2 Refraction — Solved Examples,Numerical,calculate,The refractive index of water is 1.33. Calculate the speed of light in water using c = 3.0 × 10⁸ m/s.,"درج ذیل اعداد استعمال کرتے ہوئے پانی میں روشنی کی رفتار معلوم کریں: n = 1.33, c = 3.0 × 10⁸ m/s",Easy,4,ULTRA,1
sep_10_phy_ch14_012,1,14.2 Total Internal Reflection — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_015,1,14.2 Total Internal Reflection — Solved Examples,Numerical,calculate,Calculate the critical angle for water when its refractive index is 1.33 and the refracted ray in air makes an angle of 90°.,"درج ذیل اعداد استعمال کرتے ہوئے پانی کا زاویۂ حد معلوم کریں: n = 1.33, r = 90°",Medium,4,ULTRA,1
sep_10_phy_ch14_013,1,14.4 Power of a Lens — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_016,1,14.4 Power of a Lens — Solved Examples,Numerical,calculate,A concave lens has a focal length of −25 cm. Calculate its power.,درج ذیل فوکل لمبائی سے concave lens کی طاقت معلوم کریں: f = −25 cm,Easy,4,ULTRA,1
sep_10_phy_ch14_014,1,14.4 Linear Magnification — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_017,1,14.4 Linear Magnification — Solved Examples,Numerical,calculate,"An object 8 cm tall is placed in front of an optical system. If the linear magnification is −2, calculate the image height and state what the sign indicates.","درج ذیل اعداد استعمال کرتے ہوئے image height معلوم کریں اور علامت کی تشریح کریں: h₀ = 8 cm, M = −2",Medium,4,ULTRA,1
sep_10_phy_ch14_015,1,14.2 Refractive Index,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_018,1,14.2 Refractive Index,Numerical,calculate,The speed of light in water is 2.25 × 10⁸ m/s. Calculate the refractive index of water using c = 3.0 × 10⁸ m/s.,"درج ذیل اعداد استعمال کرتے ہوئے پانی کا ضریبِ انعطاف معلوم کریں: v = 2.25 × 10⁸ m/s, c = 3.0 × 10⁸ m/s",Easy,4,PRO,1
sep_10_phy_ch14_016,1,14.2 Snell's Law,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_019,1,14.2 Snell's Law,Numerical,calculate,A light ray in air strikes a glass surface with refractive index 1.5 at an angle of incidence of 30°. Calculate the angle of refraction in the glass.,"درج ذیل اعداد استعمال کرتے ہوئے شیشے میں زاویۂ انعطاف معلوم کریں: n = 1.5, i = 30°",Medium,4,PRO,1
q_10_phy_ch14_lq_020,1,14.2 Snell's Law,Numerical,calculate,A ray of light travels from air into an unknown liquid. The angle of incidence is 45° and the angle of refraction is 30°. Calculate the refractive index of the liquid.,"درج ذیل اعداد استعمال کرتے ہوئے نامعلوم مائع کا ضریبِ انعطاف معلوم کریں: i = 45°, r = 30°",Medium,4,PRO,1
sep_10_phy_ch14_017,1,14.2 Refraction,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_021,1,14.2 Refraction,Numerical,calculate,A ray of light travels from air into an unknown liquid. The angle of incidence is 45° and the angle of refraction is 32°. Calculate (a) the refractive index of the liquid and (b) the speed of light in the liquid using c = 3.0 × 10⁸ m/s.,"درج ذیل اعداد استعمال کرتے ہوئے (a) مائع کا ضریبِ انعطاف اور (b) مائع میں روشنی کی رفتار معلوم کریں: i = 45°, r = 32°, c = 3.0 × 10⁸ m/s",Hard,4,PRO,1
sep_10_phy_ch14_018,1,14.2 Total Internal Reflection,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_022,1,14.2 Total Internal Reflection,Numerical,calculate,Light travels inside a glass block of refractive index 1.6 and reaches the glass-air boundary. Calculate the critical angle.,درج ذیل ضریبِ انعطاف سے glass-air boundary کا زاویۂ حد معلوم کریں: n = 1.6,Medium,4,PRO,1
sep_10_phy_ch14_019,1,14.4 Spherical Mirrors,Topic,topic_separator,,,,,,1
q_10_phy_ch14_lq_023,1,14.4 Spherical Mirrors,Numerical,calculate,An object is placed 15.0 cm in front of a convex mirror and forms a virtual image 7.5 cm behind the mirror. Calculate the focal length of the mirror.,"درج ذیل اعداد استعمال کرتے ہوئے convex mirror کی focal length معلوم کریں: object distance = 15.0 cm, virtual image distance = 7.5 cm",Medium,4,PRO,1
q_10_phy_ch14_lq_024,1,14.4 Spherical Mirrors,Numerical,calculate,An object 30 cm tall is placed 10.5 cm from a concave mirror of focal length 16 cm. Calculate (a) the image position and (b) the image height.,"درج ذیل اعداد استعمال کرتے ہوئے (a) image position اور (b) image height معلوم کریں: h₀ = 30 cm, object distance = 10.5 cm, f = 16 cm",Hard,4,PRO,1
q_10_phy_ch14_lq_025,1,14.4 Thin Lenses,Numerical,calculate,An object is placed 30 cm in front of a diverging lens of focal length −15 cm. Calculate the image distance and describe the image.,"درج ذیل اعداد استعمال کرتے ہوئے image distance معلوم کریں اور image کی nature بیان کریں: object distance = 30 cm, f = −15 cm",Hard,4,PRO,1
