question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_phy_ch16_018,1,16.3 Resistance,Apply,A resistor has V = 12 V and I = 3 A. What is its resistance?,"درج ذیل resistor کی resistance معلوم کریں: V = 12 V, I = 3 A",36 Ω,0.25 Ω,15 Ω,4 Ω,D | 4 Ω,Medium,1,PRO,1
TOPIC_SEP,1,16.4 Resistors in Series,Topic,,,,,,,,,,,1
q_10_phy_ch16_019,1,16.4 Resistors in Series,Remember,What is the equivalent resistance of resistors in series?,series resistors کی equivalent resistance کیا ہوتی ہے؟,Rₛ = R₁ + R₂ + …,1/Rₛ = 1/R₁ + 1/R₂,Rₛ = R₁R₂,Rₛ = R₁ − R₂,A | Rₛ = R₁ + R₂ + …,Easy,1,PRO,1
q_10_phy_ch16_020,1,16.4 Resistors in Series,Understand,Which quantity is the same through all resistors in series?,series کے تمام resistors میں کون سی quantity same ہوتی ہے؟,Potential difference across each resistor / ہر resistor کے across potential difference,Current / current,Resistance / resistance,Power / power,B | Current / current,Medium,1,PRO,1
TOPIC_SEP,1,16.4 Resistors in Parallel,Topic,,,,,,,,,,,1
q_10_phy_ch16_021,1,16.4 Resistors in Parallel,Remember,Which relation gives equivalent resistance in parallel?,parallel میں equivalent resistance کا relation کون سا ہے؟,Rₚ = R₁ + R₂,Rₚ = R₁ − R₂,Rₚ = R₁R₂ without denominator,1/Rₚ = 1/R₁ + 1/R₂ + …,D | 1/Rₚ = 1/R₁ + 1/R₂ + …,Easy,1,PRO,1
q_10_phy_ch16_022,1,16.4 Resistors in Parallel,Understand,Which quantity is the same across all parallel branches?,parallel branches کے across کون سی quantity same ہوتی ہے؟,Current in each branch / ہر branch کا current,Resistance in each branch / ہر branch کی resistance,Power in each branch / ہر branch کی power,Potential difference / potential difference,D | Potential difference / potential difference,Medium,1,PRO,1
TOPIC_SEP,1,16.4 Equivalent Resistance,Topic,,,,,,,,,,,1
q_10_phy_ch16_023,1,16.4 Equivalent Resistance,Analyze,The equivalent resistance of a parallel combination is:,parallel combination کی equivalent resistance کیسی ہوتی ہے؟,Greater than the largest resistance / largest resistance سے greater,Equal to the sum of all resistances / تمام resistances کے sum کے equal,Always zero / ہمیشہ zero,Less than the smallest branch resistance / smallest branch resistance سے less,D | Less than the smallest branch resistance / smallest branch resistance سے less,Hard,1,ELITE,1
TOPIC_SEP,1,16.4 Circuit Calculation,Topic,,,,,,,,,,,1
q_10_phy_ch16_024,1,16.4 Circuit Calculation,Apply,Two resistors 2 Ω and 4 Ω are in series. What is their equivalent resistance?,2 Ω اور 4 Ω resistors series میں ہوں تو equivalent resistance کیا ہے؟,6 Ω,2 Ω,4/3 Ω,8 Ω,A | 6 Ω,Medium,1,PRO,1
q_10_phy_ch16_025,1,16.4 Circuit Calculation,Apply,Two 6 Ω resistors are in parallel. What is equivalent resistance?,two 6 Ω resistors parallel میں ہوں تو equivalent resistance کیا ہے؟,12 Ω,3 Ω,6 Ω,36 Ω,B | 3 Ω,Hard,1,PRO,1
TOPIC_SEP,1,16.5 Resistivity,Topic,,,,,,,,,,,1
q_10_phy_ch16_026,1,16.5 Resistivity,Remember,Which formula relates resistance and resistivity?,resistance اور resistivity کو کون سا formula relate کرتا ہے؟,R = ρA/L,ρ = L/RA,R = LA/ρ,R = ρL/A,D | R = ρL/A,Easy,1,PRO,1
q_10_phy_ch16_027,1,16.5 Resistivity,Remember,What is the SI unit of resistivity?,resistivity کی SI unit کیا ہے؟,Ω·m,Ω/m,Ω·m²,V/A²,A | Ω·m,Easy,1,ULTRA,1
q_10_phy_ch16_028,1,16.5 Resistivity,Understand,Resistance of a wire increases when its length:,wire کی length increase ہونے پر resistance کیا ہوتی ہے؟,Decreases / decrease ہوتی ہے,Becomes unrelated / unrelated ہو جاتی ہے,Becomes zero / zero ہو جاتی ہے,Increases / increase ہوتی ہے,D | Increases / increase ہوتی ہے,Medium,1,PRO,1
q_10_phy_ch16_029,1,16.5 Resistivity,Understand,Resistance of a wire decreases when its cross-sectional area:,wire کی cross-sectional area increase ہونے پر resistance کیا ہوتی ہے؟,Increases / increase ہوتی ہے,Decreases / decrease ہوتی ہے,Remains exactly unchanged / exactly unchanged رہتی ہے,Becomes infinite / infinite ہو جاتی ہے,A | Increases / increase ہوتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,16.5 Temperature and Resistance,Topic,,,,,,,,,,,1
q_10_phy_ch16_030,1,16.5 Temperature and Resistance,Understand,How does resistance of a typical metal change with temperature?,typical metal کی resistance temperature کے ساتھ کیسے change ہوتی ہے؟,It increases as temperature rises / temperature rise کے ساتھ increase ہوتی ہے,It becomes zero at ordinary temperatures / ordinary temperatures پر zero ہو جاتی ہے,It always decreases / یہ ہمیشہ decrease ہوتی ہے,It is independent of temperature / temperature سے independent ہوتی ہے,A | It increases as temperature rises / temperature rise کے ساتھ increase ہوتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,16.6 Voltage Divider,Topic,,,,,,,,,,,1
q_10_phy_ch16_031,1,16.6 Voltage Divider,Remember,What is the purpose of a voltage divider?,voltage divider کا purpose کیا ہے؟,To create charge from nothing / nothing سے charge create کرنا,To increase current without resistance / resistance کے بغیر current increase کرنا,To obtain a chosen fraction of an input voltage / input voltage کا chosen fraction obtain کرنا,To convert AC into sound / AC کو sound میں convert کرنا,C | To obtain a chosen fraction of an input voltage / input voltage کا chosen fraction obtain کرنا,Easy,1,PRO,1
q_10_phy_ch16_032,1,16.6 Voltage Divider,Remember,"For two series resistors, which expression gives voltage across R₂?",two series resistors میں R₂ کے across voltage کا expression کون سا ہے؟,V₂ = V(R₂/(R₁ + R₂)),V₂ = V(R₁ + R₂),V₂ = V(R₁/R₂),V₂ = V/R₁R₂,A | V₂ = V(R₂/(R₁ + R₂)),Easy,1,PRO,1
TOPIC_SEP,1,16.6 Resistor Colour Code,Topic,,,,,,,,,,,1
q_10_phy_ch16_033,1,16.6 Resistor Colour Code,Remember,What does the resistor colour code indicate?,resistor colour code کیا indicate کرتا ہے؟,Electric current direction only / صرف electric current direction,Resistance value and tolerance / resistance value اور tolerance,Magnetic pole / magnetic pole,Heat capacity / heat capacity,B | Resistance value and tolerance / resistance value اور tolerance,Easy,1,ULTRA,1
TOPIC_SEP,1,16.6 Thermistor and LDR,Topic,,,,,,,,,,,1
q_10_phy_ch16_034,1,16.6 Thermistor and LDR,Understand,How does the resistance of an NTC thermistor change when temperature rises?,temperature rise ہونے پر NTC thermistor کی resistance کیسے change ہوتی ہے؟,It increases / یہ increase ہوتی ہے,It remains exactly constant / یہ exactly constant رہتی ہے,It decreases / یہ decrease ہوتی ہے,It becomes infinite immediately / یہ immediately infinite ہو جاتی ہے,C | It decreases / یہ decrease ہوتی ہے,Medium,1,PRO,1
q_10_phy_ch16_035,1,16.6 Thermistor and LDR,Understand,How does an LDR respond to increasing light intensity?,light intensity increase ہونے پر LDR کیسے respond کرتا ہے؟,Its resistance increases / اس کی resistance increase ہوتی ہے,Its resistance becomes independent of light / resistance light سے independent ہو جاتی ہے,Its resistance decreases / اس کی resistance decrease ہوتی ہے,It produces magnetic poles / یہ magnetic poles produce کرتا ہے,C | Its resistance decreases / اس کی resistance decrease ہوتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,16.7 Electric Power,Topic,,,,,,,,,,,1
q_10_phy_ch16_036,1,16.7 Electric Power,Remember,Which formula gives electric power?,electric power کا formula کون سا ہے؟,P = V/I,P = VI,P = I/V,P = VIt,B | P = VI,Easy,1,PRO,1
q_10_phy_ch16_037,1,16.7 Electric Power,Remember,What is the SI unit of electric power?,electric power کی SI unit کیا ہے؟,Watt (W) / watt (W),Joule (J) / joule (J),Kilowatt-hour (kWh) / kilowatt-hour (kWh),Coulomb (C) / coulomb (C),A | Watt (W) / watt (W),Easy,1,ULTRA,1
TOPIC_SEP,1,16.7 Electrical Energy,Topic,,,,,,,,,,,1
q_10_phy_ch16_038,1,16.7 Electrical Energy,Remember,Which relation gives electrical energy used?,electrical energy used کا relation کون سا ہے؟,W = P/t,W = V/I,W = IR,W = Pt,D | W = Pt,Easy,1,PRO,1
q_10_phy_ch16_039,1,16.7 Electrical Energy,Understand,A kilowatt-hour is a unit of:,kilowatt-hour کس quantity کی unit ہے؟,Energy / energy,Power / power,Current / current,Resistance / resistance,A | Energy / energy,Medium,1,PRO,1
TOPIC_SEP,1,16.7 Joule Heating,Topic,,,,,,,,,,,1
q_10_phy_ch16_040,1,16.7 Joule Heating,Understand,Which formula represents heating in a resistor over time t?,resistor میں time t کے دوران heating کا formula کون سا ہے؟,H = I²Rt,H = IR/t,H = V/Rt,H = I/R,A | H = I²Rt,Medium,1,PRO,1
TOPIC_SEP,1,16.7 Power Calculation,Topic,,,,,,,,,,,1
q_10_phy_ch16_041,1,16.7 Power Calculation,Apply,An appliance uses 220 V and draws 2 A. What is its power?,"درج ذیل appliance کی power معلوم کریں: V = 220 V, I = 2 A",110 W,222 W,880 W,440 W,D | 440 W,Hard,1,PRO,1
TOPIC_SEP,1,16.8 Household Circuits,Topic,,,,,,,,,,,1
q_10_phy_ch16_042,1,16.8 Household Circuits,Understand,Why are household appliances connected in parallel?,household appliances parallel میں کیوں connect ہوتی ہیں؟,Current must be identical in every appliance / ہر appliance میں current identical ہونا چاہیے,Total resistance becomes the sum / total resistance sum بن جاتی ہے,One switch must control all appliances / one switch تمام appliances control کرے,Each receives full voltage and can operate independently / ہر appliance full voltage receive اور independently operate کرتی ہے,D | Each receives full voltage and can operate independently / ہر appliance full voltage receive اور independently operate کرتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,16.8 Household Safety,Topic,,,,,,,,,,,1
q_10_phy_ch16_043,1,16.8 Household Safety,Remember,What is the function of a fuse?,fuse کا function کیا ہے؟,To increase voltage / voltage increase کرنا,To melt and break the circuit when current is excessive / excessive current پر melt ہو کر circuit break کرنا,To store electric charge / electric charge store کرنا,To reduce appliance resistance to zero / appliance resistance zero کرنا,B | To melt and break the circuit when current is excessive / excessive current پر melt ہو کر circuit break کرنا,Easy,1,PRO,1
q_10_phy_ch16_044,1,16.8 Household Safety,Remember,What is the purpose of the earth wire?,earth wire کا purpose کیا ہے؟,To supply normal current to the appliance / appliance کو normal current supply کرنا,To raise the live-wire voltage / live-wire voltage raise کرنا,To carry fault current safely to Earth / fault current safely Earth تک carry کرنا,To act as a fuse element / fuse element کے طور پر act کرنا,C | To carry fault current safely to Earth / fault current safely Earth تک carry کرنا,Easy,1,PRO,1
q_10_phy_ch16_045,1,16.8 Household Safety,Analyze,Why is a fuse placed in the live wire?,fuse live wire میں کیوں place کیا جاتا ہے؟,So neutral remains permanently charged / neutral permanently charged رہے,So it disconnects the appliance from the high-potential supply during a fault / fault کے دوران appliance کو high-potential supply سے disconnect کرے,To increase current through the case / case میں current increase کرنے کے لیے,To bypass the appliance switch / appliance switch bypass کرنے کے لیے,B | So it disconnects the appliance from the high-potential supply during a fault / fault کے دوران appliance کو high-potential supply سے disconnect کرے,Hard,1,ELITE,1
