question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_math_ch11_009,1,11.1.1 Cumulative Frequency Polygon or Ogive,Understand,"For a more-than ogive, which class boundaries are marked on the x-axis?",more-than ogive کے لیے x-axis پر کون سی class boundaries mark کی جاتی ہیں؟,Upper class boundaries / upper class boundaries,Lower class boundaries / lower class boundaries,Quartile positions / quartile positions,Tally marks / tally marks,B | Lower class boundaries / lower class boundaries,Medium,1,PRO,1
q_10_math_ch11_010,1,11.1.1 Cumulative Frequency Polygon or Ogive,Understand,Which quantity is marked on the y-axis while constructing an ogive?,ogive construct کرتے وقت y-axis پر کون سی quantity mark کی جاتی ہے؟,Class width / class width,Raw score / raw score,Cumulative frequency / cumulative frequency,Variance / variance,C | Cumulative frequency / cumulative frequency,Easy,1,PRO,1
q_10_math_ch11_011,1,11.1.1 Cumulative Frequency Polygon or Ogive,Understand,"After plotting the ogive points, they are connected using:",ogive کے points plot کرنے کے بعد انہیں کیسے connect کیا جاتا ہے؟,Only vertical lines / صرف vertical lines,A smooth freehand curve or straight line segments / smooth freehand curve یا straight line segments,A circle / ایک circle,Random broken lines / random broken lines,B | A smooth freehand curve or straight line segments / smooth freehand curve یا straight line segments,Medium,1,ELITE,1
q_10_math_ch11_012,1,11.1.1 Cumulative Frequency Polygon or Ogive,Apply,"In a data set of 90 observations, what is the position of the median on an ogive?",90 observations کے data set میں ogive پر median کی position کیا ہوگی؟,22.5,45,67.5,90,B | 45,Medium,1,PRO,1
q_10_math_ch11_013,1,11.1.1 Cumulative Frequency Polygon or Ogive,Apply,"In a data set of 90 observations, what is the position of Q₁ on an ogive?",90 observations کے data set میں ogive پر Q₁ کی position کیا ہوگی؟,22.5,45,67.5,85.5,A | 22.5,Medium,1,PRO,1
q_10_math_ch11_014,1,11.1.1 Cumulative Frequency Polygon or Ogive,Apply,"In a data set of 90 observations, what is the position of Q₃ on an ogive?",90 observations کے data set میں ogive پر Q₃ کی position کیا ہوگی؟,67.5,22.5,36,90,A | 67.5,Medium,1,PRO,1
TOPIC_SEP,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Topic,,,,,,,,,,,1
q_10_math_ch11_015,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Remember,The median divides an arranged data set into:,median arranged data set کو کتنے equal parts میں divide کرتا ہے؟,Three equal parts / تین equal parts,Four equal parts / چار equal parts,Two equal parts / دو equal parts,Ten equal parts / دس equal parts,C | Two equal parts / دو equal parts,Easy,1,ULTRA,1
q_10_math_ch11_016,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Remember,Quartiles divide an arranged data set into:,quartiles arranged data set کو کتنے equal parts میں divide کرتے ہیں؟,Two equal parts / دو equal parts,Ten equal parts / دس equal parts,One hundred equal parts / سو equal parts,Four equal parts / چار equal parts,D | Four equal parts / چار equal parts,Easy,1,ULTRA,1
q_10_math_ch11_017,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Remember,Which quartile is the same as the median?,کون سا quartile median کے برابر ہوتا ہے؟,Q₂,Q₁,Q₃,Q₄,A | Q₂,Easy,1,ULTRA,1
q_10_math_ch11_018,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Understand,What percentage of data lies below Q₁?,Q₁ کے below data کا کتنا percentage ہوتا ہے؟,10%,25%,50%,75%,B | 25%,Easy,1,PRO,1
q_10_math_ch11_019,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Understand,What percentage of data lies below Q₃?,Q₃ کے below data کا کتنا percentage ہوتا ہے؟,25%,50%,75%,90%,C | 75%,Easy,1,PRO,1
q_10_math_ch11_020,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Remember,Deciles divide arranged data into how many equal parts?,deciles arranged data کو کتنے equal parts میں divide کرتے ہیں؟,Four / چار,Two / دو,Ten / دس,One hundred / سو,C | Ten / دس,Easy,1,ULTRA,1
q_10_math_ch11_021,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Understand,D₃ is the value below which what percentage of data falls?,D₃ وہ value ہے جس کے below کتنے percentage data falls؟,30%,3%,33%,70%,A | 30%,Medium,1,PRO,1
q_10_math_ch11_022,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Remember,Percentiles divide arranged data into how many equal parts?,percentiles arranged data کو کتنے equal parts میں divide کرتے ہیں؟,Ten / دس,Four / چار,One hundred / سو,Twenty-five / پچیس,C | One hundred / سو,Easy,1,ULTRA,1
q_10_math_ch11_023,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Understand,P₉₀ is the value below which what percentage of data lies?,P₉₀ وہ value ہے جس کے below کتنے percentage data lies؟,90%,9%,10%,99%,A | 90%,Medium,1,PRO,1
q_10_math_ch11_024,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Remember,Which formula gives the interquartile range?,interquartile range کا formula کون سا ہے؟,IQR = Q₃ + Q₁,IQR = Q₂ − Q₁,IQR = Q₁/Q₃,IQR = Q₃ − Q₁,D | IQR = Q₃ − Q₁,Easy,1,ULTRA,1
q_10_math_ch11_025,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",Apply,"If Q₁ = 56.9 and Q₃ = 75.6, find the interquartile range.","درج ذیل values کے لیے interquartile range معلوم کریں: Q₁ = 56.9, Q₃ = 75.6",18.7,12.5,56.9,132.5,A | 18.7,Hard,1,PRO,1
TOPIC_SEP,1,11.2 Box-and-Whisker Plot,Topic,,,,,,,,,,,1
q_10_math_ch11_026,1,11.2 Box-and-Whisker Plot,Remember,A box-and-whisker plot represents a data set using how many key values?,box-and-whisker plot data set کو کتنی key values سے represent کرتا ہے؟,Three / تین,Four / چار,Five / پانچ,Six / چھ,C | Five / پانچ,Easy,1,ULTRA,1
q_10_math_ch11_027,1,11.2 Box-and-Whisker Plot,Understand,Which five values form a box-and-whisker plot?,box-and-whisker plot کون سی five values سے بنتا ہے؟,"Mean, mode, range, variance, frequency / mean، mode، range، variance، frequency","Minimum, Q₁, median, Q₃, maximum / minimum، Q₁، median، Q₃، maximum",Only quartiles and mean / صرف quartiles اور mean,Class limits and frequencies / class limits اور frequencies,"B | Minimum, Q₁, median, Q₃, maximum / minimum، Q₁، median، Q₃، maximum",Medium,1,PRO,1
q_10_math_ch11_028,1,11.2 Box-and-Whisker Plot,Understand,The box in a box plot represents the:,box plot میں box کس quantity کو represent کرتا ہے؟,Complete range only / صرف complete range,Mean deviation / mean deviation,Interquartile range / interquartile range,Total frequency / total frequency,C | Interquartile range / interquartile range,Medium,1,PRO,1
q_10_math_ch11_029,1,11.2 Box-and-Whisker Plot,Understand,The line drawn inside the box represents the:,box کے inside drawn line کیا represent کرتی ہے؟,Range / range,Mode / mode,Class width / class width,Median / median,D | Median / median,Easy,1,PRO,1
q_10_math_ch11_030,1,11.2 Box-and-Whisker Plot,Understand,The whiskers extend from the box to the:,box plot میں whiskers box سے کس تک extend کرتی ہیں؟,Mean and mode / mean اور mode,Q₁ and Q₃ only / صرف Q₁ اور Q₃,Minimum and maximum values / minimum اور maximum values,First and last frequencies / first اور last frequencies,C | Minimum and maximum values / minimum اور maximum values,Medium,1,PRO,1
q_10_math_ch11_031,1,11.2 Box-and-Whisker Plot,Apply,"For the ordered data with minimum 2, Q₁ = 4.5, median = 11, Q₃ = 15 and maximum 18, what is the IQR?","درج ذیل five-number summary کا IQR معلوم کریں: minimum = 2, Q₁ = 4.5, median = 11, Q₃ = 15, maximum = 18",6.5,13.5,16,10.5,D | 10.5,Hard,1,PRO,1
q_10_math_ch11_032,1,11.2 Box-and-Whisker Plot,Apply,A box plot has Q₁ = 12.6 and Q₃ = 55.6. Find its IQR.,box plot میں Q₁ = 12.6 اور Q₃ = 55.6 ہیں۔ IQR معلوم کریں۔,34,43,68.2,55.6,B | 43,Hard,1,PRO,1
TOPIC_SEP,1,11.3 Scatter Diagram and Correlation,Topic,,,,,,,,,,,1
q_10_math_ch11_033,1,11.3 Scatter Diagram and Correlation,Remember,A scatter diagram displays the relationship between:,scatter diagram کس کے درمیان relationship دکھاتا ہے؟,One category only / صرف one category,Four quartiles / four quartiles,Two numerical variables / two numerical variables,Class boundaries only / صرف class boundaries,C | Two numerical variables / two numerical variables,Easy,1,ULTRA,1
q_10_math_ch11_034,1,11.3 Scatter Diagram and Correlation,Understand,"In a scatter diagram, the independent variable is usually plotted on the:",scatter diagram میں independent variable عموماً کس axis پر plot ہوتا ہے؟,Vertical y-axis / vertical y-axis,Both axes simultaneously / دونوں axes simultaneously,Legend only / صرف legend,Horizontal x-axis / horizontal x-axis,D | Horizontal x-axis / horizontal x-axis,Medium,1,PRO,1
q_10_math_ch11_035,1,11.3 Scatter Diagram and Correlation,Understand,"In a scatter diagram, the dependent variable is usually plotted on the:",scatter diagram میں dependent variable عموماً کس axis پر plot ہوتا ہے؟,Horizontal x-axis / horizontal x-axis,Origin only / صرف origin,Vertical y-axis / vertical y-axis,Class boundary axis / class boundary axis,C | Vertical y-axis / vertical y-axis,Medium,1,PRO,1
q_10_math_ch11_036,1,11.3 Scatter Diagram and Correlation,Remember,A line drawn through a scatter diagram to represent the overall trend is called the:,scatter diagram میں overall trend represent کرنے والی line کیا کہلاتی ہے؟,Ogive / ogive,Line of best fit / line of best fit,Whisker / whisker,Class boundary / class boundary,B | Line of best fit / line of best fit,Easy,1,ULTRA,1
q_10_math_ch11_037,1,11.3 Scatter Diagram and Correlation,Understand,"When one variable increases as the other increases, the correlation is:",جب ایک variable increase ہو اور دوسرا بھی increase ہو تو correlation کیسی ہوتی ہے؟,Negative / negative,Positive / positive,Zero / zero,Impossible / impossible,B | Positive / positive,Medium,1,PRO,1
q_10_math_ch11_038,1,11.3 Scatter Diagram and Correlation,Understand,"When one variable decreases as the other increases, the correlation is:",جب ایک variable decrease ہو جبکہ دوسرا increase ہو تو correlation کیسی ہوتی ہے؟,Positive / positive,Negative / negative,Zero / zero,Exhaustive / exhaustive,B | Negative / negative,Medium,1,PRO,1
q_10_math_ch11_039,1,11.3 Scatter Diagram and Correlation,Understand,"When there is no consistent pattern between two variables, the correlation is:",جب two variables کے درمیان کوئی consistent pattern نہ ہو تو correlation کیا ہوتی ہے؟,Zero correlation / zero correlation,Strong positive correlation / strong positive correlation,Strong negative correlation / strong negative correlation,Perfect correlation / perfect correlation,A | Zero correlation / zero correlation,Medium,1,PRO,1
q_10_math_ch11_040,1,11.3 Scatter Diagram and Correlation,Analyze,Points lying very close to an upward-sloping line indicate:,upward-sloping line کے بہت close points کیا indicate کرتے ہیں؟,Strong positive correlation / strong positive correlation,Weak negative correlation / weak negative correlation,Zero correlation / zero correlation,Strong negative correlation / strong negative correlation,A | Strong positive correlation / strong positive correlation,Hard,1,PRO,1
q_10_math_ch11_041,1,11.3 Scatter Diagram and Correlation,Apply,The textbook line of best fit estimates a test score of 64% for 5.5 hours of revision. Which value is the estimate?,textbook line of best fit 5.5 hours revision کے لیے test score estimate کرتی ہے۔ estimate کیا ہے؟,55%,70%,64%,90%,C | 64%,Hard,1,ELITE,1
TOPIC_SEP,1,11.4 Measures of Dispersion,Topic,,,,,,,,,,,1
q_10_math_ch11_042,1,11.4 Measures of Dispersion,Remember,Measures of dispersion describe how data values are:,measures of dispersion بتاتی ہیں کہ data values کیسے ہیں؟,Added to form frequency / frequency بنانے کے لیے add,Converted into categories / categories میں convert,Spread or scattered around a central value / central value کے around spread یا scattered,Arranged alphabetically / alphabetically arrange,C | Spread or scattered around a central value / central value کے around spread یا scattered,Easy,1,ULTRA,1
q_10_math_ch11_043,1,11.4 Measures of Dispersion,Remember,Which formula gives the range R?,range R کا formula کون سا ہے؟,R = H + L,R = H/L,R = H − L,R = L − H,C | R = H − L,Easy,1,ULTRA,1
q_10_math_ch11_044,1,11.4 Measures of Dispersion,Apply,"Find the range of the data: 15, 22, 18, 30, 17, 25","درج ذیل data کا range معلوم کریں: 15, 22, 18, 30, 17, 25",15,8,22,45,A | 15,Medium,1,PRO,1
q_10_math_ch11_045,1,11.4 Measures of Dispersion,Understand,"For grouped data, the range is found using the:",grouped data کے range کے لیے کیا use کیا جاتا ہے؟,Two middle frequencies / two middle frequencies,Mean and median / mean اور median,Quartile positions only / صرف quartile positions,Highest and lowest class boundaries / highest اور lowest class boundaries,D | Highest and lowest class boundaries / highest اور lowest class boundaries,Medium,1,PRO,1
q_10_math_ch11_046,1,11.4 Measures of Dispersion,Remember,Variance is the average of the squares of deviations from the:,variance values کی deviations کے squares کا average ہے جو کس سے لی جاتی ہیں؟,Mode / mode,Range / range,Highest value / highest value,Mean / mean,D | Mean / mean,Easy,1,ULTRA,1
q_10_math_ch11_047,1,11.4 Measures of Dispersion,Remember,Standard deviation is the:,standard deviation کیا ہے؟,Square of the range / range کا square,Positive square root of variance / variance کا positive square root,Difference of quartiles / quartiles کا difference,Average frequency / average frequency,B | Positive square root of variance / variance کا positive square root,Easy,1,ULTRA,1
q_10_math_ch11_048,1,11.4 Measures of Dispersion,Understand,A larger variance indicates that the data are:,larger variance کیا indicate کرتی ہے؟,More tightly clustered / زیادہ tightly clustered,More spread out / زیادہ spread out,All equal / تمام equal,Without a mean / mean کے بغیر,B | More spread out / زیادہ spread out,Medium,1,PRO,1
q_10_math_ch11_049,1,11.4 Measures of Dispersion,Understand,A smaller standard deviation indicates:,smaller standard deviation کیا indicate کرتی ہے؟,Greater consistency / زیادہ consistency,Greater spread / زیادہ spread,No observations / کوئی observations نہیں,A larger range in every case / ہر case میں larger range,A | Greater consistency / زیادہ consistency,Medium,1,PRO,1
q_10_math_ch11_050,1,11.4 Measures of Dispersion,Apply,"The variance of the data 13, 8, 4, 9, 7, 12, 10 is:","درج ذیل data کی variance کیا ہے: 13, 8, 4, 9, 7, 12, 10",7,9,63,8,D | 8,Hard,1,PRO,1
q_10_math_ch11_051,1,11.4 Measures of Dispersion,Analyze,Two students have the same mean score. Their standard deviations are 2.83 and 5.25. Who is more consistent?,two students کا mean same ہے۔ standard deviations 2.83 اور 5.25 ہیں۔ کون زیادہ consistent ہے؟,The student with standard deviation 2.83 / standard deviation 2.83 والا student,The student with standard deviation 5.25 / standard deviation 5.25 والا student,Both are equally consistent / دونوں equally consistent,Consistency cannot be compared / consistency compare نہیں ہو سکتی,A | The student with standard deviation 2.83 / standard deviation 2.83 والا student,Hard,1,PRO,1
q_10_math_ch11_052,1,11.4 Measures of Dispersion,Analyze,What is the variance of a data set in which every value is 8?,ایسے data set کی variance کیا ہوگی جس میں ہر value 8 ہو؟,8,16,64,0,D | 0,Hard,1,PRO,1
q_10_math_ch11_053,1,11.4 Measures of Dispersion,Apply,What is the range of the first 20 natural numbers?,first 20 natural numbers کا range کیا ہے؟,19,20,18,21,A | 19,Medium,1,PRO,1
