question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch9_sq_019,,9.2 Branches of Physics,state,State what nuclear physics and particle physics study.,نیوکلیائی طبیعیات اور ذرّاتی طبیعیات کس چیز کا مطالعہ کرتی ہیں؟,Medium,2,high,
q_9_phy_ch9_sq_020,,9.2 Branches of Physics,differentiate,Differentiate between astronomy and cosmology.,فلکیات اور کونیات میں فرق بیان کریں۔,Medium,2,high,
q_9_phy_ch9_sq_021,,9.2 Branches of Physics,state,State what solid state physics studies and mention the form of matter involved.,ٹھوس حالت کی طبیعیات کس چیز کا مطالعہ کرتی ہے؟ متعلقہ حالتِ مادہ بھی لکھیں۔,Easy,2,high,
,1,9.3 Interdisciplinary Nature of Physics,,,,,,,1
q_9_phy_ch9_sq_022,,9.3 Interdisciplinary Nature of Physics,explain,Explain what is meant by interdisciplinary fields and give a few examples.,بین الشعبہ جاتی شعبوں سے کیا مراد ہے؟ چند مثالیں دیں۔,Easy,2,high,
q_9_phy_ch9_sq_023,,9.3 Interdisciplinary Nature of Physics,state,State how biophysics uses principles and techniques of physics in biological systems.,بیان کریں کہ حیاتی طبیعیات حیاتیاتی نظاموں میں طبیعیات کے اصولوں اور تکنیکوں کو کیسے استعمال کرتی ہے۔,Medium,2,high,
q_9_phy_ch9_sq_024,,9.3 Interdisciplinary Nature of Physics,describe,Describe medical physics and mention two imaging techniques used in health diagnosis.,طبی طبیعیات کی وضاحت کریں اور صحت کی تشخیص میں استعمال ہونے والی دو تصویری تکنیکیں لکھیں۔,Medium,2,high,
q_9_phy_ch9_sq_025,,9.3 Interdisciplinary Nature of Physics,state,State what astrophysics deals with and give an example of its area of study.,فلکی طبیعیات کس چیز سے متعلق ہے؟ اس کے مطالعے کے علاقے کی ایک مثال دیں۔,Easy,2,high,
q_9_phy_ch9_sq_026,,9.3 Interdisciplinary Nature of Physics,state,State what geophysics studies and mention two Earth-related phenomena included in it.,ارضی طبیعیات کس چیز کا مطالعہ کرتی ہے؟ اس میں شامل زمین سے متعلق دو مظاہر لکھیں۔,Medium,2,high,
q_9_phy_ch9_sq_027,,9.3 Interdisciplinary Nature of Physics,describe,Describe climate physics and mention two environmental processes included in it.,موسمیاتی طبیعیات کی وضاحت کریں اور اس میں شامل دو ماحولیاتی عمل لکھیں۔,Medium,2,high,
q_9_phy_ch9_sq_028,,9.3 Interdisciplinary Nature of Physics,explain,Explain the purpose of computational physics in solving complex physical problems.,پیچیدہ طبیعی مسائل حل کرنے میں حسابی طبیعیات کا مقصد واضح کریں۔,Medium,2,high,
,1,9.4 Interdisciplinary Research,,,,,,,1
q_9_phy_ch9_sq_029,,9.4 Interdisciplinary Research,explain,Explain why collaboration is essential for addressing complex scientific issues.,وضاحت کریں کہ پیچیدہ سائنسی مسائل سے نمٹنے کے لیے تعاون کیوں ضروری ہے۔,Medium,2,high,
q_9_phy_ch9_sq_030,,9.4 Interdisciplinary Research,describe,Describe why solution of complex issues requires multifaceted expertise.,بیان کریں کہ پیچیدہ مسائل کے حل کے لیے کثیر پہلو مہارت کیوں ضروری ہے۔,Hard,2,high,
q_9_phy_ch9_sq_031,,9.4 Interdisciplinary Research,state,State how climate change requires knowledge from different scientific fields.,بیان کریں کہ موسمیاتی تبدیلی کے لیے مختلف سائنسی شعبوں کے علم کی ضرورت کیسے ہوتی ہے۔,Medium,2,high,
q_9_phy_ch9_sq_032,,9.4 Interdisciplinary Research,explain,Explain how interdisciplinary approaches foster innovation with one example.,وضاحت کریں کہ بین الشعبہ جاتی طریقے جدت کو کیسے فروغ دیتے ہیں، ایک مثال کے ساتھ۔,Hard,2,high,
q_9_phy_ch9_sq_033,,9.4 Interdisciplinary Research,describe,Describe how rapid sharing of knowledge across the globe helps scientific advancement.,بیان کریں کہ دنیا بھر میں علم کا تیز تبادلہ سائنسی ترقی میں کیسے مدد دیتا ہے۔,Medium,2,high,
q_9_phy_ch9_sq_034,,9.4 Interdisciplinary Research,state,"State the role of conferences, workshops and collaborative research projects in science.",سائنس میں کانفرنسوں، ورکشاپس اور مشترکہ تحقیقی منصوبوں کا کردار بیان کریں۔,Easy,2,high,
,1,9.5 Scientific Method,,,,,,,1
q_9_phy_ch9_sq_035,,9.5 Scientific Method,list,List the main steps of scientific method in correct order.,سائنسی طریقے کے اہم مراحل درست ترتیب سے فہرست کریں۔,Easy,2,high,
q_9_phy_ch9_sq_036,,9.5 Scientific Method,explain,Explain observation as the first step of scientific method with an example.,مشاہدے کو سائنسی طریقے کے پہلے مرحلے کے طور پر مثال کے ساتھ واضح کریں۔,Easy,2,high,
q_9_phy_ch9_sq_037,,9.5 Scientific Method,explain,Explain what a hypothesis is and give one example.,مفروضہ کیا ہے؟ ایک مثال دیں۔,Easy,2,high,
q_9_phy_ch9_sq_038,,9.5 Scientific Method,describe,Describe experiment as an organized repeatable process used to test a hypothesis.,تجربے کو مفروضے کی جانچ کے لیے استعمال ہونے والے منظم قابلِ تکرار عمل کے طور پر بیان کریں۔,Medium,2,high,
q_9_phy_ch9_sq_039,,9.5 Scientific Method,explain,Explain how the straight-line travel of light can be tested using cardboards with holes.,وضاحت کریں کہ سوراخ والے کارڈ بورڈز کے ذریعے روشنی کے سیدھی خط میں سفر کو کیسے جانچا جا سکتا ہے۔,Hard,2,high,
q_9_phy_ch9_sq_040,,9.5 Scientific Method,describe,Describe how a verified assumption becomes a theory after careful experimentation.,بیان کریں کہ محتاط تجربات کے بعد ایک تصدیق شدہ مفروضہ نظریہ کیسے بنتا ہے۔,Medium,2,high,
q_9_phy_ch9_sq_041,,9.5 Scientific Method,state,State the meaning of prediction in scientific method and mention how it is verified.,سائنسی طریقے میں پیش گوئی کا مطلب بیان کریں اور لکھیں کہ اس کی تصدیق کیسے کی جاتی ہے۔,Medium,2,high,
q_9_phy_ch9_sq_042,,9.5 Scientific Method,explain,Explain the falsifiability concept and why it is important for scientific theories.,قابلِ تردید ہونے کے تصور کی وضاحت کریں اور بتائیں کہ یہ سائنسی نظریات کے لیے کیوں اہم ہے۔,Hard,2,high,
q_9_phy_ch9_sq_043,,9.5 Scientific Method,differentiate,Differentiate between a theory and a law of physics.,طبیعیات کے نظریے اور قانون میں فرق بیان کریں۔,Medium,2,high,
q_9_phy_ch9_sq_044,,9.5 Scientific Method,explain,Explain why theories or laws of physics may be disproved or modified in the future.,وضاحت کریں کہ طبیعیات کے نظریات یا قوانین مستقبل میں کیوں غلط ثابت یا تبدیل ہو سکتے ہیں۔,Hard,2,high,
q_9_phy_ch9_sq_045,,9.5 Scientific Method,describe,Describe the relationship between an experiment and a hypothesis.,تجربے اور مفروضے کے درمیان تعلق بیان کریں۔,Medium,2,high,
q_9_phy_ch9_sq_046,,9.5 Scientific Method,explain,Explain how a small amount of data may disprove a prediction even if it cannot prove it always correct.,وضاحت کریں کہ تھوڑا سا ڈیٹا کسی پیش گوئی کو ہمیشہ درست ثابت نہیں کر سکتا مگر اسے غلط کیسے ثابت کر سکتا ہے۔,Hard,2,high,
,1,9.6 Scientific Base of Technologies and Engineering,,,,,,,1
q_9_phy_ch9_sq_047,,9.6 Scientific Base of Technologies and Engineering,state,State the scientific base of automobile technology and radar technology.,آٹوموبائل ٹیکنالوجی اور ریڈار ٹیکنالوجی کی سائنسی بنیاد بیان کریں۔,Easy,2,high,
q_9_phy_ch9_sq_048,,9.6 Scientific Base of Technologies and Engineering,state,State the basis of laser technology and mention two of its uses.,لیزر ٹیکنالوجی کی بنیاد بیان کریں اور اس کے دو استعمال لکھیں۔,Easy,2,high,
q_9_phy_ch9_sq_049,,9.6 Scientific Base of Technologies and Engineering,differentiate,"Differentiate the terms science, technology and engineering with examples.",سائنس، ٹیکنالوجی اور انجینئرنگ کی اصطلاحات میں مثالوں کے ساتھ فرق بیان کریں۔,Medium,2,high,
q_9_phy_ch9_sq_050,,9.6 Scientific Base of Technologies and Engineering,explain,Explain how engineering applies technologies and scientific principles to meet specific needs.,وضاحت کریں کہ انجینئرنگ مخصوص ضروریات پوری کرنے کے لیے ٹیکنالوجیز اور سائنسی اصولوں کو کیسے لاگو کرتی ہے۔,Medium,2,high,
q_9_phy_ch9_sq_051,,9.6 Scientific Base of Technologies and Engineering,describe,Describe three jobs that need the use of scientific knowledge.,ایسی تین ملازمتیں بیان کریں جن میں سائنسی علم کے استعمال کی ضرورت ہوتی ہے۔,Medium,2,high,
q_9_phy_ch9_sq_052,,9.6 Scientific Base of Technologies and Engineering,explain,"Explain why science, technology and engineering often work together.",وضاحت کریں کہ سائنس، ٹیکنالوجی اور انجینئرنگ اکثر مل کر کیوں کام کرتی ہیں۔,Hard,2,high,
q_9_phy_ch9_sq_053,,9.6 Scientific Base of Technologies and Engineering,state,State the scope of physics in everyday life and give some examples.,روزمرہ زندگی میں طبیعیات کا دائرۂ کار بیان کریں اور کچھ مثالیں دیں۔,Medium,2,high,
