question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_10_cs_ch4_lq_009,1,4.5 Testing and Debugging in Python,Long,discuss,"Explain the importance of testing and debugging in programming. Discuss print statements, debugging tools, and error messages as common debugging techniques.",programming میں testing اور debugging کی اہمیت کی وضاحت کریں۔ عام debugging techniques کے طور پر print statements، debugging tools اور error messages پر بحث کریں۔,Medium,5,PRO,1
q_10_cs_ch4_lq_010,1,4.5.1 Testing,Long,classification,"Describe the major types of software testing: unit testing, integration testing, functional testing, and regression testing. Explain the purpose of each type.",software testing کی اہم اقسام بیان کریں: unit testing، integration testing، functional testing اور regression testing۔ ہر قسم کا مقصد واضح کریں۔,Easy,5,ULTRA,1
sep_10_cs_ch4_007,1,4.2 Exercise Programming Problems,Topic,topic_separator,,,,,,1
q_10_cs_ch4_lq_011,1,4.2 Exercise Programming Problems,Long,algorithm_explanation,Write a Python program using a loop to display all odd numbers from 1 to 20.,loop استعمال کرتے ہوئے ایک Python پروگرام لکھیں جو 1 سے 20 تک تمام odd numbers دکھائے۔,Easy,5,PRO,1
sep_10_cs_ch4_008,1,4.3 Exercise Programming Problem,Topic,topic_separator,,,,,,1
q_10_cs_ch4_lq_012,1,4.3 Exercise Programming Problem,Long,algorithm_explanation,"Write a Python program that imports the random and statistics libraries, generates a list of five random numbers between 1 and 20, calculates their mean, and displays both the list and the mean.",ایک Python پروگرام لکھیں جو random اور statistics libraries کو import کرے، 1 سے 20 کے درمیان پانچ random numbers کی list بنائے، ان کا mean calculate کرے، اور list اور mean دونوں دکھائے۔,Hard,5,PRO,1
sep_10_cs_ch4_009,1,4.2.4 Nested Loops — Solved Examples,Topic,topic_separator,,,,,,1
q_10_cs_ch4_lq_013,1,4.2.4 Nested Loops — Solved Examples,Numerical,trace,"Trace the following Python code and write its complete output: print('=== Basic Number Pattern ===')\nfor i in range(3):\n    for j in range(4):\n        print(f'i={i}, j={j}')\n    print('----')","درج ذیل Python code کو trace کریں اور اس کا مکمل output لکھیں: print('=== Basic Number Pattern ===')\nfor i in range(3):\n    for j in range(4):\n        print(f'i={i}, j={j}')\n    print('----')",Medium,4,ULTRA,1
sep_10_cs_ch4_010,1,4.2 Exercise Output Problem,Topic,topic_separator,,,,,,1
q_10_cs_ch4_lq_014,1,4.2 Exercise Output Problem,Numerical,compute_output,"Write the complete output of the following Python code: print('=== Multiplication Table (1-5) ===')\nfor i in range(2, 4):\n    for j in range(1, 11):\n        print(f'{i} x {j} = {i*j}', end=' ')\n    print(' New line after each table')","درج ذیل Python code کا مکمل output لکھیں: print('=== Multiplication Table (1-5) ===')\nfor i in range(2, 4):\n    for j in range(1, 11):\n        print(f'{i} x {j} = {i*j}', end=' ')\n    print(' New line after each table')",Hard,4,PRO,1
