question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_chem_ch9_033,1,9.5 Noble Gases,Remember,In what form do noble gases exist?,خامل گیسیں کس شکل میں موجود ہوتی ہیں؟,Diatomic solids / دو ایٹمی ٹھوس,Monatomic gases / یک ایٹمی گیسیں,Giant ionic lattices / دیوقامت آئونی جالیاں,Triatomic liquids / سہ ایٹمی مائعات,B | Monatomic gases / یک ایٹمی گیسیں,Easy,1,PRO,1
q_9_chem_ch9_034,1,9.5 Noble Gases,Apply,"A monatomic, colourless and unreactive gas most likely belongs to which group?",یک ایٹمی، بے رنگ اور غیر فعال گیس غالباً کس گروپ سے تعلق رکھتی ہے؟,Group 1 / گروپ 1,Group 17 / گروپ 17,d-block / d بلاک,Group 18 / گروپ 18,D | Group 18 / گروپ 18,Medium,1,PRO,1
q_9_chem_ch9_035,1,9.5 Noble Gases,Understand,Which noble gas should have the lowest boiling point?,کون سی خامل گیس کا نقطۂ ابال سب سے کم ہونا چاہیے؟,Helium / ہیلیم,Neon / نیون,Argon / آرگن,Xenon / زینون,A | Helium / ہیلیم,Medium,1,ULTRA,1
TOPIC_SEP,1,9.5 Metals and Non-metals,Topic,,,,,,,,,,,1
q_9_chem_ch9_036,1,9.5 Metals and Non-metals,Remember,Which property is typical of metals?,دھاتوں کی عام خصوصیت کون سی ہے؟,Poor conductivity in every state / ہر حالت میں خراب موصلیت,Brittleness in all cases / ہر حالت میں بھربھرا پن,Good electrical conductivity / اچھی برقی موصلیت,Existence only as gases / صرف گیسوں کی شکل میں وجود,C | Good electrical conductivity / اچھی برقی موصلیت,Easy,1,PRO,1
q_9_chem_ch9_037,1,9.5 Metals and Non-metals,Remember,Which property is typical of many non-metals?,بہت سی غیر دھاتوں کی عام خصوصیت کون سی ہے؟,High metallic lustre in every case / ہر حالت میں بلند دھاتی چمک,Poor electrical conductivity / کمزور برقی موصلیت,Malleability and ductility / قابلِ پٹائی اور قابلِ تار کشی,Formation of positive ions only / صرف مثبت آئن بنانا,B | Poor electrical conductivity / کمزور برقی موصلیت,Easy,1,PRO,1
q_9_chem_ch9_038,1,9.5 Metals and Non-metals,Understand,Why are metals generally tough and strong?,دھاتیں عموماً مضبوط اور سخت کیوں ہوتی ہیں؟,Strong metallic bonding holds atoms together / مضبوط دھاتی بند ایٹموں کو اکٹھا رکھتے ہیں,They have no bonding forces / ان میں بند بنانے والی قوتیں نہیں,Their atoms are widely separated / ان کے ایٹم بہت دور دور ہوتے ہیں,They contain only weak intermolecular forces / ان میں صرف کمزور بین السالماتی قوتیں ہوتی ہیں,A | Strong metallic bonding holds atoms together / مضبوط دھاتی بند ایٹموں کو اکٹھا رکھتے ہیں,Medium,1,PRO,1
q_9_chem_ch9_039,1,9.5 Metals and Non-metals,Analyze,Why are alkali metals and halogens both reactive but in opposite ways?,الکلی دھاتیں اور ہیلوجنز دونوں فعال مگر مخالف طریقوں سے کیوں ہیں؟,Both lose seven electrons / دونوں سات الیکٹران کھوتے ہیں,Both have complete outer shells / دونوں کے بیرونی خول مکمل ہیں,Halogens are metals and alkali elements are gases / ہیلوجنز دھاتیں اور الکلی عناصر گیسیں ہیں,"Alkali metals lose one electron, while halogens gain one electron / الکلی دھاتیں ایک الیکٹران کھوتی جبکہ ہیلوجنز ایک الیکٹران حاصل کرتے ہیں","D | Alkali metals lose one electron, while halogens gain one electron / الکلی دھاتیں ایک الیکٹران کھوتی جبکہ ہیلوجنز ایک الیکٹران حاصل کرتے ہیں",Hard,1,PRO,1
q_9_chem_ch9_040,1,9.5 Metals and Non-metals,Apply,Which element is used as a heat-transfer agent in some nuclear power plants because of its good thermal conductivity and low melting point?,کون سا عنصر اچھی حرارتی موصلیت اور کم نقطۂ پگھلاؤ کی وجہ سے بعض نیوکلیائی بجلی گھروں میں حرارت منتقل کرنے والے عامل کے طور پر استعمال ہوتا ہے؟,Iodine / آیوڈین,Helium / ہیلیم,Sodium / سوڈیم,Sulphur / سلفر,C | Sodium / سوڈیم,Medium,1,ULTRA,1
q_9_chem_ch9_041,1,9.5 Metals and Non-metals,Analyze,Why is aluminium suitable for cooking utensils while magnesium is less suitable?,ایلومینیم کھانا پکانے کے برتنوں کے لیے موزوں جبکہ میگنیشیم کم موزوں کیوں ہے؟,Aluminium is less reactive and forms a protective oxide layer / ایلومینیم کم فعال ہے اور حفاظتی آکسائیڈ تہہ بناتا ہے,Magnesium is a noble gas / میگنیشیم خامل گیس ہے,Aluminium has no electrons / ایلومینیم میں الیکٹران نہیں,Magnesium is a non-metal / میگنیشیم غیر دھات ہے,A | Aluminium is less reactive and forms a protective oxide layer / ایلومینیم کم فعال ہے اور حفاظتی آکسائیڈ تہہ بناتا ہے,Hard,1,ELITE,1
