question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_chem_ch6_009,1,6.2 Dynamic Equilibrium,Remember,What is static equilibrium?,ساکن توازن کیا ہے؟,A state in which opposing processes have stopped and no change occurs / ایسی حالت جس میں مخالف عمل رک چکے ہوں اور کوئی تبدیلی نہ ہو,A state with equal reaction rates that continue / برابر جاری رفتاروں والی حالت,A state with changing concentrations / بدلتے ارتکاز والی حالت,A state found only in gases / صرف گیسوں میں پائی جانے والی حالت,A | A state in which opposing processes have stopped and no change occurs / ایسی حالت جس میں مخالف عمل رک چکے ہوں اور کوئی تبدیلی نہ ہو,Medium,1,ULTRA,1
q_9_chem_ch6_010,1,6.2 Dynamic Equilibrium,Analyze,How does dynamic equilibrium differ from static equilibrium?,حرکی توازن ساکن توازن سے کیسے مختلف ہے؟,Dynamic equilibrium has no reactants / حرکی توازن میں عامل مادّے نہیں ہوتے,Static equilibrium always has faster reactions / ساکن توازن میں تعامل ہمیشہ تیز ہوتے ہیں,They are exactly the same / دونوں بالکل یکساں ہیں,At dynamic equilibrium microscopic reactions continue; at static equilibrium no process continues / حرکی توازن میں خردبینی تعامل جاری رہتے ہیں جبکہ ساکن توازن میں کوئی عمل جاری نہیں رہتا,D | At dynamic equilibrium microscopic reactions continue; at static equilibrium no process continues / حرکی توازن میں خردبینی تعامل جاری رہتے ہیں جبکہ ساکن توازن میں کوئی عمل جاری نہیں رہتا,Hard,1,PRO,1
q_9_chem_ch6_011,1,6.2 Dynamic Equilibrium,Apply,"If forward and reverse reaction rates are both very high, what happens to equilibrium establishment?",اگر آگے اور پیچھے دونوں تعاملات کی رفتار بہت زیادہ ہو تو توازن کے قیام پر کیا اثر ہوگا؟,Equilibrium is reached very late / توازن بہت دیر سے قائم ہوتا ہے,Equilibrium is reached quickly / توازن جلد قائم ہو جاتا ہے,Equilibrium becomes impossible / توازن ناممکن ہو جاتا ہے,The reaction becomes irreversible / تعامل ناقابلِ واپسی بن جاتا ہے,B | Equilibrium is reached quickly / توازن جلد قائم ہو جاتا ہے,Medium,1,PRO,1
q_9_chem_ch6_012,1,6.2 Dynamic Equilibrium,Remember,What condition is necessary for a reversible reaction to reach equilibrium?,قابلِ واپسی تعامل کے توازن تک پہنچنے کے لیے کون سی شرط ضروری ہے؟,Products must continuously escape / حاصل مادّوں کو مسلسل نکلنا چاہیے,All reactants must be removed / تمام عامل مادّوں کو نکال دینا چاہیے,It should occur in a closed system / اسے بند نظام میں ہونا چاہیے,Pressure must be zero / دباؤ صفر ہونا چاہیے,C | It should occur in a closed system / اسے بند نظام میں ہونا چاہیے,Easy,1,PRO,1
q_9_chem_ch6_013,1,6.2 Dynamic Equilibrium,Understand,"At equilibrium, are the concentrations of reactants and products necessarily equal?",توازن پر کیا عامل اور حاصل مادّوں کے ارتکاز لازماً برابر ہوتے ہیں؟,"Yes, they are always exactly equal / ہاں، وہ ہمیشہ بالکل برابر ہوتے ہیں",Only reactants remain / صرف عامل مادّے باقی رہتے ہیں,Only products remain / صرف حاصل مادّے باقی رہتے ہیں,"No, they are constant but not necessarily equal / نہیں، وہ مستقل ہوتے ہیں مگر لازماً برابر نہیں","D | No, they are constant but not necessarily equal / نہیں، وہ مستقل ہوتے ہیں مگر لازماً برابر نہیں",Medium,1,PRO,1
TOPIC_SEP,1,6.3 Le Chatelier Principle,Topic,,,,,,,,,,,1
q_9_chem_ch6_014,1,6.3 Le Chatelier Principle,Remember,What does Le Chatelier’s principle predict?,لی شاٹیلیے کا اصول کیا پیش گوئی کرتا ہے؟,How an equilibrium system responds to a change in conditions / توازنی نظام حالات کی تبدیلی کا کیسے جواب دیتا ہے,The atomic number of products / حاصل مادّوں کا ایٹمی عدد,The colour of every catalyst / ہر عمل انگیز کا رنگ,The exact shape of molecules only / صرف سالمات کی درست شکل,A | How an equilibrium system responds to a change in conditions / توازنی نظام حالات کی تبدیلی کا کیسے جواب دیتا ہے,Medium,1,PRO,1
q_9_chem_ch6_015,1,6.3 Le Chatelier Principle,Understand,What happens if the concentration of a reactant is increased at equilibrium?,توازن پر عامل مادّے کا ارتکاز بڑھایا جائے تو کیا ہوتا ہے؟,Equilibrium always shifts toward reactants / توازن ہمیشہ عامل مادّوں کی طرف جاتا ہے,Both reaction rates become zero / دونوں رفتاریں صفر ہو جاتی ہیں,Equilibrium shifts in the direction that consumes the added reactant / توازن اس سمت منتقل ہوتا ہے جو بڑھائے گئے عامل مادّے کو استعمال کرے,The catalyst is destroyed / عمل انگیز تباہ ہو جاتا ہے,C | Equilibrium shifts in the direction that consumes the added reactant / توازن اس سمت منتقل ہوتا ہے جو بڑھائے گئے عامل مادّے کو استعمال کرے,Medium,1,PRO,1
q_9_chem_ch6_016,1,6.3 Le Chatelier Principle,Understand,What happens if a product is removed from an equilibrium mixture?,توازنی آمیزے سے حاصل مادّہ نکالا جائے تو کیا ہوتا ہے؟,The reverse reaction is always favoured / پیچھے کا تعامل ہمیشہ ترجیح پاتا ہے,The forward reaction is favoured to replace the removed product / نکالے گئے حاصل مادّے کو دوبارہ بنانے کے لیے آگے کا تعامل ترجیح پاتا ہے,Equilibrium cannot change / توازن بدل نہیں سکتا,All reactants precipitate / تمام عامل مادّے رسوب بن جاتے ہیں,B | The forward reaction is favoured to replace the removed product / نکالے گئے حاصل مادّے کو دوبارہ بنانے کے لیے آگے کا تعامل ترجیح پاتا ہے,Medium,1,PRO,1
q_9_chem_ch6_017,1,6.3 Le Chatelier Principle,Apply,How can a reversible reaction be driven toward completion?,قابلِ واپسی تعامل کو تکمیل کی طرف کیسے لے جایا جا سکتا ہے؟,Make forward and reverse rates zero / آگے اور پیچھے کی رفتار صفر کر کے,Continuously remove a product or add a reactant / حاصل مادّہ مسلسل نکال کر یا عامل مادّہ بڑھا کر,Remove all reactants / تمام عامل مادّے نکال کر,Keep every condition unchanged forever / ہر حالت ہمیشہ غیر تبدیل رکھ کر,B | Continuously remove a product or add a reactant / حاصل مادّہ مسلسل نکال کر یا عامل مادّہ بڑھا کر,Medium,1,PRO,1
q_9_chem_ch6_018,1,6.3 Le Chatelier Principle,Understand,How does increased pressure affect a gaseous equilibrium?,دباؤ بڑھانے سے گیسوں کے توازن پر کیا اثر ہوتا ہے؟,It always favours the side with more gas moles / یہ ہمیشہ زیادہ گیس مولوں والی سمت کو ترجیح دیتا ہے,It has no effect on any gas reaction / اس کا کسی گیس تعامل پر اثر نہیں,It converts gases into metals / یہ گیسوں کو دھاتوں میں بدل دیتا ہے,It favours the side with fewer moles of gas / یہ کم گیس مولوں والی سمت کو ترجیح دیتا ہے,D | It favours the side with fewer moles of gas / یہ کم گیس مولوں والی سمت کو ترجیح دیتا ہے,Medium,1,PRO,1
q_9_chem_ch6_019,1,6.3 Le Chatelier Principle,Apply,"For N₂(g) + 3H₂(g) ⇌ 2NH₃(g), which change favours ammonia formation?",N₂(g) + 3H₂(g) ⇌ 2NH₃(g) میں کون سی تبدیلی امونیا بننے کو ترجیح دیتی ہے؟,Increasing pressure / دباؤ بڑھانا,Decreasing pressure / دباؤ کم کرنا,Removing nitrogen / نائٹروجن نکالنا,Adding ammonia / امونیا بڑھانا,A | Increasing pressure / دباؤ بڑھانا,Medium,1,PRO,1
q_9_chem_ch6_020,1,6.3 Le Chatelier Principle,Apply,"For CaCO₃(s) ⇌ CaO(s) + CO₂(g), what is the effect of increasing pressure?",CaCO₃(s) ⇌ CaO(s) + CO₂(g) پر دباؤ بڑھانے کا کیا اثر ہوگا؟,The forward reaction is favoured / آگے کا تعامل ترجیح پاتا ہے,Both solids disappear / دونوں ٹھوس غائب ہو جاتے ہیں,The reverse reaction is favoured / پیچھے کا تعامل ترجیح پاتا ہے,No reaction can occur / کوئی تعامل نہیں ہو سکتا,C | The reverse reaction is favoured / پیچھے کا تعامل ترجیح پاتا ہے,Hard,1,PRO,1
q_9_chem_ch6_021,1,6.3 Le Chatelier Principle,Apply,Why is lime produced more effectively by heating CaCO₃ in an open vessel?,CaCO₃ کو کھلے برتن میں گرم کرنے سے چونا زیادہ مؤثر طور پر کیوں بنتا ہے؟,Pressure rises and favours more gas / دباؤ بڑھتا ہے اور زیادہ گیس کو ترجیح ملتی ہے,CO₂ escapes and shifts equilibrium toward CaO / CO₂ نکل جاتی ہے اور توازن CaO کی طرف منتقل ہوتا ہے,CaO becomes a catalyst / CaO عمل انگیز بن جاتا ہے,The reaction becomes endothermic only in open air / تعامل صرف کھلی ہوا میں حرارت جذب کرنے والا بنتا ہے,B | CO₂ escapes and shifts equilibrium toward CaO / CO₂ نکل جاتی ہے اور توازن CaO کی طرف منتقل ہوتا ہے,Hard,1,PRO,1
q_9_chem_ch6_022,1,6.3 Le Chatelier Principle,Understand,How does temperature affect an exothermic equilibrium when temperature is increased?,حرارت خارج کرنے والے توازن میں درجہ حرارت بڑھانے کا کیا اثر ہوتا ہے؟,The endothermic reverse direction is favoured / حرارت جذب کرنے والی پیچھے کی سمت ترجیح پاتی ہے,The exothermic forward direction is always favoured / حرارت خارج کرنے والی آگے کی سمت ہمیشہ ترجیح پاتی ہے,Both directions stop / دونوں سمتیں رک جاتی ہیں,Pressure becomes zero / دباؤ صفر ہو جاتا ہے,A | The endothermic reverse direction is favoured / حرارت جذب کرنے والی پیچھے کی سمت ترجیح پاتی ہے,Medium,1,PRO,1
q_9_chem_ch6_023,1,6.3 Le Chatelier Principle,Understand,How does temperature affect an endothermic forward reaction when temperature is increased?,حرارت جذب کرنے والے آگے کے تعامل میں درجہ حرارت بڑھانے کا کیا اثر ہوتا ہے؟,The reverse reaction is favoured / پیچھے کا تعامل ترجیح پاتا ہے,No equilibrium shift is possible / توازن کی منتقلی ممکن نہیں,All reactants freeze / تمام عامل مادّے جم جاتے ہیں,The forward reaction is favoured / آگے کا تعامل ترجیح پاتا ہے,D | The forward reaction is favoured / آگے کا تعامل ترجیح پاتا ہے,Medium,1,PRO,1
q_9_chem_ch6_024,1,6.3 Le Chatelier Principle,Analyze,"For an exothermic reversible reaction, which conditions usually maximize product yield if fewer gas moles are on the product side?",حرارت خارج کرنے والے قابلِ واپسی تعامل میں اگر حاصل مادّوں کی طرف گیس مول کم ہوں تو کون سی حالتیں پیداوار زیادہ کرتی ہیں؟,High temperature and low pressure / زیادہ درجہ حرارت اور کم دباؤ,High temperature and high volume only / زیادہ درجہ حرارت اور صرف زیادہ حجم,Low temperature and high pressure / کم درجہ حرارت اور زیادہ دباؤ,Zero pressure and no reactants / صفر دباؤ اور کوئی عامل مادّہ نہیں,C | Low temperature and high pressure / کم درجہ حرارت اور زیادہ دباؤ,Hard,1,PRO,1
TOPIC_SEP,1,6.3 Effect of Catalyst on Equilibrium,Topic,,,,,,,,,,,1
q_9_chem_ch6_025,1,6.3 Effect of Catalyst on Equilibrium,Remember,What effect does a catalyst have on forward and reverse reaction rates?,عمل انگیز آگے اور پیچھے کے تعاملات کی رفتار پر کیا اثر ڈالتا ہے؟,It increases both rates / یہ دونوں رفتاریں بڑھاتا ہے,It increases only the forward rate / یہ صرف آگے کی رفتار بڑھاتا ہے,It decreases both rates / یہ دونوں رفتاریں کم کرتا ہے,It stops the reverse reaction / یہ پیچھے کا تعامل روک دیتا ہے,A | It increases both rates / یہ دونوں رفتاریں بڑھاتا ہے,Easy,1,PRO,1
q_9_chem_ch6_026,1,6.3 Effect of Catalyst on Equilibrium,Understand,Does a catalyst change the equilibrium composition?,کیا عمل انگیز توازنی ترکیب بدلتا ہے؟,"Yes, it always increases product yield / ہاں، یہ ہمیشہ حاصل مادّوں کی پیداوار بڑھاتا ہے","Yes, it always shifts equilibrium left / ہاں، یہ ہمیشہ توازن بائیں طرف منتقل کرتا ہے",It removes products / یہ حاصل مادّے نکال دیتا ہے,"No, it only helps equilibrium to be reached faster / نہیں، یہ صرف توازن جلد قائم کرنے میں مدد دیتا ہے","D | No, it only helps equilibrium to be reached faster / نہیں، یہ صرف توازن جلد قائم کرنے میں مدد دیتا ہے",Medium,1,PRO,1
q_9_chem_ch6_027,1,6.3 Effect of Catalyst on Equilibrium,Understand,Why does a catalyst not alter the equilibrium constant or position?,عمل انگیز توازن کی مستقل قدر یا مقام کیوں نہیں بدلتا؟,It has no effect on reaction rate / اس کا رفتار پر کوئی اثر نہیں,It lowers activation energies of forward and reverse reactions equally / یہ آگے اور پیچھے دونوں تعاملات کی فعالی توانائیاں یکساں طور پر کم کرتا ہے,It changes the formulas of products / یہ حاصل مادّوں کے فارمولے بدلتا ہے,It adds extra reactants permanently / یہ مستقل طور پر اضافی عامل مادّے شامل کرتا ہے,B | It lowers activation energies of forward and reverse reactions equally / یہ آگے اور پیچھے دونوں تعاملات کی فعالی توانائیاں یکساں طور پر کم کرتا ہے,Hard,1,PRO,1
TOPIC_SEP,1,6.4 Industrial and Everyday Equilibria,Topic,,,,,,,,,,,1
q_9_chem_ch6_028,1,6.4 Industrial and Everyday Equilibria,Apply,Why does gas escape when a fizzy-drink can is opened?,فزی ڈرنک کا ڈبہ کھولنے پر گیس کیوں نکلتی ہے؟,Gas solubility increases sharply / گیس کی حل پذیری بہت بڑھ جاتی ہے,Water becomes more dense / پانی کی کثافت بڑھ جاتی ہے,"The pressure decreases, so dissolved CO₂ comes out / دباؤ کم ہوتا ہے اس لیے حل شدہ CO₂ باہر نکلتی ہے",CO₂ changes into oxygen / CO₂ آکسیجن میں بدل جاتی ہے,"C | The pressure decreases, so dissolved CO₂ comes out / دباؤ کم ہوتا ہے اس لیے حل شدہ CO₂ باہر نکلتی ہے",Medium,1,PRO,1
q_9_chem_ch6_029,1,6.4 Industrial and Everyday Equilibria,Understand,Why are reversible reactions useful industrially only when equilibrium can be made to favour products?,قابلِ واپسی تعامل صنعتی طور پر اسی وقت مفید کیوں ہوتے ہیں جب توازن حاصل مادّوں کی طرف کیا جا سکے؟,Industries require zero products / صنعتوں کو صفر حاصل مادّے درکار ہوتے ہیں,Reactants must never be converted / عامل مادّے کبھی تبدیل نہیں ہونے چاہییں,Equilibrium must always lie far left / توازن ہمیشہ بہت بائیں ہونا چاہیے,A high product yield is needed for economical production / اقتصادی پیداوار کے لیے حاصل مادّے کی زیادہ پیداوار درکار ہوتی ہے,D | A high product yield is needed for economical production / اقتصادی پیداوار کے لیے حاصل مادّے کی زیادہ پیداوار درکار ہوتی ہے,Medium,1,ELITE,1
q_9_chem_ch6_030,1,6.4 Industrial and Everyday Equilibria,Apply,Two sealed containers at the same temperature start with different mixtures for PCl₅ ⇌ PCl₃ + Cl₂. What will be true after equilibrium is reached?,PCl₅ ⇌ PCl₃ + Cl₂ کے لیے ایک ہی درجہ حرارت پر دو بند برتن مختلف آمیزوں سے شروع ہوں۔ توازن قائم ہونے پر کیا درست ہوگا؟,Both can reach the same equilibrium composition under identical conditions / یکساں حالات میں دونوں ایک ہی توازنی ترکیب تک پہنچ سکتے ہیں,Only the container starting with PCl₅ can reach equilibrium / صرف PCl₅ سے شروع ہونے والا برتن توازن تک پہنچ سکتا ہے,Both will contain only PCl₅ / دونوں میں صرف PCl₅ ہوگا,Both will have zero concentration of reactants / دونوں میں عامل مادّوں کا ارتکاز صفر ہوگا,A | Both can reach the same equilibrium composition under identical conditions / یکساں حالات میں دونوں ایک ہی توازنی ترکیب تک پہنچ سکتے ہیں,Hard,1,PRO,1
q_9_chem_ch6_031,1,6.4 Industrial and Everyday Equilibria,Apply,Which atmospheric gases react in the presence of lightning according to the chapter?,باب کے مطابق بجلی چمکنے کی موجودگی میں کون سی فضائی گیسیں تعامل کرتی ہیں؟,Nitrogen and water vapour / نائٹروجن اور آبی بخارات,Carbon dioxide and oxygen / کاربن ڈائی آکسائیڈ اور آکسیجن,Nitrogen and oxygen / نائٹروجن اور آکسیجن,Hydrogen and carbon dioxide / ہائیڈروجن اور کاربن ڈائی آکسائیڈ,C | Nitrogen and oxygen / نائٹروجن اور آکسیجن,Easy,1,PRO,1
q_9_chem_ch6_032,1,6.4 Industrial and Everyday Equilibria,Analyze,Which strategy gives maximum ammonia yield while also allowing a reasonable industrial rate?,کون سی حکمتِ عملی مناسب صنعتی رفتار کے ساتھ امونیا کی زیادہ پیداوار دیتی ہے؟,"Low pressure, very high temperature and no catalyst / کم دباؤ، بہت زیادہ درجہ حرارت اور کوئی عمل انگیز نہیں","High pressure, moderately low temperature and a catalyst / زیادہ دباؤ، نسبتاً کم درجہ حرارت اور عمل انگیز",Open vessel and continuous ammonia addition / کھلا برتن اور امونیا کا مسلسل اضافہ,Remove nitrogen and hydrogen / نائٹروجن اور ہائیڈروجن نکال دینا,"B | High pressure, moderately low temperature and a catalyst / زیادہ دباؤ، نسبتاً کم درجہ حرارت اور عمل انگیز",Hard,1,PRO,1
q_9_chem_ch6_033,1,6.4 Industrial and Everyday Equilibria,Understand,What happens to product concentrations if an equilibrium system is left undisturbed?,اگر توازنی نظام کو غیر متاثر چھوڑ دیا جائے تو حاصل مادّوں کے ارتکاز کے ساتھ کیا ہوتا ہے؟,They increase without limit / وہ لامحدود بڑھتے ہیں,They remain constant / وہ مستقل رہتے ہیں,They decrease to zero / وہ کم ہو کر صفر ہو جاتے ہیں,They fluctuate randomly forever / وہ ہمیشہ بے ترتیب بدلتے رہتے ہیں,B | They remain constant / وہ مستقل رہتے ہیں,Easy,1,PRO,1
q_9_chem_ch6_034,1,6.4 Industrial and Everyday Equilibria,Analyze,Which observation is the best evidence that a reaction has reached dynamic equilibrium?,کون سا مشاہدہ حرکی توازن قائم ہونے کا بہترین ثبوت ہے؟,All molecules stop moving / تمام سالمات حرکت روک دیتے ہیں,Only products are present / صرف حاصل مادّے موجود ہوتے ہیں,The temperature must become 0 K / درجہ حرارت لازماً 0 K ہو جاتا ہے,Macroscopic concentrations remain constant while both reactions continue / ظاہری ارتکاز مستقل رہتے ہیں جبکہ دونوں تعامل جاری رہتے ہیں,D | Macroscopic concentrations remain constant while both reactions continue / ظاہری ارتکاز مستقل رہتے ہیں جبکہ دونوں تعامل جاری رہتے ہیں,Hard,1,PRO,1
TOPIC_SEP,1,6.2 Rates During Approach to Equilibrium,Topic,,,,,,,,,,,1
q_9_chem_ch6_035,1,6.2 Rates During Approach to Equilibrium,Remember,"At the start of a reversible reaction containing only reactants, how does the forward rate compare with the reverse rate?",صرف عامل مادّوں سے شروع ہونے والے قابلِ واپسی تعامل میں ابتدا پر آگے کی رفتار پیچھے کی رفتار سے کیسے مختلف ہوتی ہے؟,Forward rate is high and reverse rate is nearly zero / آگے کی رفتار زیادہ اور پیچھے کی رفتار تقریباً صفر ہوتی ہے,Both rates are equal immediately / دونوں رفتاریں فوراً برابر ہوتی ہیں,Reverse rate is higher than forward rate / پیچھے کی رفتار آگے سے زیادہ ہوتی ہے,Both rates are permanently zero / دونوں رفتاریں مستقل صفر ہوتی ہیں,A | Forward rate is high and reverse rate is nearly zero / آگے کی رفتار زیادہ اور پیچھے کی رفتار تقریباً صفر ہوتی ہے,Medium,1,PRO,1
q_9_chem_ch6_036,1,6.2 Rates During Approach to Equilibrium,Understand,What happens to the reverse reaction rate as products accumulate?,حاصل مادّے جمع ہونے کے ساتھ پیچھے کے تعامل کی رفتار کے ساتھ کیا ہوتا ہے؟,It decreases to zero / یہ کم ہو کر صفر ہو جاتی ہے,It remains zero forever / یہ ہمیشہ صفر رہتی ہے,It increases / یہ بڑھتی ہے,It becomes independent of concentration / یہ ارتکاز سے غیر متعلق ہو جاتی ہے,C | It increases / یہ بڑھتی ہے,Medium,1,ULTRA,1
q_9_chem_ch6_037,1,6.2 Rates During Approach to Equilibrium,Remember,What is the relationship between forward and reverse rates at equilibrium?,توازن پر آگے اور پیچھے کی رفتاروں کا تعلق کیا ہے؟,Forward rate is always greater / آگے کی رفتار ہمیشہ زیادہ ہوتی ہے,They are equal / وہ برابر ہوتی ہیں,Reverse rate is always greater / پیچھے کی رفتار ہمیشہ زیادہ ہوتی ہے,Both are zero / دونوں صفر ہوتی ہیں,B | They are equal / وہ برابر ہوتی ہیں,Easy,1,PRO,1
TOPIC_SEP,1,6.3 Changes in Volume and Pressure,Topic,,,,,,,,,,,1
q_9_chem_ch6_038,1,6.3 Changes in Volume and Pressure,Apply,"For 2NO₂(g) ⇌ N₂O₄(g), what is the effect of increasing pressure?",2NO₂(g) ⇌ N₂O₄(g) میں دباؤ بڑھانے کا کیا اثر ہوگا؟,Equilibrium shifts toward N₂O₄ / توازن N₂O₄ کی طرف منتقل ہوتا ہے,Equilibrium shifts toward NO₂ / توازن NO₂ کی طرف منتقل ہوتا ہے,The reaction stops / تعامل رک جاتا ہے,Both gases become solids immediately / دونوں گیسیں فوراً ٹھوس بن جاتی ہیں,A | Equilibrium shifts toward N₂O₄ / توازن N₂O₄ کی طرف منتقل ہوتا ہے,Hard,1,PRO,1
q_9_chem_ch6_039,1,6.3 Changes in Volume and Pressure,Apply,"For 2NO₂(g) ⇌ N₂O₄(g), what is the effect of increasing the volume of the vessel?",2NO₂(g) ⇌ N₂O₄(g) میں برتن کا حجم بڑھانے کا کیا اثر ہوگا؟,Equilibrium shifts toward N₂O₄ / توازن N₂O₄ کی طرف منتقل ہوتا ہے,No gas remains / کوئی گیس باقی نہیں رہتی,Only temperature changes / صرف درجہ حرارت بدلتا ہے,Equilibrium shifts toward NO₂ / توازن NO₂ کی طرف منتقل ہوتا ہے,D | Equilibrium shifts toward NO₂ / توازن NO₂ کی طرف منتقل ہوتا ہے,Hard,1,PRO,1
TOPIC_SEP,1,6.4 Reversible Physical and Chemical Changes,Topic,,,,,,,,,,,1
q_9_chem_ch6_040,1,6.4 Reversible Physical and Chemical Changes,Understand,Why is the dehydration and rehydration of copper sulphate considered reversible?,کاپر سلفیٹ کا پانی کھونا اور دوبارہ پانی لینا قابلِ واپسی کیوں سمجھا جاتا ہے؟,Copper sulphate is permanently destroyed by heating / گرم کرنے سے کاپر سلفیٹ مستقل تباہ ہو جاتا ہے,No colour change occurs / کوئی رنگ کی تبدیلی نہیں ہوتی,Water can be removed by heating and added back to restore the hydrated salt / گرم کر کے پانی نکالا اور دوبارہ شامل کر کے ہائیڈریٹڈ نمک بحال کیا جا سکتا ہے,The salt changes into an element / نمک عنصر میں بدل جاتا ہے,C | Water can be removed by heating and added back to restore the hydrated salt / گرم کر کے پانی نکالا اور دوبارہ شامل کر کے ہائیڈریٹڈ نمک بحال کیا جا سکتا ہے,Medium,1,ULTRA,1
