question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_chem_ch4_004,1,4.6 Avogadro Number,Topic,topic_separator,,,,,,1
q_9_chem_ch4_lq_008,1,4.6 Avogadro Number,Long,state_and_explain,Answer the following related questions about Avogadro Number: (a) Define Avogadro’s number and state one related characteristic or function. | (b) State what Avogadro’s number represents.,درج ذیل متعلقہ سوالات کے جواب دیں: (الف) ایووگاڈرو عدد کی تعریف کریں اور ایک اہم خصوصیت بیان کریں۔ ایک متعلقہ خصوصیت بھی بیان کریں۔؟ | (ب) ایووگاڈرو عدد کس چیز کو ظاہر کرتا ہے؟,Easy,5,PRO,1
q_9_chem_ch4_lq_009,1,4.6 Avogadro Number,Long,cause_effect,Answer the following related questions about Avogadro Number: (a) State how many atomic mass units are equal to one gram. | (b) Why is Avogadro’s number important in chemistry?,درج ذیل متعلقہ سوالات کے جواب دیں: (الف) تعداد یا مقدار بیان کریں: ایک گرام میں کتنی ایٹمی کمیتی اکائیاں ہوتی ہیں۔؟ | (ب) کیمیا میں ایووگاڈرو عدد اہم کیوں ہے؟,Medium,5,ULTRA,1
sep_9_chem_ch4_005,1,4.7 Mole and Molar Mass,Topic,topic_separator,,,,,,1
q_9_chem_ch4_lq_010,1,4.7 Mole and Molar Mass,Numerical,calculate,"A diamond sample contains 6 g of carbon. Calculate: (a) the number of moles of carbon atoms, and (b) the number of carbon atoms in the sample.",ہیرے کے نمونے کے لیے درج ذیل مقداریں معلوم کریں: mass of carbon = 6 g | (الف) moles of carbon atoms | (ب) number of carbon atoms,Hard,4,PRO,1
q_9_chem_ch4_lq_011,1,4.7 Mole and Molar Mass,Numerical,calculate,Calculate the number of water molecules present in 18 g of H₂O. Show the complete mole-to-particle calculation.,مکمل mole-to-particle حساب کے ساتھ پانی کے molecules کی تعداد معلوم کریں: mass of H₂O = 18 g,Medium,4,PRO,1
q_9_chem_ch4_lq_012,1,4.7 Mole and Molar Mass,Numerical,calculate,"A sample contains 25 g of H₂SO₄ and its molar mass is 98 g mol⁻¹. Calculate: (a) the amount in moles, and (b) the number of H₂SO₄ molecules represented by this amount.","درج ذیل نمونے کے لیے حساب کریں: mass of H₂SO₄ = 25 g, molar mass = 98 g mol⁻¹ | (الف) amount in moles | (ب) number of H₂SO₄ molecules",Hard,4,ULTRA,1
sep_9_chem_ch4_006,1,4.8 Chemical Equations,Topic,topic_separator,,,,,,1
q_9_chem_ch4_lq_013,1,4.8 Chemical Equations,Long,cause_effect,Answer the following related questions about Chemical Equations: (a) State what a chemical equation shows. | (b) Why must a chemical equation be balanced?,درج ذیل متعلقہ سوالات کے جواب دیں: (الف) کیمیائی مساوات کیا ظاہر کرتی ہے؟ | (ب) کیمیائی مساوات کو متوازن کرنا کیوں ضروری ہے؟,Medium,5,PRO,1
q_9_chem_ch4_lq_014,1,4.8 Chemical Equations,Long,discuss,"Answer the following related questions about Chemical Equations: (a) What do coefficients in a balanced equation represent? Also, Identify the equation that is balanced for the combustion of methane. | (b) Before writing a chemical equation, which condition is essential?",درج ذیل متعلقہ سوالات کے جواب دیں: (الف) متوازن مساوات میں عددی سر کیا ظاہر کرتے ہیں۔ نیز، میتھین کے احتراق کی کون سی مساوات متوازن ہے۔؟ | (ب) کیمیائی مساوات لکھنے سے پہلے کون سی شرط ضروری ہے؟,Easy,5,ULTRA,1
sep_9_chem_ch4_007,1,4.9 Stoichiometric Calculations,Topic,topic_separator,,,,,,1
q_9_chem_ch4_lq_015,1,4.9 Stoichiometric Calculations,Long,state_and_explain,Answer the following related questions about Stoichiometric Calculations: (a) Define stoichiometry based on and state one related characteristic or function. | (b) A calculation gives more product than allowed by the balanced mole ratio. What is the most likely error?,درج ذیل متعلقہ سوالات کے جواب دیں: (الف) اسٹوکیومیٹری کس بنیاد پر ہوتی ہے؟ | (ب) حساب سے متوازن مولی تناسب سے زیادہ حاصل مادّہ نکلے تو غالباً کیا غلطی ہے؟,Easy,5,PRO,1
q_9_chem_ch4_lq_016,1,4.9 Stoichiometric Calculations,Numerical,calculate,"Ethyl alcohol requires 3 mol of O₂ per mole and produces 2 mol of CO₂ per mole on complete combustion. For 1.8 mol of ethyl alcohol, calculate: (a) moles of O₂ required, and (b) moles of CO₂ formed.","ethyl alcohol کے مکمل combustion کے لیے درج ذیل مقداریں معلوم کریں: ethyl alcohol = 1.8 mol, O₂ ratio = 3 mol per mole, CO₂ ratio = 2 mol per mole | (الف) moles of O₂ required | (ب) moles of CO₂ formed",Hard,4,PRO,1
