question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_chem_ch1_010,1,1.1 What is Chemistry?,Remember,Which branch studies chemical substances and vital processes in living organisms?,کون سی شاخ جانداروں میں کیمیائی مادّوں اور حیاتی عمل کا مطالعہ کرتی ہے؟,Nuclear chemistry / نیوکلئیر کیمیا,Inorganic chemistry / غیر نامیاتی کیمیا,Astrochemistry / فلکی کیمیا,Biochemistry / حیاتی کیمیا,D | Biochemistry / حیاتی کیمیا,Easy,1,PRO,1
q_9_chem_ch1_011,1,1.1 What is Chemistry?,Remember,Which branch deals with reactions occurring in the nucleus of an atom?,کون سی شاخ ایٹم کے مرکزے میں ہونے والے تعاملات سے متعلق ہے؟,Physical chemistry / طبعی کیمیا,Nuclear chemistry / نیوکلئیر کیمیا,Polymer chemistry / پولیمر کیمیا,Analytical chemistry / تجزیاتی کیمیا,B | Nuclear chemistry / نیوکلئیر کیمیا,Easy,1,PRO,1
q_9_chem_ch1_012,1,1.1 What is Chemistry?,Understand,"Which branch would study proteins, cellulose and nucleic acids as naturally occurring large molecules?",کون سی شاخ پروٹین، سیلولوز اور نیوکلیک ایسڈز کو قدرتی طور پر پائے جانے والے بڑے سالمات کے طور پر پڑھے گی؟,Geochemistry / ارضی کیمیا,Medicinal chemistry / ادویاتی کیمیا,Polymer chemistry / پولیمر کیمیا,Environmental chemistry / ماحولیاتی کیمیا,C | Polymer chemistry / پولیمر کیمیا,Medium,1,ULTRA,1
q_9_chem_ch1_013,1,1.1 What is Chemistry?,Remember,"What is the study of the chemical composition of Earth, its rocks and minerals called?",زمین، اس کی چٹانوں اور معدنیات کی کیمیائی ترکیب کے مطالعے کو کیا کہتے ہیں؟,Astrochemistry / فلکی کیمیا,Biochemistry / حیاتی کیمیا,Analytical chemistry / تجزیاتی کیمیا,Geochemistry / ارضی کیمیا,D | Geochemistry / ارضی کیمیا,Easy,1,ULTRA,1
q_9_chem_ch1_014,1,1.1 What is Chemistry?,Remember,"Which branch includes the discovery, delivery, absorption and metabolism of drugs?",کون سی شاخ ادویات کی دریافت، ترسیل، جذب اور میٹابولزم کو شامل کرتی ہے؟,Medicinal chemistry / ادویاتی کیمیا,Physical chemistry / طبعی کیمیا,Nuclear chemistry / نیوکلئیر کیمیا,Inorganic chemistry / غیر نامیاتی کیمیا,A | Medicinal chemistry / ادویاتی کیمیا,Medium,1,PRO,1
q_9_chem_ch1_015,1,1.1 What is Chemistry?,Remember,"Which branch studies atoms, molecules and ions in space and their interaction with radiation?",کون سی شاخ خلا میں ایٹموں، سالمات اور آئنوں اور تابکاری کے ساتھ ان کے تعامل کا مطالعہ کرتی ہے؟,Environmental chemistry / ماحولیاتی کیمیا,Organic chemistry / نامیاتی کیمیا,Astrochemistry / فلکی کیمیا,Analytical chemistry / تجزیاتی کیمیا,C | Astrochemistry / فلکی کیمیا,Medium,1,ULTRA,1
TOPIC_SEP,1,1.2 States of Matter,Topic,,,,,,,,,,,1
q_9_chem_ch1_016,1,1.2 States of Matter,Remember,Which statement defines matter?,مادّے کی تعریف کون سی ہے؟,Anything that has no mass and no volume / ہر وہ چیز جس کی نہ کمیت ہو نہ حجم,A substance having mass and occupying space / ایسا مادّہ جو کمیت رکھتا ہو اور جگہ گھیرتا ہو,Energy only / صرف توانائی,A force without substance / مادّے کے بغیر قوت,B | A substance having mass and occupying space / ایسا مادّہ جو کمیت رکھتا ہو اور جگہ گھیرتا ہو,Easy,1,PRO,1
q_9_chem_ch1_017,1,1.2 States of Matter,Remember,Which four states of matter are commonly observed in everyday life?,روزمرہ زندگی میں مادّے کی کون سی چار حالتیں عام طور پر دیکھی جاتی ہیں؟,"Solid, liquid, heat and light / ٹھوس، مائع، حرارت اور روشنی","Solid, liquid, gas and plasma / ٹھوس، مائع، گیس اور پلازما","Gas, energy, sound and plasma / گیس، توانائی، آواز اور پلازما","Liquid, force, vacuum and solid / مائع، قوت، خلا اور ٹھوس","B | Solid, liquid, gas and plasma / ٹھوس، مائع، گیس اور پلازما",Easy,1,ULTRA,1
q_9_chem_ch1_018,1,1.2 States of Matter,Understand,Why are gases easily compressible?,گیسیں آسانی سے دب کیوں جاتی ہیں؟,Their particles are fixed in a lattice / ان کے ذرّات جالی میں ثابت ہوتے ہیں,They have a definite shape / ان کی شکل معین ہوتی ہے,Their particles are strongly bonded / ان کے ذرّات مضبوطی سے بندھے ہوتے ہیں,Their molecules are widely apart with very weak intermolecular forces / ان کے سالمات بہت دور دور ہوتے ہیں اور بین السالماتی قوتیں بہت کمزور ہوتی ہیں,D | Their molecules are widely apart with very weak intermolecular forces / ان کے سالمات بہت دور دور ہوتے ہیں اور بین السالماتی قوتیں بہت کمزور ہوتی ہیں,Medium,1,PRO,1
q_9_chem_ch1_019,1,1.2 States of Matter,Understand,Which property distinguishes a solid from a liquid and a gas?,کون سی خصوصیت ٹھوس کو مائع اور گیس سے ممتاز کرتی ہے؟,It has a definite shape and fixed volume / اس کی شکل معین اور حجم مقرر ہوتا ہے,It fills every available space / یہ تمام دستیاب جگہ بھر دیتا ہے,It is highly compressible / یہ بہت زیادہ قابلِ دباؤ ہوتا ہے,Its particles move freely over long distances / اس کے ذرّات آزادانہ طویل فاصلے طے کرتے ہیں,A | It has a definite shape and fixed volume / اس کی شکل معین اور حجم مقرر ہوتا ہے,Medium,1,PRO,1
q_9_chem_ch1_020,1,1.2 States of Matter,Remember,What is plasma considered to be?,پلازما کو کیا سمجھا جاتا ہے؟,A perfectly ordered solid / مکمل طور پر منظم ٹھوس,A saturated solution / سیر شدہ محلول,A partially ionized gas containing electrons and ions / الیکٹرانوں اور آئنوں پر مشتمل جزوی طور پر آئنائزڈ گیس,A neutral liquid crystal only / صرف غیر باردار مائع قلم,C | A partially ionized gas containing electrons and ions / الیکٹرانوں اور آئنوں پر مشتمل جزوی طور پر آئنائزڈ گیس,Easy,1,ULTRA,1
q_9_chem_ch1_021,1,1.2 States of Matter,Apply,Matter in a fluorescent tube is mainly present in which state?,فلوروسینٹ ٹیوب میں مادّہ بنیادی طور پر کس حالت میں ہوتا ہے؟,Liquid crystal / مائع قلم,Plasma / پلازما,Supercritical fluid / فوق بحرانی سیال,Solid / ٹھوس,B | Plasma / پلازما,Medium,1,PRO,1
q_9_chem_ch1_022,1,1.2 States of Matter,Understand,What is a supercritical fluid?,فوق بحرانی سیال کیا ہے؟,A highly compressed state showing properties of both gases and liquids / بہت زیادہ دباؤ والی حالت جو گیس اور مائع دونوں کی خصوصیات دکھاتی ہے,A gas with no particles / ایسی گیس جس میں ذرّات نہ ہوں,A solid with a fixed crystal only / صرف معین قلم رکھنے والا ٹھوس,A suspension that settles rapidly / تیزی سے بیٹھ جانے والی معلق آمیزش,A | A highly compressed state showing properties of both gases and liquids / بہت زیادہ دباؤ والی حالت جو گیس اور مائع دونوں کی خصوصیات دکھاتی ہے,Medium,1,ULTRA,1
q_9_chem_ch1_023,1,1.2 States of Matter,Remember,The properties of a liquid crystal lie between which two states?,مائع قلم کی خصوصیات کن دو حالتوں کے درمیان ہوتی ہیں؟,Gases and plasma / گیسیں اور پلازما,Solids and dark matter / ٹھوس اور تاریک مادّہ,Colloids and suspensions / کولائیڈ اور معلق آمیزش,Conventional liquids and crystalline solids / روایتی مائعات اور قلمی ٹھوس,D | Conventional liquids and crystalline solids / روایتی مائعات اور قلمی ٹھوس,Easy,1,PRO,1
q_9_chem_ch1_024,1,1.2 States of Matter,Remember,Which material is a single layer of carbon atoms arranged in a hexagonal pattern?,کون سا مادّہ کاربن ایٹموں کی ایک تہہ پر مشتمل ہوتا ہے جو مسدسی نمونے میں ترتیب پاتے ہیں؟,Diamond / ہیرا,Rhombic sulphur / رومبک سلفر,Graphene / گرافین,Polystyrene / پولی اسٹائرین,C | Graphene / گرافین,Easy,1,ULTRA,1
q_9_chem_ch1_025,1,1.2 States of Matter,Analyze,Which observation best indicates the gaseous state rather than the liquid state?,کون سا مشاہدہ مائع کے بجائے گیس کی حالت کی بہترین نشاندہی کرتا ہے؟,Very low density and easy compressibility / بہت کم کثافت اور آسانی سے دب جانا,Fixed shape and high rigidity / معین شکل اور زیادہ سختی,Particles closely attached and difficult to compress / ذرّات قریب اور دبانا مشکل,Perfect crystalline arrangement / مکمل قلمی ترتیب,A | Very low density and easy compressibility / بہت کم کثافت اور آسانی سے دب جانا,Hard,1,ELITE,1
TOPIC_SEP,1,"1.3 Element, Compound and Mixture",Topic,,,,,,,,,,,1
q_9_chem_ch1_026,1,"1.3 Element, Compound and Mixture",Remember,What is the simplest form of matter that cannot be broken into simpler substances by chemical means?,مادّے کی وہ سادہ ترین شکل کون سی ہے جسے کیمیائی طریقے سے مزید سادہ مادّوں میں تقسیم نہیں کیا جا سکتا؟,Compound / مرکب,Mixture / آمیزہ,Solution / محلول,Element / عنصر,D | Element / عنصر,Easy,1,PRO,1
q_9_chem_ch1_027,1,"1.3 Element, Compound and Mixture",Understand,Which statement correctly describes a compound?,مرکب کی درست وضاحت کون سی ہے؟,Components can always be separated by filtration / اجزاء کو ہمیشہ فلٹریشن سے الگ کیا جا سکتا ہے,Elements are chemically combined in a fixed ratio / عناصر مقررہ تناسب میں کیمیائی طور پر ملے ہوتے ہیں,Composition varies from sample to sample / ترکیب ہر نمونے میں بدلتی رہتی ہے,Each component retains all original properties / ہر جزو اپنی تمام اصل خصوصیات برقرار رکھتا ہے,B | Elements are chemically combined in a fixed ratio / عناصر مقررہ تناسب میں کیمیائی طور پر ملے ہوتے ہیں,Medium,1,PRO,1
q_9_chem_ch1_028,1,"1.3 Element, Compound and Mixture",Understand,Which statement correctly describes a mixture?,آمیزے کی درست وضاحت کون سی ہے؟,Its elements are present only in a fixed ratio / اس کے عناصر صرف مقررہ تناسب میں ہوتے ہیں,It can be represented by one definite chemical formula / اسے ایک مقررہ کیمیائی فارمولے سے ظاہر کیا جا سکتا ہے,Its components are physically combined and may retain their properties / اس کے اجزاء طبعی طور پر ملے ہوتے ہیں اور اپنی خصوصیات برقرار رکھ سکتے ہیں,It is always a pure substance / یہ ہمیشہ خالص مادّہ ہوتا ہے,C | Its components are physically combined and may retain their properties / اس کے اجزاء طبعی طور پر ملے ہوتے ہیں اور اپنی خصوصیات برقرار رکھ سکتے ہیں,Medium,1,ULTRA,1
q_9_chem_ch1_029,1,"1.3 Element, Compound and Mixture",Apply,Which of the following is a heterogeneous mixture according to the chapter exercise?,باب کی مشق کے مطابق درج ذیل میں سے کون سا غیر یکساں آمیزہ ہے؟,Potassium nitrate solution in water / پوٹاشیم نائٹریٹ کا آبی محلول,Calcium hydroxide solution in water / کیلشیم ہائیڈرو آکسائیڈ کا آبی محلول,Vinegar solution / سرکے کا محلول,Concrete mixture / کنکریٹ کا آمیزہ,D | Concrete mixture / کنکریٹ کا آمیزہ,Medium,1,PRO,1
TOPIC_SEP,1,1.4 Allotropic Forms of Substances,Topic,,,,,,,,,,,1
q_9_chem_ch1_030,1,1.4 Allotropic Forms of Substances,Remember,What is allotropy?,الوٹروپی کیا ہے؟,Existence of an element in more than one structural form / کسی عنصر کا ایک سے زیادہ ساختی شکلوں میں موجود ہونا,Mixing two compounds in any ratio / دو مرکبات کو کسی بھی تناسب میں ملانا,Dissolving a gas in a liquid / گیس کو مائع میں حل کرنا,Changing an element into a mixture / عنصر کو آمیزے میں تبدیل کرنا,A | Existence of an element in more than one structural form / کسی عنصر کا ایک سے زیادہ ساختی شکلوں میں موجود ہونا,Medium,1,PRO,1
q_9_chem_ch1_031,1,1.4 Allotropic Forms of Substances,Remember,Which set contains the three main allotropic forms of carbon given in the chapter?,باب میں دی گئی کاربن کی تین بنیادی الوٹروپک شکلوں کا درست مجموعہ کون سا ہے؟,"Coal, sulphur and oxygen / کوئلہ، سلفر اور آکسیجن","Graphene, ozone and brass / گرافین، اوزون اور پیتل","Diamond, graphite and Buckminster fullerene / ہیرا، گریفائٹ اور بک منسٹر فلرین","Diamond, copper and zinc / ہیرا، تانبا اور زنک","C | Diamond, graphite and Buckminster fullerene / ہیرا، گریفائٹ اور بک منسٹر فلرین",Easy,1,ULTRA,1
q_9_chem_ch1_032,1,1.4 Allotropic Forms of Substances,Understand,Why can graphite act as a lubricant?,گریفائٹ بطور لبریکینٹ کیوں استعمال ہو سکتا ہے؟,It is made of isolated ions / یہ الگ الگ آئنوں سے بنا ہوتا ہے,Its layers can slip over one another / اس کی تہیں ایک دوسرے پر پھسل سکتی ہیں,It melts at room temperature / یہ کمرے کے درجہ حرارت پر پگھل جاتا ہے,It contains water between layers / اس کی تہوں کے درمیان پانی ہوتا ہے,B | Its layers can slip over one another / اس کی تہیں ایک دوسرے پر پھسل سکتی ہیں,Medium,1,PRO,1
TOPIC_SEP,1,"1.6 Solution, Colloidal Solution and Suspension",Topic,,,,,,,,,,,1
q_9_chem_ch1_033,1,"1.6 Solution, Colloidal Solution and Suspension",Remember,In which mixture are solute particles completely homogenized in the solvent and pass through filter paper?,کس آمیزے میں حل شدہ مادّے کے ذرّات محلل میں مکمل یکساں ہو جاتے ہیں اور فلٹر پیپر سے گزر جاتے ہیں؟,Suspension / معلق آمیزش,True solution / حقیقی محلول,Colloid / کولائیڈ,Saturated solid / سیر شدہ ٹھوس,B | True solution / حقیقی محلول,Easy,1,PRO,1
q_9_chem_ch1_034,1,"1.6 Solution, Colloidal Solution and Suspension",Remember,Which mixture has visible particles that settle on standing and are retained by filter paper?,کس آمیزے میں نظر آنے والے ذرّات کچھ دیر کھڑا رکھنے پر بیٹھ جاتے ہیں اور فلٹر پیپر پر رک جاتے ہیں؟,True solution / حقیقی محلول,Colloid / کولائیڈ,Unsaturated solution / غیر سیر شدہ محلول,Suspension / معلق آمیزش,D | Suspension / معلق آمیزش,Easy,1,PRO,1
q_9_chem_ch1_035,1,"1.6 Solution, Colloidal Solution and Suspension",Understand,How do colloidal particles behave on standing and filtration?,کھڑا رکھنے اور فلٹریشن کے دوران کولائیڈل ذرّات کا رویّہ کیا ہوتا ہے؟,They do not settle and they pass through ordinary filter paper / وہ نہیں بیٹھتے اور عام فلٹر پیپر سے گزر جاتے ہیں,They settle immediately and remain on filter paper / وہ فوراً بیٹھ جاتے ہیں اور فلٹر پیپر پر رک جاتے ہیں,They disappear by chemical reaction / وہ کیمیائی تعامل سے غائب ہو جاتے ہیں,They form a pure element / وہ خالص عنصر بنا دیتے ہیں,A | They do not settle and they pass through ordinary filter paper / وہ نہیں بیٹھتے اور عام فلٹر پیپر سے گزر جاتے ہیں,Medium,1,ULTRA,1
q_9_chem_ch1_036,1,"1.6 Solution, Colloidal Solution and Suspension",Apply,Which liquid is a colloidal solution according to the exercise?,مشق کے مطابق کون سا مائع کولائیڈل محلول ہے؟,Vinegar solution / سرکے کا محلول,Sodium chloride solution / سوڈیم کلورائیڈ کا محلول,Milk / دودھ,Potassium nitrate solution / پوٹاشیم نائٹریٹ کا محلول,C | Milk / دودھ,Medium,1,PRO,1
TOPIC_SEP,1,1.7 Formation of Saturated and Unsaturated Solutions,Topic,,,,,,,,,,,1
q_9_chem_ch1_037,1,1.7 Formation of Saturated and Unsaturated Solutions,Remember,What is an unsaturated solution?,غیر سیر شدہ محلول کیا ہے؟,A solution containing the maximum dissolved solute / ایسا محلول جس میں زیادہ سے زیادہ حل شدہ مادّہ موجود ہو,A solution that can dissolve more solute at a particular temperature / ایسا محلول جو مخصوص درجہ حرارت پر مزید حل شدہ مادّہ حل کر سکتا ہو,A mixture whose particles settle rapidly / ایسا آمیزہ جس کے ذرّات تیزی سے بیٹھ جائیں,A pure liquid with no solute / ایسا خالص مائع جس میں کوئی حل شدہ مادّہ نہ ہو,B | A solution that can dissolve more solute at a particular temperature / ایسا محلول جو مخصوص درجہ حرارت پر مزید حل شدہ مادّہ حل کر سکتا ہو,Easy,1,PRO,1
q_9_chem_ch1_038,1,1.7 Formation of Saturated and Unsaturated Solutions,Remember,What is a saturated solution?,سیر شدہ محلول کیا ہے؟,A solution containing the maximum amount of solute at a particular temperature / ایسا محلول جس میں مخصوص درجہ حرارت پر حل شدہ مادّے کی زیادہ سے زیادہ مقدار موجود ہو,A solution that always dissolves unlimited solute / ایسا محلول جو ہمیشہ لامحدود مادّہ حل کر لے,A suspension with visible particles / نظر آنے والے ذرّات والی معلق آمیزش,A gas dissolved without a solvent / بغیر محلل کے حل شدہ گیس,A | A solution containing the maximum amount of solute at a particular temperature / ایسا محلول جس میں مخصوص درجہ حرارت پر حل شدہ مادّے کی زیادہ سے زیادہ مقدار موجود ہو,Easy,1,PRO,1
TOPIC_SEP,1,1.8 Effect of Temperature on Solubility,Topic,,,,,,,,,,,1
q_9_chem_ch1_039,1,1.8 Effect of Temperature on Solubility,Remember,How is solubility defined in this chapter?,اس باب میں حل پذیری کی تعریف کیا ہے؟,Mass of solvent in one litre at any temperature / کسی بھی درجہ حرارت پر ایک لیٹر محلل کی کمیت,Number of particles in a suspension / معلق آمیزش میں ذرّات کی تعداد,Volume of a gas at zero pressure / صفر دباؤ پر گیس کا حجم,Amount of solute that dissolves in 100 g of solvent at a particular temperature / حل شدہ مادّے کی وہ مقدار جو مخصوص درجہ حرارت پر 100 گرام محلل میں حل ہو,D | Amount of solute that dissolves in 100 g of solvent at a particular temperature / حل شدہ مادّے کی وہ مقدار جو مخصوص درجہ حرارت پر 100 گرام محلل میں حل ہو,Medium,1,PRO,1
q_9_chem_ch1_040,1,1.8 Effect of Temperature on Solubility,Understand,What generally happens to the solubility of gases in water when temperature increases?,درجہ حرارت بڑھنے پر پانی میں گیسوں کی حل پذیری عموماً کیا ہوتی ہے؟,It always doubles / یہ ہمیشہ دوگنی ہو جاتی ہے,It remains exactly constant / یہ بالکل مستقل رہتی ہے,It decreases / یہ کم ہو جاتی ہے,It first becomes zero then infinite / یہ پہلے صفر پھر لامحدود ہو جاتی ہے,C | It decreases / یہ کم ہو جاتی ہے,Medium,1,ULTRA,1
q_9_chem_ch1_041,1,1.8 Effect of Temperature on Solubility,Analyze,Why are soda-water bottles kept refrigerated according to the chapter?,باب کے مطابق سوڈا واٹر کی بوتلیں ٹھنڈی کیوں رکھی جاتی ہیں؟,Carbon dioxide remains more soluble at low temperature / کم درجہ حرارت پر کاربن ڈائی آکسائیڈ زیادہ حل پذیر رہتی ہے,Water becomes a solid permanently / پانی مستقل طور پر ٹھوس بن جاتا ہے,Sodium chloride becomes insoluble / سوڈیم کلورائیڈ غیر حل پذیر ہو جاتا ہے,The bottle produces oxygen / بوتل آکسیجن پیدا کرتی ہے,A | Carbon dioxide remains more soluble at low temperature / کم درجہ حرارت پر کاربن ڈائی آکسائیڈ زیادہ حل پذیر رہتی ہے,Hard,1,PRO,1
q_9_chem_ch1_042,1,1.8 Effect of Temperature on Solubility,Analyze,Why can potassium nitrate be purified by crystallization more readily than sodium chloride?,پوٹاشیم نائٹریٹ کو سوڈیم کلورائیڈ کے مقابلے میں قلمی عمل سے زیادہ آسانی سے خالص کیوں کیا جا سکتا ہے؟,It is a gas at room temperature / یہ کمرے کے درجہ حرارت پر گیس ہے,It never dissolves in water / یہ پانی میں کبھی حل نہیں ہوتا,It is a colloid / یہ کولائیڈ ہے,Its solubility changes greatly with temperature / اس کی حل پذیری درجہ حرارت کے ساتھ بہت زیادہ بدلتی ہے,D | Its solubility changes greatly with temperature / اس کی حل پذیری درجہ حرارت کے ساتھ بہت زیادہ بدلتی ہے,Hard,1,PRO,1
