question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_chem_ch13_010,1,13.0 General Laboratory Safety,Analyze,Which three failures commonly lead to laboratory accidents?,کون سی تین کوتاہیاں لیبارٹری حادثات کا باعث بنتی ہیں؟,"Wearing PPE, reading labels and checking equipment / PPE پہننا، لیبل پڑھنا اور آلات جانچنا","Using small quantities, ventilation and supervision / کم مقدار، ہوا داری اور نگرانی استعمال کرنا","Staying calm, evacuating and calling staff / پرسکون رہنا، انخلا کرنا اور عملہ بلانا","Making mistakes, failing to use common sense and failing to follow instructions / غلطیاں کرنا، عقلِ عام استعمال نہ کرنا اور ہدایات پر عمل نہ کرنا","D | Making mistakes, failing to use common sense and failing to follow instructions / غلطیاں کرنا، عقلِ عام استعمال نہ کرنا اور ہدایات پر عمل نہ کرنا",Hard,1,PRO,1
TOPIC_SEP,1,13.1.1 Flammable and Explosive Hazards,Topic,,,,,,,,,,,1
q_9_chem_ch13_011,1,13.1.1 Flammable and Explosive Hazards,Remember,What characterizes an explosive chemical?,دھماکہ خیز کیمیکل کی بنیادی خصوصیت کیا ہے؟,It always dissolves harmlessly in water / یہ ہمیشہ پانی میں بے ضرر حل ہوتا ہے,"It may suddenly release pressure, gas and heat when shocked / جھٹکا لگنے پر اچانک دباؤ، گیس اور حرارت خارج کر سکتا ہے",It has no stored energy / اس میں ذخیرہ شدہ توانائی نہیں ہوتی,It cannot react with heat / یہ حرارت سے تعامل نہیں کر سکتا,"B | It may suddenly release pressure, gas and heat when shocked / جھٹکا لگنے پر اچانک دباؤ، گیس اور حرارت خارج کر سکتا ہے",Medium,1,PRO,1
q_9_chem_ch13_012,1,13.1.1 Flammable and Explosive Hazards,Remember,Which substance is listed as an explosive or self-reactive chemical?,کون سا مادّہ دھماکہ خیز یا خود تعامل پذیر کیمیکل کے طور پر درج ہے؟,Sodium chloride / سوڈیم کلورائیڈ,Water / پانی,Picric acid / پکرک ایسڈ,Glucose / گلوکوز,C | Picric acid / پکرک ایسڈ,Easy,1,PRO,1
q_9_chem_ch13_013,1,13.1.1 Flammable and Explosive Hazards,Remember,Which is an example of a flammable compound?,قابلِ اشتعال مرکب کی مثال کون سی ہے؟,Sodium chloride / سوڈیم کلورائیڈ,Calcium carbonate / کیلشیم کاربونیٹ,Water / پانی,Acetone / ایسیٹون,D | Acetone / ایسیٹون,Easy,1,ULTRA,1
q_9_chem_ch13_014,1,13.1.1 Flammable and Explosive Hazards,Remember,What is a flammable chemical or mixture described as having?,قابلِ اشتعال کیمیکل یا آمیزے کی کیا خصوصیت بیان کی گئی ہے؟,A flashpoint around room temperature / کمرے کے درجہ حرارت کے قریب نقطۂ اشتعال,A boiling point below absolute zero / مطلق صفر سے کم نقطۂ ابال,No ability to burn / جلنے کی کوئی صلاحیت نہیں,Only an ionic lattice / صرف آیونی جال,A | A flashpoint around room temperature / کمرے کے درجہ حرارت کے قریب نقطۂ اشتعال,Medium,1,ULTRA,1
q_9_chem_ch13_015,1,13.1.1 Flammable and Explosive Hazards,Apply,What should you do if a chemical is suspected to be explosive?,اگر کسی کیمیکل کے دھماکہ خیز ہونے کا شبہ ہو تو کیا کرنا چاہیے؟,Shake the container vigorously / برتن کو زور سے ہلائیں,Place it near an open flame / اسے کھلی آگ کے قریب رکھیں,Do not move the container and avoid shock / برتن کو نہ ہلائیں اور جھٹکے سے بچائیں,Open it immediately without approval / اجازت کے بغیر فوراً کھولیں,C | Do not move the container and avoid shock / برتن کو نہ ہلائیں اور جھٹکے سے بچائیں,Easy,1,PRO,1
q_9_chem_ch13_016,1,13.1.1 Flammable and Explosive Hazards,Remember,What approval is required before using a potentially dangerous chemical?,ممکنہ خطرناک کیمیکل استعمال کرنے سے پہلے کس کی منظوری ضروری ہے؟,Approval from another student only / صرف دوسرے طالب علم کی منظوری,Prior approval from the teacher / استاد کی پیشگی منظوری,No approval / کوئی منظوری نہیں,Approval after the experiment / تجربے کے بعد منظوری,B | Prior approval from the teacher / استاد کی پیشگی منظوری,Easy,1,PRO,1
q_9_chem_ch13_017,1,13.1.1 Flammable and Explosive Hazards,Understand,Why should the smallest possible quantity of a dangerous chemical be used?,خطرناک کیمیکل کی کم سے کم مقدار کیوں استعمال کرنی چاہیے؟,It makes the chemical more explosive / یہ کیمیکل کو زیادہ دھماکہ خیز بناتی ہے,It limits the possible severity of an accident / یہ ممکنہ حادثے کی شدت محدود کرتی ہے,It removes the need for PPE / یہ PPE کی ضرورت ختم کرتی ہے,It guarantees no reaction occurs / یہ یقینی بناتی ہے کہ کوئی تعامل نہ ہو,B | It limits the possible severity of an accident / یہ ممکنہ حادثے کی شدت محدود کرتی ہے,Medium,1,PRO,1
q_9_chem_ch13_018,1,13.1.1 Flammable and Explosive Hazards,Remember,Where should experiments with potentially dangerous vapours be conducted?,ممکنہ خطرناک بخارات والے تجربات کہاں کیے جانے چاہییں؟,In a closed cupboard with no ventilation / بغیر ہوا داری کی بند الماری میں,Near food items / خوراک کے قریب,In a crowded corridor / بھرے ہوئے راہداری میں,In a fume hood / فیوم ہڈ میں,D | In a fume hood / فیوم ہڈ میں,Easy,1,PRO,1
q_9_chem_ch13_019,1,13.1.1 Flammable and Explosive Hazards,Remember,Where should flammable compounds be kept?,قابلِ اشتعال مرکبات کو کہاں رکھنا چاہیے؟,Away from heat sources / حرارت کے ذرائع سے دور,Beside an open flame / کھلی آگ کے ساتھ,On a hot plate / ہاٹ پلیٹ پر,In direct contact with sparks / چنگاریوں کے براہِ راست رابطے میں,A | Away from heat sources / حرارت کے ذرائع سے دور,Easy,1,PRO,1
q_9_chem_ch13_020,1,13.1.1 Flammable and Explosive Hazards,Remember,"According to the chapter, where should flammable liquids not be stored?",باب کے مطابق قابلِ اشتعال مائعات کو کہاں ذخیرہ نہیں کرنا چاہیے؟,In an approved chemical cabinet / منظور شدہ کیمیکل الماری میں,Away from ignition sources / اشتعال کے ذرائع سے دور,In a refrigerator / ریفریجریٹر میں,In labelled containers / لیبل شدہ برتنوں میں,C | In a refrigerator / ریفریجریٹر میں,Medium,1,PRO,1
TOPIC_SEP,1,13.1.2 Corrosive Hazards,Topic,,,,,,,,,,,1
q_9_chem_ch13_021,1,13.1.2 Corrosive Hazards,Remember,What does the label “Corrosive” indicate?,“Corrosive” لیبل کیا ظاہر کرتا ہے؟,The substance is harmless to skin / مادّہ جلد کے لیے بے ضرر ہے,Contact can destroy living tissue / رابطہ زندہ بافت کو تباہ کر سکتا ہے,The substance is only flammable / مادّہ صرف قابلِ اشتعال ہے,The substance is a food additive / مادّہ غذائی اضافی ہے,B | Contact can destroy living tissue / رابطہ زندہ بافت کو تباہ کر سکتا ہے,Easy,1,PRO,1
q_9_chem_ch13_022,1,13.1.2 Corrosive Hazards,Remember,Which body parts can corrosive chemicals attack?,سنکنار کیمیکل جسم کے کن حصوں کو متاثر کر سکتے ہیں؟,"Skin, eyes, respiratory tract and intestine / جلد، آنکھیں، تنفسی راستہ اور آنت",Only hair / صرف بال,Only nails / صرف ناخن,Only teeth / صرف دانت,"A | Skin, eyes, respiratory tract and intestine / جلد، آنکھیں، تنفسی راستہ اور آنت",Medium,1,ULTRA,1
q_9_chem_ch13_023,1,13.1.2 Corrosive Hazards,Remember,Which eye protection is recommended while working with corrosive chemicals?,سنکنار کیمیکل کے ساتھ کام کرتے وقت کون سی آنکھوں کی حفاظت تجویز کی گئی ہے؟,Ordinary sunglasses only / صرف عام دھوپ کی عینک,No eye protection / آنکھوں کی کوئی حفاظت نہیں,Contact lenses only / صرف کانٹیکٹ لینز,Splash goggles and a face shield / سپلیش گوگلز اور فیس شیلڈ,D | Splash goggles and a face shield / سپلیش گوگلز اور فیس شیلڈ,Easy,1,PRO,1
q_9_chem_ch13_024,1,13.1.2 Corrosive Hazards,Understand,Why should corrosive chemicals be used in a fume cupboard?,سنکنار کیمیکل فیوم کپ بورڈ میں کیوں استعمال کرنے چاہییں؟,To increase vapour concentration / بخارات کی مقدار بڑھانے کے لیے,To prevent any chemical reaction / ہر کیمیائی تعامل روکنے کے لیے,To avoid inhaling corrosive vapours / سنکنار بخارات سانس میں جانے سے بچنے کے لیے,To make them flammable / انہیں قابلِ اشتعال بنانے کے لیے,C | To avoid inhaling corrosive vapours / سنکنار بخارات سانس میں جانے سے بچنے کے لیے,Medium,1,PRO,1
q_9_chem_ch13_025,1,13.1.2 Corrosive Hazards,Remember,What is the correct method for diluting concentrated acid with water?,مرکوز تیزاب کو پانی سے پتلا کرنے کا درست طریقہ کیا ہے؟,Add acid slowly to water / تیزاب کو آہستہ آہستہ پانی میں شامل کریں,Add water rapidly to acid / پانی کو تیزی سے تیزاب میں شامل کریں,Do not mix the liquids / مائعات کو نہ ملائیں,Heat acid before adding water / پانی ملانے سے پہلے تیزاب گرم کریں,A | Add acid slowly to water / تیزاب کو آہستہ آہستہ پانی میں شامل کریں,Easy,1,PRO,1
q_9_chem_ch13_026,1,13.1.2 Corrosive Hazards,Remember,What emergency facilities should be available when corrosive chemicals are used?,سنکنار کیمیکل استعمال کرتے وقت کون سی ہنگامی سہولیات دستیاب ہونی چاہییں؟,Only a refrigerator / صرف ریفریجریٹر,Only a balance / صرف ترازو,Only a microscope / صرف خوردبین,Eyewash and emergency shower / آئی واش اور ہنگامی شاور,D | Eyewash and emergency shower / آئی واش اور ہنگامی شاور,Easy,1,PRO,1
q_9_chem_ch13_027,1,13.1.2 Corrosive Hazards,Apply,What immediate action is advised if corrosive chemical contacts the body?,اگر سنکنار کیمیکل جسم سے لگ جائے تو فوری کیا کرنا چاہیے؟,Cover it with dry powder and continue working / اسے خشک پاؤڈر سے ڈھانپ کر کام جاری رکھیں,Wash with soap and water and seek medical attention / صابن اور پانی سے دھوئیں اور طبی مدد لیں,Ignore the exposure / رابطہ نظر انداز کریں,Heat the affected area / متاثرہ جگہ گرم کریں,B | Wash with soap and water and seek medical attention / صابن اور پانی سے دھوئیں اور طبی مدد لیں,Easy,1,PRO,1
q_9_chem_ch13_028,1,13.1.2 Corrosive Hazards,Remember,Which is an example of a corrosive chemical?,سنکنار کیمیکل کی مثال کون سی ہے؟,Helium / ہیلیم,Argon / آرگن,Hydrofluoric acid (HF) / ہائیڈروفلورک ایسڈ (HF),Methane / میتھین,C | Hydrofluoric acid (HF) / ہائیڈروفلورک ایسڈ (HF),Easy,1,ULTRA,1
TOPIC_SEP,1,13.1.3 Toxic Hazards,Topic,,,,,,,,,,,1
q_9_chem_ch13_029,1,13.1.3 Toxic Hazards,Remember,What is a toxic chemical?,زہریلا کیمیکل کیا ہے؟,A material used only for measuring volume / ایسا مادّہ جو صرف حجم ناپنے کے لیے ہو,A harmless noble gas in every situation / ہر حالت میں بے ضرر خامل گیس,A substance that cannot enter the body / ایسا مادّہ جو جسم میں داخل نہ ہو سکے,A poisonous material capable of causing serious health problems / زہریلا مادّہ جو سنگین صحت کے مسائل پیدا کر سکتا ہے,D | A poisonous material capable of causing serious health problems / زہریلا مادّہ جو سنگین صحت کے مسائل پیدا کر سکتا ہے,Easy,1,PRO,1
q_9_chem_ch13_030,1,13.1.3 Toxic Hazards,Remember,Which is identified as a highly toxic chemical in the exercise?,مشق میں کس مادّے کو انتہائی زہریلا کیمیکل قرار دیا گیا ہے؟,Potassium cyanide / پوٹاشیم سائنائیڈ,Ethanol / ایتھانول,Acetic acid / ایسیٹک ایسڈ,Potassium permanganate / پوٹاشیم پرمینگی نیٹ,A | Potassium cyanide / پوٹاشیم سائنائیڈ,Easy,1,PRO,1
q_9_chem_ch13_031,1,13.1.3 Toxic Hazards,Remember,Which group contains examples of toxic chemicals from the chapter?,کون سا گروہ باب میں دیے گئے زہریلے کیمیکل کی مثالوں پر مشتمل ہے؟,"Water, sodium chloride and glucose / پانی، سوڈیم کلورائیڈ اور گلوکوز","Helium, neon and argon only / صرف ہیلیم، نیون اور آرگن","Mercury, benzene, chlorine, pesticides, ammonia and hydrogen cyanide / پارہ، بینزین، کلورین، حشرات کش ادویات، امونیا اور ہائیڈروجن سائنائیڈ",Calcium carbonate and sand only / صرف کیلشیم کاربونیٹ اور ریت,"C | Mercury, benzene, chlorine, pesticides, ammonia and hydrogen cyanide / پارہ، بینزین، کلورین، حشرات کش ادویات، امونیا اور ہائیڈروجن سائنائیڈ",Medium,1,ULTRA,1
q_9_chem_ch13_032,1,13.1.3 Toxic Hazards,Remember,How should toxic chemicals be stored?,زہریلے کیمیکل کیسے ذخیرہ کرنے چاہییں؟,In unlabelled drinking bottles / بغیر لیبل مشروب کی بوتلوں میں,In their original containers / ان کے اصل برتنوں میں,In food containers / خوراک کے برتنوں میں,Open on the bench / میز پر کھلے ہوئے,B | In their original containers / ان کے اصل برتنوں میں,Easy,1,PRO,1
q_9_chem_ch13_033,1,13.1.3 Toxic Hazards,Understand,Why is good ventilation required when working with toxic chemicals?,زہریلے کیمیکل کے ساتھ کام کرتے وقت اچھی ہوا داری کیوں ضروری ہے؟,It concentrates toxic vapours / یہ زہریلے بخارات کو مرتکز کرتی ہے,It reduces accumulation and inhalation of toxic vapours / یہ زہریلے بخارات کے جمع ہونے اور سانس میں جانے کو کم کرتی ہے,It eliminates the need for gloves / یہ دستانوں کی ضرورت ختم کرتی ہے,It changes toxic chemicals into food / یہ زہریلے کیمیکل کو خوراک میں بدل دیتی ہے,B | It reduces accumulation and inhalation of toxic vapours / یہ زہریلے بخارات کے جمع ہونے اور سانس میں جانے کو کم کرتی ہے,Medium,1,PRO,1
q_9_chem_ch13_034,1,13.1.3 Toxic Hazards,Remember,What should be done after finishing work with toxic chemicals?,زہریلے کیمیکل کے ساتھ کام ختم کرنے کے بعد کیا کرنا چاہیے؟,Eat before washing hands / ہاتھ دھونے سے پہلے کھانا کھائیں,Touch the face immediately / فوراً چہرہ چھوئیں,Store gloves with food / دستانے خوراک کے ساتھ رکھیں,Wash hands with soap and water / صابن اور پانی سے ہاتھ دھوئیں,D | Wash hands with soap and water / صابن اور پانی سے ہاتھ دھوئیں,Easy,1,PRO,1
q_9_chem_ch13_035,1,13.1.3 Toxic Hazards,Apply,What should a person do after suspected exposure to a poisonous substance?,زہریلے مادّے سے ممکنہ رابطے کے بعد کیا کرنا چاہیے؟,Seek immediate medical aid / فوری طبی مدد لیں,Wait several days without reporting it / اطلاع دیے بغیر کئی دن انتظار کریں,Continue the experiment alone / اکیلے تجربہ جاری رکھیں,Smell the chemical again / کیمیکل دوبارہ سونگھیں,A | Seek immediate medical aid / فوری طبی مدد لیں,Easy,1,PRO,1
TOPIC_SEP,1,13.1.4 Reactive Hazards,Topic,,,,,,,,,,,1
q_9_chem_ch13_036,1,13.1.4 Reactive Hazards,Remember,What can improperly controlled reactive chemicals cause?,غلط طور پر قابو کیے گئے تعامل پذیر کیمیکل کیا پیدا کر سکتے ہیں؟,Only harmless water / صرف بے ضرر پانی,Only lower temperature / صرف کم درجہ حرارت,"Fires, explosions and dangerous gases / آگ، دھماکے اور خطرناک گیسیں",No chemical change / کوئی کیمیائی تبدیلی نہیں,"C | Fires, explosions and dangerous gases / آگ، دھماکے اور خطرناک گیسیں",Medium,1,PRO,1
q_9_chem_ch13_037,1,13.1.4 Reactive Hazards,Remember,Which is an example of a reactive chemical listed in the chapter?,باب میں درج تعامل پذیر کیمیکل کی مثال کون سی ہے؟,Argon / آرگن,Sodium / سوڈیم,Helium / ہیلیم,Neon / نیون,B | Sodium / سوڈیم,Easy,1,ULTRA,1
q_9_chem_ch13_038,1,13.1.4 Reactive Hazards,Understand,Why should reactive chemicals be segregated during storage?,تعامل پذیر کیمیکل ذخیرہ کرتے وقت الگ کیوں رکھنے چاہییں؟,To prevent dangerous contact and unintended reactions / خطرناک رابطے اور غیر ارادی تعاملات روکنے کے لیے,To make them react faster / انہیں تیزی سے تعامل کرانے کے لیے,To remove all labels / تمام لیبل ہٹانے کے لیے,To keep them beside heat sources / انہیں حرارت کے ذرائع کے پاس رکھنے کے لیے,A | To prevent dangerous contact and unintended reactions / خطرناک رابطے اور غیر ارادی تعاملات روکنے کے لیے,Medium,1,PRO,1
q_9_chem_ch13_039,1,13.1.4 Reactive Hazards,Remember,Which protective equipment is specifically suggested for reactive chemicals?,تعامل پذیر کیمیکل کے لیے کون سا حفاظتی سامان خاص طور پر تجویز کیا گیا ہے؟,Only sandals / صرف چپل,Only a notebook / صرف نوٹ بک,No protective equipment / کوئی حفاظتی سامان نہیں,A shield and heavy gloves / شیلڈ اور موٹے دستانے,D | A shield and heavy gloves / شیلڈ اور موٹے دستانے,Easy,1,PRO,1
q_9_chem_ch13_040,1,13.1.4 Reactive Hazards,Remember,How may glass equipment be protected during dangerous reactive work?,خطرناک تعامل پذیر کام میں شیشے کے آلات کو کیسے محفوظ کیا جا سکتا ہے؟,Scratch it before use / استعمال سے پہلے خراشیں ڈالیں,Heat it unevenly / اسے غیر یکساں گرم کریں,Wrap or shield it with tape / اسے ٹیپ سے لپیٹیں یا محفوظ کریں,Remove all support / تمام سہارا ہٹا دیں,C | Wrap or shield it with tape / اسے ٹیپ سے لپیٹیں یا محفوظ کریں,Medium,1,ULTRA,1
TOPIC_SEP,1,13.1.5 Radiation Hazards,Topic,,,,,,,,,,,1
q_9_chem_ch13_041,1,13.1.5 Radiation Hazards,Remember,What can a high dose of radiation damage?,تابکاری کی زیادہ خوراک کس چیز کو نقصان پہنچا سکتی ہے؟,Tissues and organs / بافتوں اور اعضا,Only glassware / صرف شیشے کے آلات,Only metal benches / صرف دھاتی میزیں,Only labels / صرف لیبل,A | Tissues and organs / بافتوں اور اعضا,Easy,1,PRO,1
q_9_chem_ch13_042,1,13.1.5 Radiation Hazards,Remember,Which effects of high radiation exposure are listed?,زیادہ تابکاری کے رابطے کے کون سے اثرات درج ہیں؟,Improved vision and stronger hair / بہتر نظر اور مضبوط بال,Only increased appetite / صرف بھوک میں اضافہ,No effect on living tissue / زندہ بافت پر کوئی اثر نہیں,"Vomiting, radiation burns, hair loss and radiation syndrome / قے، تابکاری کے جلنے، بالوں کا جھڑنا اور تابکاری سنڈروم","D | Vomiting, radiation burns, hair loss and radiation syndrome / قے، تابکاری کے جلنے، بالوں کا جھڑنا اور تابکاری سنڈروم",Medium,1,ULTRA,1
q_9_chem_ch13_043,1,13.1.5 Radiation Hazards,Remember,When are alpha and beta emitting materials especially damaging?,الفا اور بیٹا خارج کرنے والے مادّے خاص طور پر کب نقصان دہ ہوتے ہیں؟,Only when stored behind shielding / صرف جب شیلڈ کے پیچھے رکھے ہوں,When inhaled or injected / جب سانس کے ذریعے یا انجیکشن سے جسم میں داخل ہوں,Only when labelled correctly / صرف درست لیبل ہونے پر,When completely absent / جب مکمل طور پر موجود نہ ہوں,B | When inhaled or injected / جب سانس کے ذریعے یا انجیکشن سے جسم میں داخل ہوں,Medium,1,PRO,1
q_9_chem_ch13_044,1,13.1.5 Radiation Hazards,Remember,Which radiation is stated to cause external injuries?,کون سی تابکاری بیرونی چوٹوں کا باعث بتائی گئی ہے؟,Visible light only / صرف مرئی روشنی,Sound waves / صوتی لہریں,Gamma rays / گاما شعاعیں,Water waves / پانی کی لہریں,C | Gamma rays / گاما شعاعیں,Easy,1,ULTRA,1
q_9_chem_ch13_045,1,13.1.5 Radiation Hazards,Remember,What kind of radiation is produced by medical X-rays?,طبی ایکس ریز کس قسم کی تابکاری پیدا کرتی ہیں؟,Only sound radiation / صرف صوتی تابکاری,Non-energy matter / غیر توانائی مادّہ,Chemical vapour / کیمیائی بخارات,Ionizing radiation / آئن ساز تابکاری,D | Ionizing radiation / آئن ساز تابکاری,Easy,1,ULTRA,1
q_9_chem_ch13_046,1,13.1.5 Radiation Hazards,Remember,How should radioactive sources be kept?,تابکار ذرائع کو کیسے رکھنا چاہیے؟,Shielded / شیلڈ کے پیچھے محفوظ,Open and unprotected / کھلے اور غیر محفوظ,Beside food / خوراک کے پاس,In bare-hand contact / ننگے ہاتھ کے رابطے میں,A | Shielded / شیلڈ کے پیچھے محفوظ,Easy,1,PRO,1
q_9_chem_ch13_047,1,13.1.5 Radiation Hazards,Understand,Why should prolonged exposure to radiation be avoided?,تابکاری سے طویل رابطہ کیوں روکنا چاہیے؟,Long exposure makes radiation harmless / طویل رابطہ تابکاری کو بے ضرر بناتا ہے,It improves tissue function / یہ بافتوں کا کام بہتر کرتا ہے,Radiation damage increases with continued exposure / مسلسل رابطے سے تابکاری کا نقصان بڑھتا ہے,It eliminates the need for shielding / یہ شیلڈ کی ضرورت ختم کرتا ہے,C | Radiation damage increases with continued exposure / مسلسل رابطے سے تابکاری کا نقصان بڑھتا ہے,Medium,1,PRO,1
q_9_chem_ch13_048,1,13.1.5 Radiation Hazards,Remember,What is used to monitor radiation exposure?,تابکاری کے رابطے کی نگرانی کے لیے کیا استعمال ہوتا ہے؟,Food labels / غذائی لیبل,Radiation badges / تابکاری بیجز,Measuring cylinders / پیمائشی سلنڈر,Thermometers only / صرف تھرمامیٹر,B | Radiation badges / تابکاری بیجز,Easy,1,PRO,1
q_9_chem_ch13_049,1,13.1.5 Radiation Hazards,Apply,What must a person have before operating radiation-producing equipment?,تابکاری پیدا کرنے والے آلات چلانے سے پہلے شخص کے پاس کیا ہونا چاہیے؟,No instructions / کوئی ہدایات نہیں,Sufficient training / مناسب تربیت,Only casual permission from a friend / صرف دوست کی غیر رسمی اجازت,Food and drink / کھانا اور مشروب,B | Sufficient training / مناسب تربیت,Easy,1,PRO,1
TOPIC_SEP,1,13.1.6 Asphyxiation Hazards,Topic,,,,,,,,,,,1
q_9_chem_ch13_050,1,13.1.6 Asphyxiation Hazards,Remember,What is an asphyxiation hazard?,دم گھٹنے کا خطرہ کیا ہے؟,A solid that improves breathing / ٹھوس مادّہ جو سانس بہتر کرے,A harmless change in colour / رنگ کی بے ضرر تبدیلی,A unit-conversion error / اکائی تبدیلی کی خطا,A gas or vapour causing unconsciousness or death through suffocation / گیس یا بخارات جو دم گھٹنے سے بے ہوشی یا موت کا سبب بنیں,D | A gas or vapour causing unconsciousness or death through suffocation / گیس یا بخارات جو دم گھٹنے سے بے ہوشی یا موت کا سبب بنیں,Easy,1,PRO,1
q_9_chem_ch13_051,1,13.1.6 Asphyxiation Hazards,Remember,Why is sufficient oxygen essential?,کافی آکسیجن کیوں ضروری ہے؟,For normal breathing / معمول کے تنفس کے لیے,For making all chemicals non-reactive / تمام کیمیکل کو غیر تعامل پذیر بنانے کے لیے,For changing gases into solids / گیسوں کو ٹھوس بنانے کے لیے,For eliminating ventilation / ہوا داری ختم کرنے کے لیے,A | For normal breathing / معمول کے تنفس کے لیے,Easy,1,PRO,1
