question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_q5_past_071,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2020 Evening,Long,word_phrase_usage_item,Use “Dexterously” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_072,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2020 Evening,Long,word_phrase_usage_item,Use “Quietly” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_073,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2021 Evening,Long,word_phrase_usage_item,Use “Companion” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_074,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2022 Evening,Long,word_phrase_usage_item,Use “Mellow” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_075,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2022 Evening,Long,word_phrase_usage_item,Use “Panorama” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_076,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2022 Evening,Long,word_phrase_usage_item,Use “Curative gaze” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_077,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2022 Evening,Long,word_phrase_usage_item,Use “Relapse” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_078,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils | Past Paper | 2022 Evening,Long,word_phrase_usage_item,Use “Jocund” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_past_079,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2023,Long,word_phrase_usage_item,Use “Invasion” in a meaningful sentence.,Easy,1,PRO,0
q_9_eng_q5_past_080,1,ENGLISH_B | Q5 Word/Phrase/Idiom Usage | Previous-Syllabus Past Paper Practice | Past Paper | 2023 Evening,Long,word_phrase_usage_item,Use “Flamboyant” in a meaningful sentence.,Easy,1,PRO,0
sep_9_eng_q5_current_001,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Current Textbook Complete Bank,Topic,topic_separator,,,,,1
sep_9_eng_q5_unit_01,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_001,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “bestow” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_002,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “chaos” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_003,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “compassion” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_004,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “crumble” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_005,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “dazzling” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_006,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “dilemma” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_007,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “dispensation” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_008,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “dune” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_009,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “eloquence” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_010,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind | Official Model-Paper Term,Long,word_phrase_usage_item,Use “embodiment” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_011,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “eradicate” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_012,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “everlasting” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_014,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “nexus” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_015,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “proclaim” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_016,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “promulgation” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_017,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “proselytizing” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_018,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “renounce” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_019,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “theology” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_020,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “transformation” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_022,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “unparalleled” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_023,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 1 - The Saviour of Mankind,Long,word_phrase_usage_item,Use “verge” in a meaningful sentence.,Easy,1,PRO,1
sep_9_eng_q5_unit_02,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_024,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “commendable” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_025,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “devoid” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_026,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism | Official Model-Paper Term,Long,word_phrase_usage_item,Use “devotion” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_027,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “embrace” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_028,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “instances” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_029,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “martyrdom” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_031,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “preservation” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_032,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “spirit” in a meaningful sentence.,Easy,1,PRO,1
