question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch1_sq_020,,1.9 Errors in Measurements,list,Name the three types of experimental errors affecting measurements.,پیمائشوں کو متاثر کرنے والی تجرباتی غلطیوں کی تین اقسام کے نام لکھیں۔,Easy,2,high,
q_9_phy_ch1_sq_021,,1.1 Physical and Non-Physical Quantities,differentiate,Differentiate between physical and non-physical quantities with examples.,طبیعی اور غیر طبیعی مقداروں میں مثالوں کے ساتھ فرق بیان کریں۔,Medium,2,high,
q_9_phy_ch1_sq_022,,1.2 Measurement of a Physical Quantity,conceptual,Why is a standard unit needed for measurements? Explain with one daily-life example.,پیمائش کے لیے معیاری اکائی کیوں ضروری ہے؟ روزمرہ زندگی کی ایک مثال کے ساتھ وضاحت کریں۔,Medium,2,high,
q_9_phy_ch1_sq_023,,1.2 Measurement of a Physical Quantity,conceptual,Why might a standard system of measurement be helpful to a tailor?,درزی کے لیے پیمائش کا معیاری نظام کیوں مددگار ہو سکتا ہے؟,Medium,2,high,
q_9_phy_ch1_sq_024,,1.2 Base and Derived Physical Quantities,list,Write the names of three base quantities and three derived quantities.,تین بنیادی مقداروں اور تین اخذ شدہ مقداروں کے نام لکھیں۔,Medium,2,high,
q_9_phy_ch1_sq_025,,1.3 International System of Units,conceptual,How does the use of SI measurements help scientists share and compare observations?,ایس آئی پیمائشیں سائنس دانوں کو مشاہدات شیئر اور موازنہ کرنے میں کیسے مدد دیتی ہیں؟,Medium,2,high,
q_9_phy_ch1_sq_026,,1.3 Derived Units,derivation,Derive the SI unit of area using length and breadth.,لمبائی اور چوڑائی استعمال کرتے ہوئے رقبہ کی ایس آئی اکائی اخذ کریں۔,Medium,2,high,
q_9_phy_ch1_sq_027,,1.3 Derived Units,derivation,Derive the SI unit of speed using distance and time.,فاصلہ اور وقت استعمال کرتے ہوئے رفتار کی ایس آئی اکائی اخذ کریں۔,Medium,2,high,
q_9_phy_ch1_sq_028,,1.4 SI Prefixes,list,Why is a prefix used? Name three sub-multiple and three multiple prefixes with their symbols.,سابقہ کیوں استعمال کیا جاتا ہے؟ تین ذیلی اور تین بڑی مقدار کے سابقے ان کی علامات سمیت لکھیں۔,Medium,2,high,
q_9_phy_ch1_sq_029,,1.4 SI Prefixes,calculation,"Convert the following quantities into SI units: 5000 mm, 50000 cm, 3000 g.","درج ذیل مقداروں کو ایس آئی اکائیوں میں تبدیل کریں: 5000 mm, 50000 cm, 3000 g",Medium,2,high,
q_9_phy_ch1_sq_030,,1.4 SI Prefixes,conceptual,"What is meant by the following quantities: 5 pm, 15 ns, 6 μm, 5 fs?","درج ذیل مقداروں سے کیا مراد ہے: 5 pm, 15 ns, 6 μm, 5 fs",Medium,2,high,
q_9_phy_ch1_sq_031,,1.4 Scientific Notation,calculation,"Write the following number in scientific notation: 138,000,000 km.","درج ذیل عدد کو سائنسی ترقیم (scientific notation) میں لکھیں: 138,000,000 km",Medium,2,high,
q_9_phy_ch1_sq_032,,1.4 Scientific Notation,calculation,"Write the following quantities in scientific notation: 0.0035 m, 206.4 × 10² m.","درج ذیل مقداروں کو سائنسی ترقیم (scientific notation) میں لکھیں: 0.0035 m, 206.4 × 10² m",Medium,2,high,
q_9_phy_ch1_sq_033,,1.5 Length Measuring Instruments,conceptual,What is parallax error and how can it be avoided while using a metre rule?,میٹر رول استعمال کرتے وقت پیرا لیکس ایرر کیا ہے اور اسے کیسے روکا جا سکتا ہے؟,Medium,2,high,
q_9_phy_ch1_sq_034,,1.5 Vernier Callipers,calculation,How is the least count of Vernier Callipers found from main scale and Vernier scale divisions?,مین سکیل اور ورنیئر سکیل کے خانوں سے ورنیئر کیلپرز کا لیسٹ کاؤنٹ کیسے معلوم کیا جاتا ہے؟,Medium,2,high,
q_9_phy_ch1_sq_035,,1.5 Vernier Callipers,calculation,Write the formula for measuring length using Vernier Callipers and identify each term.,ورنیئر کیلپرز سے لمبائی ناپنے کا فارمولا لکھیں اور ہر جزو کی نشاندہی کریں۔,Medium,2,high,
q_9_phy_ch1_sq_036,,1.5 Micrometer Screw Gauge,calculation,"Write the formula for the least count of a micrometer screw gauge and apply it to the given values: pitch = 0.5 mm, circular scale divisions = 50.","مائیکرو میٹر سکرو گیج کے لیسٹ کاؤنٹ کا فارمولا لکھیں اور اسے دی گئی قیمتوں پر لاگو کریں: pitch = 0.5 mm, circular scale divisions = 50",Medium,2,high,
,1,1.6 Mass Measuring Instruments,,,,,,,1
q_9_phy_ch1_sq_037,,1.6 Mass Measuring Instruments,differentiate,Differentiate between mass and weight with one measuring instrument for each.,کمیت اور وزن میں فرق بیان کریں اور ہر ایک کے لیے ایک پیمائشی آلہ لکھیں۔,Medium,2,high,
q_9_phy_ch1_sq_038,,1.8 Volume Measuring Instruments,conceptual,How is the volume of a liquid read correctly using a measuring cylinder?,پیمائشی سلنڈر سے مائع کا حجم درست طور پر کیسے پڑھا جاتا ہے؟,Medium,2,high,
,1,1.8 Displacement Can Method,,,,,,,1
q_9_phy_ch1_sq_039,,1.8 Displacement Can Method,conceptual,How is the volume of a non-dissolvable solid found by the displacement method?,ڈسپلیسمنٹ طریقہ سے غیر حل پذیر ٹھوس جسم کا حجم کیسے معلوم کیا جاتا ہے؟,Medium,2,high,
q_9_phy_ch1_sq_040,,1.9 Errors in Measurements,conceptual,How can human errors and random errors be reduced during measurements?,پیمائش کے دوران انسانی غلطیوں اور رینڈم غلطیوں کو کیسے کم کیا جا سکتا ہے؟,Medium,2,high,
q_9_phy_ch1_sq_041,,1.4 Scientific Notation,conceptual,When does the exponent of 10 become positive or negative in scientific notation? Explain with one example for each case.,سائنسی ترقیم میں دس کی قوت مثبت یا منفی کب ہوتی ہے؟ ہر صورت کے لیے ایک مثال کے ساتھ وضاحت کریں۔,Hard,2,high,
q_9_phy_ch1_sq_042,,1.5 Vernier Callipers,conceptual,Explain the correction of zero error when the Vernier zero lies on the right side or left side of the main scale zero.,زیرو ایرر کی درستی بیان کریں جب ورنیئر صفر مین سکیل صفر کے دائیں طرف یا بائیں طرف ہو۔,Hard,2,high,
q_9_phy_ch1_sq_043,,1.5 Length Measuring Instruments,conceptual,"Which eye position gives the correct reading on a scale marked A, B and C, and why do the other positions cause error?",A، B اور C سے نشان زدہ سکیل پر کون سی آنکھ کی پوزیشن درست ریڈنگ دیتی ہے، اور باقی پوزیشنیں غلطی کیوں پیدا کرتی ہیں؟,Hard,2,high,
q_9_phy_ch1_sq_044,,1.5 Micrometer Screw Gauge,conceptual,What happens if the zero of the circular scale is below or above the horizontal line of a screw gauge?,اگر سکرو گیج کے سرکلر سکیل کا صفر افقی لکیر سے نیچے یا اوپر ہو تو کیا ہوتا ہے؟,Hard,2,high,
,1,1.5 Measurement Technique,,,,,,,1
q_9_phy_ch1_sq_045,,1.5 Measurement Technique,application,"The end of a metre scale is worn out. Where should a pencil be placed to find its length accurately, and why?",میٹر سکیل کا سرا گھسا ہوا ہے۔ پنسل کی لمبائی درست معلوم کرنے کے لیے اسے کہاں رکھا جائے اور کیوں؟,Hard,2,high,
q_9_phy_ch1_sq_046,,1.9 Errors in Measurements,differentiate,"Differentiate among human errors, systematic errors and random errors with one source of each.",انسانی غلطیوں، سسٹیمیٹک غلطیوں اور رینڈم غلطیوں میں ہر ایک کے ایک سبب کے ساتھ فرق بیان کریں۔,Hard,2,high,
,1,1.10 Uncertainty in a Measurement,,,,,,,1
q_9_phy_ch1_sq_047,,1.10 Uncertainty in a Measurement,calculation,Find the maximum uncertainty when the least count of a metre rule is 0.1 cm.,زیادہ سے زیادہ غیر یقینی معلوم کریں جب دی گئی قیمت ہو: least count = 0.1 cm,Hard,2,high,
,1,1.11 Significant Figures,,,,,,,1
q_9_phy_ch1_sq_048,,1.11 Significant Figures,rules,"Write the rules for deciding whether zeros are significant, with examples.",یہ فیصلہ کرنے کے اصول مثالوں کے ساتھ لکھیں کہ صفر اہم ہے یا نہیں۔,Hard,2,high,
,1,1.12 Precision and Accuracy,,,,,,,1
q_9_phy_ch1_sq_049,,1.12 Precision and Accuracy,differentiate,Differentiate between precision and accuracy using a target or bullseye example.,ہدف یا bullseye کی مثال استعمال کرتے ہوئے precision اور accuracy میں فرق بیان کریں۔,Hard,2,high,
,1,Numerical Problems,,,,,,,1
q_9_phy_ch1_sq_050,,Numerical Problems,calculation,"Solve the following in scientific notation: 4 × 10⁻⁴ kg + 3 × 10⁻⁵ kg, 5.4 × 10⁻⁶ m − 3.2 × 10⁻⁵ m.","درج ذیل کو سائنسی ترقیم (scientific notation) میں حل کریں: 4 × 10⁻⁴ kg + 3 × 10⁻⁵ kg, 5.4 × 10⁻⁶ m − 3.2 × 10⁻⁵ m",Hard,2,high,
