question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_math_ch5_011,1,5.2 Inequalities in Two Variables,Remember,A linear equation ax+by=c divides the plane into:,linear equation ax+by=c plane کو کتنے parts میں divide کرتی ہے؟,Three quadrants / three quadrants,One point / one point,Four circles / four circles,Two half-planes / two half-planes,D | Two half-planes / two half-planes,Easy,1,PRO,1
TOPIC_SEP,1,5.2 Boundary Lines,Topic,,,,,,,,,,,1
q_9_math_ch5_012,1,5.2 Boundary Lines,Remember,"For x + 2y < 6, the boundary line is drawn:",x + 2y < 6 کے لیے boundary line کیسے draw ہوتی ہے؟,Solid / solid,Double / double,Vertical only / صرف vertical,Dashed / dashed,D | Dashed / dashed,Easy,1,PRO,1
q_9_math_ch5_013,1,5.2 Boundary Lines,Remember,"For x + 2y ≤ 6, the boundary line is drawn:",x + 2y ≤ 6 کے لیے boundary line کیسے draw ہوتی ہے؟,Solid / solid,Dashed / dashed,Invisible / invisible,Circular / circular,A | Solid / solid,Easy,1,PRO,1
TOPIC_SEP,1,5.3 Feasible Solution,Topic,,,,,,,,,,,1
q_9_math_ch5_014,1,5.3 Feasible Solution,Remember,A solution region restricted to the first quadrant is called the:,first quadrant تک restricted solution region کو کیا کہتے ہیں؟,Objective region / objective region,Empty region / empty region,Universal region / universal region,Feasible region / feasible region,D | Feasible region / feasible region,Easy,1,PRO,1
TOPIC_SEP,1,5.3 Corner Points,Topic,,,,,,,,,,,1
q_9_math_ch5_015,1,5.3 Corner Points,Remember,A corner point of a feasible region is also called a:,feasible region کے corner point کو اور کیا کہتے ہیں؟,Vertex / vertex,Code / code,Curve / curve,Constraint / constraint,A | Vertex / vertex,Easy,1,PRO,1
TOPIC_SEP,1,5.3 Objective Function,Topic,,,,,,,,,,,1
q_9_math_ch5_016,1,5.3 Objective Function,Remember,A function to be maximized or minimized is called the:,maximized یا minimized ہونے والی function کو کیا کہتے ہیں؟,Objective function / objective function,Boundary function / boundary function,Feasible function / feasible function,Constant function / constant function,A | Objective function / objective function,Easy,1,PRO,1
q_9_math_ch5_017,1,5.1 Linear Equations,Apply,Solve 12x + 30 = −6.,12x + 30 = −6 solve کریں۔,x = 3,x = −2,x = −1/3,x = −3,D | x = −3,Medium,1,PRO,1
q_9_math_ch5_018,1,5.1 Linear Equations,Apply,Solve x/3 + 6 = −12.,x/3 + 6 = −12 solve کریں۔,x = −18,x = −54,x = 54,x = −6,B | x = −54,Medium,1,PRO,1
q_9_math_ch5_019,1,5.1 Linear Equations,Apply,Solve (x−2)/5 − (x−4)/2 = 2.,(x−2)/5 − (x−4)/2 = 2 solve کریں۔,x = 4/3,x = −3/4,x = −4/3,x = 2,C | x = −4/3,Medium,1,PRO,1
TOPIC_SEP,1,5.1 Verification,Topic,,,,,,,,,,,1
q_9_math_ch5_020,1,5.1 Verification,Understand,"After solving a linear equation, the solution is checked by:",linear equation solve کرنے کے بعد solution کیسے check کیا جاتا ہے؟,Changing the equation sign / equation sign change کرکے,Drawing any graph / any graph draw کرکے,Taking its reciprocal / اس کا reciprocal لے کر,Substituting it into the original equation / original equation میں substitute کرکے,D | Substituting it into the original equation / original equation میں substitute کرکے,Medium,1,PRO,1
q_9_math_ch5_021,1,5.2 Linear Inequalities,Apply,Solve 7x + 4 < 6x + 6.,7x + 4 < 6x + 6 solve کریں۔,x > 2,x ≤ 2,x < 2,x ≥ 2,C | x < 2,Medium,1,PRO,1
q_9_math_ch5_022,1,5.2 Linear Inequalities,Apply,Solve −2x > 6.,−2x > 6 solve کریں۔,x < −3,x > −3,x < 3,x > 3,A | x < −3,Medium,1,PRO,1
q_9_math_ch5_023,1,5.2 Linear Inequalities,Analyze,Which interval represents 2 ≤ x < 7?,2 ≤ x < 7 کو کون سا interval represent کرتا ہے؟,"(2,7)","[2,7)","[2,7]","(2,7]","B | [2,7)",Medium,1,PRO,1
TOPIC_SEP,1,5.2 Half-Planes,Topic,,,,,,,,,,,1
q_9_math_ch5_024,1,5.2 Half-Planes,Understand,A vertical boundary line divides the plane into:,vertical boundary line plane کو کس میں divide کرتی ہے؟,Upper and lower half-planes / upper اور lower half-planes,Four quadrants only / صرف four quadrants,No regions / no regions,Left and right half-planes / left اور right half-planes,D | Left and right half-planes / left اور right half-planes,Medium,1,PRO,1
q_9_math_ch5_025,1,5.2 Half-Planes,Understand,A non-vertical boundary line divides the plane into:,non-vertical boundary line plane کو کس میں divide کرتی ہے؟,Left and right half-planes only / صرف left اور right half-planes,Three strips / three strips,Upper and lower half-planes / upper اور lower half-planes,One circle / one circle,C | Upper and lower half-planes / upper اور lower half-planes,Medium,1,PRO,1
TOPIC_SEP,1,5.2 Test Point,Topic,,,,,,,,,,,1
q_9_math_ch5_026,1,5.2 Test Point,Understand,The test point commonly chosen when it is not on the boundary line is:,boundary line پر نہ ہونے کی صورت میں commonly کون سا test point choose کیا جاتا ہے؟,"(1,1) always","(0,0)","(−1,−1) always","(∞,∞)","B | (0,0)",Medium,1,PRO,1
TOPIC_SEP,1,5.2 Graphing Inequalities,Topic,,,,,,,,,,,1
q_9_math_ch5_027,1,5.2 Graphing Inequalities,Apply,Which point satisfies x + 2y < 6?,کون سا point x + 2y < 6 satisfy کرتا ہے؟,"(6,0)","(4,2)","(0,0)","(2,3)","C | (0,0)",Medium,1,PRO,1
TOPIC_SEP,1,5.2 Systems of Inequalities,Topic,,,,,,,,,,,1
q_9_math_ch5_028,1,5.2 Systems of Inequalities,Understand,The solution region of a system is the:,system کا solution region کیا ہوتا ہے؟,Union of all boundary lines only / صرف all boundary lines کا union,Complement of the first graph / first graph کا complement,Intersection of all individual solution regions / all individual solution regions کا intersection,Whole coordinate plane always / ہمیشہ whole coordinate plane,C | Intersection of all individual solution regions / all individual solution regions کا intersection,Medium,1,PRO,1
TOPIC_SEP,1,5.3 Constraints,Topic,,,,,,,,,,,1
q_9_math_ch5_029,1,5.3 Constraints,Remember,Variables such as x ≥ 0 and y ≥ 0 are called:,x ≥ 0 اور y ≥ 0 جیسی variables کو کیا کہتے ہیں؟,Negative objectives / negative objectives,Open boundaries / open boundaries,Dependent variables only / صرف dependent variables,Non-negative constraints / non-negative constraints,D | Non-negative constraints / non-negative constraints,Medium,1,PRO,1
TOPIC_SEP,1,5.3 Feasible Region,Topic,,,,,,,,,,,1
q_9_math_ch5_030,1,5.3 Feasible Region,Understand,Each point inside the feasible region is called a:,feasible region کے اندر each point کو کیا کہتے ہیں؟,Boundary equation / boundary equation,Feasible solution / feasible solution,Non-solution / non-solution,Null point / null point,B | Feasible solution / feasible solution,Medium,1,PRO,1
TOPIC_SEP,1,5.3 Optimal Solution,Topic,,,,,,,,,,,1
q_9_math_ch5_031,1,5.3 Optimal Solution,Understand,The optimal value of a linear objective function over a bounded polygonal feasible region is checked at:,bounded polygonal feasible region پر linear objective function کی optimal value کہاں check ہوتی ہے؟,Only the origin / صرف origin,Corner points / corner points,Every point outside the region / region کے باہر every point,The midpoint of each axis / each axis کے midpoint,B | Corner points / corner points,Medium,1,PRO,1
q_9_math_ch5_032,1,5.3 Objective Function,Apply,"For f(x,y)=2x+3y, the value at (3,1) is:","f(x,y)=2x+3y کے لیے (3,1) پر value کیا ہے؟",7,8,12,9,D | 9,Medium,1,PRO,1
q_9_math_ch5_033,1,5.2 Linear Inequalities,Analyze,Solve 5(x−3) ≥ 26x − (10x+4).,5(x−3) ≥ 26x − (10x+4) solve کریں۔,x ≥ −1,x ≤ −1,x ≤ 1,x ≥ 1,B | x ≤ −1,Hard,1,PRO,1
q_9_math_ch5_034,1,5.2 Graphing Inequalities,Analyze,"For 3x + 7y ≥ 21, which point lies in the solution region?",3x + 7y ≥ 21 کے لیے کون سا point solution region میں lie کرتا ہے؟,"(0,0)","(0,3)","(1,1)","(2,1)","B | (0,3)",Hard,1,PRO,1
q_9_math_ch5_035,1,5.2 Systems of Inequalities,Analyze,Which point satisfies both x−2y≤6 and 2x+y≥2?,کون سا point x−2y≤6 اور 2x+y≥2 دونوں satisfy کرتا ہے؟,"(−5,0)","(0,−4)","(1,1)","(−2,1)","C | (1,1)",Hard,1,PRO,1
q_9_math_ch5_036,1,5.3 Feasible Region,Analyze,"For x−y≤3, x+2y≤6, x≥0, y≥0, which is a corner point?",x−y≤3، x+2y≤6، x≥0، y≥0 کے لیے کون سا corner point ہے؟,"(6,3)","(−3,0)","(4,1)","(5,5)","C | (4,1)",Hard,1,PRO,1
TOPIC_SEP,1,5.3 Optimization,Topic,,,,,,,,,,,1
q_9_math_ch5_037,1,5.3 Optimization,Analyze,"For f=2x+3y at corner points (0,0),(2,0),(3,1),(0,4), the maximum value is:","corner points (0,0),(2,0),(3,1),(0,4) پر f=2x+3y کی maximum value کیا ہے؟",0,12,4,9,B | 12,Hard,1,PRO,1
q_9_math_ch5_038,1,5.3 Optimization,Analyze,"For g=x+4y subject to x+y≤4, x≥0, y≥0, the maximum value is:",g=x+4y subject to x+y≤4، x≥0، y≥0 کے لیے maximum value کیا ہے؟,4,8,12,16,D | 16,Hard,1,PRO,1
q_9_math_ch5_039,1,5.3 Optimization,Analyze,"For f=3x+5y with constraints x+3y≥3, x+y≥2, x≥0, y≥0, which process is essential before evaluating the objective?",f=3x+5y اور given constraints کے لیے objective evaluate کرنے سے پہلے کون سا process essential ہے؟,Find the feasible region and its corner points / feasible region اور اس کے corner points find کرنا,Factorize the objective function / objective function factorize کرنا,Take logarithms of constraints / constraints کے logarithms لینا,Differentiate each inequality / each inequality differentiate کرنا,A | Find the feasible region and its corner points / feasible region اور اس کے corner points find کرنا,Hard,1,PRO,1
TOPIC_SEP,1,5.2 Boundary Analysis,Topic,,,,,,,,,,,1
q_9_math_ch5_040,1,5.2 Boundary Analysis,Analyze,Why is the boundary excluded for a strict inequality such as ax+by<c?,ax+by<c جیسی strict inequality میں boundary exclude کیوں ہوتی ہے؟,The boundary has no points / boundary کے کوئی points نہیں,The line is always vertical / line always vertical ہے,"Points on the boundary satisfy equality, not the strict inequality / boundary کے points equality satisfy کرتے ہیں، strict inequality نہیں",Strict inequalities have no solutions / strict inequalities کے solutions نہیں ہوتے,"C | Points on the boundary satisfy equality, not the strict inequality / boundary کے points equality satisfy کرتے ہیں، strict inequality نہیں",Hard,1,PRO,1
