question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_math_ch9_032,1,9.3 Tessellation,Understand,A regular hexagon tessellates because each interior angle is 120° and:,regular hexagon tessellate کرتا ہے کیونکہ each interior angle 120° ہے اور کیا؟,Two angles make 180° only / two angles صرف 180° بناتے ہیں,Five angles make 600° / five angles 600° بناتے ہیں,Three angles meet to make 360° / three angles مل کر 360° بناتے ہیں,Its diagonals are equal / اس کی diagonals equal ہیں,C | Three angles meet to make 360° / three angles مل کر 360° بناتے ہیں,Medium,1,PRO,1
TOPIC_SEP,1,9.2 Area to Length Ratio,Topic,,,,,,,,,,,1
q_9_math_ch9_033,1,9.2 Area to Length Ratio,Analyze,The areas of two similar triangles are in the ratio 49:81. Their corresponding side ratio is:,two similar triangles کے areas کا ratio 49:81 ہے۔ corresponding sides کا ratio کیا ہے؟,49:81,14:18,7:9,343:729,C | 7:9,Hard,1,PRO,1
TOPIC_SEP,1,9.2 Volume to Length Ratio,Topic,,,,,,,,,,,1
q_9_math_ch9_034,1,9.2 Volume to Length Ratio,Analyze,The volumes of two similar solids are in the ratio 64:125. Their linear scale ratio is:,two similar solids کے volumes کا ratio 64:125 ہے۔ linear scale ratio کیا ہے؟,8:25,16:25,64:125,4:5,D | 4:5,Hard,1,PRO,1
TOPIC_SEP,1,9.2 Similar Solids Mass,Topic,,,,,,,,,,,1
q_9_math_ch9_035,1,9.2 Similar Solids Mass,Analyze,"A solid is enlarged with linear scale factor 3. If the original mass is 5 kg and material is unchanged, the new mass is:",solid کو linear scale factor 3 سے enlarge کیا گیا۔ original mass 5 kg اور material same ہو تو new mass کیا ہے؟,135 kg,15 kg,45 kg,405 kg,A | 135 kg,Hard,1,PRO,1
TOPIC_SEP,1,9.3 Polygon Interior Angles,Topic,,,,,,,,,,,1
q_9_math_ch9_036,1,9.3 Polygon Interior Angles,Analyze,The sum of interior angles of a 15-sided polygon is:,15-sided polygon کے interior angles کا sum کیا ہے؟,2160°,2520°,2340°,2700°,C | 2340°,Hard,1,PRO,1
TOPIC_SEP,1,9.3 Regular Polygon from Interior Angle,Topic,,,,,,,,,,,1
q_9_math_ch9_037,1,9.3 Regular Polygon from Interior Angle,Analyze,A regular polygon has each interior angle 150°. The number of sides is:,regular polygon کا each interior angle 150° ہے۔ sides کی number کیا ہے؟,10,12,15,18,B | 12,Hard,1,PRO,1
TOPIC_SEP,1,9.3 Diagonal Reverse Problem,Topic,,,,,,,,,,,1
q_9_math_ch9_038,1,9.3 Diagonal Reverse Problem,Analyze,A polygon has 20 diagonals. How many sides does it have?,polygon کی 20 diagonals ہیں۔ اس کی sides کتنی ہیں؟,7,9,10,8,D | 8,Hard,1,PRO,1
TOPIC_SEP,1,9.1 Combined Similarity,Topic,,,,,,,,,,,1
q_9_math_ch9_039,1,9.1 Combined Similarity,Analyze,"Two similar polygons have perimeter ratio 5:7. If the larger area is 196 cm², the smaller area is:",two similar polygons کا perimeter ratio 5:7 ہے۔ larger area 196 cm² ہو تو smaller area کیا ہے؟,140 cm²,70 cm²,144 cm²,100 cm²,D | 100 cm²,Hard,1,PRO,1
TOPIC_SEP,1,9.3 Real-Life Scaling,Topic,,,,,,,,,,,1
q_9_math_ch9_040,1,9.3 Real-Life Scaling,Analyze,A rectangular floor plan is drawn at a linear scale of 1:50. An area of 24 cm² on the plan represents an actual area of:,rectangular floor plan linear scale 1:50 پر draw ہے۔ plan پر 24 cm² actual area میں کیا represent کرتا ہے؟,1200 cm²,2400 cm²,60000 cm²,30000 cm²,C | 60000 cm²,Hard,1,PRO,1
