question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch8_lq_009,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Digital globalisation makes information from around the world instantly accessible. Students can learn about different cultures and traditions through websites, videos, and online articles, which broadens their understanding and promotes cultural awareness. This access also helps young learners appreciate diverse perspectives and global experiences.",Hard,4,PRO,0
q_9_eng_ch8_lq_010,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Social media platforms allow people from different cultures to interact and share their daily lives. This helps people celebrate holidays, food, and traditions from other countries, promoting empathy, understanding, and cultural exchange. Such interaction allows people to recognise both similarities and differences among cultures.",Hard,4,PRO,0
q_9_eng_ch8_lq_011,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Globalisation can also lead to the erosion of traditional culture. When people adopt global trends, local practices, languages, and heritage may be overshadowed, so societies must balance global influence with the preservation of cultural identity.",Hard,4,PRO,0
q_9_eng_ch8_lq_012,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Digital platforms enable communities to create and share content that reflects their own cultures and traditions. Online courses, webinars, and virtual classrooms also expand educational access and support international collaboration. These tools allow students and teachers from different regions to exchange knowledge and ideas.",Hard,4,PRO,0
sep_9_eng_ch8_003,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Anagrams,Topic,topic_separator,,,,,0
q_9_eng_ch8_lq_013,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Anagrams,Long,sentence_transformation_item,"Make as many valid anagrams as possible from: globalisation, integration, information, homogenisation, and communication.",Hard,10,ULTRA,0
sep_9_eng_ch8_004,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Simple Sentences,Topic,topic_separator,,,,,0
q_9_eng_ch8_lq_014,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Simple Sentences,Long,sentence_transformation_item,"Identify the subject, verb, and object in every sentence of the museum paragraph.",Hard,8,ULTRA,0
sep_9_eng_ch8_005,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Complex Sentences,Topic,topic_separator,,,,,0
q_9_eng_ch8_lq_015,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Complex Sentences,Long,sentence_transformation_item,Identify the complex sentences and underline their subordinate clauses in the jogging paragraph.,Hard,8,ULTRA,0
q_9_eng_ch8_lq_016,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Complex Sentences,Long,sentence_transformation_item,Write at least five complex sentences and mark the independent and dependent clauses.,Medium,5,ULTRA,0
sep_9_eng_ch8_006,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Reflection Writing,Topic,topic_separator,,,,,0
q_9_eng_ch8_lq_017,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Reflection Writing,Long,paragraph,Write a short reflection on how digital globalisation has affected your understanding of other cultures.,Medium,5,ULTRA,0
sep_9_eng_ch8_007,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Precis Writing,Topic,topic_separator,,,,,0
q_9_eng_ch8_lq_018,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Precis Writing,Long,precis,Write a precis of the textbook passage on the benefits of science and give it a suitable title.,Hard,10,PRO,0
q_9_eng_ch8_lq_019,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Precis Writing,Long,precis,Write a precis of the passage on renewable energy and give it a suitable title.,Hard,10,PRO,0
q_9_eng_ch8_lq_020,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Precis Writing,Long,precis,Write a precis of the passage on nature and give it a suitable title.,Hard,10,PRO,0
q_9_eng_ch8_lq_021,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Precis Writing,Long,precis,Write a precis of the passage on education and give it a suitable title.,Hard,10,PRO,0
q_9_eng_ch8_lq_022,0,ENGLISH_A | Unit 8 - The Impact of Globalisation on Culture and Economy | Precis Writing,Long,precis,Write a precis of the passage on healthy eating and give it a suitable title.,Hard,10,PRO,0
