question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch1_lq_011,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Textbook Paragraph Translation,Long,translate_to_urdu,"Translate the following paragraph into Urdu:
Such a thorough transformation of man and society owes to the Rasoolullah's ﷺ deep faith in Allah Almighty, his ﷺ love for humanity, and the nobility of his ﷺ character. Indeed, his ﷺ life is a perfect model to follow.",Medium,4,PRO,1
sep_9_eng_ch1_002,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Topic,topic_separator,,,,,1
q_9_eng_ch1_lq_012,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Arabia is the land of unparalleled charm and beauty, with its trackless deserts of sand dunes in the dazzling rays of the tropical sun. Its starry sky has excited the imagination of poets and travellers. It was in this land that the Rasoolullah ﷺ was born in Makkah Mukarramah.",Medium,4,PRO,1
q_9_eng_ch1_lq_013,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
The Arabs possessed a remarkable memory and were an eloquent people. Their eloquence and memory found expression in their poetry. Every year a fair was held for poetical competitions at Ukaz. All of that was composed exclusively by poets before the promulgation of Islam.",Medium,4,PRO,1
q_9_eng_ch1_lq_014,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
In the fifth and sixth centuries, mankind stood on the verge of chaos. It seemed that the civilization, which had taken four thousand years to grow, had started crumbling. At this point in time, Allah Almighty raised a Rasool among the people to lift humanity from ignorance into the light of faith.",Hard,4,PRO,1
q_9_eng_ch1_lq_015,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
When Hazrat Muhammad ﷺ was thirty-eight years of age, he ﷺ spent most of his time in solitude and meditation. In the cave of Hira, he ﷺ used to retire with food and water and spend days and weeks in remembrance of Allah Almighty.",Medium,4,PRO,1
q_9_eng_ch1_lq_016,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
The period of waiting had come to a close. His ﷺ heart was overflowing with profound compassion for humanity. He ﷺ had a pressing urge to eradicate wrong beliefs, social evils, cruelty and injustice. The moment had arrived when he ﷺ was to be bestowed with Nabuwat.",Medium,4,PRO,1
q_9_eng_ch1_lq_017,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
One day, when he ﷺ was in the cave of Hira, Hazrat Jibril علیہ السلام came and conveyed to him ﷺ the message of Allah Almighty. The revelation of the divine message, which continued for the next twenty-three years, had begun.",Medium,4,PRO,1
q_9_eng_ch1_lq_018,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
The Rasoolullah ﷺ had arisen to proclaim the Oneness of Allah Almighty and the unity of mankind. His ﷺ mission was to destroy the nexus of superstition, ignorance and disbelief, set up a noble conception of life, and lead mankind to the light of faith and divine bliss.",Hard,4,PRO,1
q_9_eng_ch1_lq_019,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Since this belief was threatening their dominance in society, the pagan Arabs started to mount pressure on the Rasoolullah ﷺ and his followers. They wanted them to renounce their cause and take to idol-worshipping. On one occasion, they sent a delegation to Hazrat Abu Talib.",Hard,4,PRO,1
q_9_eng_ch1_lq_020,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
The Rasoolullah ﷺ responded with firm determination and refused to abandon the proclamation of the Oneness of Allah Almighty. His uncle was so impressed that he promised never to forsake him. The Rasoolullah ﷺ continued on the way Allah Almighty had chosen for him.",Hard,4,PRO,1
q_9_eng_ch1_lq_021,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Imbued with divine guidance and firm resolve, the Rasoolullah ﷺ encountered all the challenges with grace and dignity. In no time, he ﷺ elevated man to the highest possible level in both spiritual and worldly domains. His influence created an everlasting impression on human history.",Hard,4,PRO,1
q_9_eng_ch1_lq_022,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Such a thorough transformation of man and society owes to the Rasoolullah's ﷺ deep faith in Allah Almighty, his ﷺ love for humanity, and the nobility of his ﷺ character. Indeed, his ﷺ life is a perfect model to follow.",Medium,4,PRO,1
sep_9_eng_ch1_003,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Topic,topic_separator,,,,,1
q_9_eng_ch1_lq_023,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,paragraph,Write an objective summary of “The Saviour of Mankind.” Begin with the central idea and include the key supporting details.,Hard,4,ULTRA,1
q_9_eng_ch1_lq_024,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,story,Retell the story of the first revelation in the cave of Hira in your own words.,Medium,8,ULTRA,1
q_9_eng_ch1_lq_025,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,story,Write a short story about a significant moment in the life of Hazrat Muhammad ﷺ that demonstrates his compassion or determination. Use only the information provided in the unit.,Hard,8,ULTRA,1
q_9_eng_ch1_lq_026,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,paragraph,Write a well-structured paragraph on “Tolerance and Religious Harmony.”,Medium,8,ELITE,1
q_9_eng_ch1_lq_027,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,essay,Write an informative/explanatory essay on “Peace and Tolerance.”,Medium,8,ELITE,1
q_9_eng_ch1_lq_028,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,word_phrase_usage_item,Find five words with prefixes or suffixes and use each word in a meaningful sentence.,Medium,5,ELITE,1
q_9_eng_ch1_lq_029,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,sentence_transformation_item,"Complete the word-pattern chart for “advocate” by writing its noun, verb, adjective, and adverb forms.",Hard,4,IMPORTANT,1
q_9_eng_ch1_lq_030,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,word_phrase_usage_item,Write meaningful sentences using each form of the word “advocate.”,Hard,4,IMPORTANT,1
q_9_eng_ch1_lq_031,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Writing and Extended Tasks,Long,sentence_transformation_item,"Write eight sentences so that the set includes at least one noun, verb, adjective, adverb, pronoun, preposition, conjunction, and interjection.",Medium,8,ELITE,1
