question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch1_010,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[embodiment]].,to publicly and officially tell people about something important,a typical example of an idea or a quality,a complete change in somebody or something,sympathy,B | a typical example of an idea or a quality,Easy,1,ULTRA,1
q_9_eng_ch1_011,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[eradicate]].,the act of spreading an idea or belief among many people,relating to the hottest area between the two tropics,to break something into very small pieces,to destroy or get rid of something,D | to destroy or get rid of something,Medium,1,PRO,1
q_9_eng_ch1_012,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[everlasting]].,trying to persuade other people to accept one's beliefs,greater or better than anything else of its kind,continuing forever,so bright that one cannot see for a short time,C | continuing forever,Medium,1,ULTRA,1
q_9_eng_ch1_013,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[meditation]].,to state publicly that one no longer has a particular belief,the practice of focusing the mind in silence,"the edge of a path, road, or situation",a situation that makes problems,B | the practice of focusing the mind in silence,Medium,1,ULTRA,1
q_9_eng_ch1_014,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[nexus]].,a complicated series of connections between different things,the state of being alone,to give something as an honour or a gift,special permission to do something,A | a complicated series of connections between different things,Medium,1,ULTRA,1
q_9_eng_ch1_015,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[proclaim]].,the study of religions and beliefs,lack of order or disorder,to publicly and officially tell people about something important,a small hill of sand,C | to publicly and officially tell people about something important,Medium,1,PRO,1
q_9_eng_ch1_016,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[promulgation]].,a complete change in somebody or something,sympathy,the ability to use language and express opinions well,the act of spreading an idea or belief among many people,D | the act of spreading an idea or belief among many people,Medium,1,ULTRA,1
q_9_eng_ch1_017,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[proselytizing]].,trying to persuade other people to accept one's beliefs,relating to the hottest area between the two tropics,to break something into very small pieces,a typical example of an idea or a quality,A | trying to persuade other people to accept one's beliefs,Medium,1,PRO,1
q_9_eng_ch1_018,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[renounce]].,greater or better than anything else of its kind,so bright that one cannot see for a short time,to state publicly that one no longer has a particular belief,to destroy or get rid of something,C | to state publicly that one no longer has a particular belief,Medium,1,ULTRA,1
q_9_eng_ch1_019,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[solitude]].,"the edge of a path, road, or situation",the state of being alone,a situation that makes problems,continuing forever,B | the state of being alone,Medium,1,PRO,1
q_9_eng_ch1_020,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[theology]].,to give something as an honour or a gift,special permission to do something,the practice of focusing the mind in silence,the study of religions and beliefs,D | the study of religions and beliefs,Medium,1,ULTRA,1
q_9_eng_ch1_021,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[transformation]].,lack of order or disorder,a small hill of sand,a complete change in somebody or something,a complicated series of connections between different things,C | a complete change in somebody or something,Hard,1,PRO,1
q_9_eng_ch1_022,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[tropical]].,relating to the hottest area between the two tropics,sympathy,the ability to use language and express opinions well,to publicly and officially tell people about something important,A | relating to the hottest area between the two tropics,Hard,1,ULTRA,1
q_9_eng_ch1_023,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[unparalleled]].,to break something into very small pieces,a typical example of an idea or a quality,the act of spreading an idea or belief among many people,greater or better than anything else of its kind,D | greater or better than anything else of its kind,Hard,1,PRO,1
q_9_eng_ch1_024,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Glossary Meanings,Remember,Choose the correct meaning of [[verge]].,so bright that one cannot see for a short time,"the edge of a path, road, or situation",to destroy or get rid of something,trying to persuade other people to accept one's beliefs,"B | the edge of a path, road, or situation",Hard,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Topic,,,,,,,,,,1
q_9_eng_ch1_025,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,bestow,bestoe,bestowe,bistow,A | bestow,Easy,1,ULTRA,1
q_9_eng_ch1_026,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,chaoes,chaose,kaos,chaos,D | chaos,Easy,1,ULTRA,1
q_9_eng_ch1_027,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,compasion,compassion,compassian,comppassion,B | compassion,Easy,1,ULTRA,1
q_9_eng_ch1_028,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,crumbl,crumblee,crumble,crambel,C | crumble,Easy,1,ULTRA,1
q_9_eng_ch1_029,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,dazling,dazzeling,dazzlling,dazzling,D | dazzling,Easy,1,ULTRA,1
q_9_eng_ch1_030,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,dilemma,dilema,dillemma,dilemna,A | dilemma,Easy,1,ULTRA,1
q_9_eng_ch1_031,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,dispensasion,dispenstation,dispensation,dispensetion,C | dispensation,Easy,1,ULTRA,1
q_9_eng_ch1_032,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,doon,dune,duen,dunne,B | dune,Easy,1,ULTRA,1
q_9_eng_ch1_033,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,eloquance,elloquence,eloquense,eloquence,D | eloquence,Easy,1,ULTRA,1
q_9_eng_ch1_034,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,emboddiment,embodiment,embodyment,embodement,B | embodiment,Easy,1,ULTRA,1
q_9_eng_ch1_035,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,eradicate,erredicate,eradicete,eradiecate,A | eradicate,Easy,1,ULTRA,1
q_9_eng_ch1_036,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,everlastting,everlesting,everlasting,everlastin,C | everlasting,Easy,1,ULTRA,1
q_9_eng_ch1_037,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,medetation,meditation,meditasion,medditation,B | meditation,Easy,1,ULTRA,1
q_9_eng_ch1_038,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,nexas,nexuss,nexes,nexus,D | nexus,Easy,1,ULTRA,1
q_9_eng_ch1_039,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,proclame,proclaime,proclaim,procliam,C | proclaim,Medium,1,ULTRA,1
q_9_eng_ch1_040,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,promulgation,promolgation,promulgetion,promulgasion,A | promulgation,Medium,1,ULTRA,1
q_9_eng_ch1_041,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,proselitizing,proselytizing,proselytizeing,proselytisingg,B | proselytizing,Medium,1,ULTRA,1
q_9_eng_ch1_042,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,renounse,renouce,renounce,renouncee,C | renounce,Medium,1,ULTRA,1
q_9_eng_ch1_043,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,solitude,solitute,solitood,sollitude,A | solitude,Medium,1,ULTRA,1
q_9_eng_ch1_044,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,theolagy,theollogy,thelogy,theology,D | theology,Medium,1,ULTRA,1
q_9_eng_ch1_045,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,transformasion,transfarmation,transformation,transforrmation,C | transformation,Medium,1,ULTRA,1
q_9_eng_ch1_046,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,tropicle,tropical,troppical,tropikal,B | tropical,Medium,1,ULTRA,1
q_9_eng_ch1_047,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,unparalelled,unparralleled,unparelleled,unparalleled,D | unparalleled,Medium,1,ULTRA,1
q_9_eng_ch1_048,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,verge,verj,vergee,virge,A | verge,Medium,1,ULTRA,1
q_9_eng_ch1_049,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,immagination,imagination,imaginasion,imajination,B | imagination,Medium,1,ELITE,1
q_9_eng_ch1_050,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,remarkeble,remarkible,remmarkable,remarkable,D | remarkable,Medium,1,ELITE,1
q_9_eng_ch1_051,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,composed,compossed,compozed,composeed,A | composed,Medium,1,ELITE,1
q_9_eng_ch1_052,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Spellings,Remember,Choose the correctly spelt word.,preservasion,presarvation,preservation,preservetion,C | preservation,Medium,1,ELITE,1
TOPIC_SEP,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Topic,,,,,,,,,,1
q_9_eng_ch1_053,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Arabia ___ the land of unparalleled charm and beauty.,are,is,were,be,B | is,Medium,1,ULTRA,1
q_9_eng_ch1_054,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Its starry sky ___ the imagination of poets and travellers.,has excited,have excited,excite,exciting,A | has excited,Medium,1,ULTRA,1
q_9_eng_ch1_055,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The Rasoolullah ﷺ ___ in Makkah Mukarramah.,were born,is born,born,was born,D | was born,Medium,1,ULTRA,1
q_9_eng_ch1_056,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Every year a fair ___ for poetical competitions at Ukaz.,were held,is holding,was held,hold,C | was held,Medium,1,PRO,1
q_9_eng_ch1_057,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,It is narrated that Hammad ___ to Caliph Walid bin Yazid.,said,say,says,saying,A | said,Medium,1,ULTRA,1
q_9_eng_ch1_058,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Allah Almighty ___ the Arabic language for His final dispensation.,choose,chose,chooses,choosing,B | chose,Medium,1,PRO,1
q_9_eng_ch1_059,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Civilization had ___ crumbling.,start,starts,starting,started,D | started,Medium,1,ULTRA,1
q_9_eng_ch1_060,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Allah Almighty ___ a Rasool among the people.,raise,raises,raised,raising,C | raised,Medium,1,PRO,1
q_9_eng_ch1_061,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Hazrat Muhammad ﷺ ___ thirty-eight years of age.,were,was,is,be,B | was,Medium,1,ULTRA,1
q_9_eng_ch1_062,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,He ﷺ ___ most of his time in solitude and meditation.,spent,spend,spends,spending,A | spent,Medium,1,PRO,1
q_9_eng_ch1_063,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,He ﷺ used to ___ with food and water to the cave of Hira.,retired,retires,retire,retiring,C | retire,Medium,1,ULTRA,1
q_9_eng_ch1_064,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The period of waiting had ___ to a close.,came,comes,coming,come,D | come,Medium,1,ULTRA,1
q_9_eng_ch1_065,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,His ﷺ heart was ___ with profound compassion for humanity.,overflowing,overflow,overflows,overflowed,A | overflowing,Medium,1,ULTRA,1
q_9_eng_ch1_066,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Hazrat Jibril علیہ السلام ___ and conveyed the message of Allah.,come,comes,came,coming,C | came,Medium,1,PRO,1
q_9_eng_ch1_067,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The revelation of the divine message ___ for the next twenty-three years.,continue,continued,continues,continuing,B | continued,Medium,1,ULTRA,1
q_9_eng_ch1_068,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The Rasoolullah ﷺ had ___ to proclaim the Oneness of Allah.,arose,arise,arising,arisen,D | arisen,Medium,1,PRO,1
q_9_eng_ch1_069,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The pagan Arabs ___ to mount pressure on the Rasoolullah ﷺ.,start,starts,started,starting,C | started,Medium,1,PRO,1
q_9_eng_ch1_070,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,They ___ a delegation to Hazrat Abu Talib.,sent,send,sends,sending,A | sent,Hard,1,PRO,1
q_9_eng_ch1_071,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The Rasoolullah ﷺ ___ with memorable words.,respond,responds,responding,responded,D | responded,Hard,1,PRO,1
q_9_eng_ch1_072,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,Hazrat Abu Talib ___ that he would never forsake his nephew.,reply,replied,replies,replying,B | replied,Hard,1,ULTRA,1
q_9_eng_ch1_073,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The Rasoolullah ﷺ ___ all the challenges with grace and dignity.,encountered,encounter,encounters,encountering,A | encountered,Hard,1,PRO,1
q_9_eng_ch1_074,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The Arab conquests have ___ an everlasting impression on human history.,create,creates,creating,created,D | created,Hard,1,ULTRA,1
q_9_eng_ch1_075,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,The Rasoolullah ﷺ is universally ___ as an influential figure.,acknowledge,acknowledged,acknowledges,acknowledging,B | acknowledged,Hard,1,PRO,1
q_9_eng_ch1_076,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Correct Forms of Verbs,Apply,His ﷺ life ___ a perfect model to follow.,are,were,is,be,C | is,Hard,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Topic,,,,,,,,,,1
q_9_eng_ch1_077,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Remember,The words printed at the top of a dictionary page to help locate entries are called:,root words,linking words,signal words,guide words,D | guide words,Easy,1,ULTRA,1
q_9_eng_ch1_078,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Remember,The main word listed and explained in a dictionary is called the:,entry word,guide word,prefix,suffix,A | entry word,Easy,1,ULTRA,1
q_9_eng_ch1_079,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Understand,A pronunciation guide tells the reader:,where a word was first written,how many syllables a paragraph has,how a word is pronounced,which sentence is correct,C | how a word is pronounced,Easy,1,ELITE,1
q_9_eng_ch1_080,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Understand,"The label noun, verb, adjective, or adverb in a dictionary shows the word's:",guide word,part of speech,etymology only,page number,B | part of speech,Easy,1,ULTRA,1
q_9_eng_ch1_081,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Remember,The study of the origin of words and the development of their meanings is called:,punctuation,pronunciation,composition,etymology,D | etymology,Medium,1,ELITE,1
q_9_eng_ch1_082,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Understand,Which form of [[analyze]] is a noun?,analytical,analysis,analytically,analyze,B | analysis,Easy,1,PRO,1
q_9_eng_ch1_083,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Understand,Which form of [[analyze]] is an adjective?,analytical,analysis,analytically,analyze,A | analytical,Easy,1,PRO,1
q_9_eng_ch1_084,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Understand,Which form of [[analyze]] is an adverb?,analysis,analytical,analytically,analyze,C | analytically,Easy,1,PRO,1
q_9_eng_ch1_085,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Remember,A prefix is added to the:,end of a word,beginning of a word,middle of a sentence,end of a paragraph,B | beginning of a word,Easy,1,PRO,1
q_9_eng_ch1_086,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Understand,The prefix [[re-]] in [[rewrite]] means:,before,without,against,again,D | again,Easy,1,PRO,1
q_9_eng_ch1_087,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Remember,A suffix is added to the:,beginning of a word,beginning of a sentence,end of a word,middle of a paragraph,C | end of a word,Easy,1,PRO,1
q_9_eng_ch1_088,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Dictionary Skills and Word Patterns,Apply,The suffix [[-er]] added to [[teach]] forms:,teacher,teaching,taught,reteach,A | teacher,Easy,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Topic,,,,,,,,,,1
q_9_eng_ch1_089,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,"A word that names a person, place, thing, or idea is a:",pronoun,noun,verb,adverb,B | noun,Easy,1,PRO,1
q_9_eng_ch1_090,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which word is a noun naming a person?,library,apple,teacher,freedom,C | teacher,Easy,1,ULTRA,1
q_9_eng_ch1_091,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which word is a noun naming a place?,library,scientist,car,love,A | library,Easy,1,ULTRA,1
q_9_eng_ch1_092,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which word is a noun naming a thing?,Paris,Nadeem,happiness,book,D | book,Easy,1,ULTRA,1
q_9_eng_ch1_093,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which word is a noun naming an idea?,teacher,city,freedom,apple,C | freedom,Easy,1,ULTRA,1
q_9_eng_ch1_094,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,A word that takes the place of a noun is a:,adjective,pronoun,conjunction,preposition,B | pronoun,Easy,1,PRO,1
q_9_eng_ch1_095,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a personal pronoun?,mine,herself,these,she,D | she,Easy,1,ULTRA,1
q_9_eng_ch1_096,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a possessive pronoun?,ours,we,ourselves,those,A | ours,Easy,1,ULTRA,1
q_9_eng_ch1_097,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a reflexive pronoun?,your,yourself,yours,you,B | yourself,Easy,1,ULTRA,1
q_9_eng_ch1_098,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a demonstrative pronoun?,who,hers,they,those,D | those,Easy,1,ULTRA,1
q_9_eng_ch1_099,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is an interrogative pronoun?,which,these,ours,itself,A | which,Easy,1,ULTRA,1
q_9_eng_ch1_100,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a relative pronoun?,myself,mine,that,this,C | that,Easy,1,ULTRA,1
q_9_eng_ch1_101,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,"In “This book is [[mine]],” the underlined word is a:",personal pronoun,possessive pronoun,reflexive pronoun,relative pronoun,B | possessive pronoun,Easy,1,ULTRA,1
q_9_eng_ch1_102,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,"In “Do your homework [[yourself]],” the underlined word is a:",reflexive pronoun,possessive pronoun,interrogative pronoun,demonstrative pronoun,A | reflexive pronoun,Easy,1,ULTRA,1
q_9_eng_ch1_103,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,A word that expresses an action or a state of being is a:,noun,adjective,preposition,verb,D | verb,Easy,1,PRO,1
q_9_eng_ch1_104,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is an action verb?,is,have,run,shall,C | run,Easy,1,ULTRA,1
q_9_eng_ch1_105,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a linking verb?,is,write,jump,have,A | is,Easy,1,ULTRA,1
q_9_eng_ch1_106,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Remember,Which is a helping verb?,sing,have,run,jump,B | have,Easy,1,ULTRA,1
q_9_eng_ch1_107,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “She [[runs]] every morning,” the underlined word is an:",linking verb,helping verb,adverb,action verb,D | action verb,Easy,1,ULTRA,1
q_9_eng_ch1_108,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “He [[is]] a talented teacher,” the underlined word is a:",action verb,noun,linking verb,preposition,C | linking verb,Easy,1,ULTRA,1
q_9_eng_ch1_109,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “They [[have]] finished their homework,” the underlined word is a:",action verb,helping verb,adjective,pronoun,B | helping verb,Easy,1,ULTRA,1
q_9_eng_ch1_110,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,A word that describes or modifies a noun or pronoun is an:,adjective,adverb,verb,conjunction,A | adjective,Easy,1,PRO,1
q_9_eng_ch1_111,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a qualitative adjective?,many,these,happy,our,C | happy,Easy,1,ULTRA,1
q_9_eng_ch1_112,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a quantitative adjective?,blue,this,their,several,D | several,Easy,1,ULTRA,1
q_9_eng_ch1_113,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a demonstrative adjective?,those,few,difficult,his,A | those,Easy,1,ULTRA,1
q_9_eng_ch1_114,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a possessive adjective?,tall,many,their,these,C | their,Medium,1,ULTRA,1
q_9_eng_ch1_115,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “She wore a [[blue]] dress,” the underlined word is a:",quantitative adjective,qualitative adjective,possessive adjective,demonstrative adjective,B | qualitative adjective,Medium,1,ULTRA,1
