question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch4_lq_013,1,ENGLISH_A | Unit 4 - Hazrat Asma | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Hazrat Asma was among the early people who accepted Islam. She was the daughter of Hazrat Abu Bakr Siddique and the stepsister of Hazrat Ayesha Siddiqah. She was the wife of Hazrat Zubair bin al-Awwam and the mother of Hazrat Abdullah bin Zubair.",Medium,4,PRO,1
q_9_eng_ch4_lq_014,1,ENGLISH_A | Unit 4 - Hazrat Asma | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Hazrat Asma was so generous that she sold her inherited garden and gave all the money to the poor and needy. Nobody ever returned empty-handed from her doorstep. She will always be remembered for her courage, generosity, wisdom, and resolute faith in Allah.",Medium,4,PRO,1
sep_9_eng_ch4_003,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Topic,topic_separator,,,,,1
q_9_eng_ch4_lq_015,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,word_phrase_usage_item,"Use a dictionary to write the meaning, pronunciation, part of speech, and etymology of “advocacy.”",Hard,4,IMPORTANT,1
q_9_eng_ch4_lq_016,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,word_phrase_usage_item,"Use a dictionary to write the meaning, pronunciation, part of speech, and etymology of “catalyst.”",Hard,4,IMPORTANT,1
q_9_eng_ch4_lq_017,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,word_phrase_usage_item,"Use a dictionary to write the meaning, pronunciation, part of speech, and etymology of “empowerment.”",Hard,4,IMPORTANT,1
q_9_eng_ch4_lq_018,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,word_phrase_usage_item,"Use a dictionary to write the meaning, pronunciation, part of speech, and etymology of “resilience.”",Hard,4,IMPORTANT,1
q_9_eng_ch4_lq_019,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,word_phrase_usage_item,"Use a dictionary to write the meaning, pronunciation, part of speech, and etymology of “substantial.”",Hard,4,IMPORTANT,1
q_9_eng_ch4_lq_020,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,sentence_transformation_item,"Write the noun, adjective, and adverb forms of the base word “bounty.”",Hard,3,IMPORTANT,1
q_9_eng_ch4_lq_021,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,sentence_transformation_item,"Write the noun, adjective, and adverb forms of the base word “determine.”",Hard,3,IMPORTANT,1
q_9_eng_ch4_lq_022,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,sentence_transformation_item,"Write the noun, adjective, and adverb forms of the base word “infuriate.”",Hard,3,IMPORTANT,1
q_9_eng_ch4_lq_023,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,sentence_transformation_item,"Write the noun, adjective, and adverb forms of the base word “prepare.”",Hard,3,IMPORTANT,1
q_9_eng_ch4_lq_024,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,sentence_transformation_item,"Write the noun, adjective, and adverb forms of the base word “reward.”",Hard,3,IMPORTANT,1
q_9_eng_ch4_lq_025,1,ENGLISH_A | Unit 4 - Hazrat Asma | Dictionary and Word-pattern Tasks,Long,word_phrase_usage_item,Write meaningful sentences using the different word forms of “determine.”,Hard,4,IMPORTANT,1
sep_9_eng_ch4_004,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tense Exercises,Topic,topic_separator,,,,,1
q_9_eng_ch4_lq_026,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tense Exercises,Long,sentence_transformation_item,"Underline the verbs and identify their tenses in the following passage:
Hazrat Asma courageously faced many challenges during the migration. She had prepared food and supplies for the Rasoolullah ﷺ and her father, Hazrat Abu Bakr Siddique, before they began their journey. While they were travelling through the desert, Hazrat Asma was continuously checking their provisions and ensuring their safety. She had already secured their food by tying it with her belt, earning her the title of Zaat-un-Nitaqain.",Hard,8,PRO,1
q_9_eng_ch4_lq_027,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tense Exercises,Long,sentence_transformation_item,"Rewrite the following passage in the Simple Present tense:
Hazrat Asma courageously faced many challenges during the migration. She had prepared food and supplies for the Rasoolullah ﷺ and her father, Hazrat Abu Bakr Siddique, before they began their journey. While they were travelling through the desert, Hazrat Asma was continuously checking their provisions and ensuring their safety. She had already secured their food by tying it with her belt, earning her the title of Zaat-un-Nitaqain.",Hard,8,PRO,1
q_9_eng_ch4_lq_028,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tense Exercises,Long,paragraph,"Write a short paragraph of 5–6 sentences about a challenging situation you have faced. Use the Simple Past, Past Perfect, and Past Continuous tenses.",Hard,8,ELITE,1
sep_9_eng_ch4_005,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Topic,topic_separator,,,,,1
q_9_eng_ch4_lq_029,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,"Identify the verbal in the sentence and label it as a gerund, infinitive, or participle: Preparing food for the journey was Hazrat Asma's responsibility.",Easy,1,PRO,1
q_9_eng_ch4_lq_030,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,"Identify the verbal in the sentence and label it as a gerund, infinitive, or participle: Hazrat Asma decided to support her family during the migration.",Easy,1,PRO,1
q_9_eng_ch4_lq_031,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,"Identify the verbal in the sentence and label it as a gerund, infinitive, or participle: She received the title of Zaat-un-Nitaqain for tying the food with her belt.",Easy,1,PRO,1
q_9_eng_ch4_lq_032,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,"Identify the verbal in the sentence and label it as a gerund, infinitive, or participle: Honoured by her resourcefulness, the Rasoolullah ﷺ praised her actions.",Easy,1,PRO,1
q_9_eng_ch4_lq_033,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,"Identify the verbal in the sentence and label it as a gerund, infinitive, or participle: Hazrat Asma continued to help the needy throughout her life.",Easy,1,PRO,1
q_9_eng_ch4_lq_034,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,Complete with the correct form of “show”: Hazrat Asma was known for ____ great courage.,Medium,1,PRO,1
q_9_eng_ch4_lq_035,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,Complete with an acceptable form of “prepare”: She helped her father ____ supplies for the journey.,Medium,1,PRO,1
q_9_eng_ch4_lq_036,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,Complete with the correct form of “be”: The Rasoolullah ﷺ praised her for ____ resourceful.,Medium,1,PRO,1
q_9_eng_ch4_lq_037,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,"Complete with the correct form of “face”: ____ with many challenges, Hazrat Asma remained steadfast in her faith.",Medium,1,PRO,1
q_9_eng_ch4_lq_038,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerund, Infinitive, and Participle Exercises",Long,sentence_transformation_item,Complete with the correct form of “give”: She chose ____ away her inherited garden to the poor.,Medium,1,PRO,1
sep_9_eng_ch4_006,1,ENGLISH_A | Unit 4 - Hazrat Asma | Oral Communication Tasks,Topic,topic_separator,,,,,1
q_9_eng_ch4_lq_039,1,ENGLISH_A | Unit 4 - Hazrat Asma | Oral Communication Tasks,Long,dialogue,Conduct an interview in which one student acts as a journalist and another portrays Hazrat Asma as an Islamic scholar explains her values.,Hard,8,ELITE,1
q_9_eng_ch4_lq_040,1,ENGLISH_A | Unit 4 - Hazrat Asma | Oral Communication Tasks,Long,dialogue,"Prepare a group discussion on “Handling of Trust,” using Hazrat Asma as the main example.",Medium,8,ELITE,1
sep_9_eng_ch4_007,1,ENGLISH_A | Unit 4 - Hazrat Asma | Narrative Writing,Topic,topic_separator,,,,,1
q_9_eng_ch4_lq_041,1,ENGLISH_A | Unit 4 - Hazrat Asma | Narrative Writing,Long,story,"Write a narrative about a pivotal moment when Hazrat Asma displayed courage and resourcefulness during the migration. Describe the challenges, her interactions with other characters, and the significance of her actions. Use dialogue, pacing, and vivid details, and conclude with the impact of her bravery.",Hard,8,PRO,1
q_9_eng_ch4_lq_042,1,ENGLISH_A | Unit 4 - Hazrat Asma | Narrative Writing,Long,story,Retell the incident between Hazrat Asma and Abu Jahl as a well-structured narrative using only the information given in the lesson.,Medium,8,ULTRA,1
q_9_eng_ch4_lq_043,1,ENGLISH_A | Unit 4 - Hazrat Asma | Narrative Writing,Long,story,Retell how Hazrat Asma reassured her blind grandfather by using pebbles and a cloth. Preserve the sequence and lesson details.,Medium,8,ULTRA,1
