question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch11_011,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[bureau]].,burea,bureau,buerau,bureeau,B | bureau,Easy,1,ULTRA,1
q_9_eng_ch11_012,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[gallivanting]].,gallivantin,galllivanting,gallivantingxxx,gallivanting,D | gallivanting,Easy,1,ULTRA,1
q_9_eng_ch11_013,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[hearth]].,heart,herath,hearrth,hearth,D | hearth,Easy,1,ULTRA,1
q_9_eng_ch11_014,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[impassive]].,impassiv,impassive,imapssive,impaassive,B | impassive,Easy,1,ULTRA,1
q_9_eng_ch11_015,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[malicious]].,maliciou,mailcious,malicious,maliicious,C | malicious,Easy,1,ULTRA,1
q_9_eng_ch11_016,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[piqued]].,piqued,pique,piuqed,piquued,A | piqued,Easy,1,ULTRA,1
q_9_eng_ch11_017,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[precocious]].,precociou,precocious,prceocious,preccocious,B | precocious,Medium,1,ULTRA,1
q_9_eng_ch11_018,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[shabby]].,shabb,shbaby,shabbby,shabby,D | shabby,Medium,1,ULTRA,1
q_9_eng_ch11_019,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[speck]].,speck,specke,speckk,kceps,A | speck,Medium,1,ULTRA,1
q_9_eng_ch11_020,1,ENGLISH_A | Unit 11 - The Dear Departed | Correct Spellings,Remember,Choose the correctly spelt Unit 11 word: [[stupefied]].,stupefie,stpuefied,stupefied,stuppefied,C | stupefied,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Topic,,,,,,,,,,1
q_9_eng_ch11_021,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Mrs. Amelia Slater is the daughter of:,Ben Jordan,Henry Slater,Mr. Abel Merryweather,Stanley Houghton,C | Mr. Abel Merryweather,Easy,1,PRO,1
q_9_eng_ch11_022,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Mrs. Amelia Slater is married to:,Henry Slater,Ben Jordan,Abel Merryweather,Jimmy Jordan,A | Henry Slater,Easy,1,PRO,1
q_9_eng_ch11_023,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Victoria Slater is the daughter of:,Elizabeth and Ben Jordan,Abel and Mrs. Shorrocks,Stanley and Dorothy,Amelia and Henry Slater,D | Amelia and Henry Slater,Easy,1,PRO,1
q_9_eng_ch11_024,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Mrs. Elizabeth Jordan is the sister of:,Victoria Slater,Mrs. Amelia Slater,Mrs. Shorrocks,Mrs. Parker,B | Mrs. Amelia Slater,Easy,1,PRO,1
q_9_eng_ch11_025,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Mrs. Elizabeth Jordan is married to:,Ben Jordan,Henry Slater,Abel Merryweather,Dr. Pringle,A | Ben Jordan,Easy,1,PRO,1
q_9_eng_ch11_026,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Ben Jordan is Mr. Merryweather's:,brother,son,son-in-law,grandson,C | son-in-law,Easy,1,PRO,1
q_9_eng_ch11_027,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Victoria is Mr. Merryweather's:,daughter,granddaughter,sister,niece,B | granddaughter,Easy,1,PRO,1
q_9_eng_ch11_028,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Remember,Mr. Abel Merryweather is the father of:,Victoria and Jimmy,Henry and Ben,Amelia and Victoria,Amelia Slater and Elizabeth Jordan,D | Amelia Slater and Elizabeth Jordan,Easy,1,PRO,1
q_9_eng_ch11_029,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Understand,Who is described as a precocious girl?,Mrs. Slater,Mrs. Jordan,Mrs. Shorrocks,Victoria Slater,D | Victoria Slater,Easy,1,PRO,1
q_9_eng_ch11_030,1,ENGLISH_A | Unit 11 - The Dear Departed | Characters and Relationships,Understand,Who is associated with the Manchester School of dramatists?,William Wordsworth,William Stanley Houghton,Rudyard Kipling,S. W. Scott,B | William Stanley Houghton,Easy,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Topic,,,,,,,,,,1
q_9_eng_ch11_031,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,A one-act play is structured within:,three acts,five acts,a single act,several volumes,C | a single act,Easy,1,ULTRA,1
q_9_eng_ch11_032,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,A one-act play usually runs for about:,15 to 60 minutes,three to five hours,a whole day,less than one minute,A | 15 to 60 minutes,Medium,1,ULTRA,1
q_9_eng_ch11_033,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,A one-act play generally has:,many unrelated subplots,a focused plot,several independent stories,no central issue,B | a focused plot,Easy,1,ULTRA,1
q_9_eng_ch11_034,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,A one-act play usually contains:,hundreds of characters,no characters,only a narrator,limited characters,D | limited characters,Medium,1,ULTRA,1
q_9_eng_ch11_035,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,The action of a one-act play normally occurs in:,a single setting,many countries,several historical eras,no location,A | a single setting,Easy,1,ULTRA,1
q_9_eng_ch11_036,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,"Because of its short duration, a one-act play is often:",slow and without conflict,divided into many subplots,intense or quick-paced,without a theme,C | intense or quick-paced,Medium,1,ULTRA,1
q_9_eng_ch11_037,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,A one-act play is often centred on:,several unrelated themes,only scenery,one main theme or social issue,only costume design,C | one main theme or social issue,Easy,1,ULTRA,1
q_9_eng_ch11_038,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,Why are one-act plays popular in school productions?,"They are simple, short, and easier to produce.",They require huge casts.,They need many locations.,They have no dialogue.,"A | They are simple, short, and easier to produce.",Medium,1,ULTRA,1
q_9_eng_ch11_039,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,The sole location of “The Dear Departed” is:,a church,an insurance office,the Ring-o'-Bells,the Slater family's living room,D | the Slater family's living room,Easy,1,ULTRA,1
q_9_eng_ch11_040,1,ENGLISH_A | Unit 11 - The Dear Departed | One-act Play Concepts,Understand,The play is set in the style of:,a modern office,an early twentieth-century Edwardian home,a medieval castle,a village school,B | an early twentieth-century Edwardian home,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Topic,,,,,,,,,,1
q_9_eng_ch11_041,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Why are Elizabeth and Ben expected at the Slater house?,to discuss Mr. Merryweather's affairs,to attend a birthday party,to repair the furniture,to visit Victoria,A | to discuss Mr. Merryweather's affairs,Easy,1,PRO,1
q_9_eng_ch11_042,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Why does Mrs. Slater tell Victoria to change her dress?,to attend school,to go shopping,to appear in mourning,to visit the doctor,C | to appear in mourning,Easy,1,ULTRA,1
q_9_eng_ch11_043,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,What does Henry bring into the house?,a new clock,an apple pie,a gold watch,a will,B | an apple pie,Easy,1,ULTRA,1
q_9_eng_ch11_044,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,What does Mrs. Slater make Henry wear?,Ben's gloves,a new hat,a black sash,Mr. Merryweather's slippers,D | Mr. Merryweather's slippers,Easy,1,PRO,1
q_9_eng_ch11_045,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Which item does Mrs. Slater want to move downstairs before Elizabeth arrives?,the dining table,the sofa,the staircase,the bureau,D | the bureau,Easy,1,ULTRA,1
q_9_eng_ch11_046,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,What does Mrs. Slater put in place of the bureau upstairs?,a new wardrobe,a shabby chest of drawers,a dining chair,a bookcase,B | a shabby chest of drawers,Easy,1,ULTRA,1
q_9_eng_ch11_047,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Which other possession does Mrs. Slater bring downstairs?,his gold watch,his boots,Mr. Merryweather's clock,his insurance receipt,C | Mr. Merryweather's clock,Easy,1,PRO,1
q_9_eng_ch11_048,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,What does Victoria call her parents' act of taking the bureau?,pinching it,repairing it,selling it,cleaning it,A | pinching it,Easy,1,ULTRA,1
q_9_eng_ch11_049,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Why does Mrs. Jordan arrive late?,She visited the doctor.,She first obtained mourning clothes.,She went to the church.,She paid the insurance premium.,B | She first obtained mourning clothes.,Easy,1,ULTRA,1
q_9_eng_ch11_050,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Why has Dr. Pringle not yet examined Mr. Merryweather?,Mrs. Slater refused to call him.,He lived in another country.,Ben sent him away.,He was out when Henry went for him.,D | He was out when Henry went for him.,Easy,1,PRO,1
q_9_eng_ch11_051,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Where had Mr. Merryweather gone after breakfast?,towards the Ring-o'-Bells,to the doctor,to Elizabeth's house,to the cemetery,A | towards the Ring-o'-Bells,Easy,1,ULTRA,1
q_9_eng_ch11_052,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Why do the family members worry about the insurance premium?,They know the policy was cancelled years ago.,They lost the insurance office.,They suspect it was not paid.,Victoria destroyed the receipt.,C | They suspect it was not paid.,Easy,1,ULTRA,1
q_9_eng_ch11_053,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,Who first reports that Grandpa is getting up?,Mrs. Slater,Ben,Victoria,Henry,C | Victoria,Medium,1,PRO,1
q_9_eng_ch11_054,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,How do the adults initially react to Victoria's report?,They think she is mistaken or crazy.,They immediately celebrate.,They leave the house.,They call the police.,A | They think she is mistaken or crazy.,Medium,1,ULTRA,1
q_9_eng_ch11_055,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Remember,What does Mr. Merryweather notice Henry is wearing?,his black gloves,his gold watch,his bowler hat,his new slippers,D | his new slippers,Medium,1,ULTRA,1
q_9_eng_ch11_056,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,Why are all the family members dressed in black?,They were attending a wedding.,They believed Mr. Merryweather was dead.,They had joined a club.,It was their daily dress.,B | They believed Mr. Merryweather was dead.,Medium,1,PRO,1
q_9_eng_ch11_057,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,What invented name does Ben give for his supposed dead brother?,Fed-Albert-Isaac,Jimmy Frederick,John Shorrocks,Dr. Pringle,A | Fed-Albert-Isaac,Medium,1,ULTRA,1
q_9_eng_ch11_058,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,What exposes the removal of Mr. Merryweather's possessions?,Victoria shows him the will.,Ben confesses at once.,He recognises his bureau and clock.,The doctor arrives.,C | He recognises his bureau and clock.,Medium,1,ULTRA,1
q_9_eng_ch11_059,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,Who tells Mr. Merryweather that Amelia and Henry took his possessions?,Victoria,Mrs. Jordan,Ben,Dr. Pringle,B | Mrs. Jordan,Medium,1,PRO,1
q_9_eng_ch11_060,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,What does Mr. Merryweather decide to do with his old will?,give it to Victoria,leave it unchanged,sell it,destroy it and make another,D | destroy it and make another,Medium,1,ULTRA,1
q_9_eng_ch11_061,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,To whom will he leave his possessions in the new will?,Mrs. Slater only,Mrs. Jordan only,Victoria only,the person with whom he is living when he dies,D | the person with whom he is living when he dies,Medium,1,ULTRA,1
q_9_eng_ch11_062,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,Whom does Mr. Merryweather decide to marry?,Mrs. Slater,Mrs. John Shorrocks,Mrs. Jordan,Mrs. Parker,B | Mrs. John Shorrocks,Medium,1,PRO,1
q_9_eng_ch11_063,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,Where will the marriage take place?,the Slater living room,the insurance office,St. Philip's Church,the cemetery,C | St. Philip's Church,Medium,1,ULTRA,1
q_9_eng_ch11_064,1,ENGLISH_A | Unit 11 - The Dear Departed | Plot Facts and Sequence,Understand,What final use does Mr. Merryweather mention for the bureau?,carrying it to the Ring-o'-Bells,giving it to Jimmy,selling it at auction,returning it upstairs permanently,A | carrying it to the Ring-o'-Bells,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Topic,,,,,,,,,,1
q_9_eng_ch11_065,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,The central theme of the play is:,patriotism and sacrifice,materialism and hypocrisy in family relationships,nature and memory,education and development,B | materialism and hypocrisy in family relationships,Medium,1,PRO,1
q_9_eng_ch11_066,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,The play criticises family members who value:,education over wealth,truth over appearance,kindness over property,inheritance over genuine affection,D | inheritance over genuine affection,Hard,1,PRO,1
q_9_eng_ch11_067,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,Stanley Houghton mainly uses ____ to expose greed and hypocrisy.,satire and dark humour,romantic imagery,epic narration,scientific explanation,A | satire and dark humour,Medium,1,PRO,1
q_9_eng_ch11_068,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,The title “The Dear Departed” is ironic because:,everyone sincerely mourns him,the play contains no death misunderstanding,the family treats the supposedly departed man as a source of property,Mr. Merryweather leaves before the play starts,C | the family treats the supposedly departed man as a source of property,Hard,1,PRO,1
q_9_eng_ch11_069,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,Victoria mainly represents:,adult greed,social hypocrisy,innocence and moral clarity,material ambition,C | innocence and moral clarity,Medium,1,PRO,1
q_9_eng_ch11_070,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,The clock on the mantelpiece can symbolise:,"time, routine, and inheritance",education only,natural beauty,military courage,"A | time, routine, and inheritance",Hard,1,PRO,1
q_9_eng_ch11_071,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,The confined living-room setting helps reveal:,the landscape of England,several unrelated subplots,wildlife conservation,the characters' true motives through close interaction,D | the characters' true motives through close interaction,Medium,1,PRO,1
q_9_eng_ch11_072,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,Mr. Merryweather's unexpected return creates:,a tragic ending,dramatic irony and comic reversal,a romantic scene,a historical lecture,B | dramatic irony and comic reversal,Hard,1,PRO,1
q_9_eng_ch11_073,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,The sisters' sudden desire to care for their father after hearing about the new will shows:,hypocrisy and self-interest,unconditional love,patriotism,courage,A | hypocrisy and self-interest,Medium,1,PRO,1
q_9_eng_ch11_074,1,ENGLISH_A | Unit 11 - The Dear Departed | Theme Satire Irony and Symbolism,Analyze,Mr. Merryweather's marriage decision serves as:,proof that the sisters were honest,a reward for greed,a punishment and comic resolution,an unresolved subplot,C | a punishment and comic resolution,Hard,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Topic,,,,,,,,,,1
q_9_eng_ch11_075,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,What does the behaviour of Mrs. Slater and Mrs. Jordan primarily reveal?,They are affectionate daughters.,They value material wealth over family bonds.,They ignore possessions.,They respect every family value.,B | They value material wealth over family bonds.,Medium,1,PRO,1
q_9_eng_ch11_076,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,Why is the single-room setting significant?,It proves the family is united.,It allows costume changes only.,It hides the conflict.,It creates an intimate space where true natures are revealed.,D | It creates an intimate space where true natures are revealed.,Medium,1,PRO,1
q_9_eng_ch11_077,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,How does Victoria differ from the adults?,She eagerly claims possessions.,She plans the theft.,She is indifferent to everything.,Her confusion shows innocence compared with their greed.,D | Her confusion shows innocence compared with their greed.,Medium,1,PRO,1
q_9_eng_ch11_078,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,How does Houghton use satire?,to praise materialism,to humorously criticise hypocrisy and greed,to create a tragic mourning scene only,to avoid social criticism,B | to humorously criticise hypocrisy and greed,Medium,1,PRO,1
q_9_eng_ch11_079,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,The clock can be interpreted as a symbol of:,the sisters' unity,Mr. Merryweather's education,the passing of time and routine,Victoria's school life,C | the passing of time and routine,Medium,1,PRO,1
q_9_eng_ch11_080,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,The antonym of [[shabby]] is:,elegant,cooperative,jolly,sincere,A | elegant,Medium,1,PRO,1
q_9_eng_ch11_081,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,The antonym of [[impassive]] is:,greedy,expressive,fast,cowardly,B | expressive,Medium,1,PRO,1
q_9_eng_ch11_082,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,The antonym of [[delicate]] is:,passionate,loyal,gentle,tough,D | tough,Medium,1,PRO,1
q_9_eng_ch11_083,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,The antonym of [[precocious]] is:,belated,gifted,advanced,talented,A | belated,Medium,1,PRO,1
q_9_eng_ch11_084,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct Exercise MCQs,Understand,The antonym of [[heartiness]] is:,enthusiasm,friendliness,indifference,cheerfulness,C | indifference,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Topic,,,,,,,,,,1
q_9_eng_ch11_085,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,Direct speech contains:,only a summary,no reporting verb,the speaker's actual words,no punctuation,C | the speaker's actual words,Easy,1,PRO,1
q_9_eng_ch11_086,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,Direct speech is normally enclosed in:,quotation marks,brackets only,hyphens,apostrophes only,A | quotation marks,Easy,1,PRO,1
q_9_eng_ch11_087,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,Indirect speech conveys:,the exact words in quotation marks,only questions,only commands,the full sense of what someone said,D | the full sense of what someone said,Medium,1,PRO,1
q_9_eng_ch11_088,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,"He said, “I am happy.” changes to:",He said that I am happy.,He said that he was happy.,He says he had happy.,He told that he is happy.,B | He said that he was happy.,Easy,1,PRO,1
q_9_eng_ch11_089,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,"They said, “We love our country.” changes to:",They said that they loved their country.,They said that we love our country.,They told they love country.,They said their country loved them.,A | They said that they loved their country.,Easy,1,PRO,1
q_9_eng_ch11_090,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,"Rafia said, “I will buy a computer.” changes to:",Rafia said that I will buy a computer.,Rafia told she buys a computer.,Rafia said that she would buy a computer.,Rafia said that she had bought a computer.,C | Rafia said that she would buy a computer.,Medium,1,PRO,1
q_9_eng_ch11_091,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,The modal [[can]] usually changes to:,would,could,might,should,B | could,Easy,1,PRO,1
q_9_eng_ch11_092,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,The modal [[will]] usually changes to:,could,might,must,would,D | would,Easy,1,PRO,1
q_9_eng_ch11_093,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,The time word [[today]] usually changes to:,the next day,the previous day,then only,that day,D | that day,Medium,1,PRO,1
q_9_eng_ch11_094,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,The time word [[tomorrow]] usually changes to:,that day,the next day,the previous day,the same day,B | the next day,Easy,1,PRO,1
q_9_eng_ch11_095,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,A command in indirect speech commonly uses:,that + present tense only,quotation marks,to + base verb,an exclamation mark only,C | to + base verb,Easy,1,PRO,1
q_9_eng_ch11_096,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Apply,A request in indirect speech commonly uses:,requested or asked + object + to-infinitive,said + comma,only quotation marks,will + subject,A | requested or asked + object + to-infinitive,Medium,1,PRO,1
