question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch2_061,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Identify the tense used in the sentence: “They had finished their homework before dinner.”,Past Perfect Continuous,Simple Past,Past Continuous,Past Perfect,D | Past Perfect,Medium,1,PRO,1
q_9_eng_ch2_062,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Which function belongs to the [[Past Perfect]] tense?,"actions that started in the past and are still continuing, emphasizing duration",actions completed before another action in the past,"habitual actions, general truths, or present actions",actions happening now or around the current time,B | actions completed before another action in the past,Hard,1,ULTRA,1
q_9_eng_ch2_063,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Identify the tense used in the sentence: “She will have graduated by the next year.”,Future Perfect Continuous,Simple Future,Future Perfect,Future Continuous,C | Future Perfect,Medium,1,PRO,1
q_9_eng_ch2_064,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Which function belongs to the [[Future Perfect]] tense?,actions that will be completed before a specific future time,"actions that were ongoing before another past action, emphasizing duration",actions completed at a specific time in the past,actions that were ongoing in the past,A | actions that will be completed before a specific future time,Hard,1,ULTRA,1
q_9_eng_ch2_065,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Identify the tense used in the sentence: “She has been studying for three hours.”,Simple Present,Present Perfect Continuous,Present Continuous,Present Perfect,B | Present Perfect Continuous,Medium,1,PRO,1
q_9_eng_ch2_066,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Which function belongs to the [[Present Perfect Continuous]] tense?,"actions continuing up to a specific future time, emphasizing duration",actions that will happen at a specific time in the future,actions that will be ongoing in the future,"actions that started in the past and are still continuing, emphasizing duration","D | actions that started in the past and are still continuing, emphasizing duration",Hard,1,ULTRA,1
q_9_eng_ch2_067,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Identify the tense used in the sentence: “He had been working at the company for five years before he left.”,Past Perfect Continuous,Simple Past,Past Continuous,Past Perfect,A | Past Perfect Continuous,Medium,1,PRO,1
q_9_eng_ch2_068,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Which function belongs to the [[Past Perfect Continuous]] tense?,"habitual actions, general truths, or present actions",actions happening now or around the current time,"actions that were ongoing before another past action, emphasizing duration",actions at an unspecified past time or actions continuing to the present,"C | actions that were ongoing before another past action, emphasizing duration",Hard,1,ULTRA,1
q_9_eng_ch2_069,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,"Identify the tense used in the sentence: “By the next month, she will have been working here for a year.”",Simple Future,Future Continuous,Future Perfect Continuous,Future Perfect,C | Future Perfect Continuous,Medium,1,PRO,1
q_9_eng_ch2_070,1,ENGLISH_A | Unit 2 - Patriotism | Complete Tense Table,Understand,Which function belongs to the [[Future Perfect Continuous]] tense?,"actions continuing up to a specific future time, emphasizing duration",actions completed at a specific time in the past,actions that were ongoing in the past,actions completed before another action in the past,"A | actions continuing up to a specific future time, emphasizing duration",Hard,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Topic,,,,,,,,,,1
q_9_eng_ch2_071,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “Every morning, Maria [[walks]] to school,” the verb is in the:",Simple Past,Past Continuous,Past Perfect,Simple Present,D | Simple Present,Medium,1,PRO,1
q_9_eng_ch2_072,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “Yesterday, she [[walked]] with her friend,” the verb is in the:",Simple Future,Simple Past,Future Continuous,Future Perfect,B | Simple Past,Medium,1,PRO,1
q_9_eng_ch2_073,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “Tomorrow, she [[will ride]] her bike again,” the verb phrase is in the:",Simple Future,Present Continuous,Present Perfect,Present Perfect Continuous,A | Simple Future,Medium,1,PRO,1
q_9_eng_ch2_074,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “Maria [[has been attending]] this school for three years,” the verb phrase is in the:",Past Perfect Continuous,Simple Past,Present Perfect Continuous,Past Continuous,C | Present Perfect Continuous,Medium,1,PRO,1
q_9_eng_ch2_075,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “She [[loves]] it,” the verb is in the:",Simple Past,Simple Present,Past Continuous,Past Perfect,B | Simple Present,Medium,1,PRO,1
q_9_eng_ch2_076,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “She [[will have completed]] her primary education,” the verb phrase is in the:",Present Perfect Continuous,Simple Present,Present Continuous,Future Perfect,D | Future Perfect,Medium,1,PRO,1
q_9_eng_ch2_077,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “I [[will have graduated]] from the university by next June,” the verb phrase is in the:",Present Perfect Continuous,Simple Present,Present Continuous,Future Perfect,D | Future Perfect,Medium,1,PRO,1
q_9_eng_ch2_078,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “I [[am studying]] for my exams right now,” the verb phrase is in the:",Past Continuous,Present Continuous,Past Perfect,Past Perfect Continuous,B | Present Continuous,Medium,1,PRO,1
q_9_eng_ch2_079,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “I [[visited]] Karachi two years ago,” the verb is in the:",Simple Future,Future Continuous,Simple Past,Future Perfect,C | Simple Past,Medium,1,PRO,1
q_9_eng_ch2_080,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “I [[have been working]] on my project for the last three weeks,” the verb phrase is in the:",Present Perfect Continuous,Past Perfect Continuous,Simple Past,Past Continuous,A | Present Perfect Continuous,Medium,1,PRO,1
q_9_eng_ch2_081,1,ENGLISH_A | Unit 2 - Patriotism | Tense Exercises,Apply,"In “I [[had finished]] my homework before dinner,” the verb phrase is in the:",Future Perfect,Past Perfect,Future Perfect Continuous,Simple Future,B | Past Perfect,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Topic,,,,,,,,,,1
q_9_eng_ch2_082,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,A gerund is:,the base form of a verb preceded by to,a verb form used only as an adjective,a past-tense verb,the -ing form of a verb functioning as a noun,D | the -ing form of a verb functioning as a noun,Medium,1,PRO,1
q_9_eng_ch2_083,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “[[Swimming]] is fun,” the underlined word is used as:",a gerund and the subject of the sentence,an infinitive,a past participle,a finite verb,A | a gerund and the subject of the sentence,Medium,1,PRO,1
q_9_eng_ch2_084,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “She enjoys [[reading]],” the underlined word is:",an infinitive,a past participle,a gerund used as the object of a verb,an adjective,C | a gerund used as the object of a verb,Medium,1,PRO,1
q_9_eng_ch2_085,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “They talked about [[going]] on holiday,” the underlined word is:",an infinitive of purpose,a past participle,a gerund after a preposition,a simple verb,C | a gerund after a preposition,Medium,1,PRO,1
q_9_eng_ch2_086,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “He suggested [[meeting]] earlier,” the underlined word is:",a gerund after a certain verb,an infinitive,a participle adjective,a finite verb,A | a gerund after a certain verb,Medium,1,PRO,1
q_9_eng_ch2_087,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,An infinitive is:,the -ing form of a verb used as a noun,the past form of a verb,a word joining clauses,the base form of a verb preceded by to,D | the base form of a verb preceded by to,Medium,1,PRO,1
q_9_eng_ch2_088,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “[[To err]] is human,” the underlined expression is:",a gerund,an infinitive used as the subject,a past participle,a conjunction,B | an infinitive used as the subject,Medium,1,PRO,1
q_9_eng_ch2_089,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “He wants [[to learn]] French,” the underlined expression is:",an infinitive used as the object of a verb,a gerund,a present participle,a finite verb,A | an infinitive used as the object of a verb,Medium,1,PRO,1
q_9_eng_ch2_090,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “She is eager [[to start]],” the underlined expression is:",a gerund after a preposition,a past participle,an infinitive after an adjective,a finite verb,C | an infinitive after an adjective,Medium,1,PRO,1
q_9_eng_ch2_091,1,ENGLISH_A | Unit 2 - Patriotism | Gerunds and Infinitives,Understand,"In “I went to the store [[to buy]] milk,” the underlined expression shows:",a completed past action,purpose,a continuous action,possession,B | purpose,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Topic,,,,,,,,,,1
q_9_eng_ch2_092,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“I remember [[meeting]] him last year” refers to:,he paused another activity in order to run,remembering a past occasion,being sorry about something being said now,remembering an event that already happened,D | remembering an event that already happened,Hard,1,PRO,1
q_9_eng_ch2_093,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“Remember [[to meet]] him tomorrow” refers to:,experiment with restarting to see whether it solves the problem,remember to perform a future action,he continued the same activity,remembering to perform a future action,D | remembering to perform a future action,Hard,1,PRO,1
q_9_eng_ch2_094,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“He stopped [[running]]” means:,make an effort to finish the work,he ceased the activity,feeling sorry about a past action,she moved to a different activity,B | he ceased the activity,Hard,1,PRO,1
q_9_eng_ch2_095,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“He stopped [[to run]]” means:,remembering a past occasion,being sorry about something being said now,he paused another activity in order to run,remembering an event that already happened,C | he paused another activity in order to run,Hard,1,PRO,1
q_9_eng_ch2_096,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“Try [[restarting]] your computer” means:,experiment with restarting to see whether it solves the problem,remember to perform a future action,he continued the same activity,remembering to perform a future action,A | experiment with restarting to see whether it solves the problem,Hard,1,PRO,1
q_9_eng_ch2_097,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“I will try [[to finish]] my work” means:,feeling sorry about a past action,make an effort to finish the work,she moved to a different activity,he ceased the activity,B | make an effort to finish the work,Hard,1,PRO,1
