question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch5_lq_009,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Many women face cultural expectations, limited access to resources, mobility issues, legal barriers, and a lack of support networks. These constraints can make entrepreneurship difficult, especially in rural areas, but strong networks and digital platforms are helping women overcome them.",Hard,4,PRO,0
q_9_eng_ch5_lq_010,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Women entrepreneurs contribute to economic growth by creating jobs, generating income, and boosting productivity. They also serve as role models, support community development, challenge gender stereotypes, and bring innovative solutions to social and economic problems.",Hard,4,PRO,0
sep_9_eng_ch5_003,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Grammar and Writing,Topic,topic_separator,,,,,0
q_9_eng_ch5_lq_011,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Grammar and Writing,Long,paragraph,"Write a paragraph on “The Role of Women Empowerment in Society.” Use correct capitalization, punctuation, and spelling.",Hard,8,ULTRA,0
sep_9_eng_ch5_004,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Biography and Autobiography,Topic,topic_separator,,,,,0
q_9_eng_ch5_lq_012,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Biography and Autobiography,Long,biography,Write a third-person biography about the impact of a woman entrepreneur on her community.,Hard,8,ULTRA,0
q_9_eng_ch5_lq_013,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Biography and Autobiography,Long,paragraph,Write a first-person autobiographical paragraph as a woman entrepreneur describing challenges and achievements.,Hard,8,ULTRA,0
sep_9_eng_ch5_005,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Oral Communication,Topic,topic_separator,,,,,0
q_9_eng_ch5_lq_014,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Oral Communication,Long,dialogue,Role-play a community meeting about how women entrepreneurs create jobs and how the community can support them.,Hard,8,ULTRA,0
sep_9_eng_ch5_006,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Application Writing,Topic,topic_separator,,,,,0
q_9_eng_ch5_lq_015,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Application Writing,Long,application,Write an application to the head of a business organisation requesting sponsorship or support for a women entrepreneurs' workshop. Include its purpose and benefits.,Hard,8,PRO,0
sep_9_eng_ch5_007,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Topic,topic_separator,,,,,0
q_9_eng_ch5_lq_016,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the proverb “Actions speak louder than words” in a meaningful sentence.,Medium,1,ULTRA,0
q_9_eng_ch5_lq_017,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the proverb “A stitch in time saves nine” in a meaningful sentence.,Medium,1,ULTRA,0
q_9_eng_ch5_lq_018,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the idiom “break the ice” in a meaningful sentence.,Medium,1,ULTRA,0
q_9_eng_ch5_lq_019,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the idiom “once in a blue moon” in a meaningful sentence.,Medium,1,ULTRA,0
q_9_eng_ch5_lq_020,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the idiom “a piece of cake” in a meaningful sentence.,Medium,1,ULTRA,0
q_9_eng_ch5_lq_021,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the idiom “hit the nail on the head” in a meaningful sentence.,Medium,1,ULTRA,0
q_9_eng_ch5_lq_022,0,ENGLISH_A | Unit 5 - Women Empowerment through Entrepreneurship | Proverbs and Idioms,Long,word_phrase_usage_item,Use the idiom “cost an arm and a leg” in a meaningful sentence.,Medium,1,ULTRA,0
