question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch3_020,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[vacant]].,vacunt,vaccant,vacant,vaacant,C | vacant,Easy,1,ULTRA,1
q_9_eng_ch3_021,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[vales]].,vails,vaales,vales,valess,C | vales,Easy,1,ULTRA,1
q_9_eng_ch3_022,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[wandered]].,wandered,wandred,wanderred,wondared,A | wandered,Easy,1,ULTRA,1
q_9_eng_ch3_023,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[daffodils]].,dafodils,daffodills,daffadils,daffodils,D | daffodils,Medium,1,ULTRA,1
q_9_eng_ch3_024,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[Wordsworth]].,Wordswarth,Wordsworth,Wordworth,Wordswerth,B | Wordsworth,Medium,1,ULTRA,1
q_9_eng_ch3_025,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[Ullswater]].,Ullswater,Ulswater,Ullwater,Ullswatter,A | Ullswater,Medium,1,ULTRA,1
q_9_eng_ch3_026,1,ENGLISH_A | Unit 3 - Daffodils | Correct Spellings,Remember,Choose the correctly spelt word for this Unit 3 term: [[Cockermouth]].,Cokermouth,Cockermoth,Cockermouth,Cockermouthe,C | Cockermouth,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Topic,,,,,,,,,,1
q_9_eng_ch3_027,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Remember,What is the primary theme of “Daffodils”?,the power of love,the beauty of nature,the importance of friendship,the struggle of life,B | the beauty of nature,Easy,1,PRO,1
q_9_eng_ch3_028,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Remember,To which natural element does the poet compare himself at the beginning?,a tree,a river,a mountain,a cloud,D | a cloud,Easy,1,PRO,1
q_9_eng_ch3_029,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Remember,Where does the poet see the daffodils?,beside a river,in a garden,on a mountain,beside a lake,D | beside a lake,Easy,1,PRO,1
q_9_eng_ch3_030,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Remember,How does the poet describe the movement of the daffodils?,swaying in the wind,fluttering and dancing,standing still,falling to the ground,B | fluttering and dancing,Easy,1,PRO,1
q_9_eng_ch3_031,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Understand,To what does the poet compare the continuous stretch of daffodils?,a flowing river,a long road,a starry night,an endless forest,C | a starry night,Medium,1,PRO,1
q_9_eng_ch3_032,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Remember,How many daffodils does the poet estimate he saw at a glance?,tens of thousands,hundreds,thousands,hundreds of thousands,A | tens of thousands,Easy,1,PRO,1
q_9_eng_ch3_033,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Understand,Which word best describes the poet’s initial feeling?,happy,lonely,excited,angry,B | lonely,Easy,1,PRO,1
q_9_eng_ch3_034,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Understand,What effect do the daffodils have when the poet later recalls them?,They make him sad.,They make him anxious.,They make him tired.,They bring him joy.,D | They bring him joy.,Medium,1,PRO,1
q_9_eng_ch3_035,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Remember,Which phrase describes the poet’s reflective moments?,in a vacant or in pensive mood,in a cheerful mood,in a thoughtful moment,in a joyous state,A | in a vacant or in pensive mood,Easy,1,PRO,1
q_9_eng_ch3_036,1,ENGLISH_A | Unit 3 - Daffodils | Direct Textbook MCQs,Analyze,Which line best conveys the lasting impact of the daffodils?,I wandered lonely as a cloud,They stretched in never-ending line,And then my heart with pleasure fills,The waves beside them danced,C | And then my heart with pleasure fills,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Topic,,,,,,,,,,1
q_9_eng_ch3_037,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,Who wrote “Daffodils”?,Taufiq Rafat,S. W. Scott,William Wordsworth,William Carlos Williams,C | William Wordsworth,Easy,1,ULTRA,1
q_9_eng_ch3_038,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,William Wordsworth lived from:,1770 to 1850,1802 to 1870,1750 to 1820,1790 to 1860,A | 1770 to 1850,Easy,1,ULTRA,1
q_9_eng_ch3_039,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,The poem was inspired by a walk near:,the River Thames,the Scottish Highlands,the English Channel,Ullswater in the Lake District,D | Ullswater in the Lake District,Medium,1,ULTRA,1
q_9_eng_ch3_040,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,Who accompanied Wordsworth on that walk?,his brother John,his sister Dorothy,his friend Coleridge,his wife Mary,B | his sister Dorothy,Medium,1,ULTRA,1
q_9_eng_ch3_041,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,On what date did the inspiring walk take place?,"April 15, 1802","March 15, 1801","April 10, 1812","May 15, 1805","A | April 15, 1802",Medium,1,ULTRA,1
q_9_eng_ch3_042,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,Wordsworth was a key figure in the:,Victorian movement,Modernist movement,English Romantic movement,Classical movement,C | English Romantic movement,Medium,1,ULTRA,1
q_9_eng_ch3_043,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,Wordsworth was born in:,"London, England","Cockermouth, England","Oxford, England","Edinburgh, Scotland","B | Cockermouth, England",Medium,1,ULTRA,1
q_9_eng_ch3_044,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Understand,What became a central theme in Wordsworth’s poetry?,war,industry,politics,nature,D | nature,Easy,1,ULTRA,1
q_9_eng_ch3_045,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Understand,What did Wordsworth believe nature could do?,replace human friendship,remove all sorrow permanently,teach scientific facts only,inspire and heal the human spirit,D | inspire and heal the human spirit,Medium,1,PRO,1
q_9_eng_ch3_046,1,ENGLISH_A | Unit 3 - Daffodils | Poem and Poet Facts,Remember,The textbook identifies “Daffodils” as an example of:,free verse,rhythmic poetry,narrative prose,dramatic dialogue,B | rhythmic poetry,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Topic,,,,,,,,,,1
q_9_eng_ch3_047,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,A comparison using “like” or “as” is called:,metaphor,hyperbole,simile,imagery,C | simile,Easy,1,PRO,1
q_9_eng_ch3_048,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,Giving human qualities to objects or ideas is called:,personification,assonance,alliteration,euphemism,A | personification,Easy,1,PRO,1
q_9_eng_ch3_049,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,An exaggerated statement not meant literally is called:,simile,hyperbole,imagery,metaphor,B | hyperbole,Easy,1,PRO,1
q_9_eng_ch3_050,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,A direct symbolic comparison is called:,simile,alliteration,assonance,metaphor,D | metaphor,Easy,1,PRO,1
q_9_eng_ch3_051,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,Repetition of the same initial consonant sound is:,alliteration,assonance,imagery,personification,A | alliteration,Easy,1,PRO,1
q_9_eng_ch3_052,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,Repetition of nearby vowel sounds is:,alliteration,hyperbole,assonance,euphemism,C | assonance,Easy,1,PRO,1
q_9_eng_ch3_053,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Remember,Language that appeals to the senses and creates mental pictures is:,oxymoron,euphemism,imagery,metaphor,C | imagery,Easy,1,PRO,1
q_9_eng_ch3_054,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,“I wandered lonely as a cloud” is an example of:,simile,personification,hyperbole,alliteration,A | simile,Medium,1,PRO,1
q_9_eng_ch3_055,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,“Fluttering and dancing in the breeze” is an example of:,metaphor,assonance,euphemism,personification,D | personification,Medium,1,PRO,1
q_9_eng_ch3_056,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,“Ten thousand saw I at a glance” is an example of:,simile,hyperbole,alliteration,euphemism,B | hyperbole,Medium,1,PRO,1
q_9_eng_ch3_057,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,“They flash upon that inward eye” contains a:,metaphor,simile,hyperbole,oxymoron,A | metaphor,Medium,1,PRO,1
q_9_eng_ch3_058,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,"“Beside the lake, beneath the trees” is an example of:",assonance,hyperbole,alliteration,euphemism,C | alliteration,Medium,1,PRO,1
q_9_eng_ch3_059,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,“A host of golden daffodils” contains:,alliteration,assonance,oxymoron,euphemism,B | assonance,Medium,1,PRO,1
q_9_eng_ch3_060,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language,Understand,“Continuous as the stars that shine” creates:,an oxymoron,a euphemism,a contradiction,visual imagery,D | visual imagery,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Topic,,,,,,,,,,1
q_9_eng_ch3_061,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,The baby’s skin was as soft as ____.,a rock,sandpaper,wood,silk,D | silk,Medium,1,PRO,1
q_9_eng_ch3_062,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,"The wind ____ through the trees, whispering secrets.",ran,danced,stopped,ate,B | danced,Medium,1,PRO,1
q_9_eng_ch3_063,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,"I was so hungry, I could eat a ____.",sandwich,fruit,horse,vegetable,C | horse,Medium,1,PRO,1
q_9_eng_ch3_064,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,The sky was painted with hues of pink and ____ as the sun set.,orange,green,blue,purple,A | orange,Medium,1,PRO,1
q_9_eng_ch3_065,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,Time is a great ____.,river,healer,stone,tree,B | healer,Medium,1,PRO,1
q_9_eng_ch3_066,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,The lazy ____ sat on a mat.,worm,bus,mouse,cat,D | cat,Medium,1,PRO,1
q_9_eng_ch3_067,1,ENGLISH_A | Unit 3 - Daffodils | Figurative Language Exercise,Apply,"The cold, crisp, ____ snow crunched underfoot.",clean,colourful,quiet,melting,A | clean,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Topic,,,,,,,,,,1
q_9_eng_ch3_068,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Remember,The literal dictionary meaning of a word is its:,connotation,nuance,denotation,analogy,C | denotation,Easy,1,ULTRA,1
q_9_eng_ch3_069,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Remember,The feelings and ideas associated with a word are its:,denotation,etymology,connotation,pronunciation,C | connotation,Easy,1,ULTRA,1
q_9_eng_ch3_070,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Remember,"A subtle difference in meaning, tone, or feeling is called:",nuance,denotation,homophone,analogy,A | nuance,Medium,1,ULTRA,1
q_9_eng_ch3_071,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,Which word usually carries a negative sense of sadness and abandonment?,solitary,peaceful,quiet,lonely,D | lonely,Medium,1,ULTRA,1
q_9_eng_ch3_072,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,Which word may suggest peaceful and chosen aloneness?,lonely,solitary,desolate,abandoned,B | solitary,Medium,1,ULTRA,1
q_9_eng_ch3_073,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,The pair “lonely” and “solitary” has similar:,denotations,spellings,pronunciations,etymologies,A | denotations,Medium,1,ULTRA,1
q_9_eng_ch3_074,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,The words “lonely” and “solitary” differ mainly in their:,parts of speech,syllable counts,connotations,spellings,C | connotations,Medium,1,ULTRA,1
q_9_eng_ch3_075,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,Which word usually has the more positive connotation?,lonely,solitary,abandoned,desolate,B | solitary,Medium,1,ULTRA,1
q_9_eng_ch3_076,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,The word [[gaze]] generally has a more positive connotation than:,look,see,watch,stare,D | stare,Medium,1,ULTRA,1
q_9_eng_ch3_077,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,The word [[shine]] generally has a more positive connotation than:,glow,sparkle,beam,glare,D | glare,Medium,1,ULTRA,1
q_9_eng_ch3_078,1,ENGLISH_A | Unit 3 - Daffodils | Denotation and Connotation,Understand,The word [[collect]] generally has a more positive connotation than:,gather,hoard,save,store,B | hoard,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Topic,,,,,,,,,,1
q_9_eng_ch3_079,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Remember,A mild or indirect expression replacing a harsh one is called:,oxymoron,simile,euphemism,hyperbole,C | euphemism,Easy,1,ULTRA,1
q_9_eng_ch3_080,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Remember,A figure of speech combining contradictory words is called:,oxymoron,euphemism,imagery,assonance,A | oxymoron,Easy,1,ULTRA,1
q_9_eng_ch3_081,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Understand,Which is an example of a euphemism?,deafening silence,passed away,bitter sweets,old news,B | passed away,Easy,1,ULTRA,1
q_9_eng_ch3_082,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Understand,Which is an example of an oxymoron?,senior citizen,let go,passed away,deafening silence,D | deafening silence,Easy,1,ULTRA,1
q_9_eng_ch3_083,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Understand,Why are euphemisms used?,to soften unpleasant information,to repeat consonant sounds,to compare using as,to exaggerate numbers,A | to soften unpleasant information,Medium,1,ULTRA,1
q_9_eng_ch3_084,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Understand,Why are oxymorons used?,to avoid all emotion,to give dictionary definitions,to create contrast and dramatic effect,to show only literal meaning,C | to create contrast and dramatic effect,Medium,1,ULTRA,1
q_9_eng_ch3_085,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Understand,"According to the textbook, “Daffodils” does not prominently use:",simile or imagery,personification or hyperbole,euphemism or oxymoron,alliteration or assonance,C | euphemism or oxymoron,Medium,1,ULTRA,1
q_9_eng_ch3_086,1,ENGLISH_A | Unit 3 - Daffodils | Euphemism and Oxymoron,Analyze,Why is oxymoron absent from “Daffodils”?,It would conflict with the harmonious and uplifting tone.,It would make the poem rhyme too strongly.,It would remove all imagery.,It would make the poem shorter.,A | It would conflict with the harmonious and uplifting tone.,Hard,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Topic,,,,,,,,,,1
q_9_eng_ch3_087,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,A phrase of more than one word functioning as one preposition is called:,a conjunction,an interjection,an infinitive,a compound preposition,D | a compound preposition,Easy,1,PRO,1
q_9_eng_ch3_088,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,[[according to]] means:,because of,as stated by,despite,representing someone,B | as stated by,Easy,1,PRO,1
q_9_eng_ch3_089,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,[[due to]] means:,because of,as stated by,along with,before something,A | because of,Easy,1,PRO,1
q_9_eng_ch3_090,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,[[in front of]] means:,despite,representing someone,before or ahead of something,because of,C | before or ahead of something,Easy,1,PRO,1
q_9_eng_ch3_091,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,[[on behalf of]] means:,along with,representing someone,despite,as stated by,B | representing someone,Easy,1,PRO,1
q_9_eng_ch3_092,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,[[in addition to]] means:,despite,because of,ahead of,along with,D | along with,Easy,1,PRO,1
q_9_eng_ch3_093,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Remember,[[in spite of]] means:,because of,representing someone,as stated by,despite,D | despite,Easy,1,PRO,1
q_9_eng_ch3_094,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Apply,Which sentence contains [[according to]]?,The park is in front of the library.,"According to the schedule, the meeting starts at 10 a.m.",She came on behalf of her manager.,The match continued in spite of the rain.,"B | According to the schedule, the meeting starts at 10 a.m.",Medium,1,PRO,1
q_9_eng_ch3_095,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Apply,Which sentence contains [[in front of]]?,We were late due to the rain.,She came on behalf of her manager.,The park is located in front of the library.,"In addition to study, he plays football.",C | The park is located in front of the library.,Medium,1,PRO,1
q_9_eng_ch3_096,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Apply,Which sentence contains [[on behalf of]]?,She attended the conference on behalf of her manager.,The park is in front of the library.,We were late due to the rain.,The match continued in spite of the rain.,A | She attended the conference on behalf of her manager.,Medium,1,PRO,1
q_9_eng_ch3_097,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Apply,Which sentence contains [[due to]]?,"According to the schedule, the meeting starts at 10.",We were late for school due to the heavy rain.,She came on behalf of her manager.,The park is in front of the library.,B | We were late for school due to the heavy rain.,Medium,1,PRO,1
q_9_eng_ch3_098,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Apply,Which sentence contains [[in addition to]]?,We were late due to the rain.,The park is in front of the library.,She came on behalf of her manager.,"In addition to his academic work, he participates in sports.","D | In addition to his academic work, he participates in sports.",Medium,1,PRO,1
q_9_eng_ch3_099,1,ENGLISH_A | Unit 3 - Daffodils | Compound Prepositions,Apply,Which sentence contains [[in spite of]]?,"In spite of the rain, the match continued.","According to the schedule, it starts at ten.",The park is in front of the library.,She came on behalf of the team.,"A | In spite of the rain, the match continued.",Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Topic,,,,,,,,,,1
q_9_eng_ch3_100,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Remember,A prepositional phrase consists of:,a noun followed by a verb,two independent clauses,a preposition followed by its object,an adjective followed by an adverb,C | a preposition followed by its object,Easy,1,PRO,1
q_9_eng_ch3_101,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Understand,"In “before the meeting,” the phrase expresses:",location,direction,time,manner,C | time,Easy,1,PRO,1
q_9_eng_ch3_102,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Understand,"In “in the park,” the phrase expresses:",location,time,cause,condition,A | location,Easy,1,PRO,1
q_9_eng_ch3_103,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Understand,"In “towards the mountain,” the phrase expresses:",time,manner,condition,direction,D | direction,Easy,1,PRO,1
q_9_eng_ch3_104,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Understand,"In “because of the rain,” the phrase expresses:",location,cause,time,direction,B | cause,Easy,1,PRO,1
q_9_eng_ch3_105,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Understand,"In “with a smile,” the phrase expresses:",manner,time,condition,direction,A | manner,Easy,1,PRO,1
q_9_eng_ch3_106,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Understand,"In “in case of fire,” the phrase expresses:",time,location,condition,manner,C | condition,Easy,1,PRO,1
q_9_eng_ch3_107,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Apply,"In “The book [[on the shelf]] is interesting,” the phrase functions as:",an adverb phrase,an adjective phrase,a noun clause,an infinitive phrase,B | an adjective phrase,Medium,1,PRO,1
q_9_eng_ch3_108,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Apply,"In “She sang [[with joy]],” the phrase functions as:",an adjective phrase,a noun phrase,a gerund phrase,an adverb phrase,D | an adverb phrase,Medium,1,PRO,1
q_9_eng_ch3_109,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Apply,"In “The cat [[under the table]] is sleeping,” the phrase functions as:",an adverb phrase,a noun clause,an infinitive phrase,an adjective phrase,D | an adjective phrase,Medium,1,PRO,1
q_9_eng_ch3_110,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Apply,"In “He arrived [[after dinner]],” the phrase functions as:",an adjective phrase,an adverb phrase,a noun phrase,a participial phrase,B | an adverb phrase,Medium,1,PRO,1
q_9_eng_ch3_111,1,ENGLISH_A | Unit 3 - Daffodils | Prepositional Phrases,Analyze,Which sentence correctly places the prepositional phrase?,She found the book in the park that I had lost.,In the park she found that I had lost the book.,She found the book that I had lost in the park.,She in the park found the book that I had lost.,C | She found the book that I had lost in the park.,Hard,1,PRO,1
