question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch4_016,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[beacon]].,beacon,becon,beakon,beaconn,A | beacon,Easy,1,ULTRA,1
q_9_eng_ch4_017,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[bounties]].,bountys,bounties,bountyes,bountiess,B | bounties,Easy,1,ULTRA,1
q_9_eng_ch4_018,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[constant]].,constent,constannt,constunt,constant,D | constant,Easy,1,ULTRA,1
q_9_eng_ch4_019,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[detect]].,detect,ditecct,detact,detecte,A | detect,Easy,1,ULTRA,1
q_9_eng_ch4_020,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[furious]].,furius,furrious,furious,fureous,C | furious,Easy,1,ULTRA,1
q_9_eng_ch4_021,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[infuriated]].,infuriatted,infureated,infuriated,infuriatedd,C | infuriated,Easy,1,ULTRA,1
q_9_eng_ch4_022,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[migrate]].,migrate,migrete,migratte,migerate,A | migrate,Easy,1,ULTRA,1
q_9_eng_ch4_023,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[perilous]].,perilious,perrilous,perelous,perilous,D | perilous,Easy,1,ULTRA,1
q_9_eng_ch4_024,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[render]].,rendar,render,renderr,rendder,B | render,Easy,1,ULTRA,1
q_9_eng_ch4_025,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[resolute]].,resolute,resolutte,rezolute,resoloot,A | resolute,Easy,1,ULTRA,1
q_9_eng_ch4_026,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[reveal]].,revele,reveel,reveal,reveall,C | reveal,Easy,1,ULTRA,1
q_9_eng_ch4_027,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[traverse]].,traverce,traverse,travarse,traversse,B | traverse,Easy,1,ULTRA,1
q_9_eng_ch4_028,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[venture]].,ventchure,ventur,venturre,venture,D | venture,Easy,1,ULTRA,1
q_9_eng_ch4_029,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[migration]].,migrasion,migeration,miggration,migration,D | migration,Medium,1,ULTRA,1
q_9_eng_ch4_030,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[resourcefulness]].,resoursefulness,resourcefulness,resourcefulnes,resorcefulness,B | resourcefulness,Medium,1,ULTRA,1
q_9_eng_ch4_031,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[steadfastness]].,stedfastness,steadfastnes,steadfastness,steadfasness,C | steadfastness,Medium,1,ULTRA,1
q_9_eng_ch4_032,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[generosity]].,generosity,generocity,generossity,genorosity,A | generosity,Medium,1,ULTRA,1
q_9_eng_ch4_033,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[courage]].,curage,courage,courrage,corage,B | courage,Medium,1,ULTRA,1
q_9_eng_ch4_034,1,ENGLISH_A | Unit 4 - Hazrat Asma | Correct Spellings,Remember,Choose the correctly spelt form of the Unit 4 word: [[Nitaqain]].,Nitaqein,Nitaqainh,Nitaqayn,Nitaqain,D | Nitaqain,Medium,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 4 - Hazrat Asma | Context-clue Vocabulary,Topic,,,,,,,,,,1
q_9_eng_ch4_035,1,ENGLISH_A | Unit 4 - Hazrat Asma | Context-clue Vocabulary,Understand,Choose the inferred meaning of [[capture]] as used in the lesson.,to seize or take someone as a prisoner,requiring great care because the situation is sensitive,put at risk or in danger,"rough, rocky, and difficult to cross",A | to seize or take someone as a prisoner,Medium,1,PRO,1
q_9_eng_ch4_036,1,ENGLISH_A | Unit 4 - Hazrat Asma | Context-clue Vocabulary,Understand,Choose the inferred meaning of [[delicate]] as used in the lesson.,put at risk or in danger,"rough, rocky, and difficult to cross",requiring great care because the situation is sensitive,to seize or take someone as a prisoner,C | requiring great care because the situation is sensitive,Medium,1,PRO,1
q_9_eng_ch4_037,1,ENGLISH_A | Unit 4 - Hazrat Asma | Context-clue Vocabulary,Understand,Choose the inferred meaning of [[endangered]] as used in the lesson.,"rough, rocky, and difficult to cross",to seize or take someone as a prisoner,put at risk or in danger,requiring great care because the situation is sensitive,C | put at risk or in danger,Medium,1,PRO,1
q_9_eng_ch4_038,1,ENGLISH_A | Unit 4 - Hazrat Asma | Context-clue Vocabulary,Understand,Choose the inferred meaning of [[rugged]] as used in the lesson.,"rough, rocky, and difficult to cross",to seize or take someone as a prisoner,requiring great care because the situation is sensitive,put at risk or in danger,"A | rough, rocky, and difficult to cross",Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 4 - Hazrat Asma | Direct Textbook MCQs,Topic,,,,,,,,,,1
q_9_eng_ch4_039,1,ENGLISH_A | Unit 4 - Hazrat Asma | Direct Textbook MCQs,Understand,Which set lists the actions through which Hazrat Asma handled the trust placed in her?,leaving the family home and revealing the route,giving jewels to Abu Jahl and changing the journey,staying away from the migration preparations,"preparing food, keeping the secret, and tying the food with her belt","D | preparing food, keeping the secret, and tying the food with her belt",Medium,1,PRO,1
q_9_eng_ch4_040,1,ENGLISH_A | Unit 4 - Hazrat Asma | Direct Textbook MCQs,Understand,Hazrat Asma's response to Abu Jahl's demand showed her:,fear,self-discipline,anger,indifference,B | self-discipline,Easy,1,PRO,1
q_9_eng_ch4_041,1,ENGLISH_A | Unit 4 - Hazrat Asma | Direct Textbook MCQs,Understand,How did Hazrat Asma show respect for her grandfather?,by alleviating his concern with a creative solution,by giving him real gold and jewels,by ignoring his worries,by revealing every detail about the wealth,A | by alleviating his concern with a creative solution,Medium,1,PRO,1
q_9_eng_ch4_042,1,ENGLISH_A | Unit 4 - Hazrat Asma | Direct Textbook MCQs,Understand,Hazrat Asma's service during the migration is best represented by:,her daily prayers only,her refusal to prepare food,her assistance during the migration,her departure from Makkah before everyone else,C | her assistance during the migration,Easy,1,PRO,1
q_9_eng_ch4_043,1,ENGLISH_A | Unit 4 - Hazrat Asma | Direct Textbook MCQs,Understand,Hazrat Asma's generosity is highlighted by:,keeping the garden and its income,selling her inherited garden and giving the money to the poor,hiding the family's wealth,refusing to help the needy,B | selling her inherited garden and giving the money to the poor,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Topic,,,,,,,,,,1
q_9_eng_ch4_044,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,In which year did the migration from Makkah to Madinah take place?,610 A.D.,632 A.D.,570 A.D.,622 A.D.,D | 622 A.D.,Easy,1,PRO,1
q_9_eng_ch4_045,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Who accompanied the Rasoolullah ﷺ during the migration?,Hazrat Umar رضی اللہ تعالیٰ عنہ,Hazrat Ali رضی اللہ تعالیٰ عنہ,Hazrat Usman رضی اللہ تعالیٰ عنہ,Hazrat Abu Bakr Siddique رضی اللہ تعالیٰ عنہ,D | Hazrat Abu Bakr Siddique رضی اللہ تعالیٰ عنہ,Medium,1,ULTRA,1
q_9_eng_ch4_046,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Where were the preparations for the journey made?,at the cave of Hira,at Hazrat Abu Bakr Siddique's house,at Hazrat Umar's house,at Madinah,B | at Hazrat Abu Bakr Siddique's house,Easy,1,ULTRA,1
q_9_eng_ch4_047,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What service did Hazrat Asma perform before the journey?,She announced the route publicly.,She travelled before the Rasoolullah ﷺ.,She prepared food for the journey.,She gathered the chiefs of Makkah.,C | She prepared food for the journey.,Easy,1,ULTRA,1
q_9_eng_ch4_048,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What did Hazrat Asma use to tie the food on the camel's back?,her own belt,a rope,a scarf,a leather strap,A | her own belt,Medium,1,PRO,1
q_9_eng_ch4_049,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What title was given to Hazrat Asma?,Umm-ul-Momineen,Zaat-un-Nitaqain,Saifullah,Siddiqah,B | Zaat-un-Nitaqain,Easy,1,ULTRA,1
q_9_eng_ch4_050,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Where did Hazrat Asma carry food every night?,to the cave of Hira,to Madinah market,to the house of Abu Jahl,to the cave of Thawr,D | to the cave of Thawr,Easy,1,ULTRA,1
q_9_eng_ch4_051,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Who came to Hazrat Abu Bakr's home on the night of migration?,Abu Jahl,Abu Quhafa,Hazrat Zubair,Hazrat Abdullah bin Zubair,A | Abu Jahl,Medium,1,ULTRA,1
q_9_eng_ch4_052,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What happened when Hazrat Asma refused to reveal the secret?,She left the house.,Her grandfather arrived.,Abu Jahl slapped her.,The journey was cancelled.,C | Abu Jahl slapped her.,Easy,1,PRO,1
q_9_eng_ch4_053,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What fell off when Abu Jahl slapped Hazrat Asma?,her belt,her scarf,her ear-ring,her bracelet,C | her ear-ring,Easy,1,ULTRA,1
q_9_eng_ch4_054,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Who was Hazrat Asma's grandfather?,Hazrat Abu Quhafa,Hazrat Abu Talib,Hazrat Hamza,Hazrat Abbas,A | Hazrat Abu Quhafa,Medium,1,ULTRA,1
q_9_eng_ch4_055,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What did Hazrat Asma place where her father kept his money and jewels?,gold coins,food packets,written notes,pebbles,D | pebbles,Easy,1,ULTRA,1
q_9_eng_ch4_056,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Why did Hazrat Asma cover the pebbles with cloth?,to hide them from Abu Jahl,to reassure her blind grandfather,to prepare food,to carry them to the cave,B | to reassure her blind grandfather,Easy,1,PRO,1
q_9_eng_ch4_057,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Hazrat Asma was the daughter of:,Hazrat Abu Bakr Siddique رضی اللہ تعالیٰ عنہ,Hazrat Umar رضی اللہ تعالیٰ عنہ,Hazrat Ali رضی اللہ تعالیٰ عنہ,Hazrat Usman رضی اللہ تعالیٰ عنہ,A | Hazrat Abu Bakr Siddique رضی اللہ تعالیٰ عنہ,Medium,1,ULTRA,1
q_9_eng_ch4_058,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Hazrat Asma was the stepsister of:,Hazrat Fatimah رضی اللہ تعالیٰ عنہا,Hazrat Khadijah رضی اللہ تعالیٰ عنہا,Hazrat Ayesha Siddiqah رضی اللہ تعالیٰ عنہا,Hazrat Hafsah رضی اللہ تعالیٰ عنہا,C | Hazrat Ayesha Siddiqah رضی اللہ تعالیٰ عنہا,Easy,1,ULTRA,1
q_9_eng_ch4_059,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Hazrat Asma was the wife of:,Hazrat Talha رضی اللہ تعالیٰ عنہ,Hazrat Zubair bin al-Awwam رضی اللہ تعالیٰ عنہ,Hazrat Bilal رضی اللہ تعالیٰ عنہ,Hazrat Salman Farsi رضی اللہ تعالیٰ عنہ,B | Hazrat Zubair bin al-Awwam رضی اللہ تعالیٰ عنہ,Easy,1,ULTRA,1
q_9_eng_ch4_060,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Hazrat Asma was the mother of:,Hazrat Abdullah bin Umar رضی اللہ تعالیٰ عنہ,Hazrat Hasan رضی اللہ تعالیٰ عنہ,Hazrat Husain رضی اللہ تعالیٰ عنہ,Hazrat Abdullah bin Zubair رضی اللہ تعالیٰ عنہ,D | Hazrat Abdullah bin Zubair رضی اللہ تعالیٰ عنہ,Medium,1,PRO,1
q_9_eng_ch4_061,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,About how old was Hazrat Asma when she died?,about sixty years,about seventy years,about eighty years,about one hundred years,D | about one hundred years,Easy,1,ULTRA,1
q_9_eng_ch4_062,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,What did Hazrat Asma do with her inherited garden?,She kept it for herself.,She sold it and gave the money to the poor.,She gave it to Abu Jahl.,She exchanged it for jewellery.,B | She sold it and gave the money to the poor.,Easy,1,ULTRA,1
q_9_eng_ch4_063,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Which qualities are especially associated with Hazrat Asma at the end of the lesson?,"wealth, power, and fame","silence, fear, and hesitation","courage, generosity, and wisdom","anger, pride, and rivalry","C | courage, generosity, and wisdom",Medium,1,ULTRA,1
q_9_eng_ch4_064,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Hazrat Asma's faith in Allah is described as:,resolute,uncertain,temporary,weak,A | resolute,Easy,1,PRO,1
q_9_eng_ch4_065,1,ENGLISH_A | Unit 4 - Hazrat Asma | Lesson Facts and Relationships,Remember,Her life is described as:,a forgotten story,a beacon of light,a political campaign,a source of wealth,B | a beacon of light,Easy,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Topic,,,,,,,,,,1
q_9_eng_ch4_066,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,The central theme of the unit is to appreciate Hazrat Asma's:,wealth and status,political authority,love of travel,integrity and valour,D | integrity and valour,Medium,1,PRO,1
q_9_eng_ch4_067,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,Hazrat Asma is presented as a role model because of her:,"modesty, truthfulness, honesty, piety, bravery, and generosity",wealth and social position only,silence and isolation,interest in trade,"A | modesty, truthfulness, honesty, piety, bravery, and generosity",Medium,1,PRO,1
q_9_eng_ch4_068,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,Her response to Abu Jahl mainly demonstrates:,fear and confusion,anger and revenge,wisdom and courage,carelessness,C | wisdom and courage,Medium,1,PRO,1
q_9_eng_ch4_069,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,Her nightly journey to the cave demonstrates:,indifference,self-interest,courage and responsibility,hesitation,C | courage and responsibility,Medium,1,PRO,1
q_9_eng_ch4_070,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,Her treatment of her grandfather demonstrates:,respect and resourcefulness,disobedience,carelessness,hostility,A | respect and resourcefulness,Medium,1,PRO,1
q_9_eng_ch4_071,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,Her refusal to reveal the secret demonstrates:,weakness,greed,impatience,steadfastness and trustworthiness,D | steadfastness and trustworthiness,Medium,1,PRO,1
q_9_eng_ch4_072,1,ENGLISH_A | Unit 4 - Hazrat Asma | Theme and Character Qualities,Understand,Selling her inherited garden demonstrates:,fear,generosity,pride,indifference,B | generosity,Medium,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Topic,,,,,,,,,,1
q_9_eng_ch4_073,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “Hazrat Asma courageously [[faced]] many challenges,” the verb is in the:",Simple Past,Simple Present,Past Perfect,Past Continuous,A | Simple Past,Medium,1,PRO,1
q_9_eng_ch4_074,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “She [[had prepared]] food and supplies,” the verb phrase is in the:",Simple Present,Simple Past,Past Perfect,Past Continuous,C | Past Perfect,Medium,1,PRO,1
q_9_eng_ch4_075,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “before they [[began]] their journey,” the verb is in the:",Simple Present,Simple Past,Past Perfect,Past Continuous,B | Simple Past,Medium,1,PRO,1
q_9_eng_ch4_076,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “While they [[were travelling]] through the desert,” the verb phrase is in the:",Simple Present,Simple Past,Past Perfect,Past Continuous,D | Past Continuous,Medium,1,PRO,1
q_9_eng_ch4_077,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “Hazrat Asma [[was continuously checking]] their provisions,” the verb phrase is in the:",Simple Present,Simple Past,Past Perfect,Past Continuous,D | Past Continuous,Medium,1,PRO,1
q_9_eng_ch4_078,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “She [[had already secured]] their food,” the verb phrase is in the:",Simple Present,Past Perfect,Simple Past,Past Continuous,B | Past Perfect,Medium,1,PRO,1
q_9_eng_ch4_079,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “her actions [[were]] evident,” the verb is in the:",Simple Present,Past Perfect,Simple Past,Past Continuous,C | Simple Past,Medium,1,PRO,1
q_9_eng_ch4_080,1,ENGLISH_A | Unit 4 - Hazrat Asma | Tenses in the Grammar Passage,Apply,"In “she [[faced]] each obstacle,” the verb is in the:",Simple Past,Simple Present,Past Perfect,Past Continuous,A | Simple Past,Medium,1,PRO,1
TOPIC_SEP,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Topic,,,,,,,,,,1
q_9_eng_ch4_081,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,"In “[[Preparing]] food for the journey was Hazrat Asma's responsibility,” the underlined word is a:",infinitive,gerund,past participle,finite verb,B | gerund,Medium,1,PRO,1
q_9_eng_ch4_082,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,"In “Hazrat Asma decided [[to support]] her family,” the underlined expression is an:",gerund,past participle,finite verb,infinitive,D | infinitive,Medium,1,PRO,1
q_9_eng_ch4_083,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,"In “She received the title for [[tying]] the food with her belt,” the underlined word is a:",gerund,infinitive,past participle,finite verb,A | gerund,Medium,1,PRO,1
q_9_eng_ch4_084,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,"In “[[Honoured]] by her resourcefulness, the Rasoolullah ﷺ praised her actions,” the underlined word is a:",gerund,infinitive,past participle,finite verb,C | past participle,Medium,1,PRO,1
q_9_eng_ch4_085,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,"In “Hazrat Asma continued [[to help]] the needy,” the underlined expression is an:",gerund,past participle,infinitive,finite verb,C | infinitive,Medium,1,PRO,1
q_9_eng_ch4_086,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,Complete the sentence: Hazrat Asma was known for ____ great courage.,showing,to show,shown,showed,A | showing,Medium,1,PRO,1
q_9_eng_ch4_087,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,Complete the sentence: The Rasoolullah ﷺ praised her for ____ resourceful.,to be,been,was,being,D | being,Medium,1,PRO,1
q_9_eng_ch4_088,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,"Complete the sentence: ____ with many challenges, Hazrat Asma remained steadfast.",Facing,Faced,To face,Faces,B | Faced,Medium,1,PRO,1
q_9_eng_ch4_089,1,"ENGLISH_A | Unit 4 - Hazrat Asma | Gerunds, Infinitives, and Participles",Apply,Complete the sentence: She chose ____ away her inherited garden to the poor.,to give,giving,given,gave,A | to give,Medium,1,PRO,1
