question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch9_lq_009,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Education is a powerful tool for empowerment. It provides literacy, numeracy, and digital literacy and lays the foundation for lifelong learning and socio-economic advancement. Educated individuals can participate actively in community development, social justice, and sustainable development.",Hard,4,PRO,1
q_9_eng_ch9_lq_010,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Quality education is a powerful tool for addressing socio-economic disparities. It provides equal opportunities regardless of background, gender, or ethnicity. By educating marginalised populations, it helps break the cycle of poverty, promotes social equity, and supports inclusive growth.",Hard,4,PRO,1
q_9_eng_ch9_lq_011,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Education promotes understanding, tolerance, and respect for diversity. It enables people to engage constructively in democratic processes and resolve conflicts peacefully. Inclusive schools bring diverse groups together and create a sense of belonging, shared purpose, and social cohesion.",Hard,4,PRO,1
q_9_eng_ch9_lq_012,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Quality education encourages creative and critical thinking. STEM education develops technical skills, curiosity, and a problem-solving mindset. Universities and colleges provide resources for research and development, leading to inventions, technologies, and new methods that drive innovation.",Hard,4,PRO,1
sep_9_eng_ch9_003,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | SDG and Evidence Analysis,Topic,topic_separator,,,,,1
q_9_eng_ch9_lq_013,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | SDG and Evidence Analysis,Long,literary_extended,"Examine the SDG icons and identify two goals, besides Quality Education, that can improve education quality. Explain with examples how progress in those goals supports education.",Hard,8,PRO,1
q_9_eng_ch9_lq_014,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | SDG and Evidence Analysis,Long,literary_extended,"Analyse the eyewitness account of education reforms. Discuss the writer's facts, tone, personal perspective, and supporting examples.",Hard,8,PRO,1
sep_9_eng_ch9_004,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Contextual Vocabulary Exercises,Topic,topic_separator,,,,,1
q_9_eng_ch9_lq_015,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Contextual Vocabulary Exercises,Long,word_phrase_usage_item,"Write the contextual meanings and suitable synonyms of: bustling, aromatic, vibrant, resilience, serene, and energy.",Medium,6,PRO,1
q_9_eng_ch9_lq_016,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Contextual Vocabulary Exercises,Long,sentence_transformation_item,Complete the six contextual-vocabulary sentences using suitable words from the Karachi passage.,Medium,6,PRO,1
sep_9_eng_ch9_005,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Phrase Exercises,Topic,topic_separator,,,,,1
q_9_eng_ch9_lq_017,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Phrase Exercises,Long,sentence_transformation_item,"Identify and label all adjectival, prepositional, and adverbial phrases in the Greenfield village passage.",Hard,8,PRO,1
q_9_eng_ch9_lq_018,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Phrase Exercises,Long,sentence_transformation_item,"Expand each of the eight textbook sentences by adding suitable adjectival, prepositional, or adverbial phrases.",Hard,8,PRO,1
sep_9_eng_ch9_006,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Role-play,Topic,topic_separator,,,,,1
q_9_eng_ch9_lq_019,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Role-play,Long,dialogue,"Perform the role-play “The Power of Education,” showing the struggle to learn, the call for change, and the impact of education reforms.",Medium,8,ELITE,1
sep_9_eng_ch9_007,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Book Review,Topic,topic_separator,,,,,1
q_9_eng_ch9_lq_020,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Book Review,Long,book_review,"Write a detailed 200–300 word review of “Little Women” by Louisa May Alcott, retold by John Escott. Include introduction, plot summary, character analysis, themes, writing style, opinion, and recommendation.",Hard,15,PRO,1
q_9_eng_ch9_lq_021,1,ENGLISH_A | Unit 9 - Quality Education A Key to Success | Book Review,Long,book_review,"Write a comprehensive and well-structured review of any book of your choice, following the textbook guidelines.",Hard,15,PRO,1
