question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch11_lq_009,1,ENGLISH_A | Unit 11 - The Dear Departed | Vocabulary Extended Tasks,Long,sentence_transformation_item,"Write suitable antonyms of: shabby, impassive, delicate, precocious, and heartiness.",Medium,5,PRO,1
q_9_eng_ch11_lq_010,1,ENGLISH_A | Unit 11 - The Dear Departed | Vocabulary Extended Tasks,Long,word_phrase_usage_item,"Make as many valid words as possible from each root word: colour, count, play, work, and faith.",Hard,10,ULTRA,1
sep_9_eng_ch11_003,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Topic,topic_separator,,,,,1
q_9_eng_ch11_lq_011,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
My father said to me, “My son, never cheat anyone.”",Medium,1,PRO,1
q_9_eng_ch11_lq_012,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
My friend said to me, “Let us watch a documentary.”",Medium,1,PRO,1
q_9_eng_ch11_lq_013,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
The captain said to the soldier angrily, “Always obey your seniors.”",Medium,1,PRO,1
q_9_eng_ch11_lq_014,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
My mother said, “May you prosper!”",Medium,1,PRO,1
q_9_eng_ch11_lq_015,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
He said, “I did not go to school yesterday.”",Medium,1,PRO,1
q_9_eng_ch11_lq_016,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
The officer said, “Call the next visitor.”",Medium,1,PRO,1
q_9_eng_ch11_lq_017,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
The teacher said, “Whose pen is it?”",Medium,1,PRO,1
q_9_eng_ch11_lq_018,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
She said to me, “What are you looking for?”",Medium,1,PRO,1
q_9_eng_ch11_lq_019,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
Zeeshaan said, “Alas! I have failed the examination.”",Medium,1,PRO,1
q_9_eng_ch11_lq_020,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
He said, “Where are you going?”",Medium,1,PRO,1
q_9_eng_ch11_lq_021,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
He said to me, “Please excuse me as I am too tired to go to market.”",Medium,1,PRO,1
q_9_eng_ch11_lq_022,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
She said, “Listen! Can you hear someone coming?”",Medium,1,PRO,1
q_9_eng_ch11_lq_023,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
Our teacher said, “The sun rises in the east.”",Medium,1,PRO,1
q_9_eng_ch11_lq_024,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into direct speech:
He requested his teacher to explain that theory again.",Medium,1,PRO,1
q_9_eng_ch11_lq_025,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into direct speech:
He applauded them that they had played well.",Medium,1,PRO,1
q_9_eng_ch11_lq_026,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into direct speech:
He bade me good morning.",Medium,1,PRO,1
q_9_eng_ch11_lq_027,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following sentence into indirect speech:
He said to me, “When will you have completed your work?”",Medium,1,PRO,1
q_9_eng_ch11_lq_028,1,ENGLISH_A | Unit 11 - The Dear Departed | Direct and Indirect Narration,Long,direct_indirect_item,"Change the following passage into direct speech:
The father explained to his daughter that the internet had many useful applications. He mentioned that it could be used for educational purposes, including research and online courses. He also told her that it was useful for communication. However, he warned her to use it responsibly, protect personal information, and balance internet use with reading, outdoor play, and family time.",Hard,8,PRO,1
sep_9_eng_ch11_004,1,ENGLISH_A | Unit 11 - The Dear Departed | Play-writing Mechanics,Topic,topic_separator,,,,,1
q_9_eng_ch11_lq_029,1,ENGLISH_A | Unit 11 - The Dear Departed | Play-writing Mechanics,Long,playscript,"Write a short scene modelled on a family disagreement. Use correctly formatted character names, expressive dialogue, punctuation, and stage directions.",Hard,8,PRO,1
q_9_eng_ch11_lq_030,1,ENGLISH_A | Unit 11 - The Dear Departed | Play-writing Mechanics,Long,dialogue,"Write a 15–20 line dialogue among at least three characters about a disagreement over a family decision. Include a scene description, narration, and director's notes in brackets.",Hard,8,PRO,1
q_9_eng_ch11_lq_031,1,ENGLISH_A | Unit 11 - The Dear Departed | Play-writing Mechanics,Long,playscript,"Continue the textbook sample scene involving Mrs. Slater, Mrs. Jordan, and Henry while maintaining their established personalities and the conventions of play writing.",Hard,8,ULTRA,1
q_9_eng_ch11_lq_032,1,ENGLISH_A | Unit 11 - The Dear Departed | Play-writing Mechanics,Long,sentence_transformation_item,"Identify and explain the functions of dialogue, punctuation, character labels, stage directions, and background narration in a play script.",Medium,5,ULTRA,1
sep_9_eng_ch11_005,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Topic,topic_separator,,,,,1
q_9_eng_ch11_lq_033,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,dialogue,"Prepare a group discussion on one section of the play, explaining its main conflict and the details that reveal the characters' motives.",Medium,8,ELITE,1
q_9_eng_ch11_lq_034,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,story,"Research Stanley Houghton and narrate a short account of his life, the Edwardian era, and the social background of “The Dear Departed.”",Hard,8,ELITE,1
q_9_eng_ch11_lq_035,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,story,"Narrate the scene in which Mr. Merryweather unexpectedly returns, focusing on each character's feelings and reactions.",Medium,8,ULTRA,1
q_9_eng_ch11_lq_036,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,dialogue,Role-play the conversation in which Mrs. Slater and Mrs. Jordan discuss Mr. Merryweather's possessions. Use suitable tone and body language.,Medium,8,PRO,1
q_9_eng_ch11_lq_037,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,dialogue,Role-play a conversation in which Victoria questions the adults' materialistic behaviour.,Medium,8,PRO,1
q_9_eng_ch11_lq_038,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,dialogue,Enact the moment when Mr. Merryweather discovers the removal of his bureau and clock.,Hard,8,PRO,1
q_9_eng_ch11_lq_039,1,ENGLISH_A | Unit 11 - The Dear Departed | Oral Communication and Role-play,Long,literary_extended,Explain the role of humour in “The Dear Departed” with reference to at least three incidents.,Hard,8,PRO,1
