question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch10_lq_012,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Human activities have disturbed the natural balance between predator and prey. Poaching, habitat destruction, and climate change have reduced both populations. Markhors are hunted for their horns, while snow leopards are killed by herders protecting livestock.",Hard,4,PRO,0
q_9_eng_ch10_lq_013,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
Community conservation programmes generate revenue for wildlife protection and provide incentives for local people. Compensation for livestock losses and awareness of the snow leopard's importance have reduced the killing of these endangered cats and supported population recovery.",Hard,4,PRO,0
q_9_eng_ch10_lq_014,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Simple English Alternative,Long,rewrite_simple_english,"Rewrite the following paragraph in simple English:
The survival of the snow leopard and the markhor is essential for healthy mountain ecosystems. Snow leopards control herbivore populations, while markhors help maintain vegetation and prevent overgrazing and soil erosion on mountain slopes. Together, both species preserve ecological balance.",Hard,4,PRO,0
sep_9_eng_ch10_003,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Connotation and Denotation,Topic,topic_separator,,,,,0
q_9_eng_ch10_lq_015,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Connotation and Denotation,Long,word_phrase_usage_item,"Write the context clues, denotative meanings, and connotative meanings of: balance, elusive, heritage, predator, and vulnerable.",Hard,10,PRO,0
sep_9_eng_ch10_004,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Topic,topic_separator,,,,,0
q_9_eng_ch10_lq_016,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Long,sentence_transformation_item,Add hyphens where needed: The editor in chief made several changes to the manuscript.,Easy,1,PRO,0
q_9_eng_ch10_lq_017,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Long,sentence_transformation_item,Add hyphens where needed: The student gave a well written essay.,Easy,1,PRO,0
q_9_eng_ch10_lq_018,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Long,sentence_transformation_item,Add hyphens where needed: The city is famous for its state of the art infrastructure.,Medium,1,PRO,0
q_9_eng_ch10_lq_019,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Long,sentence_transformation_item,Add hyphens where needed: He works as a part time teacher.,Easy,1,PRO,0
q_9_eng_ch10_lq_020,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Long,sentence_transformation_item,Add hyphens where needed: My brother in law is visiting this weekend.,Easy,1,PRO,0
q_9_eng_ch10_lq_021,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Hyphen Exercises,Long,word_phrase_usage_item,"Make three hyphenated nouns or adjectives with each prefix: self-, ex-, co-, and non-.",Hard,12,ULTRA,0
sep_9_eng_ch10_005,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | OUGH Exercises,Topic,topic_separator,,,,,0
q_9_eng_ch10_lq_022,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | OUGH Exercises,Long,sentence_transformation_item,Complete the five textbook pronunciation sentences with the appropriate -ough words.,Medium,5,PRO,0
q_9_eng_ch10_lq_023,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | OUGH Exercises,Long,sentence_transformation_item,"Complete the five textbook fill-in-the-blank sentences using though, enough, dough, bough, and cough.",Medium,5,PRO,0
sep_9_eng_ch10_006,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Oral Communication and Role-play,Topic,topic_separator,,,,,0
q_9_eng_ch10_lq_024,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Oral Communication and Role-play,Long,dialogue,"Present a group discussion on a selected section of the text, identifying its main idea and supporting details.",Medium,8,ELITE,0
q_9_eng_ch10_lq_025,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Oral Communication and Role-play,Long,story,"Research one conservation organisation named in the text and tell a short story about its work, successes, challenges, and community impact.",Hard,8,ELITE,0
q_9_eng_ch10_lq_026,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Oral Communication and Role-play,Long,dialogue,"Role-play a community conservation meeting involving conservationists, community members, government officials, and local entrepreneurs.",Hard,8,PRO,0
q_9_eng_ch10_lq_027,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Oral Communication and Role-play,Long,dialogue,Conduct a debate on whether saving the snow leopard is more important or whether saving the markhor is equally important.,Hard,8,PRO,0
sep_9_eng_ch10_007,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Descriptive Composition,Topic,topic_separator,,,,,0
q_9_eng_ch10_lq_028,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Descriptive Composition,Long,essay,"Write a descriptive composition about the snow leopard, moving from general information to habitat, appearance, adaptations, behaviour, and ecological importance.",Hard,8,PRO,0
q_9_eng_ch10_lq_029,0,ENGLISH_A | Unit 10 - The Silent Predator and the Majestic Prey Snow Leopard and Markhor | Descriptive Composition,Long,essay,"Write a descriptive composition about the markhor, moving from general information to habitat, appearance, adaptations, behaviour, and cultural importance.",Hard,8,PRO,0
