question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch2_lq_015,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write about your plans for the upcoming holidays using the Simple Future tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_016,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Describe what you are doing at this moment using the Present Continuous tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_017,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write sentences describing what you were doing at a specific time yesterday using the Past Continuous tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_018,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write about what you will be doing at this time next week using the Future Continuous tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_019,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write about your experiences using the Present Perfect tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_020,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write sentences describing what you had done before a specific event in the past using the Past Perfect tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_021,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write about what you will have achieved by the end of this year using the Future Perfect tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_022,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write sentences about activities you have been doing using the Present Perfect Continuous tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_023,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write sentences describing what you had been doing before a specific event in the past using the Past Perfect Continuous tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_024,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,paragraph,Write sentences about what you will have been doing by a certain time in the future using the Future Perfect Continuous tense.,Medium,5,ELITE,1
q_9_eng_ch2_lq_025,1,ENGLISH_A | Unit 2 - Patriotism | Tense Writing Exercises,Long,diary,Write a diary entry about your day using at least five different tenses.,Medium,8,ELITE,1
sep_9_eng_ch2_004,1,ENGLISH_A | Unit 2 - Patriotism | Tense Identification Sets,Topic,topic_separator,,,,,1
q_9_eng_ch2_lq_026,1,ENGLISH_A | Unit 2 - Patriotism | Tense Identification Sets,Long,sentence_transformation_item,"Read the passage and identify the tense of every underlined verb:
Every morning, Maria walks to school. Yesterday, she walked with her friend because her bike was broken. Tomorrow, she will ride her bike again. Maria has been attending this school for three years, and she loves it. By the end of this year, she will have completed her primary education.",Hard,6,PRO,1
q_9_eng_ch2_lq_027,1,ENGLISH_A | Unit 2 - Patriotism | Tense Identification Sets,Long,sentence_transformation_item,"Identify the tense used in each event and place the events in chronological sequence:
1. I will have graduated from the university by next June.
2. I am studying for my exams right now.
3. I visited Karachi two years ago.
4. I have been working on my project for the last three weeks.
5. I had finished my homework before dinner yesterday evening.",Hard,5,PRO,1
sep_9_eng_ch2_005,1,ENGLISH_A | Unit 2 - Patriotism | Word Pattern Exercises,Topic,topic_separator,,,,,1
q_9_eng_ch2_lq_028,1,ENGLISH_A | Unit 2 - Patriotism | Word Pattern Exercises,Long,sentence_transformation_item,"Complete the word-pattern chart for “sovereignty” by writing its noun, verb, adjective, and adverb forms.",Hard,4,IMPORTANT,1
q_9_eng_ch2_lq_029,1,ENGLISH_A | Unit 2 - Patriotism | Word Pattern Exercises,Long,word_phrase_usage_item,Write meaningful sentences using each form of the word “sovereignty.”,Hard,4,IMPORTANT,1
sep_9_eng_ch2_006,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Topic,topic_separator,,,,,1
q_9_eng_ch2_lq_030,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Underline and label the gerund, infinitive, or participle in the sentence: Swimming is my favourite hobby.",Medium,1,PRO,1
q_9_eng_ch2_lq_031,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Underline and label the gerund, infinitive, or participle in the sentence: To learn a new language takes time.",Medium,1,PRO,1
q_9_eng_ch2_lq_032,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Underline and label the gerund, infinitive, or participle in the sentence: The broken window needs to be fixed.",Medium,1,PRO,1
q_9_eng_ch2_lq_033,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Underline and label the gerund, infinitive, or participle in the sentence: She enjoys reading books.",Medium,1,PRO,1
q_9_eng_ch2_lq_034,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Underline and label the gerund, infinitive, or participle in the sentence: To travel around the world is my dream.",Medium,1,PRO,1
q_9_eng_ch2_lq_035,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Underline and label the gerund, infinitive, or participle in the sentence: The running water creates a sweet sound.",Medium,1,PRO,1
q_9_eng_ch2_lq_036,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Transform the base verb “write” into a gerund, an infinitive, a present participle, and a past participle. Use each form in a sentence.",Medium,4,PRO,1
q_9_eng_ch2_lq_037,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Transform the base verb “play” into a gerund, an infinitive, a present participle, and a past participle. Use each form in a sentence.",Medium,4,PRO,1
q_9_eng_ch2_lq_038,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,sentence_transformation_item,"Transform the base verb “eat” into a gerund, an infinitive, a present participle, and a past participle. Use each form in a sentence.",Medium,4,PRO,1
q_9_eng_ch2_lq_039,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercises",Long,paragraph,"Write a short paragraph using at least two gerunds, two infinitives, and two participles. Highlight each form.",Hard,6,PRO,1
sep_9_eng_ch2_007,1,ENGLISH_A | Unit 2 - Patriotism | Writing Skills,Topic,topic_separator,,,,,1
q_9_eng_ch2_lq_040,1,ENGLISH_A | Unit 2 - Patriotism | Writing Skills,Long,paragraph,Write a well-structured paragraph on “My Service to Society.”,Medium,8,ELITE,1
q_9_eng_ch2_lq_041,1,ENGLISH_A | Unit 2 - Patriotism | Writing Skills,Long,essay,Write an informative/explanatory essay on “I Love Pakistan.”,Medium,8,ELITE,1
