question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_9_bio_ch11_sq_010,1,11.1 Introduction of Biostatistics,definition_function,Define Clinical trials and explain why it is associated with studies that use biostatistics to test new treatments and drugs against controls or placebos.,طبی آزمائشیں کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: studies جو new treatments اور drugs کو controls یا placebos کے مقابل آزماتی ہیں,Easy,2,IMPORTANT,1
q_9_bio_ch11_sq_011,1,11.1 Introduction of Biostatistics,definition_function,Define Sample size and explain why it is associated with the quantity determined by biostatisticians to detect a significant effect in a clinical trial.,نمونے کا حجم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: quantity جو clinical trial میں significant effect معلوم کرنے کے لیے biostatisticians طے کرتے ہیں,Easy,2,PRO,1
q_9_bio_ch11_sq_012,1,11.1 Introduction of Biostatistics,classification,Define Evidence-based public-health insight and relate it to the type of insight produced when COVID-19 data guide vaccination campaigns.,شواہد پر مبنی صحتِ عامہ کی بصیرت کی تعریف کریں اور اسے درج ذیل حیاتیاتی تصور سے متعلق کریں: COVID-19 data سے vaccination campaigns کی رہنمائی کرنے والی insight کی قسم,Easy,2,PRO,1
TOPIC_SEP,1,"11.2 Mean, Median, and Mode",topic_separator,,,,,,1
q_9_bio_ch11_sq_013,1,"11.2 Mean, Median, and Mode",definition_function,Define Mean and explain why it is associated with the measure calculated by adding all values and dividing by their number.,اوسط کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: measure جو تمام values جمع کر کے ان کی تعداد سے تقسیم کرنے سے ملتا ہے,Easy,2,ULTRA,1
q_9_bio_ch11_sq_014,1,"11.2 Mean, Median, and Mode",definition_function,Define Median and explain why it is associated with the middle value after data are arranged in order.,میانہ کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: data کو ترتیب دینے کے بعد درمیان کی value,Easy,2,ULTRA,1
q_9_bio_ch11_sq_015,1,"11.2 Mean, Median, and Mode",definition_function,Define Mode and explain why it is associated with the value that occurs most frequently in a data set.,منوال کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: data set میں سب سے زیادہ بار آنے والی value,Easy,2,ULTRA,1
q_9_bio_ch11_sq_016,1,"11.2 Mean, Median, and Mode",law_principle,State and explain the rule for median when the number of values is even.,درج ذیل اصول بیان کریں اور اس کی وضاحت کریں: even number of values کی صورت میں median کا اصول,Easy,2,ELITE,1
q_9_bio_ch11_sq_017,1,"11.2 Mean, Median, and Mode",law_principle,State and explain the rule for median when the number of values is odd.,درج ذیل اصول بیان کریں اور اس کی وضاحت کریں: odd number of values کی صورت میں median کا اصول,Medium,2,ELITE,1
q_9_bio_ch11_sq_018,1,"11.2 Mean, Median, and Mode",definition_function,Define Bimodal data set and explain why it is associated with a data set in which two values share the highest frequency.,دو منوالی data set کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: data set جس میں دو values کی frequency سب سے زیادہ اور برابر ہو,Medium,2,ELITE,1
q_9_bio_ch11_sq_019,1,"11.2 Mean, Median, and Mode",definition_function,Define No mode and explain why it is associated with the mode condition when every value occurs equally often.,کوئی منوال نہیں کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: mode کی حالت جب ہر value برابر بار آئے,Medium,2,IMPORTANT,1
q_9_bio_ch11_sq_020,1,"11.2 Mean, Median, and Mode",definition_function,Define Mode and explain why it is associated with the measure most useful for identifying the most common value.,منوال کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: measure جو سب سے عام value معلوم کرنے کے لیے زیادہ مفید ہے,Medium,2,IMPORTANT,1
q_9_bio_ch11_sq_021,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the mean of the heights 150, 160, 165, 155, and 170 cm.","درج ذیل data set کا mean معلوم کریں: the heights 150, 160, 165, 155, and 170 cm",Medium,2,PRO,1
q_9_bio_ch11_sq_022,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the median of the ordered values 150, 155, 160, 165, and 170.","درج ذیل data set کا median معلوم کریں: the ordered values 150, 155, 160, 165, and 170",Medium,2,PRO,1
q_9_bio_ch11_sq_023,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the median of 150, 155, 160, and 165.","درج ذیل data set کا median معلوم کریں: 150, 155, 160, and 165",Medium,2,ULTRA,1
q_9_bio_ch11_sq_024,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the median of 5, 8, 12, 15, and 20.","درج ذیل data set کا median معلوم کریں: 5, 8, 12, 15, and 20",Medium,2,ULTRA,1
q_9_bio_ch11_sq_025,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the mean of 7, 8, 9, 10, and 11.","درج ذیل data set کا mean معلوم کریں: 7, 8, 9, 10, and 11",Medium,2,ULTRA,1
q_9_bio_ch11_sq_026,1,"11.2 Mean, Median, and Mode",numerical_short,"Determine the mode of 3, 3, 6, 7, 8, 9, and 9.","درج ذیل data set کا mode معلوم کریں: 3, 3, 6, 7, 8, 9, and 9",Medium,2,ELITE,1
q_9_bio_ch11_sq_027,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the mean of 12, 15, 22, 8, 15, and 15.","درج ذیل data set کا mean معلوم کریں: 12, 15, 22, 8, 15, and 15",Medium,2,ELITE,1
q_9_bio_ch11_sq_028,1,"11.2 Mean, Median, and Mode",numerical_short,"Calculate the median and mode of 12, 15, 22, 8, 15, and 15.","درج ذیل data set کا median اور mode معلوم کریں: 12, 15, 22, 8, 15, and 15",Medium,2,ELITE,1
q_9_bio_ch11_sq_029,1,"11.2 Mean, Median, and Mode",numerical_short,"Determine the mode of 150, 160, 165, 155, and 160.","درج ذیل data set کا mode معلوم کریں: 150, 160, 165, 155, and 160",Medium,2,IMPORTANT,1
q_9_bio_ch11_sq_030,1,"11.2 Mean, Median, and Mode",numerical_short,"Determine the mode of 150, 160, 160, 155, and 155.","درج ذیل data set کا mode معلوم کریں: 150, 160, 160, 155, and 155",Medium,2,IMPORTANT,1
TOPIC_SEP,1,11.3 Bar Chart,topic_separator,,,,,,1
q_9_bio_ch11_sq_031,1,11.3 Bar Chart,definition_function,Define Bar chart and explain why it is associated with a graphical representation using bars of different heights or lengths.,بار چارٹ کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: مختلف heights یا lengths کی bars سے data کی graphical representation,Medium,2,PRO,1
q_9_bio_ch11_sq_032,1,11.3 Bar Chart,concept_explanation,Identify the axis that usually displays categories in a bar chart and briefly explain its importance.,درج ذیل کی شناخت کریں اور مختصر اہمیت بیان کریں: bar chart کا axis جو عموماً categories دکھاتا ہے,Medium,2,PRO,1
q_9_bio_ch11_sq_033,1,11.3 Bar Chart,concept_explanation,Identify the axis that usually displays numerical values in a bar chart and briefly explain its importance.,درج ذیل کی شناخت کریں اور مختصر اہمیت بیان کریں: bar chart کا axis جو عموماً numerical values دکھاتا ہے,Hard,2,ULTRA,1
q_9_bio_ch11_sq_034,1,11.3 Bar Chart,definition_function,Define The value of its category and explain why it is associated with what the height or length of each bar represents.,اس category کی value کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: ہر bar کی height یا length کیا ظاہر کرتی ہے,Hard,2,ULTRA,1
q_9_bio_ch11_sq_035,1,11.3 Bar Chart,features_characteristics,Explain The y-axis scale and relate it to the bar-chart feature that should be based on the range of the values.,y-axis کا scale کی وضاحت کریں اور اسے درج ذیل پہلو سے متعلق کریں: bar chart کی feature جو values کی range پر مبنی ہونی چاہیے,Hard,2,ULTRA,1
q_9_bio_ch11_sq_036,1,11.3 Bar Chart,law_principle,State and explain the required relationship among the widths of bars.,درج ذیل اصول بیان کریں اور اس کی وضاحت کریں: bars کی widths کے درمیان مطلوبہ تعلق,Hard,2,ELITE,1
q_9_bio_ch11_sq_037,1,11.3 Bar Chart,law_principle,State and explain the required spacing between neighbouring bars.,درج ذیل اصول بیان کریں اور اس کی وضاحت کریں: قریبی bars کے درمیان مطلوبہ spacing,Hard,2,ELITE,1
q_9_bio_ch11_sq_038,1,11.3 Bar Chart,table_based,"Identify the category with the largest value in the fruit-sales data: Apples 30, Bananas 45, Oranges 20, Grapes 25, Mangoes 15 and state how the data support your answer.",درج ذیل category کی شناخت کریں اور بتائیں کہ data اس جواب کی تائید کیسے کرتا ہے: fruit-sales data میں سب سے بڑی value والی category: Apples 30، Bananas 45، Oranges 20، Grapes 25، Mangoes 15,Hard,2,ELITE,1
q_9_bio_ch11_sq_039,1,11.3 Bar Chart,table_based,Identify the fruit category with a value of 15 in the given market data and state how the data support your answer.,درج ذیل category کی شناخت کریں اور بتائیں کہ data اس جواب کی تائید کیسے کرتا ہے: given market data میں value 15 والی fruit category,Hard,2,IMPORTANT,1
q_9_bio_ch11_sq_040,1,11.3 Bar Chart,law_principle,State and explain the scale interval used in the plant-species bar-chart example whose maximum value is 25.,درج ذیل اصول بیان کریں اور اس کی وضاحت کریں: plant-species bar-chart example میں استعمال scale interval جس کی maximum value 25 ہے,Hard,2,IMPORTANT,1
