question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_bio_ch6_025,1,6.4 Lipids,Understand,Which term or option matches this textbook description: the basic components used to build common fats and oils?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: عام fats اور oils بنانے والے بنیادی اجزا,Glycerol and fatty acids / گلیسرول اور fatty acids,Saturated fatty acids / سیر شدہ fatty acids,Cholesterol / کولیسٹرول,Lipids / لپڈز,A | Glycerol and fatty acids / گلیسرول اور fatty acids,Medium,1,ULTRA,1
q_9_bio_ch6_026,1,6.4 Lipids,Understand,Identify the correct answer for the following description: fatty acids with no carbon-carbon double bond.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: carbon-carbon double bond کے بغیر fatty acids,Cholesterol / کولیسٹرول,Saturated fatty acids / سیر شدہ fatty acids,Oils / تیل,Glycerol and fatty acids / گلیسرول اور fatty acids,B | Saturated fatty acids / سیر شدہ fatty acids,Medium,1,ELITE,1
q_9_bio_ch6_027,1,6.4 Lipids,Understand,The textbook description “fatty acids with one or more carbon-carbon double bonds” refers to which option?,کتابی وضاحت ”ایک یا زیادہ carbon-carbon double bonds رکھنے والے fatty acids“ کس جواب کی طرف اشارہ کرتی ہے؟,Saturated fatty acids / سیر شدہ fatty acids,Lipids / لپڈز,Unsaturated fatty acids / غیر سیر شدہ fatty acids,Phospholipids / فاسفولپڈز,C | Unsaturated fatty acids / غیر سیر شدہ fatty acids,Medium,1,ELITE,1
q_9_bio_ch6_028,1,6.4 Lipids,Understand,Which option is correctly identified by this description: lipids that are generally solid at room temperature?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: وہ lipids جو عموماً room temperature پر solid ہوتے ہیں,Oils / تیل,Glycerol and fatty acids / گلیسرول اور fatty acids,Saturated fatty acids / سیر شدہ fatty acids,Fats / چکنائیاں,D | Fats / چکنائیاں,Medium,1,ELITE,1
q_9_bio_ch6_029,1,6.4 Lipids,Understand,Which term or option matches this textbook description: lipids that are generally liquid at room temperature?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: وہ lipids جو عموماً room temperature پر liquid ہوتے ہیں,Oils / تیل,Cholesterol / کولیسٹرول,Fats / چکنائیاں,Saturated fatty acids / سیر شدہ fatty acids,A | Oils / تیل,Medium,1,IMPORTANT,1
q_9_bio_ch6_030,1,6.4 Lipids,Understand,Identify the correct answer for the following description: the lipid group forming a major part of cell membranes.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: وہ lipid گروہ جو cell membranes کا بڑا حصہ بناتا ہے,Glycerol and fatty acids / گلیسرول اور fatty acids,Phospholipids / فاسفولپڈز,Fats / چکنائیاں,Oils / تیل,B | Phospholipids / فاسفولپڈز,Medium,1,IMPORTANT,1
q_9_bio_ch6_031,1,6.4 Lipids,Understand,The textbook description “the major long-term energy-storage biomolecules in adipose tissue” refers to which option?,کتابی وضاحت ”adipose tissue میں طویل مدتی توانائی ذخیرہ کرنے والے biomolecules“ کس جواب کی طرف اشارہ کرتی ہے؟,Oils / تیل,Saturated fatty acids / سیر شدہ fatty acids,Lipids / لپڈز,Fats / چکنائیاں,C | Lipids / لپڈز,Medium,1,PRO,1
q_9_bio_ch6_032,1,6.4 Lipids,Understand,Which option is correctly identified by this description: the lipid that serves as a precursor of steroid hormones?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: وہ lipid جو steroid hormones بنانے کا پیش رو ہے,Glycerol and fatty acids / گلیسرول اور fatty acids,Phospholipids / فاسفولپڈز,Saturated fatty acids / سیر شدہ fatty acids,Cholesterol / کولیسٹرول,D | Cholesterol / کولیسٹرول,Medium,1,PRO,1
TOPIC_SEP,1,6.5 Nucleic Acids,Topic,,,,,,,,,,,1
q_9_bio_ch6_033,1,6.5 Nucleic Acids,Understand,Which term or option matches this textbook description: the monomer of nucleic acids?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: nucleic acids کا monomer,Nucleotide / نیوکلیوٹائڈ,Three / تین,Guanine / گوانین,Thymine / تھائمین,A | Nucleotide / نیوکلیوٹائڈ,Medium,1,ULTRA,1
q_9_bio_ch6_034,1,6.5 Nucleic Acids,Apply,Identify the correct answer for the following description: the sugar found in DNA nucleotides.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: DNA nucleotides میں پائی جانے والی sugar,Thymine / تھائمین,Deoxyribose / ڈی آکسی رائبوز,Guanine / گوانین,Nucleotide / نیوکلیوٹائڈ,B | Deoxyribose / ڈی آکسی رائبوز,Medium,1,ULTRA,1
q_9_bio_ch6_035,1,6.5 Nucleic Acids,Apply,The textbook description “the nitrogenous base present in DNA but absent from RNA” refers to which option?,کتابی وضاحت ”وہ nitrogenous base جو DNA میں مگر RNA میں نہیں“ کس جواب کی طرف اشارہ کرتی ہے؟,Guanine / گوانین,Three / تین,Thymine / تھائمین,Deoxyribose / ڈی آکسی رائبوز,C | Thymine / تھائمین,Medium,1,ULTRA,1
q_9_bio_ch6_036,1,6.5 Nucleic Acids,Apply,Which option is correctly identified by this description: the nitrogenous base present in RNA but absent from DNA?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: وہ nitrogenous base جو RNA میں مگر DNA میں نہیں,Two / دو,Guanine / گوانین,Three / تین,Uracil / یوراسل,D | Uracil / یوراسل,Medium,1,ELITE,1
q_9_bio_ch6_037,1,6.5 Nucleic Acids,Apply,Which term or option matches this textbook description: the specific base pair formed by adenine in DNA?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: DNA میں adenine کا مخصوص base pair,Thymine / تھائمین,Three / تین,Deoxyribose / ڈی آکسی رائبوز,Guanine / گوانین,A | Thymine / تھائمین,Hard,1,ELITE,1
q_9_bio_ch6_038,1,6.5 Nucleic Acids,Apply,Identify the correct answer for the following description: the specific base pair formed by cytosine in DNA.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: DNA میں cytosine کا مخصوص base pair,Nucleotide / نیوکلیوٹائڈ,Guanine / گوانین,Thymine / تھائمین,Uracil / یوراسل,B | Guanine / گوانین,Hard,1,ELITE,1
q_9_bio_ch6_039,1,6.5 Nucleic Acids,Analyze,The textbook description “the number of hydrogen bonds between adenine and thymine” refers to which option?,کتابی وضاحت ”adenine اور thymine کے درمیان hydrogen bonds کی تعداد“ کس جواب کی طرف اشارہ کرتی ہے؟,Deoxyribose / ڈی آکسی رائبوز,Three / تین,Two / دو,Guanine / گوانین,C | Two / دو,Hard,1,IMPORTANT,1
q_9_bio_ch6_040,1,6.5 Nucleic Acids,Analyze,Which option is correctly identified by this description: the number of hydrogen bonds between cytosine and guanine?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: cytosine اور guanine کے درمیان hydrogen bonds کی تعداد,Two / دو,Nucleotide / نیوکلیوٹائڈ,Uracil / یوراسل,Three / تین,D | Three / تین,Hard,1,IMPORTANT,1
TOPIC_SEP,1,6.6 The Working of DNA and RNA,Topic,,,,,,,,,,,1
q_9_bio_ch6_041,1,6.6 The Working of DNA and RNA,Analyze,Which term or option matches this textbook description: a DNA segment carrying information for synthesis of a specific protein?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: DNA کا حصہ جو مخصوص protein کی synthesis کی معلومات رکھتا ہے,Gene / جین,Transcription / نقل نویسی,Translation / ترجمہ,Messenger RNA (mRNA) / میسنجر RNA (mRNA),A | Gene / جین,Hard,1,PRO,1
q_9_bio_ch6_042,1,6.6 The Working of DNA and RNA,Analyze,Identify the correct answer for the following description: the process of making an mRNA copy from a DNA sequence.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: DNA sequence سے mRNA copy بنانے کا عمل,Gene / جین,Transcription / نقل نویسی,Translation / ترجمہ,Messenger RNA (mRNA) / میسنجر RNA (mRNA),B | Transcription / نقل نویسی,Hard,1,PRO,1
q_9_bio_ch6_043,1,6.6 The Working of DNA and RNA,Analyze,The textbook description “the process in which a ribosome reads mRNA and joins amino acids into a protein” refers to which option?,کتابی وضاحت ”وہ عمل جس میں ribosome mRNA پڑھ کر amino acids کو protein میں جوڑتا ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Gene / جین,Transcription / نقل نویسی,Translation / ترجمہ,Messenger RNA (mRNA) / میسنجر RNA (mRNA),C | Translation / ترجمہ,Hard,1,ULTRA,1
q_9_bio_ch6_044,1,6.6 The Working of DNA and RNA,Analyze,Which option is correctly identified by this description: the RNA molecule that carries a copied genetic message from DNA to ribosomes?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: RNA molecule جو DNA سے copied genetic message ribosomes تک لے جاتا ہے,Gene / جین,Transcription / نقل نویسی,Translation / ترجمہ,Messenger RNA (mRNA) / میسنجر RNA (mRNA),D | Messenger RNA (mRNA) / میسنجر RNA (mRNA),Hard,1,ULTRA,1
