question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch5_lq_013,,5.4 Sources of Energy,Long,describe,Describe the two methods by which solar energy can be used for heating and for producing electricity.,وہ دو طریقے بیان کریں جن سے شمسی توانائی کو حرارت حاصل کرنے اور بجلی پیدا کرنے کے لیے استعمال کیا جا سکتا ہے۔,Medium,5,high,
q_9_phy_ch5_lq_014,,5.4 Sources of Energy,Long,describe,Describe nuclear energy and geothermal energy as sources of electricity generation.,جوہری توانائی اور جیو تھرمل توانائی کو بجلی پیدا کرنے کے ذرائع کے طور پر بیان کریں۔,Medium,5,high,
q_9_phy_ch5_lq_015,,5.4 Sources of Energy,Long,describe,"Describe wind energy, energy from tides, and energy from waves in the sea as methods of electricity generation.","بجلی پیدا کرنے کے طریقوں کے طور پر ہوائی توانائی، مدوجزر کی توانائی، اور سمندری لہروں کی توانائی بیان کریں۔",Medium,5,high,
q_9_phy_ch5_lq_016,,5.4 Sources of Energy,Long,describe,Describe biofuel energy and explain how biogas and ethanol can be obtained from biomass.,بایوفیول توانائی بیان کریں اور وضاحت کریں کہ بایوماس سے بایوگیس اور ایتھانول کیسے حاصل کیے جا سکتے ہیں۔,Medium,5,high,
q_9_phy_ch5_lq_017,,5.5 Renewable and Non-Renewable Sources,Long,compare,Differentiate between renewable and non-renewable sources of energy and give examples of each.,قابل تجدید اور ناقابل تجدید توانائی کے ذرائع میں فرق کریں اور ہر ایک کی مثالیں دیں۔,Easy,5,high,
q_9_phy_ch5_lq_018,,5.6 Advantages and Disadvantages of Energy Production,Long,discuss,"Discuss the advantages and disadvantages of different methods of energy production in terms of economy, pollution and safety.","معیشت، آلودگی اور حفاظت کے لحاظ سے توانائی پیدا کرنے کے مختلف طریقوں کے فوائد اور نقصانات پر بحث کریں۔",Hard,5,high,
q_9_phy_ch5_lq_019,,5.7 Power,Long,explain,"Explain power as the time rate of doing work. Derive P = W/t and state the units watt, kilowatt, megawatt and horse-power.","پاور کو کام کرنے کی زمانی شرح کے طور پر واضح کریں۔ P = W/t اخذ کریں اور واٹ، کلو واٹ، میگا واٹ اور ہارس پاور کے یونٹس بیان کریں۔",Medium,5,high,
q_9_phy_ch5_lq_020,,5.8 Efficiency,Long,explain,Explain efficiency of a working system. Derive the percentage efficiency formula using useful output energy and total input energy.,کسی کام کرنے والے نظام کی افادیت واضح کریں۔ مفید حاصل شدہ توانائی اور کل داخل شدہ توانائی کی مدد سے فیصد افادیت کا فارمولا اخذ کریں۔,Medium,5,high,
q_9_phy_ch5_lq_021,,5.8 Efficiency,Long,discuss,Discuss why no device can convert all input energy into useful output and why a perpetual energy machine cannot be constructed.,بحث کریں کہ کوئی آلہ تمام داخل شدہ توانائی کو مفید حاصل شدہ توانائی میں کیوں تبدیل نہیں کر سکتا اور دائمی توانائی مشین کیوں نہیں بنائی جا سکتی۔,Hard,5,high,
q_9_phy_ch5_lq_022,,5.C Constructed Response Questions,Long,discuss,Can the kinetic energy of a body ever be negative?,کیا کسی جسم کی حرکی توانائی کبھی منفی ہو سکتی ہے؟,Hard,5,high,
q_9_phy_ch5_lq_023,,5.C Constructed Response Questions,Long,analyze,Which one has the greater kinetic energy; an object travelling with a velocity v or an object twice as heavy travelling with a velocity of 1/2 v?,"درج ذیل میں سے کس کی حرکی توانائی زیادہ ہے: an object travelling with velocity v, or an object twice as heavy travelling with velocity 1/2 v",Hard,5,high,
q_9_phy_ch5_lq_024,,5.C Constructed Response Questions,Long,analyze,A car is moving along a curved road at constant speed. Does its kinetic energy change?,ایک کار خم دار سڑک پر مستقل رفتار سے چل رہی ہے۔ کیا اس کی حرکی توانائی تبدیل ہوتی ہے؟,Hard,5,high,
q_9_phy_ch5_lq_025,,5.C Constructed Response Questions,Long,discuss,Comment on the statement. “An object has one joule of potential energy.”,اس بیان پر تبصرہ کریں: “An object has one joule of potential energy.”,Medium,5,high,
q_9_phy_ch5_lq_026,,5.C Constructed Response Questions,Long,explain,"While driving on a motorway, tyre of a vehicle sometimes bursts. What may be its cause?",موٹر وے پر گاڑی چلاتے ہوئے کبھی کبھی گاڑی کا ٹائر پھٹ جاتا ہے۔ اس کی کیا وجہ ہو سکتی ہے؟,Medium,5,high,
q_9_phy_ch5_lq_027,,5.C Constructed Response Questions,Long,describe,"While playing cricket on a street, the ball smashes a window pane. Describe the energy changes in this event.",گلی میں کرکٹ کھیلتے ہوئے گیند کھڑکی کے شیشے کو توڑ دیتی ہے۔ اس واقعے میں توانائی کی تبدیلیاں بیان کریں۔,Medium,5,high,
q_9_phy_ch5_lq_028,,5.C Constructed Response Questions,Long,analyze,A man rowing boat upstream is at rest with respect to the shore. Is he doing work?,ایک شخص کشتی کو دریا کے بہاؤ کے مخالف چلا رہا ہے اور کنارے کے لحاظ سے ساکن ہے۔ کیا وہ کام کر رہا ہے؟,Hard,5,high,
q_9_phy_ch5_lq_029,,5.C Constructed Response Questions,Long,analyze,A cyclist goes downhill from the top of a steep hill without pedalling and takes it to the top of the next hill. Draw a diagram of what happened and analyse this event in terms of potential and kinetic energy. Label your diagram using these terms.,ایک سائیکل سوار پیڈل چلائے بغیر ایک کھڑی پہاڑی کی چوٹی سے نیچے اترتا ہے اور اگلی پہاڑی کی چوٹی تک پہنچتا ہے۔ واقعے کا خاکہ بنائیں اور اسے ذخیرہ شدہ اور حرکی توانائی کے لحاظ سے تجزیہ کریں۔ خاکے پر یہ اصطلاحات بھی لکھیں۔,Hard,5,high,
q_9_phy_ch5_lq_030,,5.C Constructed Response Questions,Long,discuss,Is timber or wood renewable source of heat energy? Comment.,کیا لکڑی حرارتی توانائی کا قابل تجدید ذریعہ ہے؟ تبصرہ کریں۔,Hard,5,high,
q_9_phy_ch5_lq_031,,5.D Comprehensive Questions,Long,describe,What is meant by kinetic energy? State its unit. Describe how it is determined.,حرکی توانائی سے کیا مراد ہے؟ اس کا یونٹ بیان کریں۔ وضاحت کریں کہ اسے کیسے معلوم کیا جاتا ہے۔,Medium,5,high,
q_9_phy_ch5_lq_032,,5.D Comprehensive Questions,Long,state_and_explain,State the law of conservation of energy. Explain it with the help of an example of a body falling from certain height in terms of its potential energy and kinetic energy.,بقائے توانائی کا قانون بیان کریں۔ ایک خاص اونچائی سے گرتے ہوئے جسم کی مثال سے اس کی ذخیرہ شدہ توانائی اور حرکی توانائی کے لحاظ سے وضاحت کریں۔,Medium,5,high,
q_9_phy_ch5_lq_033,,5.D Comprehensive Questions,Long,compare,Differentiate between renewable and non renewable sources of energy. Give three examples for each.,قابل تجدید اور ناقابل تجدید توانائی کے ذرائع میں فرق کریں۔ ہر ایک کی تین مثالیں دیں۔,Easy,5,high,
q_9_phy_ch5_lq_034,,5.D Comprehensive Questions,Long,explain,Explain what is meant by efficiency of a machine. How is it calculated? Why there is a limit for the efficiency of a machine?,مشین کی افادیت سے کیا مراد ہے؟ اسے کیسے معلوم کیا جاتا ہے؟ مشین کی افادیت کی حد کیوں ہوتی ہے؟,Hard,5,high,
q_9_phy_ch5_lq_035,,5.D Comprehensive Questions,Long,describe,Describe the process of electricity generation by drawing a block diagram of the process in the following cases: (i) Hydroelectric power generations (ii) Fossil fuels,درج ذیل صورتوں میں عمل کا بلاک ڈایاگرام بنا کر بجلی پیدا کرنے کا طریقہ بیان کریں: (i) Hydroelectric power generations (ii) Fossil fuels,Medium,5,high,
q_9_phy_ch5_lq_036,,5.1 Work — Solved Examples,Numerical,find,A person does 200 J of work in pushing a carton through a distance of 5 metres. How much force is applied by him?,"درج ذیل صورت میں لگائی گئی قوت معلوم کریں: Work = 200 J, distance = 5 metres",Easy,4,high,
q_9_phy_ch5_lq_037,,5.1 Work — Solved Examples,Numerical,calculate,Find the work done by a 65 N force in pulling the suitcase for a distance of 20 metres.,"درج ذیل صورت میں کیا گیا کام معلوم کریں: F = 65 N, distance = 20 metres",Medium,4,high,
q_9_phy_ch5_lq_038,,5.2 Energy — Solved Examples,Numerical,determine,A truck of mass 3000 kg is moving on a road with uniform velocity of 54 km h⁻¹. Determine its kinetic energy.,"درج ذیل صورت میں حرکی توانائی معلوم کریں: m = 3000 kg, v = 54 km h⁻¹",Medium,4,high,
q_9_phy_ch5_lq_039,,5.2 Energy — Solved Examples,Numerical,find,A ball of mass 180 g was thrown vertically upward to a height of 12 m. Find the potential energy gained by the ball.,"درج ذیل صورت میں حاصل شدہ ذخیرہ شدہ توانائی معلوم کریں: m = 180 g, h = 12 m",Medium,4,high,
q_9_phy_ch5_lq_040,,5.7 Power — Solved Examples,Numerical,calculate,A 1000 kg car moving with an acceleration of 4 m s⁻² covers a distance of 50 m in 5 seconds. What is the power generated by its engine?,"درج ذیل صورت میں انجن کی پیدا کردہ پاور معلوم کریں: m = 1000 kg, a = 4 m s⁻², distance = 50 m, time = 5 s",Medium,4,high,
q_9_phy_ch5_lq_041,,5.8 Efficiency — Solved Examples,Numerical,calculate,"A block weighing 120 N is dragged up a slope with a force of 100 N to lift it up a height of 10 m. If the slope is 20 m long, calculate the efficiency of the system.","درج ذیل صورت میں نظام کی افادیت معلوم کریں: weight = 120 N, force = 100 N, height = 10 m, slope length = 20 m",Medium,4,high,
q_9_phy_ch5_lq_042,,5.E Numerical Problems,Numerical,calculate,A force of 20 N acting at an angle of 60° to the horizontal is used to pull a box through a distance of 3 m across a floor. How much work is done?,"درج ذیل صورت میں کیا گیا کام معلوم کریں: F = 20 N, θ = 60° to horizontal, distance = 3 m",Medium,4,high,
q_9_phy_ch5_lq_043,,5.E Numerical Problems,Numerical,find,"A body moves a distance of 5 metres in a straight line under the action of a force of 8 newtons. If the work done is 20 joules, find the angle which the force makes with the direction of motion of the body.","درج ذیل صورت میں قوت اور حرکت کی سمت کے درمیان زاویہ معلوم کریں: distance = 5 m, force = 8 N, work = 20 J",Medium,4,high,
q_9_phy_ch5_lq_044,,5.E Numerical Problems,Numerical,calculate,An engine raises 100 kg of water through a height of 80 m in 25 s. What is the power of the engine?,"درج ذیل صورت میں انجن کی پاور معلوم کریں: mass = 100 kg, height = 80 m, time = 25 s",Medium,4,high,
q_9_phy_ch5_lq_045,,5.E Numerical Problems,Numerical,find,A body of mass 20 kg is at rest. A 40 N force acts on it for 5 seconds. What is the kinetic energy of the body at the end of this time?,"درج ذیل صورت میں آخر پر جسم کی حرکی توانائی معلوم کریں: mass = 20 kg, initial state = rest, force = 40 N, time = 5 s",Medium,4,high,
q_9_phy_ch5_lq_046,,5.E Numerical Problems,Numerical,find,A ball of mass 160 g is thrown vertically upward. The ball reaches a height of 20 m. Find the potential energy gained by the ball at this height.,"درج ذیل صورت میں حاصل شدہ ذخیرہ شدہ توانائی معلوم کریں: mass = 160 g, height = 20 m",Medium,4,high,
q_9_phy_ch5_lq_047,,5.E Numerical Problems,Numerical,find,A 0.14 kg ball is thrown vertically upward with an initial velocity of 35 m s⁻¹. Find the maximum height reached by the ball.,"درج ذیل صورت میں زیادہ سے زیادہ اونچائی معلوم کریں: mass = 0.14 kg, initial velocity = 35 m s⁻¹",Hard,4,high,
q_9_phy_ch5_lq_048,,5.E Numerical Problems,Numerical,determine,"A girl is swinging on a swing. At the lowest point of her swing, she is 1.2 m from the ground, and at the highest point she is 2.0 m from the ground. What is her maximum velocity and where?","درج ذیل صورت میں زیادہ سے زیادہ رفتار اور مقام معلوم کریں: lowest height = 1.2 m, highest height = 2.0 m",Hard,4,high,
q_9_phy_ch5_lq_049,,5.E Numerical Problems,Numerical,calculate,"A person pushes a lawn mower with a force of 50 N making an angle of 45° with the horizontal. If the mower is moved through a distance of 20 m, how much work is done?","درج ذیل صورت میں کیا گیا کام معلوم کریں: F = 50 N, θ = 45° with horizontal, distance = 20 m",Medium,4,high,
q_9_phy_ch5_lq_050,,5.E Numerical Problems,Numerical,calculate,Calculate the work done in (i) Pushing a 5 kg box up a frictionless inclined plane 10 m long that makes an angle of 30° with the horizontal. (ii) Lifting the box vertically up from the ground to the top of the inclined plane.,"درج ذیل صورتوں میں کیا گیا کام معلوم کریں: (i) mass = 5 kg, frictionless inclined plane length = 10 m, angle = 30° with horizontal; (ii) lifting the box vertically from ground to top of inclined plane",Hard,4,high,
q_9_phy_ch5_lq_051,,5.E Numerical Problems,Numerical,calculate,"A box of mass 10 kg is pushed up along a ramp 15 m long with a force of 80 N. If the box rises up a height of 5 m, what is the efficiency of the system?","درج ذیل صورت میں نظام کی افادیت معلوم کریں: mass = 10 kg, ramp length = 15 m, force = 80 N, height = 5 m",Hard,4,high,
q_9_phy_ch5_lq_052,,5.E Numerical Problems,Numerical,calculate,A force of 600 N acts on a box to push it 5 m in 15 s. Calculate the power.,"درج ذیل صورت میں پاور معلوم کریں: force = 600 N, distance = 5 m, time = 15 s",Medium,4,high,
q_9_phy_ch5_lq_053,,5.E Numerical Problems,Numerical,calculate,A 40 kg boy runs up-stair 10 m high in 8 s. What power he developed.,"درج ذیل صورت میں پیدا کردہ پاور معلوم کریں: mass = 40 kg, height = 10 m, time = 8 s",Medium,4,high,
q_9_phy_ch5_lq_054,,5.E Numerical Problems,Numerical,calculate,A force F acts through a distance L on a body. The force is then increased to 2F that further acts through 2L. Sketch a force-displacement graph and calculate the total work done.,"قوت-نقل مکانی گراف بنائیں اور کل کیا گیا کام معلوم کریں: first force = F through distance = L, then force = 2F through distance = 2L",Hard,4,high,
