question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_cs_ch5_012,1,5.4 HTML Basic Structure,Remember,What is the purpose of <!DOCTYPE html>?,<!DOCTYPE html> کا purpose کیا ہے؟,It displays the page title / یہ page title display کرتا ہے,It creates a hyperlink / یہ hyperlink بناتا ہے,It tells the browser that the document uses HTML5 / یہ browser کو بتاتا ہے کہ document HTML5 استعمال کرتا ہے,It adds an image / یہ image add کرتا ہے,C | It tells the browser that the document uses HTML5 / یہ browser کو بتاتا ہے کہ document HTML5 استعمال کرتا ہے,Medium,1,ULTRA,1
q_9_cs_ch5_013,1,5.4 HTML Basic Structure,Remember,Which tag is the root element of an HTML page?,کون سا tag HTML page کا root element ہے؟,<head>,<body>,<html>,<title>,C | <html>,Easy,1,PRO,1
q_9_cs_ch5_014,1,5.4 HTML Basic Structure,Remember,What is placed inside the <head> section?,<head> section کے اندر کیا رکھا جاتا ہے؟,Meta-information such as the page title / meta-information جیسے page title,All visible page paragraphs only / صرف تمام visible page paragraphs,Computer hardware settings / computer hardware settings,Network packets / network packets,A | Meta-information such as the page title / meta-information جیسے page title,Medium,1,ULTRA,1
q_9_cs_ch5_015,1,5.4 HTML Basic Structure,Remember,Which tag sets the text shown on the browser tab?,کون سا tag browser tab پر دکھائی دینے والا text set کرتا ہے؟,<body>,<p>,<img>,<title>,D | <title>,Easy,1,PRO,1
q_9_cs_ch5_016,1,5.4 HTML Basic Structure,Remember,Which section contains the visible content of a web page?,web page کا visible content کس section میں ہوتا ہے؟,<head>,<body>,<title>,<!DOCTYPE html>,B | <body>,Easy,1,PRO,1
q_9_cs_ch5_017,1,5.4 HTML Basic Structure,Understand,What is a paired HTML tag?,paired HTML tag کیا ہے؟,A tag that can never contain content / ایسا tag جو content کبھی contain نہ کرے,A tag with both an opening and a closing form / ایسا tag جس کی opening اور closing دونوں forms ہوں,A CSS property-value pair / CSS property-value pair,A JavaScript variable / JavaScript variable,B | A tag with both an opening and a closing form / ایسا tag جس کی opening اور closing دونوں forms ہوں,Medium,1,ULTRA,1
q_9_cs_ch5_018,1,5.4 HTML Basic Structure,Remember,Which of the following is a singular or self-closing tag?,درج ذیل میں سے کون singular یا self-closing tag ہے؟,<p>,<body>,<html>,<img>,D | <img>,Easy,1,ULTRA,1
TOPIC_SEP,1,5.5 Creating Content with HTML,Topic,,,,,,,,,,,1
q_9_cs_ch5_019,1,5.5 Creating Content with HTML,Remember,Which range of tags defines HTML headings?,HTML headings کون سے tag range سے define ہوتی ہیں؟,<h1> to <h6>,<p1> to <p6>,<head1> to <head6>,<title1> to <title6>,A | <h1> to <h6>,Easy,1,PRO,1
q_9_cs_ch5_020,1,5.5 Creating Content with HTML,Understand,Why are headings important for SEO?,headings SEO کے لیے important کیوں ہیں؟,They automatically encrypt the page / وہ page کو automatically encrypt کرتی ہیں,They replace all hyperlinks / وہ تمام hyperlinks replace کرتی ہیں,They help search engines understand page structure and main topics / وہ search engines کو page structure اور main topics سمجھنے میں مدد دیتی ہیں,They store images in a database / وہ images database میں store کرتی ہیں,C | They help search engines understand page structure and main topics / وہ search engines کو page structure اور main topics سمجھنے میں مدد دیتی ہیں,Medium,1,ULTRA,1
q_9_cs_ch5_021,1,5.5 Creating Content with HTML,Remember,Which tag defines a paragraph?,کون سا tag paragraph define کرتا ہے؟,<h1>,<a>,<p>,<tr>,C | <p>,Easy,1,PRO,1
q_9_cs_ch5_022,1,5.5 Creating Content with HTML,Remember,Which tag creates a hyperlink?,کون سا tag hyperlink create کرتا ہے؟,<a>,<linktext>,<href>,<navlink>,A | <a>,Easy,1,PRO,1
q_9_cs_ch5_023,1,5.5 Creating Content with HTML,Remember,Which attribute specifies the destination of a hyperlink?,کون سا attribute hyperlink کی destination specify کرتا ہے؟,src,alt,style,href,D | href,Easy,1,PRO,1
q_9_cs_ch5_024,1,5.5 Creating Content with HTML,Understand,What does a link beginning with mailto: do?,mailto: سے شروع ہونے والا link کیا کرتا ہے؟,It downloads an image / یہ image download کرتا ہے,It opens an email program to send a message / یہ message send کرنے کے لیے email program open کرتا ہے,It creates a table row / یہ table row create کرتا ہے,It applies external CSS / یہ external CSS apply کرتا ہے,B | It opens an email program to send a message / یہ message send کرنے کے لیے email program open کرتا ہے,Medium,1,ELITE,1
q_9_cs_ch5_025,1,5.5 Creating Content with HTML,Remember,Which tag adds an image to a web page?,کون سا tag web page پر image add کرتا ہے؟,<picturetext>,<img>,<src>,<imagefile>,B | <img>,Easy,1,PRO,1
q_9_cs_ch5_026,1,5.5 Creating Content with HTML,Understand,Why is the alt attribute important for images?,images کے لیے alt attribute important کیوں ہے؟,It changes every image into a hyperlink / یہ ہر image کو hyperlink میں بدل دیتا ہے,It sets the page title / یہ page title set کرتا ہے,It creates a database / یہ database بناتا ہے,It provides alternative text for accessibility / یہ accessibility کے لیے alternative text فراہم کرتا ہے,D | It provides alternative text for accessibility / یہ accessibility کے لیے alternative text فراہم کرتا ہے,Medium,1,ULTRA,1
q_9_cs_ch5_027,1,5.5 Creating Content with HTML,Remember,Which tag creates an unordered list?,کون سا tag unordered list create کرتا ہے؟,<ul>,<ol>,<li>,<list>,A | <ul>,Easy,1,PRO,1
q_9_cs_ch5_028,1,5.5 Creating Content with HTML,Remember,Which tag creates an ordered list?,کون سا tag ordered list create کرتا ہے؟,<ul>,<li>,<ol>,<order>,C | <ol>,Easy,1,PRO,1
q_9_cs_ch5_029,1,5.5 Creating Content with HTML,Remember,Which tag defines a list item?,کون سا tag list item define کرتا ہے؟,<ul>,<ol>,<li>,<item>,C | <li>,Easy,1,ULTRA,1
q_9_cs_ch5_030,1,5.5 Creating Content with HTML,Remember,Which tag creates an HTML table?,کون سا tag HTML table create کرتا ہے؟,<table>,<tr>,<td>,<th>,A | <table>,Easy,1,PRO,1
q_9_cs_ch5_031,1,5.5 Creating Content with HTML,Remember,Which tag defines a table row?,کون سا tag table row define کرتا ہے؟,<td>,<th>,<row>,<tr>,D | <tr>,Easy,1,ULTRA,1
q_9_cs_ch5_032,1,5.5 Creating Content with HTML,Remember,Which tag defines a table data cell?,کون سا tag table data cell define کرتا ہے؟,<tr>,<td>,<th>,<cell>,B | <td>,Easy,1,ULTRA,1
q_9_cs_ch5_033,1,5.5 Creating Content with HTML,Remember,Which markup is used for an HTML comment?,HTML comment کے لیے کون سا markup استعمال ہوتا ہے؟,/* comment */,<!-- comment -->,// comment,<comment>text</comment>,B | <!-- comment -->,Medium,1,PRO,1
TOPIC_SEP,1,5.6 Styling with CSS,Topic,,,,,,,,,,,1
q_9_cs_ch5_034,1,5.6 Styling with CSS,Remember,What does CSS stand for?,CSS کا مکمل نام کیا ہے؟,Computer Style Sheets,Creative Style Syntax,Colourful System Structure,Cascading Style Sheets,D | Cascading Style Sheets,Easy,1,PRO,1
q_9_cs_ch5_035,1,5.6 Styling with CSS,Understand,What is the main purpose of CSS?,CSS کا main purpose کیا ہے؟,To control the visual presentation of HTML elements / HTML elements کی visual presentation control کرنا,To define network protocols / network protocols define کرنا,To diagnose hard drives / hard drives diagnose کرنا,To convert analog signals / analog signals convert کرنا,A | To control the visual presentation of HTML elements / HTML elements کی visual presentation control کرنا,Easy,1,PRO,1
q_9_cs_ch5_036,1,5.6 Styling with CSS,Remember,Which is the correct basic syntax of a CSS rule?,CSS rule کی correct basic syntax کون سی ہے؟,selector: { property = value; },selector (property: value),selector { property: value; },"<selector property=""value"">",C | selector { property: value; },Medium,1,PRO,1
q_9_cs_ch5_037,1,5.6 Styling with CSS,Remember,Which HTML attribute applies an inline CSS style?,کون سا HTML attribute inline CSS style apply کرتا ہے؟,className,src,style,href,C | style,Easy,1,PRO,1
q_9_cs_ch5_038,1,5.6 Styling with CSS,Remember,Where are internal CSS rules normally placed?,internal CSS rules normally کہاں placed ہوتی ہیں؟,Inside a <style> tag in the <head> section / <head> section میں <style> tag کے اندر,Inside the <img> tag / <img> tag کے اندر,Inside the URL bar / URL bar کے اندر,Inside a router configuration / router configuration کے اندر,A | Inside a <style> tag in the <head> section / <head> section میں <style> tag کے اندر,Medium,1,ULTRA,1
q_9_cs_ch5_039,1,5.6 Styling with CSS,Remember,How is an external CSS file connected to an HTML document?,external CSS file کو HTML document سے کیسے connect کیا جاتا ہے؟,With a <table> tag in the body / body میں <table> tag کے ساتھ,With a JavaScript alert / JavaScript alert کے ساتھ,With an ADC / ADC کے ساتھ,With a <link> tag in the <head> section / <head> section میں <link> tag کے ساتھ,D | With a <link> tag in the <head> section / <head> section میں <link> tag کے ساتھ,Medium,1,PRO,1
q_9_cs_ch5_040,1,5.6 Styling with CSS,Understand,What is CSS Grid mainly used for?,CSS Grid mainly کس لیے استعمال ہوتی ہے؟,Converting HTML into binary / HTML کو binary میں convert کرنا,Arranging items in rows and columns / items کو rows اور columns میں arrange کرنا,Creating network addresses / network addresses create کرنا,Diagnosing software conflicts / software conflicts diagnose کرنا,B | Arranging items in rows and columns / items کو rows اور columns میں arrange کرنا,Medium,1,ULTRA,1
q_9_cs_ch5_041,1,5.6 Styling with CSS,Understand,What is Flexbox useful for?,Flexbox کس لیے useful ہے؟,Creating ASCII codes / ASCII codes create کرنا,Arranging and aligning items flexibly in a row or column / items کو row یا column میں flexibly arrange اور align کرنا,Assigning IP addresses / IP addresses assign کرنا,Storing database passwords / database passwords store کرنا,B | Arranging and aligning items flexibly in a row or column / items کو row یا column میں flexibly arrange اور align کرنا,Medium,1,ULTRA,1
TOPIC_SEP,1,5.7 Introduction to JavaScript,Topic,,,,,,,,,,,1
q_9_cs_ch5_042,1,5.7 Introduction to JavaScript,Remember,What is JavaScript used for on web pages?,web pages پر JavaScript کس لیے استعمال ہوتی ہے؟,Creating only static headings / صرف static headings create کرنا,Replacing HTML file extensions / HTML file extensions replace کرنا,Managing physical cables / physical cables manage کرنا,Making pages interactive and responsive to user actions / pages کو interactive اور user actions کے لیے responsive بنانا,D | Making pages interactive and responsive to user actions / pages کو interactive اور user actions کے لیے responsive بنانا,Easy,1,PRO,1
q_9_cs_ch5_043,1,5.7 Introduction to JavaScript,Remember,Which tag is used to include JavaScript code in an HTML page?,HTML page میں JavaScript code include کرنے کے لیے کون سا tag استعمال ہوتا ہے؟,<script>,<javascript>,<codejs>,<style>,A | <script>,Easy,1,PRO,1
q_9_cs_ch5_044,1,5.7 Introduction to JavaScript,Remember,Which JavaScript statement displays a pop-up message?,کون سی JavaScript statement pop-up message display کرتی ہے؟,printpage(),popuptext(),alert(),messageboxHTML(),C | alert(),Easy,1,ULTRA,1
q_9_cs_ch5_045,1,5.7 Introduction to JavaScript,Remember,Which keywords can declare variables in JavaScript?,JavaScript میں variables declare کرنے کے لیے کون سے keywords استعمال ہو سکتے ہیں؟,"if, else, and switch","html, head, and body","var, let, and const","row, cell, and table","C | var, let, and const",Medium,1,PRO,1
q_9_cs_ch5_046,1,5.7 Introduction to JavaScript,Understand,What is the purpose of a function in JavaScript?,JavaScript میں function کا purpose کیا ہے؟,To group reusable code that performs a specific task / specific task perform کرنے والے reusable code کو group کرنا,To store only images / صرف images store کرنا,To create an IP address / IP address create کرنا,To replace a web browser / web browser replace کرنا,A | To group reusable code that performs a specific task / specific task perform کرنے والے reusable code کو group کرنا,Medium,1,PRO,1
q_9_cs_ch5_047,1,5.7 Introduction to JavaScript,Understand,What is a function parameter?,function parameter کیا ہے؟,The file extension of a script / script کی file extension,A CSS selector for headings / headings کے لیے CSS selector,A browser tab title / browser tab title,A placeholder for a value passed to a function / function کو pass کی جانے والی value کے لیے placeholder,D | A placeholder for a value passed to a function / function کو pass کی جانے والی value کے لیے placeholder,Medium,1,ULTRA,1
