question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,9.2 Entrepreneurship in the Digital Landscape,Topic,,,,,,,,,,,1
q_9_cs_ch9_010,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is digital entrepreneurship?,digital entrepreneurship کیا ہے؟,Running a business without any technology / technology کے بغیر business run کرنا,Only printing paper advertisements / صرف paper advertisements print کرنا,Only repairing mobile phones / صرف mobile phones repair کرنا,"Using the internet, digital platforms, and technology to create and run a business / internet، digital platforms اور technology use کرکے business create اور run کرنا","D | Using the internet, digital platforms, and technology to create and run a business / internet، digital platforms اور technology use کرکے business create اور run کرنا",Easy,1,PRO,1
q_9_cs_ch9_011,1,9.2 Entrepreneurship in the Digital Landscape,Understand,How do digital technologies help entrepreneurs?,digital technologies entrepreneurs کو کیسے help کرتی ہیں؟,They improve efficiency and help reach a global audience / وہ efficiency improve اور global audience تک reach کرنے میں help کرتی ہیں,They limit every business to one street / وہ ہر business کو ایک street تک limit کرتی ہیں,They prevent customer communication / وہ customer communication prevent کرتی ہیں,They remove access to data / وہ data access remove کرتی ہیں,A | They improve efficiency and help reach a global audience / وہ efficiency improve اور global audience تک reach کرنے میں help کرتی ہیں,Medium,1,PRO,1
q_9_cs_ch9_012,1,9.2 Entrepreneurship in the Digital Landscape,Remember,Which is a digital technology used by entrepreneurs?,entrepreneurs کی used digital technology کون سی ہے؟,Door-to-door sales only / صرف door-to-door sales,Printed newspaper only / صرف printed newspaper,Mobile apps / mobile apps,Manual filing cabinet only / صرف manual filing cabinet,C | Mobile apps / mobile apps,Easy,1,PRO,1
q_9_cs_ch9_013,1,9.2 Entrepreneurship in the Digital Landscape,Understand,What can entrepreneurs do through social media platforms?,entrepreneurs social media platforms کے ذریعے کیا کر سکتے ہیں؟,Avoid all customer contact / تمام customer contact avoid کرنا,Remove their business identity / business identity remove کرنا,"Market products, engage customers, and build a brand presence / products market، customers engage اور brand presence build کرنا",Disable product promotion / product promotion disable کرنا,"C | Market products, engage customers, and build a brand presence / products market، customers engage اور brand presence build کرنا",Medium,1,PRO,1
q_9_cs_ch9_014,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What benefit do mobile apps provide to businesses?,mobile apps businesses کو کیا benefit دیتی ہیں؟,They deliver services directly to customers' smartphones / وہ services directly customers کے smartphones تک deliver کرتی ہیں,They prevent remote access / وہ remote access prevent کرتی ہیں,They replace all customer service / وہ تمام customer service replace کرتی ہیں,They only work without internet / وہ صرف internet کے بغیر work کرتی ہیں,A | They deliver services directly to customers' smartphones / وہ services directly customers کے smartphones تک deliver کرتی ہیں,Easy,1,ULTRA,1
q_9_cs_ch9_015,1,9.2 Entrepreneurship in the Digital Landscape,Understand,How does cloud computing help a business?,cloud computing business کو کیسے help کرتی ہے؟,It requires more physical infrastructure in every case / یہ ہر case میں زیادہ physical infrastructure require کرتی ہے,It prevents data access from other locations / یہ دوسری locations سے data access prevent کرتی ہے,It removes all business applications / یہ تمام business applications remove کرتی ہے,It stores data and runs applications online while supporting remote work / یہ data store اور applications online run کرتے ہوئے remote work support کرتی ہے,D | It stores data and runs applications online while supporting remote work / یہ data store اور applications online run کرتے ہوئے remote work support کرتی ہے,Medium,1,PRO,1
q_9_cs_ch9_016,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What does big data analytics help businesses understand?,big data analytics businesses کو کیا understand کرنے میں help کرتی ہے؟,Only monitor colours / صرف monitor colours,Market trends and customer behaviour / market trends اور customer behaviour,Only printer speed / صرف printer speed,Only office furniture / صرف office furniture,B | Market trends and customer behaviour / market trends اور customer behaviour,Easy,1,ULTRA,1
q_9_cs_ch9_017,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is digital marketing?,digital marketing کیا ہے؟,Only selling goods in a physical shop / صرف physical shop میں goods sell کرنا,Promoting products and services through digital channels / digital channels کے ذریعے products اور services promote کرنا,Only designing hardware / صرف hardware design کرنا,Only storing files / صرف files store کرنا,B | Promoting products and services through digital channels / digital channels کے ذریعے products اور services promote کرنا,Easy,1,PRO,1
q_9_cs_ch9_018,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is e-commerce?,e-commerce کیا ہے؟,Only manufacturing computers / صرف computers manufacture کرنا,Only sending emails / صرف emails send کرنا,Only collecting survey data / صرف survey data collect کرنا,Buying and selling goods or services online / goods یا services online buy اور sell کرنا,D | Buying and selling goods or services online / goods یا services online buy اور sell کرنا,Easy,1,PRO,1
q_9_cs_ch9_019,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is the purpose of Search Engine Optimization (SEO)?,Search Engine Optimization (SEO) کا purpose کیا ہے؟,"To improve website ranking, visibility, and traffic / website ranking، visibility اور traffic improve کرنا",To remove the website from search results / website کو search results سے remove کرنا,To disable website content / website content disable کرنا,To replace all email marketing / تمام email marketing replace کرنا,"A | To improve website ranking, visibility, and traffic / website ranking، visibility اور traffic improve کرنا",Medium,1,PRO,1
q_9_cs_ch9_020,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is social media marketing?,social media marketing کیا ہے؟,Avoiding all online customers / تمام online customers avoid کرنا,Printing only paper flyers / صرف paper flyers print کرنا,Using social platforms to promote products and build brand awareness / social platforms use کرکے products promote اور brand awareness build کرنا,Deleting customer comments / customer comments delete کرنا,C | Using social platforms to promote products and build brand awareness / social platforms use کرکے products promote اور brand awareness build کرنا,Easy,1,ULTRA,1
q_9_cs_ch9_021,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is content marketing?,content marketing کیا ہے؟,Deleting all online content / تمام online content delete کرنا,Sending only payment receipts / صرف payment receipts send کرنا,Creating valuable content to attract and retain customers / valuable content create کرکے customers attract اور retain کرنا,Using no customer information / کوئی customer information use نہ کرنا,C | Creating valuable content to attract and retain customers / valuable content create کرکے customers attract اور retain کرنا,Medium,1,ULTRA,1
q_9_cs_ch9_022,1,9.2 Entrepreneurship in the Digital Landscape,Remember,What is email marketing?,email marketing کیا ہے؟,Sending targeted emails to promote products and build relationships / targeted emails send کرکے products promote اور relationships build کرنا,Sending passwords to unknown users / unknown users کو passwords send کرنا,Deleting customer email addresses / customer email addresses delete کرنا,Replacing all websites with email / تمام websites کو email سے replace کرنا,A | Sending targeted emails to promote products and build relationships / targeted emails send کرکے products promote اور relationships build کرنا,Medium,1,ULTRA,1
q_9_cs_ch9_023,1,9.2 Entrepreneurship in the Digital Landscape,Remember,Which platform is used to create and manage online stores?,online stores create اور manage کرنے کے لیے کون سا platform use ہوتا ہے؟,PayPal,Zendesk,Tableau,Shopify,D | Shopify,Easy,1,ELITE,1
q_9_cs_ch9_024,1,9.2 Entrepreneurship in the Digital Landscape,Remember,Which service integrates payment gateways for secure transactions?,secure transactions کے لیے payment gateways کون سی service integrate کرتی ہے؟,Shopify,PayPal,Zendesk,Google Forms,B | PayPal,Easy,1,ELITE,1
q_9_cs_ch9_025,1,9.2 Entrepreneurship in the Digital Landscape,Remember,Which service provides customer-support solutions for inquiries?,inquiries کے لیے customer-support solutions کون سی service provide کرتی ہے؟,PayPal,Zendesk,Shopify,Power BI,B | Zendesk,Easy,1,ELITE,1
TOPIC_SEP,1,9.3 Business Idea Generation,Topic,,,,,,,,,,,1
q_9_cs_ch9_026,1,9.3 Business Idea Generation,Remember,What is the first step in generating a viable business idea?,viable business idea generate کرنے کا first step کیا ہے؟,Creating a final logo / final logo create کرنا,Hiring every employee / ہر employee hire کرنا,Opening many stores immediately / فوراً کئی stores open کرنا,Identifying market needs and opportunities / market needs اور opportunities identify کرنا,D | Identifying market needs and opportunities / market needs اور opportunities identify کرنا,Easy,1,PRO,1
q_9_cs_ch9_027,1,9.3 Business Idea Generation,Understand,Why is identifying market needs important?,market needs identify کرنا important کیوں ہے؟,It helps create products or services that solve real customer needs / یہ real customer needs solve کرنے والے products یا services create کرنے میں help کرتا ہے,It guarantees no competitors exist / یہ guarantee کرتا ہے کہ competitors نہیں ہوں گے,It removes the need for planning / یہ planning کی ضرورت ختم کرتا ہے,It prevents customer feedback / یہ customer feedback prevent کرتا ہے,A | It helps create products or services that solve real customer needs / یہ real customer needs solve کرنے والے products یا services create کرنے میں help کرتا ہے,Medium,1,PRO,1
q_9_cs_ch9_028,1,9.3 Business Idea Generation,Remember,Which technique collects feedback directly from potential customers?,کون سی technique potential customers سے direct feedback collect کرتی ہے؟,Cloud backup / cloud backup,Software piracy / software piracy,Surveys and questionnaires / surveys اور questionnaires,Network routing / network routing,C | Surveys and questionnaires / surveys اور questionnaires,Easy,1,PRO,1
q_9_cs_ch9_029,1,9.3 Business Idea Generation,Remember,What does market research analyze?,market research کیا analyze کرتی ہے؟,Only office colours / صرف office colours,Only device passwords / صرف device passwords,Market trends and consumer behaviour / market trends اور consumer behaviour,Only printer cartridges / صرف printer cartridges,C | Market trends and consumer behaviour / market trends اور consumer behaviour,Easy,1,PRO,1
q_9_cs_ch9_030,1,9.3 Business Idea Generation,Remember,What does observation involve in identifying market needs?,market needs identify کرنے میں observation کیا involve کرتی ہے؟,Watching how people use existing products and services / لوگ existing products اور services کیسے use کرتے ہیں اسے watch کرنا,Ignoring customer behaviour / customer behaviour ignore کرنا,Deleting market data / market data delete کرنا,Avoiding all product testing / تمام product testing avoid کرنا,A | Watching how people use existing products and services / لوگ existing products اور services کیسے use کرتے ہیں اسے watch کرنا,Medium,1,ULTRA,1
q_9_cs_ch9_031,1,9.3 Business Idea Generation,Remember,What is creative problem-solving?,creative problem-solving کیا ہے؟,Repeating old solutions without review / old solutions کو review کے بغیر repeat کرنا,Avoiding all ideas / تمام ideas avoid کرنا,Copying a competitor exactly / competitor کو exactly copy کرنا,Using innovative thinking to develop solutions / innovative thinking use کرکے solutions develop کرنا,D | Using innovative thinking to develop solutions / innovative thinking use کرکے solutions develop کرنا,Easy,1,PRO,1
q_9_cs_ch9_032,1,9.3 Business Idea Generation,Remember,What is the first stage of design thinking?,design thinking کا first stage کیا ہے؟,Testing / testing,Empathizing / empathizing,Prototyping / prototyping,Ideating / ideating,B | Empathizing / empathizing,Easy,1,PRO,1
q_9_cs_ch9_033,1,9.3 Business Idea Generation,Understand,What happens during the defining stage of design thinking?,design thinking کے defining stage میں کیا ہوتا ہے؟,The final product is mass-produced / final product mass-produce کیا جاتا ہے,The problem to be solved is stated clearly / solve کیے جانے والے problem کو clearly state کیا جاتا ہے,All customer feedback is ignored / تمام customer feedback ignore کیا جاتا ہے,The business is closed / business close کیا جاتا ہے,B | The problem to be solved is stated clearly / solve کیے جانے والے problem کو clearly state کیا جاتا ہے,Medium,1,PRO,1
q_9_cs_ch9_034,1,9.3 Business Idea Generation,Remember,What happens during ideating?,ideating کے دوران کیا ہوتا ہے؟,Only one old solution is copied / صرف ایک old solution copy کیا جاتا ہے,The final accounts are audited / final accounts audit کیے جاتے ہیں,Every prototype is discarded / ہر prototype discard کیا جاتا ہے,A range of possible ideas is generated / possible ideas کی range generate کی جاتی ہے,D | A range of possible ideas is generated / possible ideas کی range generate کی جاتی ہے,Easy,1,ULTRA,1
q_9_cs_ch9_035,1,9.3 Business Idea Generation,Remember,What is prototyping in design thinking?,design thinking میں prototyping کیا ہے؟,Creating a simple preliminary model of a solution / solution کا simple preliminary model create کرنا,Selling the final product immediately / final product فوراً sell کرنا,Deleting all ideas / تمام ideas delete کرنا,Writing only a company slogan / صرف company slogan لکھنا,A | Creating a simple preliminary model of a solution / solution کا simple preliminary model create کرنا,Easy,1,PRO,1
q_9_cs_ch9_036,1,9.3 Business Idea Generation,Remember,What is the purpose of testing a prototype?,prototype test کرنے کا purpose کیا ہے؟,To prevent all changes / تمام changes prevent کرنا,To avoid users / users avoid کرنا,To gather feedback and improve the solution / feedback gather اور solution improve کرنا,To finalize without evaluation / evaluation کے بغیر final کرنا,C | To gather feedback and improve the solution / feedback gather اور solution improve کرنا,Medium,1,PRO,1
TOPIC_SEP,1,9.4 Developing Business Plans,Topic,,,,,,,,,,,1
q_9_cs_ch9_037,1,9.4 Developing Business Plans,Remember,What is a business plan?,business plan کیا ہے؟,Only a company logo / صرف company logo,Only a list of employee names / صرف employee names کی list,A detailed document of business goals and strategies / business goals اور strategies کا detailed document,Only a social-media post / صرف social-media post,C | A detailed document of business goals and strategies / business goals اور strategies کا detailed document,Easy,1,PRO,1
q_9_cs_ch9_038,1,9.4 Developing Business Plans,Understand,Why is a business plan described as a roadmap?,business plan کو roadmap کیوں کہا جاتا ہے؟,"It clarifies ideas, challenges, and strategies for growth / یہ ideas، challenges اور growth strategies clarify کرتا ہے",It removes the need for decisions / یہ decisions کی ضرورت ختم کرتا ہے,It guarantees immediate profit / یہ immediate profit guarantee کرتا ہے,It replaces customer research / یہ customer research replace کرتا ہے,"A | It clarifies ideas, challenges, and strategies for growth / یہ ideas، challenges اور growth strategies clarify کرتا ہے",Medium,1,PRO,1
q_9_cs_ch9_039,1,9.4 Developing Business Plans,Remember,What does market analysis include?,market analysis میں کیا شامل ہوتا ہے؟,Only choosing office furniture / صرف office furniture choose کرنا,Only making a logo / صرف logo بنانا,Only buying software / صرف software buy کرنا,"Studying customers, market trends, competitors, and target audience / customers، market trends، competitors اور target audience کی study","D | Studying customers, market trends, competitors, and target audience / customers، market trends، competitors اور target audience کی study",Medium,1,PRO,1
q_9_cs_ch9_040,1,9.4 Developing Business Plans,Remember,What does a revenue model explain?,revenue model کیا explain کرتا ہے؟,How a computer will connect to Wi-Fi / computer Wi-Fi سے کیسے connect ہوگا,How a business will generate income / business income کیسے generate کرے گا,How a survey will be printed / survey کیسے print ہوگی,How a password will be shared / password کیسے share ہوگا,B | How a business will generate income / business income کیسے generate کرے گا,Easy,1,PRO,1
q_9_cs_ch9_041,1,9.4 Developing Business Plans,Understand,Which items may be included in a revenue model?,revenue model میں کون سے items include ہو سکتے ہیں؟,Only hardware colours / صرف hardware colours,"Pricing strategies, sales forecasts, and revenue streams / pricing strategies، sales forecasts اور revenue streams",Only employee passwords / صرف employee passwords,Only website fonts / صرف website fonts,"B | Pricing strategies, sales forecasts, and revenue streams / pricing strategies، sales forecasts اور revenue streams",Medium,1,ULTRA,1
q_9_cs_ch9_042,1,9.4 Developing Business Plans,Remember,What is iteration?,iteration کیا ہے؟,Refusing all feedback / تمام feedback refuse کرنا,Copying a final product without testing / final product کو testing کے بغیر copy کرنا,Closing the business plan / business plan close کرنا,Making improvements based on feedback / feedback کی basis پر improvements کرنا,D | Making improvements based on feedback / feedback کی basis پر improvements کرنا,Medium,1,PRO,1
q_9_cs_ch9_043,1,9.4 Developing Business Plans,Understand,What forms can a prototype take?,prototype کن forms میں ہو سکتا ہے؟,"A sketch, digital model, or physical sample / sketch، digital model یا physical sample",Only a final factory product / صرف final factory product,Only an advertisement slogan / صرف advertisement slogan,Only a customer password / صرف customer password,"A | A sketch, digital model, or physical sample / sketch، digital model یا physical sample",Medium,1,ULTRA,1
TOPIC_SEP,1,9.5 Ethical and Sustainable Entrepreneurship,Topic,,,,,,,,,,,1
q_9_cs_ch9_044,1,9.5 Ethical and Sustainable Entrepreneurship,Remember,What is ethical entrepreneurship?,ethical entrepreneurship کیا ہے؟,Maximizing profit by any method / کسی بھی method سے profit maximize کرنا,Ignoring stakeholders / stakeholders ignore کرنا,Applying ethics to business operations and decisions / business operations اور decisions میں ethics apply کرنا,Avoiding all environmental responsibility / تمام environmental responsibility avoid کرنا,C | Applying ethics to business operations and decisions / business operations اور decisions میں ethics apply کرنا,Easy,1,PRO,1
q_9_cs_ch9_045,1,9.5 Ethical and Sustainable Entrepreneurship,Remember,Which is a principle of ethics in business?,business ethics کا principle کون سا ہے؟,Deception / deception,Unfair treatment / unfair treatment,Honesty / honesty,Disrespect / disrespect,C | Honesty / honesty,Easy,1,PRO,1
q_9_cs_ch9_046,1,9.5 Ethical and Sustainable Entrepreneurship,Understand,What does integrity mean in business?,business میں integrity کا کیا مطلب ہے؟,Acting consistently with moral values / moral values کے مطابق consistently act کرنا,Changing values whenever convenient / convenience کے مطابق values change کرنا,Hiding all business information / تمام business information hide کرنا,Ignoring fair treatment / fair treatment ignore کرنا,A | Acting consistently with moral values / moral values کے مطابق consistently act کرنا,Medium,1,PRO,1
q_9_cs_ch9_047,1,9.5 Ethical and Sustainable Entrepreneurship,Remember,How many Sustainable Development Goals (SDGs) are identified in the chapter?,chapter میں کتنے Sustainable Development Goals (SDGs) identify کیے گئے ہیں؟,7,12,25,17,D | 17,Easy,1,ELITE,1
q_9_cs_ch9_048,1,9.5 Ethical and Sustainable Entrepreneurship,Remember,Which SDG focuses on Affordable and Clean Energy?,کون سا SDG Affordable and Clean Energy پر focus کرتا ہے؟,SDG 5,SDG 7,SDG 12,SDG 17,B | SDG 7,Easy,1,PRO,1
q_9_cs_ch9_049,1,9.5 Ethical and Sustainable Entrepreneurship,Understand,Which activity supports environmental sustainability?,کون سی activity environmental sustainability support کرتی ہے؟,Increasing unnecessary waste / unnecessary waste increase کرنا,Reducing carbon footprints and using renewable resources / carbon footprints reduce اور renewable resources use کرنا,Ignoring energy use / energy use ignore کرنا,Using only non-renewable resources / صرف non-renewable resources use کرنا,B | Reducing carbon footprints and using renewable resources / carbon footprints reduce اور renewable resources use کرنا,Medium,1,PRO,1
q_9_cs_ch9_050,1,9.5 Ethical and Sustainable Entrepreneurship,Understand,Which activity supports social sustainability?,کون سی activity social sustainability support کرتی ہے؟,Unfair treatment of workers / workers کے ساتھ unfair treatment,Avoiding education support / education support avoid کرنا,Ignoring communities / communities ignore کرنا,Fair labour practices and community development / fair labour practices اور community development,D | Fair labour practices and community development / fair labour practices اور community development,Medium,1,ULTRA,1
q_9_cs_ch9_051,1,9.5 Ethical and Sustainable Entrepreneurship,Understand,Which activity supports economic sustainability?,کون سی activity economic sustainability support کرتی ہے؟,Creating jobs and fostering innovation / jobs create اور innovation foster کرنا,Eliminating all new businesses / تمام new businesses eliminate کرنا,Preventing competition / competition prevent کرنا,Reducing productive activity / productive activity reduce کرنا,A | Creating jobs and fostering innovation / jobs create اور innovation foster کرنا,Medium,1,ULTRA,1
q_9_cs_ch9_052,1,9.5 Ethical and Sustainable Entrepreneurship,Analyze,Which business best aligns with SDG 7 in the chapter example?,chapter example میں کون سا business SDG 7 کے ساتھ best align کرتا ہے؟,A business that increases fossil-fuel waste / business جو fossil-fuel waste increase کرے,A company that avoids renewable energy / company جو renewable energy avoid کرے,A solar-energy startup serving communities with limited electricity / solar-energy startup جو limited electricity والی communities serve کرے,A business that provides no community benefit / business جو کوئی community benefit provide نہ کرے,C | A solar-energy startup serving communities with limited electricity / solar-energy startup جو limited electricity والی communities serve کرے,Hard,1,PRO,1
