question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_cs_ch8_009,1,8.2 Responsible Computer Usage,Understand,Why should passwords be unique for different accounts?,different accounts کے لیے passwords unique کیوں ہونے چاہییں؟,It makes passwords easier to guess / یہ passwords کو guess کرنا آسان بناتا ہے,Compromise of one account is less likely to expose all accounts / ایک account compromise ہونے سے تمام accounts expose ہونے کا risk کم ہوتا ہے,It removes the need for security / یہ security کی ضرورت ختم کرتا ہے,It allows public sharing / یہ public sharing allow کرتا ہے,B | Compromise of one account is less likely to expose all accounts / ایک account compromise ہونے سے تمام accounts expose ہونے کا risk کم ہوتا ہے,Medium,1,PRO,1
q_9_cs_ch8_010,1,8.2 Responsible Computer Usage,Remember,What does Two-Factor Authentication (2FA) add?,Two-Factor Authentication (2FA) کیا add کرتی ہے؟,A second public password / second public password,A second monitor / second monitor,A second software license / second software license,A second form of verification / verification کی second form,D | A second form of verification / verification کی second form,Easy,1,PRO,1
q_9_cs_ch8_011,1,8.2 Responsible Computer Usage,Understand,Why does 2FA improve account security?,2FA account security کیوں improve کرتی ہے؟,A password alone is not enough to access the account / account access کے لیے صرف password کافی نہیں رہتا,It removes all passwords / یہ تمام passwords remove کرتی ہے,It makes login codes public / یہ login codes public کرتی ہے,It disables account monitoring / یہ account monitoring disable کرتی ہے,A | A password alone is not enough to access the account / account access کے لیے صرف password کافی نہیں رہتا,Medium,1,PRO,1
q_9_cs_ch8_012,1,8.2 Responsible Computer Usage,Understand,Why should public Wi-Fi be avoided for sensitive transactions?,sensitive transactions کے لیے public Wi-Fi avoid کیوں کرنی چاہیے؟,They are always too slow / وہ ہمیشہ بہت slow ہوتی ہیں,They cannot connect to phones / وہ phones سے connect نہیں ہو سکتیں,Public Wi-Fi networks are often less secure / public Wi-Fi networks اکثر less secure ہوتی ہیں,They always delete passwords / وہ ہمیشہ passwords delete کرتی ہیں,C | Public Wi-Fi networks are often less secure / public Wi-Fi networks اکثر less secure ہوتی ہیں,Medium,1,PRO,1
q_9_cs_ch8_013,1,8.2 Responsible Computer Usage,Remember,What is phishing?,phishing کیا ہے؟,A method for backing up files / files backup کرنے کا method,A type of legal software license / legal software license کی type,A scam that tricks users into revealing personal or login information / scam جو users کو personal یا login information reveal کرنے کے لیے trick کرے,A hardware compatibility test / hardware compatibility test,C | A scam that tricks users into revealing personal or login information / scam جو users کو personal یا login information reveal کرنے کے لیے trick کرے,Medium,1,PRO,1
q_9_cs_ch8_014,1,8.2 Responsible Computer Usage,Apply,What should you do with an unsolicited request for personal information?,personal information کی unsolicited request کے ساتھ کیا کرنا چاہیے؟,Verify the source and avoid providing the information / source verify کریں اور information provide نہ کریں,Reply immediately with all details / فوراً تمام details کے ساتھ reply کریں,Forward it to every friend / اسے ہر friend کو forward کریں,Post the request publicly / request کو publicly post کریں,A | Verify the source and avoid providing the information / source verify کریں اور information provide نہ کریں,Medium,1,PRO,1
q_9_cs_ch8_015,1,8.2 Responsible Computer Usage,Remember,Why should account activity be reviewed regularly?,account activity کو regularly review کیوں کرنا چاہیے؟,To make passwords shorter / passwords shorter بنانے کے لیے,To remove all security alerts / تمام security alerts remove کرنے کے لیے,To share account details / account details share کرنے کے لیے,"To detect unusual logins, messages, or transactions / unusual logins، messages یا transactions detect کرنے کے لیے","D | To detect unusual logins, messages, or transactions / unusual logins، messages یا transactions detect کرنے کے لیے",Medium,1,ULTRA,1
q_9_cs_ch8_016,1,8.2 Responsible Computer Usage,Apply,What action is appropriate after noticing a login from an unfamiliar location?,unfamiliar location سے login notice ہونے پر کیا action appropriate ہے؟,Ignore it permanently / اسے permanently ignore کرنا,Change the password and report the activity / password change اور activity report کرنا,Share the password with others / password دوسروں سے share کرنا,Disable all privacy settings / تمام privacy settings disable کرنا,B | Change the password and report the activity / password change اور activity report کرنا,Medium,1,PRO,1
q_9_cs_ch8_017,1,8.2 Responsible Computer Usage,Remember,Where can important data be backed up?,important data کہاں backup کیا جا سکتا ہے؟,Only in computer memory temporarily / صرف computer memory میں temporarily,An external drive or a cloud storage service / external drive یا cloud storage service,Only in an email subject line / صرف email subject line میں,Only on a public social-media post / صرف public social-media post پر,B | An external drive or a cloud storage service / external drive یا cloud storage service,Easy,1,ULTRA,1
q_9_cs_ch8_018,1,8.2 Responsible Computer Usage,Understand,Why are regular backups useful?,regular backups useful کیوں ہیں؟,They prevent every online scam / وہ ہر online scam prevent کرتی ہیں,They replace strong passwords / وہ strong passwords replace کرتی ہیں,They make public Wi-Fi secure / وہ public Wi-Fi کو secure بناتی ہیں,They help recover information if the device or data is damaged or lost / device یا data damage یا lost ہونے پر information recover کرنے میں help کرتی ہیں,D | They help recover information if the device or data is damaged or lost / device یا data damage یا lost ہونے پر information recover کرنے میں help کرتی ہیں,Medium,1,PRO,1
TOPIC_SEP,1,8.3 Best Practices in Online Behavior,Topic,,,,,,,,,,,1
q_9_cs_ch8_019,1,8.3 Best Practices in Online Behavior,Remember,What personal information should not be shared publicly on social media?,social media پر کون سی personal information publicly share نہیں کرنی چاہیے؟,Home address or phone number / home address یا phone number,A general hobby / general hobby,A public school event date / public school event date,A weather forecast / weather forecast,A | Home address or phone number / home address یا phone number,Easy,1,PRO,1
q_9_cs_ch8_020,1,8.3 Best Practices in Online Behavior,Understand,Why should users think before posting on social media?,users کو social media پر post کرنے سے پہلے think کیوں کرنا چاہیے؟,Every post automatically disappears / ہر post automatically disappear ہو جاتی ہے,Social media has no privacy risks / social media میں کوئی privacy risks نہیں,Posts may expose private information or harm others / posts private information expose یا دوسروں کو harm کر سکتی ہیں,Posting always improves security / posting ہمیشہ security improve کرتی ہے,C | Posts may expose private information or harm others / posts private information expose یا دوسروں کو harm کر سکتی ہیں,Medium,1,PRO,1
q_9_cs_ch8_021,1,8.3 Best Practices in Online Behavior,Apply,How should an email from an unknown sender with suspicious links be handled?,unknown sender کی suspicious links والی email کو کیسے handle کرنا چاہیے؟,Open every attachment immediately / ہر attachment فوراً open کریں,Send personal details in reply / reply میں personal details send کریں,Avoid opening the links and delete or ignore the email / links open نہ کریں اور email delete یا ignore کریں,Forward it to all contacts / اسے تمام contacts کو forward کریں,C | Avoid opening the links and delete or ignore the email / links open نہ کریں اور email delete یا ignore کریں,Medium,1,PRO,1
q_9_cs_ch8_022,1,8.3 Best Practices in Online Behavior,Remember,Which services are examples of cloud storage in the chapter?,chapter میں cloud storage کی examples کون سی services ہیں؟,Google Drive and Dropbox / Google Drive اور Dropbox,Google Play Store and Apple App Store / Google Play Store اور Apple App Store,Facebook and Instagram / Facebook اور Instagram,Windows and Linux / Windows اور Linux,A | Google Drive and Dropbox / Google Drive اور Dropbox,Easy,1,ELITE,1
q_9_cs_ch8_023,1,8.3 Best Practices in Online Behavior,Understand,What should not be stored or shared carelessly through cloud services?,cloud services کے ذریعے کیا carelessly store یا share نہیں کرنا چاہیے؟,A public class timetable / public class timetable,A general weather report / general weather report,A public event poster / public event poster,Passwords and financial details / passwords اور financial details,D | Passwords and financial details / passwords اور financial details,Medium,1,PRO,1
q_9_cs_ch8_024,1,8.3 Best Practices in Online Behavior,Remember,From where should online applications be downloaded?,online applications کہاں سے download کرنی چاہییں؟,Unknown links in unsolicited messages / unsolicited messages کے unknown links,Trusted sources such as official app stores / trusted sources جیسے official app stores,Unverified file-sharing sites / unverified file-sharing sites,Any pop-up advertisement / کوئی بھی pop-up advertisement,B | Trusted sources such as official app stores / trusted sources جیسے official app stores,Easy,1,PRO,1
q_9_cs_ch8_025,1,8.3 Best Practices in Online Behavior,Remember,What is the purpose of privacy settings on social media?,social media پر privacy settings کا purpose کیا ہے؟,To make every post public / ہر post کو public بنانا,To control who can view personal content / یہ control کرنا کہ personal content کون view کر سکتا ہے,To remove account passwords / account passwords remove کرنا,To allow unknown users full access / unknown users کو full access دینا,B | To control who can view personal content / یہ control کرنا کہ personal content کون view کر سکتا ہے,Easy,1,PRO,1
q_9_cs_ch8_026,1,8.3 Best Practices in Online Behavior,Understand,What does good online etiquette require?,good online etiquette کیا require کرتی ہے؟,Posting hurtful comments / hurtful comments post کرنا,Spreading unverified information / unverified information spread کرنا,Starting arguments deliberately / deliberately arguments start کرنا,"Polite, respectful communication without rumours or insults / polite، respectful communication without rumours یا insults","D | Polite, respectful communication without rumours or insults / polite، respectful communication without rumours یا insults",Medium,1,PRO,1
q_9_cs_ch8_027,1,8.3 Best Practices in Online Behavior,Remember,What is cyberbullying?,cyberbullying کیا ہے؟,Using the internet to harm or harass another person / internet use کرکے دوسرے person کو harm یا harass کرنا,Updating antivirus software / antivirus software update کرنا,Creating a backup / backup create کرنا,Checking system requirements / system requirements check کرنا,A | Using the internet to harm or harass another person / internet use کرکے دوسرے person کو harm یا harass کرنا,Easy,1,PRO,1
q_9_cs_ch8_028,1,8.3 Best Practices in Online Behavior,Apply,What should a user do after experiencing cyberbullying?,cyberbullying experience ہونے پر user کو کیا کرنا چاہیے؟,Reply with more abuse / مزید abuse کے ساتھ reply کرنا,Share the bullying publicly / bullying کو publicly share کرنا,Report and block the responsible person / responsible person کو report اور block کرنا,Give the bully account access / bully کو account access دینا,C | Report and block the responsible person / responsible person کو report اور block کرنا,Medium,1,PRO,1
q_9_cs_ch8_029,1,8.3 Best Practices in Online Behavior,Understand,How can someone support a victim of cyberbullying?,cyberbullying victim کو کیسے support کیا جا سکتا ہے؟,Join the bullying / bullying join کرنا,Spread the embarrassing content / embarrassing content spread کرنا,Report the bullying and offer kind support / bullying report اور kind support offer کرنا,Ignore all safety tools / تمام safety tools ignore کرنا,C | Report the bullying and offer kind support / bullying report اور kind support offer کرنا,Medium,1,ULTRA,1
q_9_cs_ch8_030,1,8.3 Best Practices in Online Behavior,Analyze,Which combination represents responsible online behaviour?,کون سا combination responsible online behaviour represent کرتا ہے؟,"Strong privacy settings, respectful posts, and cautious link handling / strong privacy settings، respectful posts اور cautious link handling","Public passwords, insulting comments, and unknown downloads / public passwords، insulting comments اور unknown downloads","Open accounts, shared financial details, and untrusted apps / open accounts، shared financial details اور untrusted apps","Disabled 2FA, public Wi-Fi banking, and piracy / disabled 2FA، public Wi-Fi banking اور piracy","A | Strong privacy settings, respectful posts, and cautious link handling / strong privacy settings، respectful posts اور cautious link handling",Hard,1,PRO,1
TOPIC_SEP,1,8.4 Intellectual Property Rights,Topic,,,,,,,,,,,1
q_9_cs_ch8_031,1,8.4 Intellectual Property Rights,Remember,Why are intellectual property rights important?,intellectual property rights important کیوں ہیں؟,They make all work free to copy / وہ تمام work کو free to copy بناتے ہیں,They remove creator control / وہ creator control remove کرتے ہیں,They allow software piracy / وہ software piracy allow کرتے ہیں,They protect creations and ideas / وہ creations اور ideas protect کرتے ہیں,D | They protect creations and ideas / وہ creations اور ideas protect کرتے ہیں,Easy,1,PRO,1
q_9_cs_ch8_032,1,8.4 Intellectual Property Rights,Remember,What does copyright protect?,copyright کیا protect کرتی ہے؟,Only company slogans / صرف company slogans,"Original works such as books, music, movies, and software / original works جیسے books، music، movies اور software",Only new mechanical inventions / صرف new mechanical inventions,Only hardware specifications / صرف hardware specifications,"B | Original works such as books, music, movies, and software / original works جیسے books، music، movies اور software",Easy,1,PRO,1
q_9_cs_ch8_033,1,8.4 Intellectual Property Rights,Understand,What control does copyright give a creator?,copyright creator کو کیا control دیتی ہے؟,Control over every computer on the internet / internet کے ہر computer پر control,"Control over publishing, sharing, copying, or adapting the work / work کو publish، share، copy یا adapt کرنے پر control",Control over all company logos / تمام company logos پر control,Control over public Wi-Fi / public Wi-Fi پر control,"B | Control over publishing, sharing, copying, or adapting the work / work کو publish، share، copy یا adapt کرنے پر control",Medium,1,PRO,1
q_9_cs_ch8_034,1,8.4 Intellectual Property Rights,Remember,What is a trademark?,trademark کیا ہے؟,A backup copy of a file / file کی backup copy,A second login code / second login code,A software update / software update,"A symbol, name, or slogan that distinguishes a company's products or services / symbol، name یا slogan جو company کے products یا services distinguish کرے","D | A symbol, name, or slogan that distinguishes a company's products or services / symbol، name یا slogan جو company کے products یا services distinguish کرے",Easy,1,PRO,1
q_9_cs_ch8_035,1,8.4 Intellectual Property Rights,Understand,What does a trademark protect?,trademark کیا protect کرتا ہے؟,Brand identity / brand identity,A user's private password / user کا private password,A numerical database value / numerical database value,A public Wi-Fi connection / public Wi-Fi connection,A | Brand identity / brand identity,Easy,1,ULTRA,1
q_9_cs_ch8_036,1,8.4 Intellectual Property Rights,Remember,What does a patent protect?,patent کیا protect کرتا ہے؟,A social-media comment / social-media comment,A password / password,A new invention or process / new invention یا process,A file backup / file backup,C | A new invention or process / new invention یا process,Easy,1,PRO,1
q_9_cs_ch8_037,1,8.4 Intellectual Property Rights,Understand,What exclusive rights can a patent give an inventor?,patent inventor کو کون سے exclusive rights دے سکتا ہے؟,The right to copy every book / ہر book copy کرنے کا right,The right to use any password / کوئی بھی password use کرنے کا right,"The right to make, use, or sell the invention for a period / ایک period کے لیے invention کو make، use یا sell کرنے کا right",The right to distribute pirated software / pirated software distribute کرنے کا right,"C | The right to make, use, or sell the invention for a period / ایک period کے لیے invention کو make، use یا sell کرنے کا right",Medium,1,PRO,1
q_9_cs_ch8_038,1,8.4 Intellectual Property Rights,Remember,What is software piracy?,software piracy کیا ہے؟,"Illegal copying, distribution, or use of software / software کی illegal copying، distribution یا use",Legal purchase of a software license / software license کی legal purchase,Regular software updating / regular software updating,Creating a data backup / data backup create کرنا,"A | Illegal copying, distribution, or use of software / software کی illegal copying، distribution یا use",Easy,1,PRO,1
q_9_cs_ch8_039,1,8.4 Intellectual Property Rights,Understand,What do users generally purchase when they buy software?,software buy کرتے وقت users generally کیا purchase کرتے ہیں؟,Ownership of all source code / تمام source code کی ownership,The right to copy it for everyone / اسے everyone کے لیے copy کرنے کا right,A patent for the software / software کا patent,A license to use the software / software use کرنے کا license,D | A license to use the software / software use کرنے کا license,Medium,1,ULTRA,1
q_9_cs_ch8_040,1,8.4 Intellectual Property Rights,Understand,Why is software piracy harmful to developers?,software piracy developers کے لیے harmful کیوں ہے؟,It increases all legal sales / یہ تمام legal sales بڑھاتی ہے,It deprives them of revenue needed to create and improve products / یہ انہیں products create اور improve کرنے کے لیے required revenue سے محروم کرتی ہے,It automatically improves software quality / یہ software quality automatically improve کرتی ہے,It protects intellectual property / یہ intellectual property protect کرتی ہے,B | It deprives them of revenue needed to create and improve products / یہ انہیں products create اور improve کرنے کے لیے required revenue سے محروم کرتی ہے,Medium,1,PRO,1
q_9_cs_ch8_041,1,8.4 Intellectual Property Rights,Analyze,Which action respects intellectual property rights?,کون سا action intellectual property rights respect کرتا ہے؟,Downloading paid software without a license / paid software بغیر license download کرنا,Purchasing content legally or obtaining permission before use / content legally purchase یا use سے پہلے permission obtain کرنا,Copying a book without permission / book بغیر permission copy کرنا,Sharing pirated movies / pirated movies share کرنا,B | Purchasing content legally or obtaining permission before use / content legally purchase یا use سے پہلے permission obtain کرنا,Hard,1,PRO,1
