question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_cs_ch1_012,1,1.2 Software,Understand,How does application software differ from system software?,application software، system software سے کس طرح مختلف ہے؟,It always starts before the operating system / یہ ہمیشہ operating system سے پہلے شروع ہوتا ہے,It directly replaces the motherboard / یہ motherboard کو براہ راست بدل دیتا ہے,It helps users perform specific tasks / یہ users کو مخصوص tasks انجام دینے میں مدد دیتا ہے,It can never be installed by a user / اسے user کبھی install نہیں کر سکتا,C | It helps users perform specific tasks / یہ users کو مخصوص tasks انجام دینے میں مدد دیتا ہے,Medium,1,PRO,1
q_9_cs_ch1_013,1,1.2 Software,Remember,Which of the following is application software?,درج ذیل میں سے کون application software ہے؟,Linux kernel / لینکس کرنل,Printer driver / پرنٹر ڈرائیور,Google Docs / گوگل ڈاکس,Disk cleanup utility / ڈسک کلین اپ یوٹیلیٹی,C | Google Docs / گوگل ڈاکس,Easy,1,ULTRA,1
TOPIC_SEP,1,1.3 The Architecture of von Neumann Computers,Topic,,,,,,,,,,,1
q_9_cs_ch1_014,1,1.3 The Architecture of von Neumann Computers,Remember,Which four primary components are identified in the von Neumann architecture?,von Neumann architecture میں کون سے چار بنیادی اجزا بیان کیے گئے ہیں؟,"Memory, CPU, input mechanisms, and output mechanisms / memory، CPU، input mechanisms اور output mechanisms","Browser, printer, scanner, and modem / browser، printer، scanner اور modem","Keyboard, mouse, game, and file / keyboard، mouse، game اور file","Cloud, website, app, and password / cloud، website، app اور password","A | Memory, CPU, input mechanisms, and output mechanisms / memory، CPU، input mechanisms اور output mechanisms",Medium,1,PRO,1
q_9_cs_ch1_015,1,1.3 The Architecture of von Neumann Computers,Remember,What are the two main components of the CPU described in the book?,کتاب میں بیان کردہ CPU کے دو بنیادی اجزا کون سے ہیں؟,Input Unit and Output Unit / Input Unit اور Output Unit,RAM and hard disk / RAM اور hard disk,Data Bus and printer / Data Bus اور printer,Arithmetic Logic Unit and Control Unit / Arithmetic Logic Unit اور Control Unit,D | Arithmetic Logic Unit and Control Unit / Arithmetic Logic Unit اور Control Unit,Easy,1,PRO,1
q_9_cs_ch1_016,1,1.3 The Architecture of von Neumann Computers,Understand,What is the function of the ALU?,ALU کا function کیا ہے؟,It stores every file permanently / یہ ہر file مستقل طور پر محفوظ کرتا ہے,It performs mathematical computations and logical operations / یہ mathematical computations اور logical operations انجام دیتا ہے,It displays output on paper / یہ output کو کاغذ پر دکھاتا ہے,It connects the computer to the internet / یہ کمپیوٹر کو internet سے جوڑتا ہے,B | It performs mathematical computations and logical operations / یہ mathematical computations اور logical operations انجام دیتا ہے,Easy,1,PRO,1
q_9_cs_ch1_017,1,1.3 The Architecture of von Neumann Computers,Understand,What is the function of the Control Unit?,Control Unit کا function کیا ہے؟,It creates graphics independently / یہ آزادانہ graphics بناتا ہے,It directs CPU activities and supervises instruction execution / یہ CPU کی activities کو ہدایت دیتا اور instruction execution کی نگرانی کرتا ہے,It stores data permanently / یہ data مستقل طور پر محفوظ کرتا ہے,It acts only as an output device / یہ صرف output device کے طور پر کام کرتا ہے,B | It directs CPU activities and supervises instruction execution / یہ CPU کی activities کو ہدایت دیتا اور instruction execution کی نگرانی کرتا ہے,Medium,1,PRO,1
q_9_cs_ch1_018,1,1.3 The Architecture of von Neumann Computers,Remember,Which bus transports data between components?,کون سی bus اجزا کے درمیان data منتقل کرتی ہے؟,Address Bus / ایڈریس بس,Control Bus / کنٹرول بس,Power Bus / پاور بس,Data Bus / ڈیٹا بس,D | Data Bus / ڈیٹا بس,Easy,1,ULTRA,1
q_9_cs_ch1_019,1,1.3 The Architecture of von Neumann Computers,Remember,Which bus maintains data destination information?,کون سی bus data destination information برقرار رکھتی ہے؟,Address Bus / ایڈریس بس,Data Bus / ڈیٹا بس,Control Bus / کنٹرول بس,Output Bus / آؤٹ پٹ بس,A | Address Bus / ایڈریس بس,Easy,1,ULTRA,1
q_9_cs_ch1_020,1,1.3 The Architecture of von Neumann Computers,Remember,Which bus carries control electrical signals?,کون سی bus control electrical signals لے جاتی ہے؟,Data Bus / ڈیٹا بس,Address Bus / ایڈریس بس,Control Bus / کنٹرول بس,Memory Bus only / صرف میموری بس,C | Control Bus / کنٹرول بس,Easy,1,ULTRA,1
q_9_cs_ch1_021,1,1.3 The Architecture of von Neumann Computers,Analyze,What is the correct order of the four instruction-processing stages?,instruction processing کے چار stages کی درست ترتیب کیا ہے؟,"Decoding, storing, fetching, execution / decoding، storing، fetching، execution","Execution, fetching, storing, decoding / execution، fetching، storing، decoding","Fetching, decoding, execution, storing / fetching، decoding، execution، storing","Storing, execution, decoding, fetching / storing، execution، decoding، fetching","C | Fetching, decoding, execution, storing / fetching، decoding، execution، storing",Hard,1,PRO,1
q_9_cs_ch1_022,1,1.3 The Architecture of von Neumann Computers,Understand,"During fetching, where is the retrieved instruction placed?",fetching کے دوران حاصل کی گئی instruction کہاں رکھی جاتی ہے؟,Instruction Register / انسٹرکشن رجسٹر,Output device / آؤٹ پٹ ڈیوائس,Hard-copy file / ہارڈ کاپی فائل,Control Bus only / صرف کنٹرول بس,A | Instruction Register / انسٹرکشن رجسٹر,Medium,1,ELITE,1
q_9_cs_ch1_023,1,1.3 The Architecture of von Neumann Computers,Remember,What does the Program Counter store?,Program Counter کیا store کرتا ہے؟,The final printed output / آخری printed output,The user password / user password,The computer model name / computer model کا نام,The memory address of the next instruction / اگلی instruction کا memory address,D | The memory address of the next instruction / اگلی instruction کا memory address,Medium,1,ULTRA,1
TOPIC_SEP,1,1.4 Number Systems,Topic,,,,,,,,,,,1
q_9_cs_ch1_024,1,1.4 Number Systems,Remember,What is the base of the decimal number system?,decimal number system کی base کیا ہے؟,2,10,8,16,B | 10,Easy,1,PRO,1
q_9_cs_ch1_025,1,1.4 Number Systems,Remember,Which digits are used in the binary number system?,binary number system میں کون سے digits استعمال ہوتے ہیں؟,0 to 7 / 0 سے 7,0 and 1 / 0 اور 1,0 to 9 / 0 سے 9,0 to 9 and A to F / 0 سے 9 اور A سے F,B | 0 and 1 / 0 اور 1,Easy,1,PRO,1
q_9_cs_ch1_026,1,1.4 Number Systems,Apply,What is the decimal equivalent of the binary number 1011₂?,درج ذیل binary number کا decimal equivalent کیا ہے: 1011₂,9₁₀,10₁₀,13₁₀,11₁₀,D | 11₁₀,Medium,1,PRO,1
q_9_cs_ch1_027,1,1.4 Number Systems,Remember,What is the base of the octal number system?,octal number system کی base کیا ہے؟,8,2,10,16,A | 8,Easy,1,ULTRA,1
q_9_cs_ch1_028,1,1.4 Number Systems,Understand,How many binary bits correspond to one octal digit?,ایک octal digit کے برابر کتنے binary bits ہوتے ہیں؟,2 bits,4 bits,3 bits,8 bits,C | 3 bits,Medium,1,PRO,1
q_9_cs_ch1_029,1,1.4 Number Systems,Remember,Which symbols are used in the hexadecimal number system?,hexadecimal number system میں کون سے symbols استعمال ہوتے ہیں؟,0 and 1 only / صرف 0 اور 1,0–7 only / صرف 0–7,0–9 and A–F / 0–9 اور A–F,A–Z only / صرف A–Z,C | 0–9 and A–F / 0–9 اور A–F,Easy,1,PRO,1
q_9_cs_ch1_030,1,1.4 Number Systems,Understand,How many binary bits correspond to one hexadecimal digit?,ایک hexadecimal digit کے برابر کتنے binary bits ہوتے ہیں؟,4 bits,2 bits,3 bits,16 bits,A | 4 bits,Medium,1,PRO,1
q_9_cs_ch1_031,1,1.4 Number Systems,Apply,What is the binary equivalent of hexadecimal D?,hexadecimal D کا binary equivalent کیا ہے؟,1011,1110,1001,1101,D | 1101,Medium,1,ULTRA,1
TOPIC_SEP,1,1.5 Data Representation in Computing Systems,Topic,,,,,,,,,,,1
q_9_cs_ch1_032,1,1.5 Data Representation in Computing Systems,Remember,Which set contains zero and all positive integers?,کون سا set zero اور تمام positive integers پر مشتمل ہے؟,Signed integers only / صرف signed integers,Whole numbers (W),Negative numbers only / صرف negative numbers,Character codes only / صرف character codes,B | Whole numbers (W),Easy,1,ELITE,1
q_9_cs_ch1_033,1,1.5 Data Representation in Computing Systems,Apply,What is the maximum unsigned value that can be stored in 8 bits?,8 bits میں store ہونے والی maximum unsigned value کیا ہے؟,127,255,128,256,B | 255,Medium,1,PRO,1
q_9_cs_ch1_034,1,1.5 Data Representation in Computing Systems,Understand,What is the purpose of the sign bit in a signed integer?,signed integer میں sign bit کا مقصد کیا ہے؟,To store the file name / file name store کرنا,To count the number of bytes / bytes کی تعداد گننا,To convert text into sound / text کو sound میں بدلنا,To indicate whether the value is negative or positive / یہ ظاہر کرنا کہ value negative ہے یا positive,D | To indicate whether the value is negative or positive / یہ ظاہر کرنا کہ value negative ہے یا positive,Medium,1,ULTRA,1
q_9_cs_ch1_035,1,1.5 Data Representation in Computing Systems,Apply,How is 2’s complement formed from a binary number?,binary number کا 2’s complement کیسے بنایا جاتا ہے؟,Invert all bits and add 1 / تمام bits invert کرکے 1 add کریں,Add 2 without changing bits / bits بدلے بغیر 2 add کریں,Delete the least significant bit / least significant bit delete کریں,Reverse the order of digits only / صرف digits کی ترتیب الٹ دیں,A | Invert all bits and add 1 / تمام bits invert کرکے 1 add کریں,Medium,1,PRO,1
TOPIC_SEP,1,1.6 Binary Arithmetic Operations,Topic,,,,,,,,,,,1
q_9_cs_ch1_036,1,1.6 Binary Arithmetic Operations,Remember,What is the result of binary addition 1 + 1?,binary addition میں 1 + 1 کا result کیا ہے؟,1 with no carry / 1 بغیر carry,2 in one binary digit / ایک binary digit میں 2,0 with a carry of 1 / 0 اور carry 1,0 with no carry / 0 بغیر carry,C | 0 with a carry of 1 / 0 اور carry 1,Easy,1,PRO,1
q_9_cs_ch1_037,1,1.6 Binary Arithmetic Operations,Understand,How can binary subtraction be performed according to the chapter?,chapter کے مطابق binary subtraction کیسے کی جا سکتی ہے؟,By converting both numbers to text / دونوں numbers کو text میں بدل کر,By using only the OR operation / صرف OR operation استعمال کرکے,By adding the 2’s complement of the subtrahend to the minuend / subtrahend کا 2’s complement، minuend میں add کرکے,By deleting the carry before calculation / calculation سے پہلے carry delete کرکے,C | By adding the 2’s complement of the subtrahend to the minuend / subtrahend کا 2’s complement، minuend میں add کرکے,Hard,1,PRO,1
q_9_cs_ch1_038,1,1.6 Binary Arithmetic Operations,Analyze,Which sequence describes binary division?,کون سی sequence binary division کو بیان کرتی ہے؟,"Compare, subtract, shift, repeat / compare، subtract، shift، repeat","Shift, print, store, stop / shift، print، store، stop","Add, invert, decode, repeat / add، invert، decode، repeat","Fetch, decode, execute, store / fetch، decode، execute، store","A | Compare, subtract, shift, repeat / compare، subtract، shift، repeat",Hard,1,ULTRA,1
TOPIC_SEP,1,1.7 Common Text Encoding Schemes,Topic,,,,,,,,,,,1
q_9_cs_ch1_039,1,1.7 Common Text Encoding Schemes,Remember,What does ASCII stand for?,ASCII کا مکمل نام کیا ہے؟,Automated System Code for Internet Integration,Advanced Standard Computer Instruction Interface,American Software Control and Information Index,American Standard Code for Information Interchange,D | American Standard Code for Information Interchange,Medium,1,PRO,1
q_9_cs_ch1_040,1,1.7 Common Text Encoding Schemes,Remember,How many characters are included in standard ASCII?,standard ASCII میں کتنے characters شامل ہیں؟,64,128,256,1024,B | 128,Easy,1,ULTRA,1
q_9_cs_ch1_041,1,1.7 Common Text Encoding Schemes,Understand,Why is Unicode more suitable than ASCII for world writing systems?,Unicode دنیا کے writing systems کے لیے ASCII سے زیادہ موزوں کیوں ہے؟,It is limited to 7 bits and 128 characters / یہ 7 bits اور 128 characters تک محدود ہے,It can represent over a million characters through multiple encodings / یہ multiple encodings کے ذریعے دس لاکھ سے زیادہ characters represent کر سکتا ہے,It represents only English capital letters / یہ صرف English capital letters represent کرتا ہے,It cannot encode Urdu characters / یہ Urdu characters encode نہیں کر سکتا,B | It can represent over a million characters through multiple encodings / یہ multiple encodings کے ذریعے دس لاکھ سے زیادہ characters represent کر سکتا ہے,Medium,1,PRO,1
