question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch1_lq_013,1,1.5 Length Measuring Instruments,Long,compare,"State the similarities and differences between Vernier Callipers and a micrometer screw gauge in terms of construction, least count, measuring range, and suitable uses.",construction، least count، measuring range اور suitable uses کے لحاظ سے Vernier Callipers اور micrometer screw gauge کی similarities اور differences بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch1_007,1,1.5 Vernier Callipers,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_014,1,1.5 Vernier Callipers,Long,describe,"Describe the construction and uses of Vernier Callipers. Explain how its least count, observed reading, and corrected reading are determined, including the treatment of positive and negative zero errors.",Vernier Callipers کی construction اور uses بیان کریں۔ وضاحت کریں کہ اس کی least count، observed reading اور corrected reading کیسے determine کی جاتی ہیں، جس میں positive اور negative zero errors کی correction بھی شامل ہو۔,Hard,5,ULTRA,1
sep_9_phy_ch1_008,1,1.5 Vernier Callipers — Solved Examples,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_015,1,1.5 Vernier Callipers — Solved Examples,Numerical,determine,A Vernier Callipers has a main-scale reading of 4.3 cm and a least count of 0.01 cm. The 4th Vernier-scale division coincides with a main-scale mark. Determine the measured length.,"درج ذیل Vernier Callipers readings سے measured length معلوم کریں: main-scale reading = 4.3 cm, least count = 0.01 cm, coinciding Vernier division = 4",Easy,4,ULTRA,1
sep_9_phy_ch1_009,1,1.5 Micrometer Screw Gauge,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_016,1,1.5 Micrometer Screw Gauge,Long,describe,"Describe the construction and working of a micrometer screw gauge. Explain how its pitch, least count, measurement reading, and zero-error correction are determined.",micrometer screw gauge کی construction اور working بیان کریں۔ وضاحت کریں کہ اس کی pitch، least count، measurement reading اور zero-error correction کیسے determine کی جاتی ہیں۔,Hard,5,ULTRA,1
q_9_phy_ch1_lq_017,1,1.5 Micrometer Screw Gauge,Numerical,determine,A micrometer screw gauge has a pitch of 1 mm and 100 divisions on its circular scale. (a) Determine its least count. | (b) Determine the thickness of a steel rod when the main-scale reading is 5 mm and the 70th circular-scale division coincides with the reference line.,"درج ذیل micrometer screw gauge data استعمال کریں: pitch = 1 mm, circular-scale divisions = 100. (a) least count معلوم کریں۔ | (b) steel rod کی thickness معلوم کریں: main-scale reading = 5 mm, coinciding circular-scale division = 70",Hard,4,PRO,1
sep_9_phy_ch1_010,1,1.5 Micrometer Screw Gauge — Solved Examples,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_018,1,1.5 Micrometer Screw Gauge — Solved Examples,Numerical,determine,"A micrometer screw gauge has a main-scale reading of 6.5 mm, a circular-scale reading of 25, and a least count of 0.01 mm. Determine the thickness of the metal sheet.","درج ذیل micrometer screw gauge readings سے metal sheet کی thickness معلوم کریں: main-scale reading = 6.5 mm, circular-scale reading = 25, least count = 0.01 mm",Easy,4,ULTRA,1
sep_9_phy_ch1_011,1,1.6 Mass Measuring Instruments,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_019,1,1.6 Mass Measuring Instruments,Long,process_procedure,Explain the principle of a physical balance and describe the complete procedure for measuring the mass of an object with it.,physical balance کا principle explain کریں اور اس سے object کی mass measure کرنے کا complete procedure بیان کریں۔,Medium,5,ELITE,1
sep_9_phy_ch1_012,1,1.8 Volume Measuring Instruments,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_020,1,1.8 Volume Measuring Instruments,Long,process_procedure,Describe how a measuring cylinder is used to measure the volume of a liquid and an insoluble solid. Also explain the displacement-can method for an irregular solid that does not fit into the measuring cylinder.,بیان کریں کہ measuring cylinder سے liquid اور insoluble solid کا volume کیسے measure کیا جاتا ہے۔ نیز ایسے irregular solid کے لیے displacement-can method explain کریں جو measuring cylinder میں fit نہ ہو۔,Medium,5,ULTRA,1
sep_9_phy_ch1_013,1,1.9 Errors in Measurements,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_021,1,1.9 Errors in Measurements,Long,explain,"Identify and explain human, systematic, and random errors in experiments. State their major causes and the methods used to reduce their effects.",experiments میں human، systematic اور random errors کو identify اور explain کریں۔ ان کی major causes اور effects کو reduce کرنے کے methods بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch1_014,1,"1.10–1.13 Measurement Uncertainty, Significant Figures and Rounding",Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_022,1,"1.10–1.13 Measurement Uncertainty, Significant Figures and Rounding",Long,discuss,"Explain uncertainty in measurement and its relationship with the least count of an instrument. Discuss how repeated measurements, significant figures, and rounding rules are used to report measured values reliably.",measurement uncertainty اور instrument کی least count کے ساتھ اس کا relationship explain کریں۔ بحث کریں کہ repeated measurements، significant figures اور rounding rules کو measured values reliably report کرنے کے لیے کیسے use کیا جاتا ہے۔,Hard,5,ELITE,1
sep_9_phy_ch1_015,1,1.11 Significant Figures,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_023,1,1.11 Significant Figures,Numerical,determine,Determine the number of significant figures in each measurement: (a) 0.0045 m | (b) 2.047 m | (c) 3.40 m | (d) 3.420 × 10⁴ m.,ہر measurement میں significant figures کی تعداد معلوم کریں: (a) 0.0045 m | (b) 2.047 m | (c) 3.40 m | (d) 3.420 × 10⁴ m,Easy,4,PRO,1
sep_9_phy_ch1_016,1,1.12 Precision and Accuracy,Topic,topic_separator,,,,,,1
q_9_phy_ch1_lq_024,1,1.12 Precision and Accuracy,Long,compare,Differentiate between precision and accuracy of a measurement with suitable examples. Explain how least count and significant figures are related to these two concepts.,measurement کی precision اور accuracy میں suitable examples کے ساتھ فرق بیان کریں۔ وضاحت کریں کہ least count اور significant figures ان دونوں concepts کے ساتھ کیسے related ہیں۔,Medium,5,PRO,1
