question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch3_012,,3.1 Types of Forces,Remember,The force experienced by a rope when a person or load pulls it is:,جب کوئی شخص یا بوجھ رسی کو کھینچتا ہے تو رسی میں محسوس ہونے والی قوت ہے:,Air resistance / ہوا کی مزاحمت,Tension force / تناؤ کی قوت,Drag force / ڈریگ قوت,Elastic force / لچکدار قوت,B | Tension force / تناؤ کی قوت,Easy,1,high,
q_9_phy_ch3_013,,3.1 Types of Forces,Remember,A force that brings certain materials back to their original shape after deformation is:,وہ قوت جو بعض مادوں کو بگڑنے کے بعد دوبارہ اصل شکل میں لاتی ہے:,Elastic force / لچکدار قوت,Magnetic force / مقناطیسی قوت,Thrust / اتھاہ قوت,Weight / وزن,A | Elastic force / لچکدار قوت,Easy,1,high,
q_9_phy_ch3_014,,3.1 Types of Forces,Understand,Which pair contains only contact forces from the chapter?,درج ذیل میں سے کون سا جوڑا صرف تلامسی قوتوں پر مشتمل ہے؟,Friction and tension / رگڑ اور تناؤ,Gravitational and magnetic force / ثقلی اور مقناطیسی قوت,Electrostatic and gravitational force / برقی سکونی اور ثقلی قوت,Strong and weak nuclear force / قوی اور کمزور نیوکلیائی قوت,A | Friction and tension / رگڑ اور تناؤ,Medium,1,high,
q_9_phy_ch3_015,,3.1 Types of Forces,Understand,Non-contact forces can act from a distance because they are linked with a field.,غیر تلامسی قوتیں فاصلے سے عمل کر سکتی ہیں کیونکہ ان کے ساتھ ایک میدان وابستہ ہوتا ہے۔,They need direct touching / انہیں براہ راست تماس چاہیے,They are linked with a field / ان کے ساتھ میدان وابستہ ہوتا ہے,They act only in liquids / وہ صرف مائعات میں عمل کرتی ہیں,They act only in ropes / وہ صرف رسیوں میں عمل کرتی ہیں,B | They are linked with a field / ان کے ساتھ میدان وابستہ ہوتا ہے,Medium,1,high,
q_9_phy_ch3_016,,3.1 Types of Forces,Remember,A gravitational force is an attractive force that exists among all bodies having mass.,ثقلی قوت کمیت رکھنے والے تمام جسموں کے درمیان پائی جانے والی کششی قوت ہے۔,Repulsive force between all masses / تمام کمیتوں کے درمیان دافعی قوت,Attractive force among bodies having mass / کمیت والے جسموں کے درمیان کششی قوت,Force only inside magnets / صرف مقناطیس کے اندر قوت,Force only in a stretched rope / صرف کھنچی ہوئی رسی میں قوت,B | Attractive force among bodies having mass / کمیت والے جسموں کے درمیان کششی قوت,Easy,1,high,
q_9_phy_ch3_017,,3.1 Types of Forces,Apply,Which force brings a thrown object back to Earth?,اوپر پھینکے گئے جسم کو زمین کی طرف واپس لانے والی قوت کون سی ہے؟,Electrostatic force / برقی سکونی قوت,Gravitational force / ثقلی قوت,Tension force / تناؤ کی قوت,Normal force / عمودی قوت,B | Gravitational force / ثقلی قوت,Medium,1,high,
q_9_phy_ch3_018,,3.1 Types of Forces,Analyze,The value of the constant of gravitation G given in the chapter is:,باب میں دی گئی مستقلِ تجاذب G کی قیمت ہے:,6.67 × 10⁻¹¹ N m² kg⁻² / 6.67 × 10⁻¹¹ نیوٹن مربع میٹر فی کلوگرام مربع,9.8 N kg⁻¹ / 9.8 نیوٹن فی کلوگرام,10 m s⁻² / 10 میٹر فی سیکنڈ مربع,1 kg m s⁻² / 1 کلوگرام میٹر فی سیکنڈ مربع,A | 6.67 × 10⁻¹¹ N m² kg⁻² / 6.67 × 10⁻¹¹ نیوٹن مربع میٹر فی کلوگرام مربع,Hard,1,high,
q_9_phy_ch3_019,,3.1 Types of Forces,Understand,Like poles of two magnets repel and unlike poles attract.,دو مقناطیسوں کے ہم نام قطب دفع کرتے ہیں اور غیر ہم نام قطب کشش کرتے ہیں۔,Like poles attract / ہم نام قطب کشش کرتے ہیں,Unlike poles repel / غیر ہم نام قطب دفع کرتے ہیں,Like poles repel and unlike poles attract / ہم نام قطب دفع کرتے ہیں اور غیر ہم نام قطب کشش کرتے ہیں,Magnets act only by contact / مقناطیس صرف تماس سے عمل کرتے ہیں,C | Like poles repel and unlike poles attract / ہم نام قطب دفع کرتے ہیں اور غیر ہم نام قطب کشش کرتے ہیں,Medium,1,high,
q_9_phy_ch3_020,,3.1 Types of Forces,Understand,Which force acts between two charged objects?,دو چارج شدہ اجسام کے درمیان کون سی قوت عمل کرتی ہے؟,Electrostatic force / برقی سکونی قوت,Thrust / اتھاہ قوت,Friction / رگڑ,Air resistance / ہوا کی مزاحمت,A | Electrostatic force / برقی سکونی قوت,Medium,1,high,
,1,3.2 Fundamental Forces,,,,,,,,,,,,1
q_9_phy_ch3_021,,3.2 Fundamental Forces,Remember,How many fundamental forces are described ?, کتنی بنیادی قوتیں بیان کی گئی ہیں؟,Two / دو,Three / تین,Four / چار,Five / پانچ,C | Four / چار,Easy,1,high,
q_9_phy_ch3_022,,3.2 Fundamental Forces,Understand,Which force is described as the weakest among the four fundamental forces?,چار بنیادی قوتوں میں سب سے کمزور قوت کون سی بیان کی گئی ہے؟,Gravitational force / ثقلی قوت,Electromagnetic force / برقی مقناطیسی قوت,Strong nuclear force / قوی نیوکلیائی قوت,Weak nuclear force / کمزور نیوکلیائی قوت,A | Gravitational force / ثقلی قوت,Medium,1,high,
q_9_phy_ch3_023,,3.2 Fundamental Forces,Understand,Electromagnetic force includes electrostatic and magnetic forces.,برقی مقناطیسی قوت میں برقی سکونی اور مقناطیسی قوتیں شامل ہیں۔,Gravitational and drag forces / ثقلی اور ڈریگ قوتیں,Electrostatic and magnetic forces / برقی سکونی اور مقناطیسی قوتیں,Normal and tension forces / عمودی اور تناؤ قوتیں,Strong and weak forces only / صرف قوی اور کمزور قوتیں,B | Electrostatic and magnetic forces / برقی سکونی اور مقناطیسی قوتیں,Medium,1,high,
q_9_phy_ch3_024,,3.2 Fundamental Forces,Remember,Strong nuclear force holds atomic nuclei together by binding protons and neutrons.,قوی نیوکلیائی قوت پروٹانوں اور نیوٹرانوں کو باندھ کر ایٹمی مرکزے کو اکٹھا رکھتی ہے۔,Strong nuclear force / قوی نیوکلیائی قوت,Gravitational force / ثقلی قوت,Air resistance / ہوا کی مزاحمت,Tension force / تناؤ کی قوت,A | Strong nuclear force / قوی نیوکلیائی قوت,Easy,1,high,
q_9_phy_ch3_025,,3.2 Fundamental Forces,Analyze,The range of the strong nuclear force is of the order of:,قوی نیوکلیائی قوت کی حد تقریباً کس درجے کی ہے؟,10⁻¹⁴ m / 10⁻¹⁴ میٹر,10⁻¹⁷ m / 10⁻¹⁷ میٹر,10⁻¹¹ m / 10⁻¹¹ میٹر,10 m / 10 میٹر,A | 10⁻¹⁴ m / 10⁻¹⁴ میٹر,Hard,1,high,
q_9_phy_ch3_026,,3.2 Fundamental Forces,Analyze,Weak nuclear force is responsible for beta decay and radioactive decay of atoms.,کمزور نیوکلیائی قوت بیٹا تنزل اور ایٹموں کے تابکار تنزل کی ذمہ دار ہے۔,Strong nuclear force / قوی نیوکلیائی قوت,Weak nuclear force / کمزور نیوکلیائی قوت,Normal force / عمودی قوت,Friction / رگڑ,B | Weak nuclear force / کمزور نیوکلیائی قوت,Hard,1,high,
q_9_phy_ch3_027,,3.2 Fundamental Forces,Analyze,Which ordering of strengths is supported by the text for the weak nuclear force?,کمزور نیوکلیائی قوت کی طاقت کے بارے میں متن کے مطابق درست ترتیب کون سی ہے؟,Weaker than gravitational and stronger than electromagnetic / ثقلی سے کمزور اور برقی مقناطیسی سے طاقتور,Stronger than gravitational but weaker than electromagnetic / ثقلی سے طاقتور مگر برقی مقناطیسی سے کمزور,Stronger than strong nuclear force / قوی نیوکلیائی قوت سے طاقتور,Equal to friction / رگڑ کے برابر,B | Stronger than gravitational but weaker than electromagnetic / ثقلی سے طاقتور مگر برقی مقناطیسی سے کمزور,Hard,1,high,
q_9_phy_ch3_028,,3.2 Fundamental Forces,Analyze,Dr. Abdus Salam shared the 1979 Nobel Prize in Physics for work on the unification of weak nuclear and electromagnetic forces.,ڈاکٹر عبدالسلام نے کمزور نیوکلیائی اور برقی مقناطیسی قوتوں کے اتحاد پر کام کے لیے 1979 کا نوبل انعامِ طبیعیات مشترکہ طور پر حاصل کیا۔,Unification of weak nuclear and electromagnetic forces / کمزور نیوکلیائی اور برقی مقناطیسی قوتوں کا اتحاد,Discovery of friction / رگڑ کی دریافت,Measurement of mass / کمیت کی پیمائش,Invention of force meter / قوت پیما کی ایجاد,A | Unification of weak nuclear and electromagnetic forces / کمزور نیوکلیائی اور برقی مقناطیسی قوتوں کا اتحاد,Hard,1,high,
,1,3.3 Forces in a Free-Body Diagram,,,,,,,,,,,,1
q_9_phy_ch3_029,,3.3 Forces in a Free-Body Diagram,Remember,A free-body diagram is used to show relative magnitudes and directions of all forces acting on an object.,آزاد جسمانی خاکہ کسی جسم پر عمل کرنے والی تمام قوتوں کی نسبتی مقداروں اور سمتوں کو ظاہر کرنے کے لیے استعمال ہوتا ہے۔,Relative magnitudes and directions of forces / قوتوں کی نسبتی مقداریں اور سمتیں,Only the mass of an object / صرف جسم کی کمیت,Only the colour of forces / صرف قوتوں کا رنگ,Only time intervals / صرف وقفہ ہائے وقت,A | Relative magnitudes and directions of forces / قوتوں کی نسبتی مقداریں اور سمتیں,Easy,1,high,
q_9_phy_ch3_030,,3.3 Forces in a Free-Body Diagram,Remember,"In a free-body diagram, the object is usually represented by a box.",آزاد جسمانی خاکے میں جسم کو عموماً ایک ڈبے سے ظاہر کیا جاتا ہے۔,Circle only / صرف دائرہ,Box / ڈبہ,Wave / موج,Number line / عددی لکیر,B | Box / ڈبہ,Easy,1,high,
q_9_phy_ch3_031,,3.3 Forces in a Free-Body Diagram,Understand,"In a free-body diagram, the length of a force arrow reflects:",آزاد جسمانی خاکے میں قوت کے تیر کی لمبائی کیا ظاہر کرتی ہے؟,The type of material / مادے کی قسم,Magnitude of force / قوت کی مقدار,The temperature / درجہ حرارت,The colour of the object / جسم کا رنگ,B | Magnitude of force / قوت کی مقدار,Medium,1,high,
q_9_phy_ch3_032,,3.3 Forces in a Free-Body Diagram,Understand,"In the book-on-table free-body diagram, the upward force on the book is:",میز پر رکھی کتاب کے آزاد جسمانی خاکے میں کتاب پر اوپر کی طرف قوت ہے:,Weight / وزن,Normal force / عمودی قوت,Friction / رگڑ,Applied force / لگائی گئی قوت,B | Normal force / عمودی قوت,Medium,1,high,
q_9_phy_ch3_033,,3.3 Forces in a Free-Body Diagram,Analyze,A block is pushed right on a table and friction acts left. Which pair represents opposite horizontal forces on the block?,ایک بلاک کو میز پر دائیں طرف دھکیلا گیا اور رگڑ بائیں طرف ہے۔ بلاک پر مخالف افقی قوتیں کون سی ہیں؟,Applied force and friction / لگائی گئی قوت اور رگڑ,Weight and normal force / وزن اور عمودی قوت,Tension and gravity / تناؤ اور کشش ثقل,Thrust and drag / اتھاہ قوت اور ڈریگ,A | Applied force and friction / لگائی گئی قوت اور رگڑ,Hard,1,high,
,1,3.4 Newton's Laws of Motion and Inertia,,,,,,,,,,,,1
q_9_phy_ch3_034,,3.4 Newton's Laws of Motion and Inertia,Remember,Newton's first law states that a body continues its state of rest or uniform motion in a straight line unless acted upon by an external force.,نیوٹن کا پہلا قانون بیان کرتا ہے کہ جسم بیرونی قوت کے بغیر سکون یا سیدھی لکیر میں یکساں حرکت کی حالت برقرار رکھتا ہے۔,Newton's first law / نیوٹن کا پہلا قانون,Newton's second law / نیوٹن کا دوسرا قانون,Newton's third law / نیوٹن کا تیسرا قانون,Law of gravitation / قانونِ تجاذب,A | Newton's first law / نیوٹن کا پہلا قانون,Easy,1,high,
q_9_phy_ch3_035,,3.4 Newton's Laws of Motion and Inertia,Understand,A passenger bends forward when a fast-moving bus stops suddenly because the passenger tends to continue the motion.,تیز چلتی بس کے اچانک رکنے پر مسافر آگے جھکتا ہے کیونکہ وہ اپنی حرکت جاری رکھنے کا رجحان رکھتا ہے۔,Inertia of motion / حرکت کا جمود,Electrostatic force / برقی سکونی قوت,Thrust of liquid / مائع کی اتھاہ قوت,Weak nuclear force / کمزور نیوکلیائی قوت,A | Inertia of motion / حرکت کا جمود,Medium,1,high,
q_9_phy_ch3_036,,3.4 Newton's Laws of Motion and Inertia,Remember,The property of a body to maintain its state of rest or uniform motion in a straight line is called:,جسم کی سکون یا سیدھی لکیر میں یکساں حرکت کی حالت برقرار رکھنے کی خاصیت کہلاتی ہے:,Momentum / مومنٹم,Inertia / جمود,Impulse / امپلس,Drag / ڈریگ,B | Inertia / جمود,Easy,1,high,
q_9_phy_ch3_037,,3.4 Newton's Laws of Motion and Inertia,Understand,A truck has more inertia than a bicycle mainly because:,ٹرک میں سائیکل کی نسبت زیادہ جمود بنیادی طور پر اس لیے ہوتا ہے کہ:,It has greater mass / اس کی کمیت زیادہ ہوتی ہے,It has less colour / اس کا رنگ کم ہوتا ہے,It has no wheels / اس کے پہیے نہیں ہوتے,It has no friction / اس میں رگڑ نہیں ہوتی,A | It has greater mass / اس کی کمیت زیادہ ہوتی ہے,Medium,1,high,
q_9_phy_ch3_038,,3.4 Newton's Laws of Motion and Inertia,Remember,Newton's second law can be written mathematically as:,نیوٹن کا دوسرا قانون ریاضیاتی طور پر لکھا جا سکتا ہے:,F = ma / F = ma,p = mv / p = mv,W = mg only / صرف W = mg,F = Gm₁m₂/r² only / صرف F = Gm₁m₂/r²,A | F = ma / F = ma,Easy,1,high,
q_9_phy_ch3_039,,3.4 Newton's Laws of Motion and Inertia,Apply,A net external force produces acceleration in the direction of the force.,بیرونی خالص قوت قوت کی سمت میں تعجیل پیدا کرتی ہے۔,Opposite to the force / قوت کے مخالف,In the direction of force / قوت کی سمت میں,Always upward / ہمیشہ اوپر,Always zero / ہمیشہ صفر,B | In the direction of force / قوت کی سمت میں,Medium,1,high,
q_9_phy_ch3_040,,3.4 Newton's Laws of Motion and Inertia,Analyze,One newton is the force that produces acceleration of 1 m s⁻² in a mass of 1 kg.,ایک نیوٹن وہ قوت ہے جو 1 kg کمیت میں 1 m s⁻² تعجیل پیدا کرے۔,1 kg m s⁻² / 1 کلوگرام میٹر فی سیکنڈ مربع,1 kg m s⁻¹ / 1 کلوگرام میٹر فی سیکنڈ,1 N s / 1 نیوٹن سیکنڈ,1 N kg⁻¹ / 1 نیوٹن فی کلوگرام,A | 1 kg m s⁻² / 1 کلوگرام میٹر فی سیکنڈ مربع,Hard,1,high,
q_9_phy_ch3_041,,3.4 Newton's Laws of Motion and Inertia,Analyze,"If the same net force is applied to two bodies of different masses, which body gets greater acceleration?",اگر دو مختلف کمیتوں والے جسموں پر ایک جیسی خالص قوت لگائی جائے تو کس جسم میں زیادہ تعجیل پیدا ہو گی؟,The body with smaller mass / کم کمیت والا جسم,The body with larger mass / زیادہ کمیت والا جسم,Both get zero acceleration / دونوں میں صفر تعجیل ہو گی,Mass has no effect / کمیت کا کوئی اثر نہیں,A | The body with smaller mass / کم کمیت والا جسم,Hard,1,high,
q_9_phy_ch3_042,,3.4 Newton's Laws of Motion and Inertia,Remember,Newton's third law states that for every action there is an equal and opposite reaction.,نیوٹن کا تیسرا قانون بیان کرتا ہے کہ ہر عمل کا برابر اور مخالف ردعمل ہوتا ہے۔,Third law of motion / حرکت کا تیسرا قانون,First law of motion / حرکت کا پہلا قانون,Law of gravitation / قانونِ تجاذب,Law of inertia only / صرف قانونِ جمود,A | Third law of motion / حرکت کا تیسرا قانون,Easy,1,high,
q_9_phy_ch3_043,,3.4 Newton's Laws of Motion and Inertia,Understand,Action and reaction forces cannot balance each other because they act on:,عمل اور ردعمل کی قوتیں ایک دوسرے کو متوازن نہیں کر سکتیں کیونکہ وہ عمل کرتی ہیں:,The same body / ایک ہی جسم پر,Two different bodies / دو مختلف جسموں پر,Only one point / صرف ایک نقطے پر,Only in liquids / صرف مائعات میں,B | Two different bodies / دو مختلف جسموں پر,Medium,1,high,
q_9_phy_ch3_044,,3.4 Newton's Laws of Motion and Inertia,Apply,"When a bullet is fired from a gun, the gun recoils backward due to:","جب بندوق سے گولی چلائی جاتی ہے تو بندوق پیچھے ہٹتی ہے، اس کی وجہ ہے:",Action and reaction / عمل اور ردعمل,Decrease of mass / کمیت کا کم ہونا,Absence of force / قوت کا نہ ہونا,Only air resistance / صرف ہوا کی مزاحمت,A | Action and reaction / عمل اور ردعمل,Medium,1,high,
q_9_phy_ch3_045,,3.4 Newton's Laws of Motion and Inertia,Analyze,Newton's laws of motion give a good approximation but are not exact for objects that are very small or moving close to the speed of light.,نیوٹن کے قوانینِ حرکت اچھا تقرب دیتے ہیں مگر بہت چھوٹے اجسام یا روشنی کی رفتار کے قریب حرکت کے لیے عین درست نہیں ہوتے۔,Everyday slow objects only / صرف روزمرہ سست اجسام,Very small objects or objects near light speed / بہت چھوٹے اجسام یا روشنی کی رفتار کے قریب اجسام,Only objects at rest / صرف ساکن اجسام,Only falling stones / صرف گرتے پتھر,B | Very small objects or objects near light speed / بہت چھوٹے اجسام یا روشنی کی رفتار کے قریب اجسام,Hard,1,high,
,1,"3.6 Mass, Weight and Gravitational Field",,,,,,,,,,,,1
q_9_phy_ch3_046,,"3.6 Mass, Weight and Gravitational Field",Remember,Mass is a scalar quantity and its SI unit is kilogram.,کمیت اسکیلر مقدار ہے اور اس کی SI اکائی کلوگرام ہے۔,Mass / کمیت,Weight / وزن,Force / قوت,Impulse / امپلس,A | Mass / کمیت,Easy,1,high,
q_9_phy_ch3_047,,"3.6 Mass, Weight and Gravitational Field",Remember,Weight is the gravitational force acting on an object and is a vector quantity.,وزن کسی جسم پر عمل کرنے والی ثقلی قوت ہے اور یہ ویکٹر مقدار ہے۔,Weight / وزن,Mass / کمیت,Time / وقت,Temperature / درجہ حرارت,A | Weight / وزن,Easy,1,high,
q_9_phy_ch3_048,,"3.6 Mass, Weight and Gravitational Field",Understand,Why does the weight of an object not remain the same everywhere?,کسی جسم کا وزن ہر جگہ ایک جیسا کیوں نہیں رہتا؟,Because g varies from place to place and with altitude / کیونکہ g جگہ اور بلندی کے ساتھ بدلتا ہے,Because mass always changes / کیونکہ کمیت ہمیشہ بدلتی ہے,Because ordinary balance measures weight directly / کیونکہ عام ترازو وزن براہ راست ناپتا ہے,Because weight is scalar / کیونکہ وزن اسکیلر ہے,A | Because g varies from place to place and with altitude / کیونکہ g جگہ اور بلندی کے ساتھ بدلتا ہے,Medium,1,high,
q_9_phy_ch3_049,,"3.6 Mass, Weight and Gravitational Field",Remember,The gravitational field strength is defined as gravitational force acting on unit mass.,ثقلی میدان کی شدت کو اکائی کمیت پر عمل کرنے والی ثقلی قوت کہا جاتا ہے۔,Force per unit mass / اکائی کمیت پر قوت,Mass per unit volume / اکائی حجم پر کمیت,Velocity per unit time / اکائی وقت پر ولاسٹی,Momentum per unit mass / اکائی کمیت پر مومنٹم,A | Force per unit mass / اکائی کمیت پر قوت,Easy,1,high,
q_9_phy_ch3_050,,"3.6 Mass, Weight and Gravitational Field",Remember,The value of g used in the chapter is:,باب میں استعمال کی گئی g کی قیمت ہے:,10 N kg⁻¹ / 10 نیوٹن فی کلوگرام,6.67 × 10⁻¹¹ N m² kg⁻² / 6.67 × 10⁻¹¹ نیوٹن مربع میٹر فی کلوگرام مربع,1 N / 1 نیوٹن,100 N / 100 نیوٹن,A | 10 N kg⁻¹ / 10 نیوٹن فی کلوگرام,Easy,1,high,
q_9_phy_ch3_051,,"3.6 Mass, Weight and Gravitational Field",Apply,"Using w = mg, the weight of a 100 g mass is approximately:",w = mg استعمال کرتے ہوئے 100 g کمیت کا وزن تقریباً ہے:,0.1 N / 0.1 نیوٹن,1 N / 1 نیوٹن,10 N / 10 نیوٹن,100 N / 100 نیوٹن,B | 1 N / 1 نیوٹن,Medium,1,high,
q_9_phy_ch3_052,,"3.6 Mass, Weight and Gravitational Field",Apply,"Using g = 10 N kg⁻¹, the weight of an 80 kg person on Earth is:",g = 10 N kg⁻¹ استعمال کرتے ہوئے 80 kg شخص کا زمین پر وزن ہے:,80 N / 80 نیوٹن,128 N / 128 نیوٹن,800 N / 800 نیوٹن,8000 N / 8000 نیوٹن,C | 800 N / 800 نیوٹن,Medium,1,high,
q_9_phy_ch3_053,,"3.6 Mass, Weight and Gravitational Field",Apply,"If the acceleration due to gravity on the Moon is 1.6 m s⁻², the weight of an 80 kg person on the Moon is:",اگر چاند پر ثقلی تعجیل 1.6 m s⁻² ہو تو 80 kg شخص کا چاند پر وزن ہے:,80 N / 80 نیوٹن,128 N / 128 نیوٹن,800 N / 800 نیوٹن,1.6 N / 1.6 نیوٹن,B | 128 N / 128 نیوٹن,Medium,1,high,
q_9_phy_ch3_054,,"3.6 Mass, Weight and Gravitational Field",Analyze,"At a fixed location, comparing weights can conveniently compare masses because weight is proportional to mass.",ایک مقررہ مقام پر وزن کا موازنہ کمیتوں کا موازنہ کر سکتا ہے کیونکہ وزن کمیت کے متناسب ہوتا ہے۔,Weight is proportional to mass at that location / اس مقام پر وزن کمیت کے متناسب ہے,Mass becomes zero there / وہاں کمیت صفر ہو جاتی ہے,Weight is independent of g / وزن g سے آزاد ہے,Weight is measured by ordinary balance only / وزن صرف عام ترازو سے ناپا جاتا ہے,A | Weight is proportional to mass at that location / اس مقام پر وزن کمیت کے متناسب ہے,Hard,1,high,
,1,"3.7 Mechanical and Electronic Balances, Force Meter",,,,,,,,,,,,1
q_9_phy_ch3_055,,"3.7 Mechanical and Electronic Balances, Force Meter",Remember,A mechanical balance compares masses by balancing objects with standard weights.,مکینکی ترازو اجسام کو معیاری اوزان سے متوازن کر کے کمیتوں کا موازنہ کرتا ہے۔,Mechanical balance / مکینکی ترازو,Force meter / قوت پیما,Speedometer / سپیڈومیٹر,Magnet / مقناطیس,A | Mechanical balance / مکینکی ترازو,Easy,1,high,
q_9_phy_ch3_056,,"3.7 Mechanical and Electronic Balances, Force Meter",Understand,An electronic balance is more precise than a mechanical balance and displays mass on its screen.,الیکٹرانک ترازو مکینکی ترازو سے زیادہ درست ہوتا ہے اور کمیت سکرین پر دکھاتا ہے۔,Electronic balance / الیکٹرانک ترازو,Spring balance only / صرف سپرنگ بیلنس,Force meter only / صرف قوت پیما,Ordinary ruler / عام خط کش,A | Electronic balance / الیکٹرانک ترازو,Medium,1,high,
q_9_phy_ch3_057,,"3.7 Mechanical and Electronic Balances, Force Meter",Remember,A force meter is also called a newton meter or spring balance.,قوت پیما کو نیوٹن میٹر یا سپرنگ بیلنس بھی کہا جاتا ہے۔,Newton meter or spring balance / نیوٹن میٹر یا سپرنگ بیلنس,Electronic balance only / صرف الیکٹرانک ترازو,Mechanical platform balance only / صرف مکینکی پلیٹ فارم ترازو,Thermometer / تھرمامیٹر,A | Newton meter or spring balance / نیوٹن میٹر یا سپرنگ بیلنس,Easy,1,high,
