question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch4_013,1,4.3 Couple,Remember,A couple consists of:,couple کن forces پر مشتمل ہوتا ہے؟,Two equal forces acting at the same point / same point پر two equal forces,A single force through the axis / axis کے through single force,Two perpendicular velocities / two perpendicular velocities,Two equal and opposite parallel forces at different points / different points پر two equal and opposite parallel forces,D | Two equal and opposite parallel forces at different points / different points پر two equal and opposite parallel forces,Medium,1,PRO,1
q_9_phy_ch4_014,1,4.3 Couple,Understand,A couple produces:,couple کیا produce کرتا ہے؟,Only translational acceleration / صرف translational acceleration,A change in mass / mass میں change,Turning effect without a resultant force / resultant force کے بغیر turning effect,Zero torque with nonzero force / zero torque with nonzero force,C | Turning effect without a resultant force / resultant force کے بغیر turning effect,Medium,1,ELITE,1
TOPIC_SEP,1,4.6 Principle of Moments,Topic,,,,,,,,,,,1
q_9_phy_ch4_015,1,4.6 Principle of Moments,Remember,"For a body in rotational equilibrium, the sum of clockwise moments is:",rotational equilibrium میں clockwise moments کا sum کس کے equal ہوتا ہے؟,Total force / total force,Mass of the body / body کی mass,Centripetal force / centripetal force,Sum of anticlockwise moments / anticlockwise moments کے sum,D | Sum of anticlockwise moments / anticlockwise moments کے sum,Easy,1,PRO,1
q_9_phy_ch4_016,1,4.6 Principle of Moments,Apply,A 30 kg child sits 2 m from a pivot. The opposing moment due to another child must equal:,30 kg child pivot سے 2 m دور بیٹھتی ہے۔ opposing moment کس کے equal ہونا چاہیے؟,The total mass only / صرف total mass,The radius only / صرف radius,The first child's moment / first child کے moment,Zero force / zero force,C | The first child's moment / first child کے moment,Medium,1,PRO,1
q_9_phy_ch4_017,1,4.6 Principle of Moments,Understand,A shop balance with unequal arms gives correct results only when:,unequal arms والی shop balance correct result کب دے گی؟,Both pans have zero mass / دونوں pans کی mass zero ہو,The turning moments are properly balanced / turning moments properly balanced ہوں,The customer uses a spring balance / customer spring balance use کرے,The longer arm is ignored / longer arm ignore کیا جائے,B | The turning moments are properly balanced / turning moments properly balanced ہوں,Hard,1,ELITE,1
q_9_phy_ch4_018,1,4.6 Principle of Moments,Apply,A 300 N force acts perpendicularly 1.2 m from a hinge. The torque is:,300 N force hinge سے 1.2 m distance پر perpendicularly act کرتی ہے۔ torque معلوم کریں۔,360 N·m,250 N·m,300 N·m,120 N·m,A | 360 N·m,Hard,1,PRO,1
TOPIC_SEP,1,4.7 Centre of Gravity and Centre of Mass,Topic,,,,,,,,,,,1
q_9_phy_ch4_019,1,4.7 Centre of Gravity and Centre of Mass,Remember,The centre of gravity is the point through which:,centre of gravity وہ point ہے جس کے through کیا act کرتا ہے؟,Only centripetal force acts / صرف centripetal force act کرتی ہے,The whole weight of the body is considered to act / body کا whole weight act کرتا considered ہوتا ہے,The body has no mass / body کی mass نہیں ہوتی,All velocities become zero / تمام velocities zero ہو جاتی ہیں,B | The whole weight of the body is considered to act / body کا whole weight act کرتا considered ہوتا ہے,Easy,1,PRO,1
q_9_phy_ch4_020,1,4.7 Centre of Gravity and Centre of Mass,Remember,The centre of mass is the point where:,centre of mass وہ point ہے جہاں کیا assumed ہوتا ہے؟,The whole mass is assumed concentrated / whole mass concentrated assumed ہوتی ہے,The whole pressure is zero / whole pressure zero ہوتی ہے,Only weight disappears / صرف weight disappear ہوتی ہے,The body must rotate / body لازماً rotate کرتی ہے,A | The whole mass is assumed concentrated / whole mass concentrated assumed ہوتی ہے,Easy,1,ULTRA,1
q_9_phy_ch4_021,1,4.7 Centre of Gravity and Centre of Mass,Understand,The centre of mass of a body:,body کا centre of mass کہاں ہو سکتا ہے؟,Always lies inside the body / always body کے inside,"May lie inside, outside or on the body / body کے inside، outside یا surface پر ہو سکتا ہے",Always lies outside the body / always body کے outside,Always lies at the lowest point / always lowest point پر,"B | May lie inside, outside or on the body / body کے inside، outside یا surface پر ہو سکتا ہے",Medium,1,PRO,1
q_9_phy_ch4_022,1,4.7 Centre of Gravity and Centre of Mass,Apply,"For an irregular lamina, the centre of gravity can be found experimentally using:",irregular lamina کا centre of gravity experimentally کس method سے find کیا جا سکتا ہے؟,Only a stopwatch / صرف stopwatch,A hydrometer / hydrometer,A spring constant graph / spring constant graph,Suspension and plumb lines / suspension اور plumb lines,D | Suspension and plumb lines / suspension اور plumb lines,Medium,1,ELITE,1
TOPIC_SEP,1,4.8 Conditions of Equilibrium,Topic,,,,,,,,,,,1
q_9_phy_ch4_023,1,4.8 Conditions of Equilibrium,Remember,A body is in equilibrium when it has:,body equilibrium میں کب ہوتی ہے؟,Maximum speed / maximum speed,Maximum torque only / صرف maximum torque,No acceleration / no acceleration,Changing mass / changing mass,C | No acceleration / no acceleration,Easy,1,PRO,1
q_9_phy_ch4_024,1,4.8 Conditions of Equilibrium,Remember,The first condition of equilibrium is:,equilibrium کی first condition کیا ہے؟,Στ ≠ 0,F = mv,ΣF = 0,P = F/A,C | ΣF = 0,Medium,1,PRO,1
q_9_phy_ch4_025,1,4.8 Conditions of Equilibrium,Remember,The second condition of equilibrium is:,equilibrium کی second condition کیا ہے؟,Στ = 0,ΣF ≠ 0,v = u + at,ρ = m/V,A | Στ = 0,Medium,1,PRO,1
q_9_phy_ch4_026,1,4.8 Conditions of Equilibrium,Understand,Complete equilibrium requires:,complete equilibrium کے لیے کیا required ہے؟,Only zero resultant force / صرف zero resultant force,Only zero resultant torque / صرف zero resultant torque,Both resultant force and resultant torque equal zero / resultant force اور resultant torque دونوں zero ہوں,Maximum acceleration / maximum acceleration,C | Both resultant force and resultant torque equal zero / resultant force اور resultant torque دونوں zero ہوں,Medium,1,PRO,1
q_9_phy_ch4_027,1,4.8 Conditions of Equilibrium,Analyze,An accelerated body cannot be in equilibrium because:,accelerated body equilibrium میں کیوں نہیں ہو سکتی؟,Its mass must be zero / اس کی mass zero ہونی چاہیے,Its centre of gravity disappears / اس کا centre of gravity disappear ہو جاتا ہے,Its resultant force is not zero / اس کی resultant force zero نہیں ہوتی,Its torque is always negative / اس کا torque always negative ہوتا ہے,C | Its resultant force is not zero / اس کی resultant force zero نہیں ہوتی,Hard,1,PRO,1
TOPIC_SEP,1,4.10 States of Equilibrium,Topic,,,,,,,,,,,1
q_9_phy_ch4_028,1,4.10 States of Equilibrium,Remember,A body that returns to its original position after a slight tilt is in:,slight tilt کے بعد original position پر return کرنے والی body کس equilibrium میں ہے؟,Stable equilibrium / stable equilibrium,Unstable equilibrium / unstable equilibrium,Neutral equilibrium / neutral equilibrium,Dynamic acceleration / dynamic acceleration,A | Stable equilibrium / stable equilibrium,Easy,1,PRO,1
q_9_phy_ch4_029,1,4.10 States of Equilibrium,Remember,A body that moves farther from its original position after a slight tilt is in:,slight tilt کے بعد original position سے further move کرنے والی body کس equilibrium میں ہے؟,Unstable equilibrium / unstable equilibrium,Stable equilibrium / stable equilibrium,Neutral equilibrium / neutral equilibrium,Translational equilibrium / translational equilibrium,A | Unstable equilibrium / unstable equilibrium,Medium,1,PRO,1
q_9_phy_ch4_030,1,4.10 States of Equilibrium,Remember,A body that remains in its new position after displacement is in:,displacement کے بعد new position میں remain کرنے والی body کس equilibrium میں ہے؟,Stable equilibrium / stable equilibrium,Neutral equilibrium / neutral equilibrium,Unstable equilibrium / unstable equilibrium,Rotatory acceleration / rotatory acceleration,B | Neutral equilibrium / neutral equilibrium,Medium,1,PRO,1
TOPIC_SEP,1,4.11–4.12 Stability,Topic,,,,,,,,,,,1
q_9_phy_ch4_031,1,4.11–4.12 Stability,Understand,Stability is improved by:,stability کیسے improve کی جاتی ہے؟,Raising the centre of gravity and narrowing the base / centre of gravity raise اور base narrow کرکے,Increasing speed only / صرف speed increase کرکے,Removing all friction / تمام friction remove کرکے,Lowering the centre of gravity and widening the base / centre of gravity lower اور base wider کرکے,D | Lowering the centre of gravity and widening the base / centre of gravity lower اور base wider کرکے,Medium,1,PRO,1
q_9_phy_ch4_032,1,4.11–4.12 Stability,Apply,A racing car is designed low and wide mainly to:,racing car کو low اور wide mainly کیوں design کیا جاتا ہے؟,Increase centre of gravity / centre of gravity increase کرنے کے لیے,Reduce its mass to zero / اس کی mass zero کرنے کے لیے,Increase stability / stability increase کرنے کے لیے,Remove centripetal force / centripetal force remove کرنے کے لیے,C | Increase stability / stability increase کرنے کے لیے,Hard,1,ELITE,1
TOPIC_SEP,1,4.13 Centripetal Force,Topic,,,,,,,,,,,1
q_9_phy_ch4_033,1,4.13 Centripetal Force,Remember,Centripetal force always acts:,centripetal force always کس direction میں act کرتی ہے؟,Along the tangent away from centre / tangent کے along centre سے away,Towards the centre of the circular path / circular path کے centre کی طرف,Vertically upward only / صرف vertically upward,Opposite to mass / mass کے opposite,B | Towards the centre of the circular path / circular path کے centre کی طرف,Easy,1,PRO,1
q_9_phy_ch4_034,1,4.13 Centripetal Force,Remember,The expression for centripetal force is:,centripetal force کا expression کیا ہے؟,F = mr/v²,F = v²/(mr),F = mvr,F = mv²/r,D | F = mv²/r,Medium,1,PRO,1
q_9_phy_ch4_035,1,4.13 Centripetal Force,Understand,"For the same mass and speed, centripetal force is greater on a curve with:",same mass اور speed کے لیے centripetal force کس curve پر greater ہوتی ہے؟,Larger radius / larger radius,Zero velocity / zero velocity,Smaller radius / smaller radius,No centre / no centre,C | Smaller radius / smaller radius,Medium,1,PRO,1
q_9_phy_ch4_036,1,4.13 Centripetal Force,Apply,"In a washing machine spin dryer, water escapes through holes because it:",washing machine spin dryer میں water holes سے کیوں escape کرتا ہے؟,Has no mass / اس کی mass نہیں ہوتی,Moves toward the centre permanently / permanently centre کی طرف move کرتا ہے,Becomes magnetic / magnetic بن جاتا ہے,Does not receive enough centripetal force to follow the drum / drum کو follow کرنے کے لیے enough centripetal force receive نہیں کرتا,D | Does not receive enough centripetal force to follow the drum / drum کو follow کرنے کے لیے enough centripetal force receive نہیں کرتا,Hard,1,ELITE,1
q_9_phy_ch4_037,1,4.13 Centripetal Force,Apply,A cream separator works mainly because heavier and lighter particles require different:,cream separator mainly کس difference پر work کرتا ہے؟,Temperatures at rest / rest پر temperatures,Centripetal forces for circular motion / circular motion کے لیے centripetal forces,Electric charges / electric charges,Spring constants / spring constants,B | Centripetal forces for circular motion / circular motion کے لیے centripetal forces,Hard,1,ELITE,1
TOPIC_SEP,1,4.3 Moment of Force,Topic,,,,,,,,,,,1
q_9_phy_ch4_038,1,4.3 Moment of Force,Remember,Moment of force is another name for:,moment of force کا دوسرا نام کیا ہے؟,Torque / torque,Pressure / pressure,Density / density,Momentum / momentum,A | Torque / torque,Easy,1,PRO,1
q_9_phy_ch4_039,1,4.10 States of Equilibrium,Apply,A cylinder resting on its circular base is normally in:,circular base پر resting cylinder normally کس equilibrium میں ہوتا ہے؟,Unstable equilibrium / unstable equilibrium,Neutral equilibrium / neutral equilibrium,Stable equilibrium / stable equilibrium,No equilibrium / no equilibrium,C | Stable equilibrium / stable equilibrium,Easy,1,PRO,1
q_9_phy_ch4_040,1,4.13 Centripetal Force,Remember,The force that keeps an object moving in a circular path is called:,object کو circular path میں move رکھنے والی force کیا کہلاتی ہے؟,Frictionless force / frictionless force,Linear force / linear force,Centripetal force / centripetal force,Elastic limit / elastic limit,C | Centripetal force / centripetal force,Easy,1,PRO,1
