question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch9_022,1,9.3 Interdisciplinary Fields,Remember,Computational physics uses:,computational physics کیا use کرتی ہے؟,Computational techniques to solve physical problems / physical problems solve کرنے کے لیے computational techniques,Only laboratory balances / صرف laboratory balances,Only magnetic compasses / صرف magnetic compasses,Only thermometers / صرف thermometers,A | Computational techniques to solve physical problems / physical problems solve کرنے کے لیے computational techniques,Medium,1,ELITE,1
TOPIC_SEP,1,9.4 Collaboration in Science,Topic,,,,,,,,,,,1
q_9_phy_ch9_023,1,9.4 Collaboration in Science,Understand,Interdisciplinary collaboration is important because complex problems often require:,interdisciplinary collaboration important کیوں ہے؟,Only one fixed viewpoint / صرف one fixed viewpoint,Expertise from several fields / several fields کی expertise,No data sharing / no data sharing,Avoiding experiments / experiments avoid کرنا,B | Expertise from several fields / several fields کی expertise,Hard,1,PRO,1
q_9_phy_ch9_024,1,9.4 Collaboration in Science,Analyze,"Nanotechnology is described as a blend of physics, chemistry, materials science and:",nanotechnology کو physics، chemistry، materials science اور کس field کا blend کہا گیا ہے؟,Only literature / صرف literature,Only history / صرف history,Engineering / engineering,Only music / صرف music,C | Engineering / engineering,Hard,1,ELITE,1
TOPIC_SEP,1,9.5 Scientific Method,Topic,,,,,,,,,,,1
q_9_phy_ch9_025,1,9.5 Scientific Method,Remember,The scientific method is a:,scientific method کیا ہے؟,Random opinion without testing / testing کے بغیر random opinion,Systematic approach to investigate natural problems / natural problems investigate کرنے کا systematic approach,Fixed law with no evidence / evidence کے بغیر fixed law,Machine-design process only / صرف machine-design process,B | Systematic approach to investigate natural problems / natural problems investigate کرنے کا systematic approach,Easy,1,PRO,1
q_9_phy_ch9_026,1,9.5 Scientific Method,Remember,The first step of the scientific method is to:,scientific method کا first step کیا ہے؟,Form a law immediately / immediately law form کرنا,Reject all observations / تمام observations reject کرنا,Build a machine first / پہلے machine build کرنا,Identify a problem or question / problem یا question identify کرنا,D | Identify a problem or question / problem یا question identify کرنا,Easy,1,PRO,1
q_9_phy_ch9_027,1,9.5 Scientific Method,Remember,A hypothesis is:,hypothesis کیا ہے؟,An unchangeable final law / unchangeable final law,A measurement unit / measurement unit,A possible explanation that can be tested / possible explanation جسے test کیا جا سکے,A branch of engineering / engineering کی branch,C | A possible explanation that can be tested / possible explanation جسے test کیا جا سکے,Easy,1,PRO,1
q_9_phy_ch9_028,1,9.5 Scientific Method,Remember,An experiment is an organized repeatable process used to:,experiment organized repeatable process ہے جو کس لیے use ہوتا ہے؟,Avoid evidence / evidence avoid کرنے کے لیے,Test a hypothesis / hypothesis test کرنے کے لیے,Create a unit / unit create کرنے کے لیے,Measure only mass / صرف mass measure کرنے کے لیے,B | Test a hypothesis / hypothesis test کرنے کے لیے,Easy,1,PRO,1
q_9_phy_ch9_029,1,9.5 Scientific Method,Understand,"After successful repeated testing and analysis, an explanation may become a:",successful repeated testing اور analysis کے بعد explanation کیا بن سکتی ہے؟,Unit / unit,Instrument / instrument,Vector / vector,Theory / theory,D | Theory / theory,Medium,1,PRO,1
q_9_phy_ch9_030,1,9.5 Scientific Method,Understand,A prediction is made by:,prediction کیسے made ہوتی ہے؟,Ignoring all data / تمام data ignore کرکے,Changing units randomly / units randomly change کرکے,Analyzing a theory to infer an unknown result / theory analyze کرکے unknown result infer کرنا,Removing the hypothesis / hypothesis remove کرکے,C | Analyzing a theory to infer an unknown result / theory analyze کرکے unknown result infer کرنا,Medium,1,PRO,1
q_9_phy_ch9_031,1,9.5 Scientific Method,Understand,A graph of organized data is an example of:,organized data کا graph کس کی example ہے؟,Forming a unit / unit form کرنا,Building a bridge / bridge build کرنا,Defining mass / mass define کرنا,Analyzing data / data analyze کرنا,D | Analyzing data / data analyze کرنا,Medium,1,PRO,1
q_9_phy_ch9_032,1,9.5 Scientific Method,Apply,The statement 'The colour of a door is brown' is an example of:,statement 'door کا colour brown ہے' کس کی example ہے؟,Prediction / prediction,Law / law,Theory / theory,Observation / observation,D | Observation / observation,Medium,1,PRO,1
TOPIC_SEP,1,"9.5 Theory, Law and Falsifiability",Topic,,,,,,,,,,,1
q_9_phy_ch9_033,1,"9.5 Theory, Law and Falsifiability",Remember,A scientific law is a theory that has been:,scientific law ایسی theory ہے جو کیا ہو؟,Never tested / کبھی test نہ ہوئی,Based only on opinion / صرف opinion پر based,Tested many times and generally accepted / many times tested اور generally accepted,Kept secret / secret رکھی گئی,C | Tested many times and generally accepted / many times tested اور generally accepted,Easy,1,PRO,1
q_9_phy_ch9_034,1,"9.5 Theory, Law and Falsifiability",Understand,Scientific theories and laws may be modified when:,scientific theories اور laws کب modify ہو سکتے ہیں؟,New evidence and insights appear / new evidence اور insights appear ہوں,No one performs experiments / کوئی experiment perform نہ کرے,Their units are changed / ان کی units change ہوں,A machine becomes old / machine old ہو جائے,A | New evidence and insights appear / new evidence اور insights appear ہوں,Medium,1,ELITE,1
q_9_phy_ch9_035,1,"9.5 Theory, Law and Falsifiability",Remember,Falsifiability means a scientific theory must make claims that can be:,falsifiability کا مطلب ہے scientific theory ایسے claims کرے جو کیا ہو سکیں؟,Protected from every test / every test سے protected,Accepted without evidence / evidence کے بغیر accepted,Tested and potentially disproved / tested اور potentially disproved,Measured only in kilograms / صرف kilograms میں measured,C | Tested and potentially disproved / tested اور potentially disproved,Hard,1,PRO,1
q_9_phy_ch9_036,1,"9.5 Theory, Law and Falsifiability",Analyze,A claim that cannot possibly be tested or shown false is not considered scientific because it lacks:,claim جسے test یا false show نہ کیا جا سکے scientific کیوں نہیں سمجھا جاتا؟,Falsifiability / falsifiability,A unit symbol / unit symbol,A measuring cylinder / measuring cylinder,A magnetic field / magnetic field,A | Falsifiability / falsifiability,Hard,1,PRO,1
TOPIC_SEP,1,"9.6 Science, Technology and Engineering",Topic,,,,,,,,,,,1
q_9_phy_ch9_037,1,"9.6 Science, Technology and Engineering",Remember,Technology refers to:,technology کس کو refer کرتی ہے؟,Natural laws without application / application کے بغیر natural laws,Only social behaviour / صرف social behaviour,A final scientific law only / صرف final scientific law,Methods and techniques developed using scientific knowledge / scientific knowledge سے developed methods اور techniques,D | Methods and techniques developed using scientific knowledge / scientific knowledge سے developed methods اور techniques,Easy,1,PRO,1
q_9_phy_ch9_038,1,"9.6 Science, Technology and Engineering",Remember,Engineering is the process of applying science and technology to:,engineering science اور technology کو کس لیے apply کرتی ہے؟,Avoid practical needs / practical needs avoid کرنے کے لیے,Replace all experiments with guesses / تمام experiments کو guesses سے replace کرنے کے لیے,Study only stars / صرف stars study کرنے کے لیے,"Design tools, instruments and useful structures / tools، instruments اور useful structures design کرنے کے لیے","D | Design tools, instruments and useful structures / tools، instruments اور useful structures design کرنے کے لیے",Easy,1,PRO,1
TOPIC_SEP,1,9.6 Applications,Topic,,,,,,,,,,,1
q_9_phy_ch9_039,1,9.6 Applications,Apply,Automobile technology is based mainly on principles of:,automobile technology mainly کس principles پر based ہے؟,Acoustics / acoustics,Thermodynamics / thermodynamics,Optics / optics,Cosmology / cosmology,B | Thermodynamics / thermodynamics,Hard,1,PRO,1
q_9_phy_ch9_040,1,9.6 Applications,Apply,Laser technology is based on principles of:,laser technology کس principles پر based ہے؟,Hydraulics only / صرف hydraulics,Atomic physics / atomic physics,Classical acoustics only / صرف classical acoustics,Geothermal energy only / صرف geothermal energy,B | Atomic physics / atomic physics,Hard,1,PRO,1
