question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch1_013,1,1.3 SI Prefixes,Remember,Which symbol and power of ten represent the prefix micro?,prefix micro کو کون سا symbol اور power of ten ظاہر کرتے ہیں؟,"m, 10⁻³","μ, 10⁻⁶","n, 10⁻⁹","M, 10⁶","B | μ, 10⁻⁶",Easy,1,ULTRA,1
q_9_phy_ch1_014,1,1.3 SI Prefixes,Remember,The prefix kilo represents:,prefix kilo کس value کو ظاہر کرتا ہے؟,10³,10²,10⁻³,10⁶,A | 10³,Easy,1,ULTRA,1
q_9_phy_ch1_015,1,1.3 SI Prefixes,Apply,Convert the following time into milliseconds: 2000 μs,درج ذیل time کو milliseconds میں تبدیل کریں: 2000 μs,0.2 ms,2 ms,20 ms,200 ms,B | 2 ms,Medium,1,PRO,1
TOPIC_SEP,1,1.4 Scientific Notation,Topic,,,,,,,,,,,1
q_9_phy_ch1_016,1,1.4 Scientific Notation,Understand,"In standard scientific notation, the numerical coefficient is written as:",standard scientific notation میں numerical coefficient کس range میں لکھا جاتا ہے؟,A number from 1 up to but less than 10 / 1 سے شروع ہو کر 10 سے کم number,A number from 0 up to but less than 1 / 0 سے شروع ہو کر 1 سے کم number,Any whole number greater than 10 / 10 سے بڑا کوئی بھی whole number,Only an even number / صرف even number,A | A number from 1 up to but less than 10 / 1 سے شروع ہو کر 10 سے کم number,Easy,1,ULTRA,1
q_9_phy_ch1_017,1,1.4 Scientific Notation,Apply,"Write 138,000,000 km in scientific notation.","درج ذیل distance کو scientific notation میں لکھیں: 138,000,000 km",13.8 × 10⁷ km,1.38 × 10⁷ km,1.38 × 10⁸ km,0.138 × 10⁸ km,C | 1.38 × 10⁸ km,Medium,1,PRO,1
q_9_phy_ch1_018,1,1.4 Scientific Notation,Apply,Write 0.000000000052 m in scientific notation.,درج ذیل length کو scientific notation میں لکھیں: 0.000000000052 m,5.2 × 10⁻¹⁰ m,52 × 10⁻¹¹ m,5.2 × 10⁻¹¹ m,5.2 × 10¹¹ m,C | 5.2 × 10⁻¹¹ m,Hard,1,PRO,1
q_9_phy_ch1_019,1,1.4 Scientific Notation,Apply,Calculate and express the result in scientific notation: 5.123 × 10⁴ m + 3.28 × 10⁵ m,درج ذیل addition کا result scientific notation میں معلوم کریں: 5.123 × 10⁴ m + 3.28 × 10⁵ m,8.403 × 10⁹ m,3.7923 × 10⁵ m,3.33123 × 10⁵ m,3.7923 × 10⁴ m,B | 3.7923 × 10⁵ m,Hard,1,PRO,1
q_9_phy_ch1_020,1,1.4 Scientific Notation,Apply,Express the density 13.6 g/cm³ in kg/m³.,درج ذیل density کو kg/m³ میں تبدیل کریں: 13.6 g/cm³,1.36 × 10³ kg/m³,13.6 kg/m³,1.36 × 10⁴ kg/m³,1.36 × 10⁵ kg/m³,C | 1.36 × 10⁴ kg/m³,Hard,1,PRO,1
q_9_phy_ch1_021,1,1.4 Scientific Notation,Apply,"Using the speed of light 3.0 × 10⁸ m/s, what distance does light travel in one year?",درج ذیل speed استعمال کرتے ہوئے one light year کی distance معلوم کریں: 3.0 × 10⁸ m/s,9.46 × 10¹² m,3.0 × 10⁸ m,9.46 × 10¹⁸ m,9.46 × 10¹⁵ m,D | 9.46 × 10¹⁵ m,Hard,1,PRO,1
TOPIC_SEP,1,1.5 Length Measuring Instruments — Metre Rule and Measuring Tape,Topic,,,,,,,,,,,1
q_9_phy_ch1_022,1,1.5 Length Measuring Instruments — Metre Rule and Measuring Tape,Remember,What is the least count of a metre rule?,metre rule کی least count کیا ہے؟,0.1 mm,0.01 mm,1 mm,1 cm,C | 1 mm,Easy,1,PRO,1
q_9_phy_ch1_023,1,1.5 Length Measuring Instruments — Metre Rule and Measuring Tape,Understand,Parallax error occurs mainly because:,parallax error بنیادی طور پر کس وجہ سے پیدا ہوتا ہے؟,The eye is not positioned perpendicular to the scale / آنکھ scale کے perpendicular position میں نہیں ہوتی,The object is too heavy / object بہت heavy ہوتا ہے,The instrument has no unit / instrument کی کوئی unit نہیں ہوتی,The scale is made of metal / scale دھات سے بنی ہوتی ہے,A | The eye is not positioned perpendicular to the scale / آنکھ scale کے perpendicular position میں نہیں ہوتی,Medium,1,PRO,1
q_9_phy_ch1_024,1,1.5 Length Measuring Instruments — Metre Rule and Measuring Tape,Understand,Which instrument is suitable for measuring distances from 1 mm to several metres?,1 mm سے کئی metres تک distance measure کرنے کے لیے کون سا instrument suitable ہے؟,Micrometer screw gauge / micrometer screw gauge,Stopwatch / stopwatch,Measuring cylinder / measuring cylinder,Measuring tape / measuring tape,D | Measuring tape / measuring tape,Medium,1,ELITE,1
TOPIC_SEP,1,1.5 Vernier Callipers,Topic,,,,,,,,,,,1
q_9_phy_ch1_025,1,1.5 Vernier Callipers,Remember,Vernier Callipers can normally measure small lengths accurately up to:,Vernier Callipers عام طور پر small lengths کو کتنی accuracy تک measure کر سکتی ہے؟,1 mm,0.1 mm,0.01 mm,1 cm,B | 0.1 mm,Easy,1,PRO,1
q_9_phy_ch1_026,1,1.5 Vernier Callipers,Remember,Which part of Vernier Callipers measures the external diameter of an object?,Vernier Callipers کا کون سا part object کا external diameter measure کرتا ہے؟,Inside jaws / inside jaws,Outside jaws / outside jaws,Depth gauge / depth gauge,Circular scale / circular scale,B | Outside jaws / outside jaws,Easy,1,ULTRA,1
q_9_phy_ch1_027,1,1.5 Vernier Callipers,Remember,Which part of Vernier Callipers measures the internal diameter of a test tube?,Vernier Callipers کا کون سا part test tube کا internal diameter measure کرتا ہے؟,Inside jaws / inside jaws,Outside jaws / outside jaws,Ratchet / ratchet,Sleeve / sleeve,A | Inside jaws / inside jaws,Easy,1,PRO,1
q_9_phy_ch1_028,1,1.5 Vernier Callipers,Remember,The tail or depth gauge of Vernier Callipers is used to measure:,Vernier Callipers کا tail یا depth gauge کیا measure کرتا ہے؟,The depth of a hollow object / کھوکھلے object کی depth,The mass of an object / object کی mass,The time interval of an event / event کا time interval,The temperature of a liquid / liquid کا temperature,A | The depth of a hollow object / کھوکھلے object کی depth,Easy,1,PRO,1
q_9_phy_ch1_029,1,1.5 Vernier Callipers,Apply,"A Vernier Callipers has a main-scale reading of 4.3 cm, least count 0.01 cm, and the 4th Vernier division coincides. What is the measured length?","درج ذیل data سے measured length معلوم کریں: main-scale reading = 4.3 cm, least count = 0.01 cm, coinciding Vernier division = 4",4.31 cm,4.34 cm,4.40 cm,4.70 cm,B | 4.34 cm,Hard,1,PRO,1
q_9_phy_ch1_030,1,1.5 Vernier Callipers,Analyze,"If the zero of the Vernier scale lies to the right of the main-scale zero when the jaws are closed, the correction is made by:",اگر closed jaws میں Vernier scale کا zero main-scale zero کے right side پر ہو تو correction کیسے کی جاتی ہے؟,Adding the zero error to the observed reading / observed reading میں zero error add کرکے,Multiplying the reading by the least count / reading کو least count سے multiply کرکے,Subtracting the zero error from the observed reading / observed reading سے zero error subtract کرکے,Ignoring the zero error / zero error کو ignore کرکے,C | Subtracting the zero error from the observed reading / observed reading سے zero error subtract کرکے,Hard,1,PRO,1
q_9_phy_ch1_031,1,1.5 Vernier Callipers,Apply,"Ten Vernier-scale divisions equal nine main-scale divisions. If one main-scale division is 0.5 mm, what is the Vernier constant?","درج ذیل data سے Vernier constant معلوم کریں: 10 VSD = 9 MSD, 1 MSD = 0.5 mm",0.05 mm,0.5 mm,0.1 mm,0.001 mm,A | 0.05 mm,Hard,1,PRO,1
TOPIC_SEP,1,1.5 Micrometer Screw Gauge,Topic,,,,,,,,,,,1
q_9_phy_ch1_032,1,1.5 Micrometer Screw Gauge,Remember,A micrometer screw gauge is most suitable for measuring:,micrometer screw gauge کس measurement کے لیے most suitable ہے؟,The length of a football field / football field کی length,The volume of a liquid / liquid کا volume,The diameter of a thin wire or thickness of a metal sheet / thin wire کا diameter یا metal sheet کی thickness,The duration of a class period / class period کی duration,C | The diameter of a thin wire or thickness of a metal sheet / thin wire کا diameter یا metal sheet کی thickness,Easy,1,PRO,1
q_9_phy_ch1_033,1,1.5 Micrometer Screw Gauge,Apply,A screw gauge has a pitch of 0.5 mm and 50 divisions on its circular scale. What is its least count?,"درج ذیل data سے screw gauge کی least count معلوم کریں: pitch = 0.5 mm, circular-scale divisions = 50",0.1 mm,0.5 mm,0.001 mm,0.01 mm,D | 0.01 mm,Medium,1,PRO,1
q_9_phy_ch1_034,1,1.5 Micrometer Screw Gauge,Understand,What is the function of the ratchet in a micrometer screw gauge?,micrometer screw gauge میں ratchet کا function کیا ہے؟,It measures the mass of the object / یہ object کی mass measure کرتا ہے,It corrects parallax error automatically / یہ parallax error automatically correct کرتا ہے,It changes the pitch of the screw / یہ screw کی pitch change کرتا ہے,It prevents over-tightening of the object / یہ object کو over-tighten ہونے سے روکتا ہے,D | It prevents over-tightening of the object / یہ object کو over-tighten ہونے سے روکتا ہے,Medium,1,ELITE,1
q_9_phy_ch1_035,1,1.5 Micrometer Screw Gauge,Apply,"A micrometer has a main-scale reading of 6.5 mm, circular-scale reading 25, and least count 0.01 mm. What is the thickness?","درج ذیل data سے thickness معلوم کریں: main-scale reading = 6.5 mm, circular-scale reading = 25, least count = 0.01 mm",6.25 mm,6.50 mm,6.75 mm,6.525 mm,C | 6.75 mm,Hard,1,PRO,1
TOPIC_SEP,1,1.6 Mass Measuring Instruments,Topic,,,,,,,,,,,1
q_9_phy_ch1_036,1,1.6 Mass Measuring Instruments,Understand,Which pair correctly matches the quantity with its measuring instrument?,کون سا pair quantity کو اس کے correct measuring instrument کے ساتھ match کرتا ہے؟,Mass—stopwatch; weight—metre rule / mass—stopwatch؛ weight—metre rule,Mass—physical balance; weight—spring balance / mass—physical balance؛ weight—spring balance,Mass—spring balance; weight—measuring cylinder / mass—spring balance؛ weight—measuring cylinder,Mass—Vernier Callipers; weight—physical balance / mass—Vernier Callipers؛ weight—physical balance,B | Mass—physical balance; weight—spring balance / mass—physical balance؛ weight—spring balance,Medium,1,PRO,1
q_9_phy_ch1_037,1,1.6 Mass Measuring Instruments,Remember,A physical balance works on the principle of:,physical balance کس principle پر کام کرتی ہے؟,Fluid displacement / fluid displacement,Electromagnetic induction / electromagnetic induction,Levers / levers,Thermal expansion / thermal expansion,C | Levers / levers,Easy,1,ULTRA,1
TOPIC_SEP,1,1.7 Time Measuring Instruments,Topic,,,,,,,,,,,1
q_9_phy_ch1_038,1,1.7 Time Measuring Instruments,Remember,What is the least count of the mechanical stopwatch described in the chapter?,chapter میں described mechanical stopwatch کی least count کیا ہے؟,0.01 s,1 s,0.02 s,0.1 s,D | 0.1 s,Easy,1,PRO,1
q_9_phy_ch1_039,1,1.7 Time Measuring Instruments,Remember,A digital stopwatch can measure time to an accuracy of:,digital stopwatch time کو کتنی accuracy تک measure کر سکتی ہے؟,±0.01 s,±0.1 s,±1 s,±0.02 s,A | ±0.01 s,Easy,1,ULTRA,1
TOPIC_SEP,1,1.8 Volume Measuring Instruments,Topic,,,,,,,,,,,1
q_9_phy_ch1_040,1,1.8 Volume Measuring Instruments,Understand,"For water in a measuring cylinder, the correct reading is taken at:",measuring cylinder میں water کی correct reading کہاں سے لی جاتی ہے؟,The bottom of the concave meniscus / concave meniscus کے bottom سے,The top of the concave meniscus / concave meniscus کے top سے,The centre of the cylinder / cylinder کے centre سے,Any point above the liquid surface / liquid surface کے اوپر کسی بھی point سے,A | The bottom of the concave meniscus / concave meniscus کے bottom سے,Medium,1,PRO,1
q_9_phy_ch1_041,1,1.8 Volume Measuring Instruments,Understand,"For mercury in a measuring cylinder, the correct reading is taken at:",measuring cylinder میں mercury کی correct reading کہاں سے لی جاتی ہے؟,The bottom of the convex meniscus / convex meniscus کے bottom سے,The top of the convex meniscus / convex meniscus کے top سے,The bottom of a concave meniscus / concave meniscus کے bottom سے,The side opening of the cylinder / cylinder کے side opening سے,B | The top of the convex meniscus / convex meniscus کے top سے,Medium,1,ELITE,1
q_9_phy_ch1_042,1,1.8 Volume Measuring Instruments,Apply,The volume of a small insoluble solid placed in a measuring cylinder is found from:,measuring cylinder میں رکھے گئے small insoluble solid کا volume کیسے معلوم کیا جاتا ہے؟,Initial reading minus final reading / initial reading minus final reading,Mass divided by time / mass divided by time,Main-scale reading plus Vernier reading / main-scale reading plus Vernier reading,Final liquid reading minus initial liquid reading / final liquid reading minus initial liquid reading,D | Final liquid reading minus initial liquid reading / final liquid reading minus initial liquid reading,Medium,1,PRO,1
q_9_phy_ch1_043,1,1.8 Volume Measuring Instruments,Apply,Which method is used to find the volume of an irregular solid that does not fit into a measuring cylinder?,اس irregular solid کا volume معلوم کرنے کے لیے کون سا method use ہوتا ہے جو measuring cylinder میں fit نہ ہو؟,Physical-balance method / physical-balance method,Stopwatch method / stopwatch method,Vernier zero-error method / Vernier zero-error method,Displacement-can method / displacement-can method,D | Displacement-can method / displacement-can method,Medium,1,PRO,1
TOPIC_SEP,1,1.9 Errors in Measurements,Topic,,,,,,,,,,,1
q_9_phy_ch1_044,1,1.9 Errors in Measurements,Remember,Which type of experimental error arises from personal performance or an incorrect reading procedure?,personal performance یا incorrect reading procedure سے کون سی experimental error پیدا ہوتی ہے؟,Systematic error / systematic error,Random error / random error,Human error / human error,Prefix error / prefix error,C | Human error / human error,Easy,1,ULTRA,1
q_9_phy_ch1_045,1,1.9 Errors in Measurements,Understand,An error that affects all measurements consistently according to a definite rule is called:,وہ error جو تمام measurements کو ایک definite rule کے مطابق consistently affect کرے، کیا کہلاتی ہے؟,Systematic error / systematic error,Human error / human error,Random error / random error,Rounding error only / صرف rounding error,A | Systematic error / systematic error,Medium,1,PRO,1
q_9_phy_ch1_046,1,1.9 Errors in Measurements,Understand,Repeated measurements giving different values under the same conditions indicate:,same conditions میں repeated measurements کی different values کس error کو indicate کرتی ہیں؟,Systematic error / systematic error,Zero error only / صرف zero error,Unit conversion / unit conversion,Random error / random error,D | Random error / random error,Medium,1,PRO,1
q_9_phy_ch1_047,1,1.9 Errors in Measurements,Apply,Which procedure is recommended to reduce the effect of random errors?,random errors کے effect کو reduce کرنے کے لیے کون سا procedure recommended ہے؟,Take repeated readings and calculate their average / repeated readings لے کر ان کا average معلوم کریں,Use only the first reading / صرف first reading use کریں,Change the unit after every reading / ہر reading کے بعد unit change کریں,Ignore environmental changes / environmental changes کو ignore کریں,A | Take repeated readings and calculate their average / repeated readings لے کر ان کا average معلوم کریں,Medium,1,PRO,1
TOPIC_SEP,1,1.10 Uncertainty in a Measurement,Topic,,,,,,,,,,,1
q_9_phy_ch1_048,1,1.10 Uncertainty in a Measurement,Apply,A scale has a smallest division of 0.1 cm. What maximum uncertainty is used for an estimated reading between two marks?,اگر scale کی smallest division 0.1 cm ہو تو two marks کے درمیان estimated reading کی maximum uncertainty کیا ہوگی؟,±0.05 cm,±0.1 cm,±0.01 cm,±0.5 cm,A | ±0.05 cm,Hard,1,PRO,1
q_9_phy_ch1_049,1,1.10 Uncertainty in a Measurement,Understand,The uncertainty in a very small length or short time interval can be reduced by:,very small length یا short time interval کی uncertainty کیسے reduce کی جا سکتی ہے؟,Using fewer observations / کم observations استعمال کرنے سے,Removing the unit from the result / result سے unit remove کرنے سے,Rounding every value to one digit first / ہر value کو پہلے one digit تک round کرنے سے,Measuring multiples and finding the average value / multiples measure کرکے average value معلوم کرنے سے,D | Measuring multiples and finding the average value / multiples measure کرکے average value معلوم کرنے سے,Medium,1,ELITE,1
TOPIC_SEP,1,1.11 Significant Figures,Topic,,,,,,,,,,,1
q_9_phy_ch1_050,1,1.11 Significant Figures,Remember,Significant figures in a measurement consist of:,measurement میں significant figures کن digits پر مشتمل ہوتے ہیں؟,All accurately known digits and the first doubtful digit / تمام accurately known digits اور first doubtful digit,Only the digits after the decimal point / صرف decimal point کے بعد والے digits,Only the first non-zero digit / صرف first non-zero digit,All zeros and no other digits / تمام zeros اور کوئی other digit نہیں,A | All accurately known digits and the first doubtful digit / تمام accurately known digits اور first doubtful digit,Easy,1,ULTRA,1
q_9_phy_ch1_051,1,1.11 Significant Figures,Apply,How many significant figures are present in 0.0034 m?,درج ذیل measurement میں significant figures کی تعداد معلوم کریں: 0.0034 m,2,1,3,4,A | 2,Medium,1,PRO,1
q_9_phy_ch1_052,1,1.11 Significant Figures,Apply,How many significant figures are present in 2.40 mm?,درج ذیل measurement میں significant figures کی تعداد معلوم کریں: 2.40 mm,2,1,3,4,C | 3,Medium,1,PRO,1
q_9_phy_ch1_053,1,1.11 Significant Figures,Apply,How many significant figures are present in 3.420 × 10⁴ m?,درج ذیل measurement میں significant figures کی تعداد معلوم کریں: 3.420 × 10⁴ m,3,4,5,2,B | 4,Medium,1,PRO,1
TOPIC_SEP,1,1.12 Precision and Accuracy,Topic,,,,,,,,,,,1
q_9_phy_ch1_054,1,1.12 Precision and Accuracy,Understand,Which statement correctly distinguishes precision from accuracy?,کون سا statement precision اور accuracy میں correct فرق بیان کرتا ہے؟,Precision is closeness to the true value; accuracy is closeness among readings / precision true value کے قریب ہونا ہے؛ accuracy readings کی باہمی closeness ہے,Precision is closeness among repeated readings; accuracy is closeness to the true value / precision repeated readings کی باہمی closeness ہے؛ accuracy true value کے قریب ہونا ہے,Both terms mean only the size of the instrument / دونوں terms صرف instrument کے size کو ظاہر کرتی ہیں,Accuracy depends only on the colour of the scale / accuracy صرف scale کے colour پر depend کرتی ہے,B | Precision is closeness among repeated readings; accuracy is closeness to the true value / precision repeated readings کی باہمی closeness ہے؛ accuracy true value کے قریب ہونا ہے,Medium,1,PRO,1
q_9_phy_ch1_055,1,1.12 Precision and Accuracy,Understand,How does least count affect the precision of a measurement?,least count measurement کی precision کو کیسے affect کرتی ہے؟,A larger least count always gives greater precision / larger least count ہمیشہ greater precision دیتی ہے,Least count has no relation to precision / least count کا precision سے کوئی relation نہیں,A smaller least count gives greater precision / smaller least count greater precision دیتی ہے,Precision decreases when the instrument is refined / instrument refined ہونے پر precision decrease ہوتی ہے,C | A smaller least count gives greater precision / smaller least count greater precision دیتی ہے,Medium,1,ULTRA,1
q_9_phy_ch1_056,1,1.12 Precision and Accuracy,Analyze,"On a target diagram, a group of hits tightly clustered around the bullseye represents:",target diagram میں bullseye کے around tightly clustered hits کس condition کو represent کرتی ہیں؟,Both accurate and precise measurements / accurate اور precise دونوں measurements,Precise but not accurate measurements / precise مگر accurate نہیں,Accurate but not precise measurements / accurate مگر precise نہیں,Neither accurate nor precise measurements / نہ accurate نہ precise measurements,A | Both accurate and precise measurements / accurate اور precise دونوں measurements,Hard,1,PRO,1
TOPIC_SEP,1,1.13 Rounding off the Digits,Topic,,,,,,,,,,,1
q_9_phy_ch1_057,1,1.13 Rounding off the Digits,Apply,Round 2.512 × 10³ m to two significant figures.,درج ذیل value کو two significant figures تک round کریں: 2.512 × 10³ m,2.6 × 10³ m,2.51 × 10³ m,3.0 × 10³ m,2.5 × 10³ m,D | 2.5 × 10³ m,Medium,1,PRO,1
q_9_phy_ch1_058,1,1.13 Rounding off the Digits,Apply,Round 3.4567 × 10⁴ kg to three significant figures.,درج ذیل value کو three significant figures تک round کریں: 3.4567 × 10⁴ kg,3.45 × 10⁴ kg,3.5 × 10⁴ kg,3.456 × 10⁴ kg,3.46 × 10⁴ kg,D | 3.46 × 10⁴ kg,Medium,1,PRO,1
q_9_phy_ch1_059,1,1.13 Rounding off the Digits,Analyze,"Using the textbook rule for a terminal 5, round 4.45 × 10² m to two significant figures.",terminal 5 کے textbook rule کے مطابق درج ذیل value کو two significant figures تک round کریں: 4.45 × 10² m,4.5 × 10² m,4.4 × 10² m,4.6 × 10² m,4.0 × 10² m,B | 4.4 × 10² m,Hard,1,PRO,1
q_9_phy_ch1_060,1,1.13 Rounding off the Digits,Analyze,"Using the textbook rule for a terminal 5, round 4.55 × 10² m to two significant figures.",terminal 5 کے textbook rule کے مطابق درج ذیل value کو two significant figures تک round کریں: 4.55 × 10² m,4.4 × 10² m,4.6 × 10² m,4.5 × 10² m,5.0 × 10² m,B | 4.6 × 10² m,Hard,1,PRO,1
