question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch8_015,1,8.4 Temporary and Permanent Magnets,Understand,Soft iron is preferred for temporary magnets because it is:,temporary magnets کے لیے soft iron preferred کیوں ہے؟,Difficult to magnetise / difficult to magnetise,A perfect permanent magnet / perfect permanent magnet,Non-magnetic / non-magnetic,Easily magnetised and demagnetised / easily magnetised اور demagnetised,D | Easily magnetised and demagnetised / easily magnetised اور demagnetised,Medium,1,ULTRA,1
TOPIC_SEP,1,8.5 Magnetic Fields,Topic,,,,,,,,,,,1
q_9_phy_ch8_016,1,8.5 Magnetic Fields,Remember,A magnetic field is the region where a magnetic object experiences:,magnetic field وہ region ہے جہاں magnetic object کیا experience کرتا ہے؟,A magnetic force / magnetic force,Only heat / صرف heat,No interaction / no interaction,Only pressure / صرف pressure,A | A magnetic force / magnetic force,Easy,1,PRO,1
q_9_phy_ch8_017,1,8.5 Magnetic Fields,Remember,"Outside a bar magnet, magnetic field lines travel from:",bar magnet کے outside magnetic field lines کس direction میں travel کرتی ہیں؟,South pole to north pole / south pole سے north pole,Centre to both poles only / centre سے both poles,Random directions / random directions,North pole to south pole / north pole سے south pole,D | North pole to south pole / north pole سے south pole,Easy,1,PRO,1
q_9_phy_ch8_018,1,8.5 Magnetic Fields,Remember,Magnetic field lines:,magnetic field lines کیا کرتی ہیں؟,Always cross at right angles / always right angles پر cross کرتی ہیں,End in empty space / empty space میں end ہوتی ہیں,Have no direction / direction نہیں رکھتیں,Never cross one another / کبھی one another کو cross نہیں کرتیں,D | Never cross one another / کبھی one another کو cross نہیں کرتیں,Medium,1,PRO,1
q_9_phy_ch8_019,1,8.5 Magnetic Fields,Understand,A stronger magnetic field is represented by field lines that are:,stronger magnetic field کو field lines کیسے represent کرتی ہیں؟,Farther apart / farther apart,Completely absent / completely absent,Closer together / closer together,Always straight / always straight,C | Closer together / closer together,Medium,1,PRO,1
q_9_phy_ch8_020,1,8.5 Magnetic Fields,Understand,The direction of a magnetic field at a point is shown by:,point پر magnetic field کی direction کس سے show ہوتی ہے؟,The tangent to the field line / field line کی tangent,The line perpendicular to every field line / ہر field line کے perpendicular line,The mass of the magnet / magnet کی mass,The colour of the pole / pole کا colour,A | The tangent to the field line / field line کی tangent,Medium,1,ELITE,1
q_9_phy_ch8_021,1,8.5 Magnetic Fields,Apply,A compass needle placed in a magnetic field aligns:,magnetic field میں placed compass needle کیسے align ہوتی ہے؟,Perpendicular to every field line / ہر field line کے perpendicular,Along the field direction / field direction کے along,Randomly at all times / ہر وقت randomly,With the gravitational field only / صرف gravitational field کے ساتھ,B | Along the field direction / field direction کے along,Medium,1,PRO,1
TOPIC_SEP,1,8.6 Uses of Permanent Magnets,Topic,,,,,,,,,,,1
q_9_phy_ch8_022,1,8.6 Uses of Permanent Magnets,Remember,A permanent magnet is used in a:,permanent magnet کس device میں use ہوتی ہے؟,Hydraulic press / hydraulic press,Mercury barometer / mercury barometer,Measuring cylinder / measuring cylinder,Moving-coil loudspeaker / moving-coil loudspeaker,D | Moving-coil loudspeaker / moving-coil loudspeaker,Easy,1,PRO,1
q_9_phy_ch8_023,1,8.6 Uses of Permanent Magnets,Remember,Permanent magnets can separate:,permanent magnets کیا separate کر سکتی ہیں؟,Iron objects from mixtures / mixtures سے iron objects,Water from salt by evaporation / evaporation سے water from salt,Heat from temperature / heat from temperature,Mass from weight / mass from weight,A | Iron objects from mixtures / mixtures سے iron objects,Medium,1,ELITE,1
TOPIC_SEP,1,8.7 Electromagnets,Topic,,,,,,,,,,,1
q_9_phy_ch8_024,1,8.7 Electromagnets,Remember,Electromagnets are used in:,electromagnets کہاں use ہوتی ہیں؟,Liquid thermometers / liquid thermometers,Electric bells / electric bells,Metre rules / metre rules,Solar cells / solar cells,B | Electric bells / electric bells,Easy,1,PRO,1
q_9_phy_ch8_025,1,8.7 Electromagnets,Remember,An electromagnetic crane is used to lift:,electromagnetic crane کس چیز کو lift کرنے کے لیے use ہوتی ہے؟,Wooden blocks only / صرف wooden blocks,Glass sheets only / صرف glass sheets,Heavy iron objects / heavy iron objects,Water in a pipe / pipe میں water,C | Heavy iron objects / heavy iron objects,Medium,1,PRO,1
q_9_phy_ch8_026,1,8.7 Electromagnets,Understand,The magnetic field inside a long current-carrying solenoid is approximately:,long current-carrying solenoid کے inside magnetic field approximately کیسی ہوتی ہے؟,Zero everywhere / everywhere zero,Uniform / uniform,Circular around a single point only / صرف one point کے around circular,Random / random,B | Uniform / uniform,Medium,1,ULTRA,1
TOPIC_SEP,1,8.8 Domain Theory,Topic,,,,,,,,,,,1
q_9_phy_ch8_027,1,8.8 Domain Theory,Remember,A magnetic domain is a group of atoms whose magnetic effects are:,magnetic domain atoms کا group ہے جس کے magnetic effects کیسے ہوتے ہیں؟,Aligned in the same direction / same direction میں aligned,Always cancelled individually / individually always cancelled,Without electron motion / electron motion کے بغیر,Purely gravitational / purely gravitational,A | Aligned in the same direction / same direction میں aligned,Easy,1,PRO,1
q_9_phy_ch8_028,1,8.8 Domain Theory,Remember,"In an unmagnetised ferromagnetic material, domains are generally:",unmagnetised ferromagnetic material میں domains generally کیسے ہوتے ہیں؟,All aligned in one direction / all one direction میں aligned,Absent / absent,Electrically charged only / صرف electrically charged,Randomly oriented / randomly oriented,D | Randomly oriented / randomly oriented,Medium,1,PRO,1
q_9_phy_ch8_029,1,8.8 Domain Theory,Understand,A ferromagnetic material becomes magnetised when its domains:,ferromagnetic material magnetised کب ہوتی ہے؟,Disappear completely / completely disappear ہو جائیں,Change into liquid / liquid میں change ہو جائیں,Become aligned by an external field / external field سے aligned ہو جائیں,Lose all electrons / تمام electrons lose کر دیں,C | Become aligned by an external field / external field سے aligned ہو جائیں,Medium,1,PRO,1
TOPIC_SEP,1,8.8 Magnetic Materials,Topic,,,,,,,,,,,1
q_9_phy_ch8_030,1,8.8 Magnetic Materials,Understand,"In diamagnetic materials, atomic magnetic effects mainly:",diamagnetic materials میں atomic magnetic effects mainly کیا کرتے ہیں؟,Align permanently without a field / field کے بغیر permanently align ہوتے ہیں,Produce strong domains naturally / naturally strong domains produce کرتے ہیں,Cancel to give nearly zero resultant / cancel ہو کر nearly zero resultant دیتے ہیں,Create electric current only / صرف electric current create کرتے ہیں,C | Cancel to give nearly zero resultant / cancel ہو کر nearly zero resultant دیتے ہیں,Hard,1,ELITE,1
q_9_phy_ch8_031,1,8.8 Magnetic Materials,Understand,Ferromagnetic materials are suitable for making magnets because they contain:,ferromagnetic materials magnets بنانے کے لیے suitable کیوں ہیں؟,No atomic magnetic effects / no atomic magnetic effects,Magnetic domains that can align strongly / magnetic domains جو strongly align ہو سکتے ہیں,Only free liquid particles / صرف free liquid particles,No electrons / no electrons,B | Magnetic domains that can align strongly / magnetic domains جو strongly align ہو سکتے ہیں,Hard,1,PRO,1
TOPIC_SEP,1,8.9 Magnetisation,Topic,,,,,,,,,,,1
q_9_phy_ch8_032,1,8.9 Magnetisation,Remember,A steel bar may be magnetised by:,steel bar کس method سے magnetised ہو سکتی ہے؟,Heating strongly only / صرف strongly heating,Stroking with a permanent magnet / permanent magnet سے stroking,Hitting repeatedly only / صرف repeatedly hitting,Placing in water / water میں placing,B | Stroking with a permanent magnet / permanent magnet سے stroking,Easy,1,PRO,1
q_9_phy_ch8_033,1,8.9 Magnetisation,Remember,A strong magnetic field for magnetising steel can be produced by:,steel کو magnetise کرنے کے لیے strong magnetic field کس سے produce ہوتی ہے؟,A measuring cylinder / measuring cylinder,A mercury thermometer / mercury thermometer,A current-carrying solenoid / current-carrying solenoid,A physical balance / physical balance,C | A current-carrying solenoid / current-carrying solenoid,Medium,1,PRO,1
TOPIC_SEP,1,8.9 Demagnetisation,Topic,,,,,,,,,,,1
q_9_phy_ch8_034,1,8.9 Demagnetisation,Remember,A magnet can be demagnetised by:,magnet کو کس method سے demagnetise کیا جا سکتا ہے؟,Heating or hammering / heating یا hammering,Stroking correctly with a magnet / magnet سے correctly stroking,Keeping it with soft-iron keepers / soft-iron keepers کے ساتھ keeping,Cooling at room temperature only / صرف room temperature پر cooling,A | Heating or hammering / heating یا hammering,Medium,1,PRO,1
q_9_phy_ch8_035,1,8.9 Demagnetisation,Understand,Passing a magnet through a solenoid carrying alternating current tends to:,alternating current carrying solenoid سے magnet pass کرنے پر کیا ہوتا ہے؟,Increase permanent magnetism always / always permanent magnetism increase کرتا ہے,Make it electrically charged only / صرف electrically charged بناتا ہے,Demagnetise it / اسے demagnetise کرتا ہے,Change its mass / اس کی mass change کرتا ہے,C | Demagnetise it / اسے demagnetise کرتا ہے,Medium,1,ULTRA,1
TOPIC_SEP,1,8.10 Recording Technology,Topic,,,,,,,,,,,1
q_9_phy_ch8_036,1,8.10 Recording Technology,Remember,Magnetic recording is used in:,magnetic recording کہاں use ہوتی ہے؟,Mercury thermometers / mercury thermometers,Hydraulic brakes / hydraulic brakes,Solar water heaters / solar water heaters,Audio/video tapes and computer hard disks / audio/video tapes اور computer hard disks,D | Audio/video tapes and computer hard disks / audio/video tapes اور computer hard disks,Easy,1,ELITE,1
TOPIC_SEP,1,8.11 Magnetic Shielding,Topic,,,,,,,,,,,1
q_9_phy_ch8_037,1,8.11 Magnetic Shielding,Remember,The best material listed for magnetic shielding is:,magnetic shielding کے لیے listed best material کون سا ہے؟,Wood / wood,Plastic / plastic,Glass / glass,Soft iron / soft iron,D | Soft iron / soft iron,Easy,1,PRO,1
q_9_phy_ch8_038,1,8.11 Magnetic Shielding,Understand,Soft iron shields a sensitive device mainly by:,soft iron sensitive device کو mainly کیسے shield کرتا ہے؟,Destroying all magnetic fields permanently / تمام magnetic fields permanently destroy کرکے,Providing an easier path for magnetic field lines / magnetic field lines کے لیے easier path provide کرکے,Increasing electric resistance only / صرف electric resistance increase کرکے,Cooling the device / device کو cool کرکے,B | Providing an easier path for magnetic field lines / magnetic field lines کے لیے easier path provide کرکے,Hard,1,ELITE,1
TOPIC_SEP,1,8.7 Solenoid Field,Topic,,,,,,,,,,,1
q_9_phy_ch8_039,1,8.7 Solenoid Field,Analyze,The magnetic field pattern of a long current-carrying solenoid is most similar to that of a:,long current-carrying solenoid کا magnetic field pattern کس کے most similar ہے؟,Straight non-current-carrying wire / straight non-current-carrying wire,Hydraulic piston / hydraulic piston,Liquid thermometer / liquid thermometer,Bar magnet / bar magnet,D | Bar magnet / bar magnet,Hard,1,PRO,1
q_9_phy_ch8_040,1,8.8 Domain Theory,Analyze,A material is suitable for a permanent magnet when its domains:,material permanent magnet کے لیے suitable کب ہے جب اس کے domains کیا کریں؟,Immediately return to random directions / immediately random directions میں return کریں,Disappear during magnetisation / magnetisation کے دوران disappear ہوں,Remain largely aligned after the external field is removed / external field remove ہونے کے بعد largely aligned رہیں,Cancel all atomic effects at every stage / ہر stage پر تمام atomic effects cancel کریں,C | Remain largely aligned after the external field is removed / external field remove ہونے کے بعد largely aligned رہیں,Hard,1,PRO,1
