question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_q1c_0014,1,"ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 1 - Hazrat Muhammad’s Social Reforms for the Rights of Women, Orphans and Slaves",Understand,The word “relevant” means:,capable of being replaced,closely connected,make great efforts,very great or intense,B | closely connected,Medium,1,PRO,1
q_10_q1c_0015,1,"ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 1 - Hazrat Muhammad’s Social Reforms for the Rights of Women, Orphans and Slaves",Understand,The word “widespread” means:,found over a large area,shortened forms,following tradition,able to be maintained,A | found over a large area,Medium,1,ULTRA,1
q_10_q1c_0016,1,"ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 1 - Hazrat Muhammad’s Social Reforms for the Rights of Women, Orphans and Slaves | MODEL PAPER DIRECT",Understand,The word “advent” means:,causing disagreement,observed or experienced,ability to move quickly,arrival or beginning,D | arrival or beginning,Medium,1,ELITE,1
sep_10_q1c_0004,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Topic,,,,,,,,,,1
q_10_q1c_0017,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “beacon” means:,very important,landed gently,a signal light,an informal talk,C | a signal light,Medium,1,PRO,1
q_10_q1c_0018,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “blooming” means:,rough or not smooth,producing flowers,develop gradually,event causing great harm,B | producing flowers,Medium,1,PRO,1
q_10_q1c_0019,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “glowing” means:,shining with warmth,revelation of something,out of proper proportion,firm in decision,A | shining with warmth,Medium,1,PRO,1
q_10_q1c_0020,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “peace” means:,extremely interesting,interrupt or disturb,completely wet,freedom from war,D | freedom from war,Medium,1,PRO,1
q_10_q1c_0021,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “pride” means:,discharge of gas,moving wings quickly,deep satisfaction,ability to be modified,C | deep satisfaction,Medium,1,PRO,1
q_10_q1c_0022,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “soar” means:,enclosure for heating,rise high in air,stylised picture symbols,strong effect,B | rise high in air,Medium,1,PRO,1
q_10_q1c_0023,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 2 - My Beloved Pakistan,Understand,The word “strive” means:,make great efforts,combination of elements,a new method or idea,covered with gold,A | make great efforts,Medium,1,PRO,1
sep_10_q1c_0005,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Topic,,,,,,,,,,1
q_10_q1c_0024,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “abbreviations” means:,including all,extreme in force,metal frame for fire,shortened forms,D | shortened forms,Medium,1,ULTRA,1
q_10_q1c_0025,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “controversial” means:,a good chance,pulling with effort,causing disagreement,leave out,C | causing disagreement,Medium,1,ULTRA,1
q_10_q1c_0026,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “conversation” means:,changed into liquid,an informal talk,very great or intense,capable of being replaced,B | an informal talk,Medium,1,ULTRA,1
q_10_q1c_0027,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “evolve” means:,develop gradually,following tradition,able to be maintained,study of birds,A | develop gradually,Medium,1,PRO,1
q_10_q1c_0028,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “exposure” means:,observed or experienced,ability to move quickly,feeling of enjoyment,revelation of something,D | revelation of something,Medium,1,PRO,1
q_10_q1c_0029,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “fascinating” means:,landed gently,practical and reasonable,extremely interesting,very important,C | extremely interesting,Medium,1,ULTRA,1
q_10_q1c_0030,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “flexibility” means:,deep sleep,ability to be modified,event causing great harm,rough or not smooth,B | ability to be modified,Medium,1,ULTRA,1
q_10_q1c_0031,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “hieroglyphs” means:,stylised picture symbols,out of proper proportion,firm in decision,damaged or ruined,A | stylised picture symbols,Medium,1,ULTRA,1
q_10_q1c_0032,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “hybrid” means:,interrupt or disturb,completely wet,suffering extreme hunger,combination of elements,D | combination of elements,Medium,1,PRO,1
q_10_q1c_0033,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “inclusive” means:,moving wings quickly,unable to stop harmful use,including all,discharge of gas,C | including all,Medium,1,PRO,1
q_10_q1c_0034,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “omit” means:,careful focus,leave out,strong effect,enclosure for heating,B | leave out,Medium,1,PRO,1
q_10_q1c_0035,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “profound” means:,very great or intense,a new method or idea,covered with gold,knowledge or understanding,A | very great or intense,Medium,1,PRO,1
q_10_q1c_0036,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “traditional” means:,extreme in force,metal frame for fire,lack of understanding,following tradition,D | following tradition,Medium,1,ULTRA,1
q_10_q1c_0037,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language,Understand,The word “witnessed” means:,pulling with effort,is worthy of,observed or experienced,a good chance,C | observed or experienced,Medium,1,PRO,1
q_10_q1c_0038,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 3 - Digital Globalisation Transforming the English Language | MODEL PAPER DIRECT,Understand,The word “added” means:,completely damages,included,capable of being replaced,changed into liquid,B | included,Medium,1,ELITE,1
sep_10_q1c_0006,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Topic,,,,,,,,,,1
q_10_q1c_0039,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “crucial” means:,very important,able to be maintained,study of birds,get away,A | very important,Medium,1,PRO,1
q_10_q1c_0040,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “disaster” means:,ability to move quickly,feeling of enjoyment,causing damage,event causing great harm,D | event causing great harm,Medium,1,PRO,1
q_10_q1c_0041,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “disproportionately” means:,practical and reasonable,caring and helpful behaviour,out of proper proportion,landed gently,C | out of proper proportion,Medium,1,ULTRA,1
q_10_q1c_0042,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “disrupt” means:,keep safe from harm,interrupt or disturb,rough or not smooth,deep sleep,B | interrupt or disturb,Medium,1,PRO,1
q_10_q1c_0043,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “emission” means:,discharge of gas,firm in decision,damaged or ruined,process of recovery,A | discharge of gas,Medium,1,PRO,1
q_10_q1c_0044,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “impact” means:,completely wet,suffering extreme hunger,feel pain or distress,strong effect,D | strong effect,Medium,1,PRO,1
q_10_q1c_0045,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “innovation” means:,unable to stop harmful use,physical force causing harm,a new method or idea,moving wings quickly,C | a new method or idea,Medium,1,ULTRA,1
q_10_q1c_0046,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “intense” means:,somewhat salty,extreme in force,enclosure for heating,careful focus,B | extreme in force,Medium,1,PRO,1
q_10_q1c_0047,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “opportunity” means:,a good chance,covered with gold,knowledge or understanding,hold tightly,A | a good chance,Medium,1,ULTRA,1
q_10_q1c_0048,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “renewable” means:,metal frame for fire,lack of understanding,outward flow of tide,capable of being replaced,D | capable of being replaced,Medium,1,PRO,1
q_10_q1c_0049,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 4 - The Earth: Act Now for Tomorrow,Understand,The word “sustainable” means:,is worthy of,loud mournful sound,able to be maintained,pulling with effort,C | able to be maintained,Medium,1,ULTRA,1
sep_10_q1c_0007,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Topic,,,,,,,,,,1
q_10_q1c_0050,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “agility” means:,without a boundary,ability to move quickly,changed into liquid,completely damages,B | ability to move quickly,Medium,1,PRO,1
q_10_q1c_0051,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “alighted” means:,landed gently,study of birds,get away,dangerous or deceitful,A | landed gently,Medium,1,PRO,1
q_10_q1c_0052,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “coarse” means:,feeling of enjoyment,causing damage,impossible to understand,rough or not smooth,D | rough or not smooth,Medium,1,PRO,1
q_10_q1c_0053,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “determined” means:,caring and helpful behaviour,throw up forcefully,firm in decision,practical and reasonable,C | firm in decision,Medium,1,ULTRA,1
q_10_q1c_0054,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “drenched” means:,great sorrow,completely wet,deep sleep,keep safe from harm,B | completely wet,Medium,1,PRO,1
q_10_q1c_0055,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “flapping” means:,moving wings quickly,damaged or ruined,process of recovery,variety of living things,A | moving wings quickly,Medium,1,PRO,1
q_10_q1c_0056,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “furnace” means:,suffering extreme hunger,feel pain or distress,cutting down many trees,enclosure for heating,D | enclosure for heating,Medium,1,PRO,1
q_10_q1c_0057,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “gilded” means:,physical force causing harm,waste or unwanted things,covered with gold,unable to stop harmful use,C | covered with gold,Medium,1,PRO,1
q_10_q1c_0058,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “grate” means:,in better health,metal frame for fire,careful focus,somewhat salty,B | metal frame for fire,Medium,1,PRO,1
q_10_q1c_0059,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “hauling” means:,pulling with effort,knowledge or understanding,hold tightly,pays no attention,A | pulling with effort,Medium,1,PRO,1
q_10_q1c_0060,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “melted” means:,lack of understanding,outward flow of tide,against the law,changed into liquid,D | changed into liquid,Medium,1,PRO,1
q_10_q1c_0061,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “ornithology” means:,loud mournful sound,without delay,study of birds,is worthy of,C | study of birds,Medium,1,ULTRA,1
q_10_q1c_0062,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “pleasure” means:,something needed,feeling of enjoyment,completely damages,without a boundary,B | feeling of enjoyment,Medium,1,PRO,1
q_10_q1c_0063,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “sensible” means:,practical and reasonable,get away,dangerous or deceitful,help become more popular,A | practical and reasonable,Medium,1,PRO,1
q_10_q1c_0064,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “slumber” means:,causing damage,impossible to understand,show something is true,deep sleep,D | deep sleep,Medium,1,PRO,1
q_10_q1c_0065,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “spoiled” means:,throw up forcefully,usable without running out,damaged or ruined,caring and helpful behaviour,C | damaged or ruined,Medium,1,PRO,1
q_10_q1c_0066,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 5 - The Happy Prince,Understand,The word “starving” means:,careful and dutiful,suffering extreme hunger,keep safe from harm,great sorrow,B | suffering extreme hunger,Medium,1,PRO,1
sep_10_q1c_0008,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNITS 6-10 + REVIEW-II | PAPER QUOTA 3 MARKS,Topic,,,,,,,,,,1
sep_10_q1c_0009,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Topic,,,,,,,,,,1
q_10_q1c_0067,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “addicted” means:,unable to stop harmful use,process of recovery,variety of living things,lasting without environmental harm,A | unable to stop harmful use,Medium,1,PRO,1
q_10_q1c_0068,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “attention” means:,feel pain or distress,cutting down many trees,growth of cities,careful focus,D | careful focus,Medium,1,PRO,1
q_10_q1c_0069,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “awareness” means:,waste or unwanted things,a very long time,knowledge or understanding,physical force causing harm,C | knowledge or understanding,Medium,1,PRO,1
q_10_q1c_0070,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “confusion” means:,split or branched off,lack of understanding,somewhat salty,in better health,B | lack of understanding,Medium,1,PRO,1
q_10_q1c_0071,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “deserves” means:,is worthy of,hold tightly,pays no attention,felt uncertain,A | is worthy of,Medium,1,PRO,1
q_10_q1c_0072,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “destroys” means:,outward flow of tide,against the law,maybe,completely damages,D | completely damages,Medium,1,PRO,1
q_10_q1c_0073,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “escape” means:,without delay,walked on,get away,loud mournful sound,C | get away,Medium,1,PRO,1
q_10_q1c_0074,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “harmful” means:,deep breath showing emotion,causing damage,without a boundary,something needed,B | causing damage,Medium,1,PRO,1
q_10_q1c_0075,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “kindness” means:,caring and helpful behaviour,dangerous or deceitful,help become more popular,thick bushes under trees,A | caring and helpful behaviour,Medium,1,PRO,1
q_10_q1c_0076,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “protect” means:,impossible to understand,show something is true,used or damaged,keep safe from harm,D | keep safe from harm,Medium,1,PRO,1
q_10_q1c_0077,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “rehabilitation” means:,usable without running out,by yourself,process of recovery,throw up forcefully,C | process of recovery,Medium,1,ULTRA,1
q_10_q1c_0078,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse | MODEL PAPER DIRECT,Understand,The word “suffer” means:,paying close attention,feel pain or distress,great sorrow,careful and dutiful,B | feel pain or distress,Medium,1,ELITE,1
q_10_q1c_0079,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse,Understand,The word “violence” means:,physical force causing harm,variety of living things,lasting without environmental harm,sure or confident,A | physical force causing harm,Medium,1,PRO,1
q_10_q1c_0080,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 6 - Drug Abuse | MODEL PAPER DIRECT,Understand,The word “warfare” means:,cutting down many trees,growth of cities,bending low,fighting or conflict,D | fighting or conflict,Medium,1,ELITE,1
sep_10_q1c_0010,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Topic,,,,,,,,,,1
q_10_q1c_0081,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “brackish” means:,a very long time,making a hole,somewhat salty,waste or unwanted things,C | somewhat salty,Medium,1,PRO,1
q_10_q1c_0082,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “claspest” means:,got away,hold tightly,in better health,split or branched off,B | hold tightly,Medium,1,PRO,1
q_10_q1c_0083,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “ebb” means:,outward flow of tide,pays no attention,felt uncertain,put to death,A | outward flow of tide,Medium,1,PRO,1
q_10_q1c_0084,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “howling” means:,against the law,maybe,looking steadily,loud mournful sound,D | loud mournful sound,Medium,1,PRO,1
q_10_q1c_0085,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “shoreless” means:,walked on,welcomed someone,without a boundary,without delay,C | without a boundary,Medium,1,PRO,1
q_10_q1c_0086,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “treacherous” means:,occur or take place,dangerous or deceitful,something needed,deep breath showing emotion,B | dangerous or deceitful,Medium,1,ULTRA,1
q_10_q1c_0087,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “unfathomable” means:,impossible to understand,help become more popular,thick bushes under trees,needed or essential,A | impossible to understand,Medium,1,ULTRA,1
q_10_q1c_0088,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “vomitest” means:,show something is true,used or damaged,felt sorry for wrongdoing,throw up forcefully,D | throw up forcefully,Medium,1,PRO,1
q_10_q1c_0089,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 7 - Time,Understand,The word “woe” means:,by yourself,became conscious again,great sorrow,usable without running out,C | great sorrow,Medium,1,PRO,1
sep_10_q1c_0011,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Topic,,,,,,,,,,1
q_10_q1c_0090,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “biodiversity” means:,prize for good action,variety of living things,careful and dutiful,paying close attention,B | variety of living things,Medium,1,ULTRA,1
q_10_q1c_0091,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “deforestation” means:,cutting down many trees,lasting without environmental harm,sure or confident,small digging tool,A | cutting down many trees,Medium,1,ULTRA,1
q_10_q1c_0092,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “garbage” means:,growth of cities,bending low,entrance or doorway,waste or unwanted things,D | waste or unwanted things,Medium,1,PRO,1
q_10_q1c_0093,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “healthier” means:,making a hole,opened or loosened,in better health,a very long time,C | in better health,Medium,1,PRO,1
q_10_q1c_0094,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “ignores” means:,injured,pays no attention,split or branched off,got away,B | pays no attention,Medium,1,PRO,1
q_10_q1c_0095,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “illegal” means:,against the law,felt uncertain,put to death,arrival or beginning,A | against the law,Medium,1,PRO,1
q_10_q1c_0096,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “immediate” means:,maybe,looking steadily,included,without delay,D | without delay,Medium,1,PRO,1
q_10_q1c_0097,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “necessity” means:,welcomed someone,investigate,something needed,walked on,C | something needed,Medium,1,PRO,1
q_10_q1c_0098,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “promote” means:,fighting or conflict,help become more popular,deep breath showing emotion,occur or take place,B | help become more popular,Medium,1,PRO,1
q_10_q1c_0099,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “prove” means:,show something is true,thick bushes under trees,needed or essential,responsible for actions,A | show something is true,Medium,1,PRO,1
q_10_q1c_0100,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “renewable” means:,used or damaged,felt sorry for wrongdoing,included in a group,usable without running out,D | usable without running out,Medium,1,PRO,1
q_10_q1c_0101,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “responsible” means:,became conscious again,raised to a higher level,careful and dutiful,by yourself,C | careful and dutiful,Medium,1,ULTRA,1
q_10_q1c_0102,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “sustainable” means:,freedom from slavery,lasting without environmental harm,paying close attention,prize for good action,B | lasting without environmental harm,Medium,1,ULTRA,1
q_10_q1c_0103,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around,Understand,The word “urbanization” means:,growth of cities,sure or confident,small digging tool,gave special importance,A | growth of cities,Medium,1,ULTRA,1
q_10_q1c_0104,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 8 - Pollution-Free Pakistan with Greenery All Around | MODEL PAPER DIRECT,Understand,The word “explore” means:,bending low,entrance or doorway,related to money,investigate,D | investigate,Medium,1,ELITE,1
