question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_10_eng_b_q5_024,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Libraries”.,Medium,15,ELITE,1
q_10_eng_b_q5_025,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Health”.,Medium,15,ELITE,1
q_10_eng_b_q5_026,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “The Monsoon / A Rainy Day”.,Medium,15,ELITE,1
q_10_eng_b_q5_027,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “A Scene at a Railway Station”.,Medium,15,ELITE,1
q_10_eng_b_q5_028,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “A Hockey Match”.,Medium,15,ELITE,1
q_10_eng_b_q5_029,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “A Cricket Match”.,Medium,15,ELITE,1
q_10_eng_b_q5_030,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “A True Muslim”.,Medium,15,ELITE,1
q_10_eng_b_q5_031,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Life in a Big City”.,Medium,15,ELITE,1
q_10_eng_b_q5_032,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Village Life”.,Medium,15,ELITE,1
q_10_eng_b_q5_033,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Television”.,Medium,15,ELITE,1
q_10_eng_b_q5_034,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “A Visit to a Hill Station”.,Medium,15,ELITE,1
q_10_eng_b_q5_035,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Quaid-e-Azam Muhammad Ali Jinnah”.,Medium,15,ELITE,1
q_10_eng_b_q5_036,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Tolerance”.,Medium,15,ELITE,1
q_10_eng_b_q5_037,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | WRITING AN ESSAY,Long,essay,Write an essay of 150-200 words on “Boy Scouts”.,Medium,15,ELITE,1
q_10_eng_b_q5_038,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | ESSAYS IN OUTLINE,Long,essay,Write an essay of 150-200 words on “My Favourite Book”.,Medium,15,ULTRA,1
q_10_eng_b_q5_039,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | ESSAYS IN OUTLINE,Long,essay,Write an essay of 150-200 words on “My Ambition”.,Medium,15,ULTRA,1
q_10_eng_b_q5_040,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | ESSAYS IN OUTLINE,Long,essay,Write an essay of 150-200 words on “My Hobby”.,Medium,15,ULTRA,1
q_10_eng_b_q5_041,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | ESSAYS IN OUTLINE,Long,essay,Write an essay of 150-200 words on “Our School Canteen”.,Medium,15,ULTRA,1
q_10_eng_b_q5_042,1,ENGLISH_B | Q5 | ESSAY WRITING | BOOK | ESSAYS IN OUTLINE,Long,essay,Write an essay of 150-200 words on “My Best Friend”.,Medium,15,ULTRA,1
