question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_q1a_master_0019,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Evening,Apply,She — the door softly.,is shut,have shut,shutting,shut,D | shut,Medium,1,ULTRA,1
sep_10_q1a_master_0006,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Morning,Topic,,,,,,,,,,1
q_10_q1a_master_0020,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Morning,Apply,I — this motorcycle only a month ago.,buy,buys,bought,will buy,C | bought,Medium,1,ULTRA,1
q_10_q1a_master_0021,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Morning,Apply,She will have finished her work before the guest —.,arrived,will arrive,arrives,arrive,C | arrives,Medium,1,ULTRA,1
q_10_q1a_master_0022,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Morning,Apply,I — a glass of milk in the morning.,had,has,have been having,has been having,A | had,Medium,1,ULTRA,1
q_10_q1a_master_0023,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Morning,Apply,She — her lesson in the evening.,take,do not take,will be taking,has been taking,C | will be taking,Medium,1,ULTRA,1
q_10_q1a_master_0024,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2021 Morning,Apply,I already — three cups of coffee.,has taken,have taken,was taking,am taking,B | have taken,Medium,1,ULTRA,1
sep_10_q1a_master_0007,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2022 Morning,Topic,,,,,,,,,,1
q_10_q1a_master_0025,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2022 Morning,Apply,He is — back next week.,come,coming,comes,came,B | coming,Medium,1,ULTRA,1
q_10_q1a_master_0026,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2022 Morning,Apply,He — newspaper for living.,sells,have sold,selling,sell,A | sells,Medium,1,ULTRA,1
q_10_q1a_master_0027,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2022 Morning,Apply,They — to sleep at ten.,went,gone,goes,go,D | go,Medium,1,ULTRA,1
sep_10_q1a_master_0008,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Evening,Topic,,,,,,,,,,1
q_10_q1a_master_0028,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Evening,Apply,She — English now.,is speaking,spoke,have spoken,speak,A | is speaking,Medium,1,ULTRA,1
q_10_q1a_master_0029,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Evening,Apply,She — since morning.,sleep,has been sleeping,slept,will sleep,B | has been sleeping,Medium,1,ULTRA,1
q_10_q1a_master_0030,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Evening,Apply,I — him next Monday.,saw,has seen,sees,shall see,D | shall see,Medium,1,ULTRA,1
sep_10_q1a_master_0009,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Morning,Topic,,,,,,,,,,1
q_10_q1a_master_0031,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Morning,Apply,They — hockey at that time.,shall be playing,are playing,was playing,has played,A | shall be playing,Medium,1,ULTRA,1
q_10_q1a_master_0032,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Morning,Apply,Do you — to school everyday?,go,went,will go,have gone,A | go,Medium,1,ULTRA,1
q_10_q1a_master_0033,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Morning,Apply,She was doing her home task when the guests —.,arrived,arrives,will arrive,arriving,A | arrived,Medium,1,ULTRA,1
q_10_q1a_master_0034,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Morning,Apply,It — since last night.,has raining,has been raining,was raining,rained,B | has been raining,Medium,1,ULTRA,1
q_10_q1a_master_0035,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | 2023 Morning,Apply,She is — for London tomorrow.,leave,leaves,leaving,left,C | leaving,Medium,1,ULTRA,1
sep_10_q1a_master_0010,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Topic,,,,,,,,,,1
q_10_q1a_master_0036,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If it rains, we — at home.",will stay,would stay,stayed,stay,A | will stay,Easy,1,ULTRA,1
q_10_q1a_master_0037,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If you work hard, you —.",succeeded,succeed,will succeed,would succeed,C | will succeed,Easy,1,ULTRA,1
q_10_q1a_master_0038,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If he calls, I — him.",will answer,would answer,answered,answer,A | will answer,Easy,1,ULTRA,1
q_10_q1a_master_0039,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If they hurry, they — the bus.",caught,catch,will catch,would catch,C | will catch,Medium,1,ULTRA,1
q_10_q1a_master_0040,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If she studies, she — the test.",will pass,would pass,passed,passes,A | will pass,Medium,1,ULTRA,1
q_10_q1a_master_0041,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If we leave now, we — early.",arrived,arrive,will arrive,would arrive,C | will arrive,Medium,1,ULTRA,1
q_10_q1a_master_0042,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If you ask politely, he — you.",will help,would help,helped,helps,A | will help,Medium,1,ULTRA,1
q_10_q1a_master_0043,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the weather clears, we — out.",went,go,will go,would go,C | will go,Medium,1,PRO,1
q_10_q1a_master_0044,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If Ali comes, we — the meeting.",will start,would start,started,start,A | will start,Hard,1,PRO,1
q_10_q1a_master_0045,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If you save money, you — a laptop.",bought,buy,will buy,would buy,C | will buy,Hard,1,PRO,1
q_10_q1a_master_0046,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the manager works hard, the manager ____ [1].",would succeed,succeeded,succeeds,will succeed,D | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0047,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the driver works hard, the driver ____ [2].",will succeed,would succeed,succeeded,succeeds,A | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0048,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the child works hard, the child ____ [3].",succeeds,will succeed,would succeed,succeeded,B | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0049,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the farmer works hard, the farmer ____ [4].",succeeded,succeeds,will succeed,would succeed,C | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0050,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the student works hard, the student ____ [5].",would succeed,succeeded,succeeds,will succeed,D | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0051,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If my sister works hard, my sister ____ [6].",will succeed,would succeed,succeeded,succeeds,A | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0052,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If my brother works hard, my brother ____ [7].",succeeds,will succeed,would succeed,succeeded,B | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0053,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the doctor works hard, the doctor ____ [8].",succeeded,succeeds,will succeed,would succeed,C | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0054,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the teacher works hard, the teacher ____ [9].",would succeed,succeeded,succeeds,will succeed,D | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0055,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If bilal works hard, bilal ____ [10].",will succeed,would succeed,succeeded,succeeds,A | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0056,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If ayesha works hard, ayesha ____ [11].",succeeds,will succeed,would succeed,succeeded,B | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0057,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If hamza works hard, hamza ____ [12].",succeeded,succeeds,will succeed,would succeed,C | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0058,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If sara works hard, sara ____ [13].",would succeed,succeeded,succeeds,will succeed,D | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0059,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If ali works hard, ali ____ [14].",will succeed,would succeed,succeeded,succeeds,A | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0060,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the officer works hard, the officer ____ [15].",succeeds,will succeed,would succeed,succeeded,B | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0061,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If my mother works hard, my mother ____ [16].",succeeded,succeeds,will succeed,would succeed,C | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0062,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If my father works hard, my father ____ [17].",would succeed,succeeded,succeeds,will succeed,D | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0063,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the girl works hard, the girl ____ [18].",will succeed,would succeed,succeeded,succeeds,A | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0064,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the boy works hard, the boy ____ [19].",succeeds,will succeed,would succeed,succeeded,B | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0065,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the captain works hard, the captain ____ [20].",succeeded,succeeds,will succeed,would succeed,C | will succeed,Medium,1,ELITE,1
q_10_q1a_master_0066,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FIRST CONDITIONAL,Apply,"If the manager works hard, the manager ____ [21].",would succeed,succeeded,succeeds,will succeed,D | will succeed,Medium,1,ELITE,1
sep_10_q1a_master_0011,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Topic,,,,,,,,,,1
q_10_q1a_master_0067,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,I — at eight tonight.,studied,have studied,shall be studying,study,C | shall be studying,Easy,1,ULTRA,1
q_10_q1a_master_0068,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,She — tomorrow morning.,will be travelling,travels,travelled,has travelled,A | will be travelling,Easy,1,ULTRA,1
q_10_q1a_master_0069,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,They — cricket at four.,played,have played,will be playing,play,C | will be playing,Easy,1,ULTRA,1
q_10_q1a_master_0070,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,We — for you at the station.,shall be waiting,waited,wait,have waited,A | shall be waiting,Medium,1,ULTRA,1
q_10_q1a_master_0071,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,He — at this time tomorrow.,worked,has worked,will be working,works,C | will be working,Medium,1,ULTRA,1
q_10_q1a_master_0072,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The children — in the park.,will be playing,play,played,have played,A | will be playing,Medium,1,ULTRA,1
q_10_q1a_master_0073,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,I — dinner at nine.,had,have had,shall be having,have,C | shall be having,Medium,1,ULTRA,1
q_10_q1a_master_0074,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,She — the class tomorrow afternoon.,will be attending,attends,attended,has attended,A | will be attending,Medium,1,PRO,1
q_10_q1a_master_0075,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,They — home this evening.,returned,have returned,will be returning,return,C | will be returning,Hard,1,PRO,1
q_10_q1a_master_0076,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,We — the match at seven.,shall be watching,watch,watched,have watched,A | shall be watching,Hard,1,PRO,1
q_10_q1a_master_0077,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The student ____ the city at this time tomorrow [1].,is working,worked,has worked,will be working,D | will be working,Medium,1,ULTRA,1
q_10_q1a_master_0078,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,My sister ____ a letter at this time tomorrow [2].,will be cooking,is cooking,cooked,has cooked,A | will be cooking,Medium,1,ULTRA,1
q_10_q1a_master_0079,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,My brother ____ dinner at this time tomorrow [3].,has opened,will be opening,is opening,opened,B | will be opening,Medium,1,ULTRA,1
q_10_q1a_master_0080,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The doctor ____ a movie at this time tomorrow [4].,played,has played,will be playing,is playing,C | will be playing,Medium,1,ULTRA,1
q_10_q1a_master_0081,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The teacher ____ the city at this time tomorrow [5].,is planting,planted,has planted,will be planting,D | will be planting,Medium,1,ULTRA,1
q_10_q1a_master_0082,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,Bilal ____ a letter at this time tomorrow [6].,will be finishing,is finishing,finished,has finished,A | will be finishing,Medium,1,ULTRA,1
q_10_q1a_master_0083,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,Ayesha ____ dinner at this time tomorrow [7].,has read,will be reading,is reading,read,B | will be reading,Medium,1,ULTRA,1
q_10_q1a_master_0084,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,Hamza ____ a movie at this time tomorrow [8].,repaired,has repaired,will be repairing,is repairing,C | will be repairing,Medium,1,ULTRA,1
q_10_q1a_master_0085,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,Sara ____ the city at this time tomorrow [9].,is cleaning,cleaned,has cleaned,will be cleaning,D | will be cleaning,Medium,1,ULTRA,1
q_10_q1a_master_0086,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,Ali ____ a letter at this time tomorrow [10].,will be writing,is writing,wrote,has written,A | will be writing,Medium,1,ULTRA,1
q_10_q1a_master_0087,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The officer ____ dinner at this time tomorrow [11].,has prepared,will be preparing,is preparing,prepared,B | will be preparing,Medium,1,ULTRA,1
q_10_q1a_master_0088,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,My mother ____ a movie at this time tomorrow [12].,helped,has helped,will be helping,is helping,C | will be helping,Medium,1,ULTRA,1
q_10_q1a_master_0089,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,My father ____ the city at this time tomorrow [13].,is delivering,delivered,has delivered,will be delivering,D | will be delivering,Medium,1,ULTRA,1
q_10_q1a_master_0090,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The girl ____ a letter at this time tomorrow [14].,will be learning,is learning,learned,has learned,A | will be learning,Medium,1,ULTRA,1
q_10_q1a_master_0091,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The boy ____ dinner at this time tomorrow [15].,has visited,will be visiting,is visiting,visited,B | will be visiting,Medium,1,ULTRA,1
q_10_q1a_master_0092,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The captain ____ a movie at this time tomorrow [16].,carried,has carried,will be carrying,is carrying,C | will be carrying,Medium,1,ULTRA,1
q_10_q1a_master_0093,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The manager ____ the city at this time tomorrow [17].,is watching,watched,has watched,will be watching,D | will be watching,Medium,1,ULTRA,1
q_10_q1a_master_0094,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The driver ____ a letter at this time tomorrow [18].,will be studying,is studying,studied,has studied,A | will be studying,Medium,1,ULTRA,1
q_10_q1a_master_0095,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The child ____ dinner at this time tomorrow [19].,has washed,will be washing,is washing,washed,B | will be washing,Medium,1,ULTRA,1
q_10_q1a_master_0096,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The farmer ____ a movie at this time tomorrow [20].,closed,has closed,will be closing,is closing,C | will be closing,Medium,1,ULTRA,1
q_10_q1a_master_0097,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE CONTINUOUS,Apply,The student ____ the city at this time tomorrow [21].,is working,worked,has worked,will be working,D | will be working,Medium,1,ULTRA,1
sep_10_q1a_master_0012,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Topic,,,,,,,,,,1
q_10_q1a_master_0098,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Apply,I — you tomorrow.,shall meet,met,meet,have met,A | shall meet,Easy,1,ULTRA,1
q_10_q1a_master_0099,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Apply,She — the test next week.,took,has taken,will take,takes,C | will take,Easy,1,ULTRA,1
q_10_q1a_master_0100,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Apply,They — us soon.,will visit,visit,visited,have visited,A | will visit,Easy,1,ULTRA,1
q_10_q1a_master_0101,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Apply,We — the work tonight.,finish,have finished,shall finish,finished,C | shall finish,Medium,1,ULTRA,1
q_10_q1a_master_0102,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Apply,He — a new car next month.,will buy,buys,bought,has bought,A | will buy,Medium,1,ULTRA,1
q_10_q1a_master_0103,1,ENGLISH_B | Q1(a) CORRECT FORM OF VERB | BISE BOARD MASTER 600 | FUTURE INDEFINITE,Apply,The team — the match tomorrow.,played,has played,will play,plays,C | will play,Medium,1,ULTRA,1
