question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_10_chem_ch17_sq_019,1,17.2 Change in Mass during a Chemical Reaction,compare_contrast,Compare the measured mass change when magnesium burns in an open crucible and in a closed container.,magnesium کے open crucible اور closed container میں burn ہونے پر measured mass change کا موازنہ کریں۔,Medium,2,PRO,1
q_10_chem_ch17_sq_020,1,17.2 Change in Mass during a Chemical Reaction,explain_reason,Explain the apparent decrease in mass when marble chips react with dilute hydrochloric acid in an open container.,وضاحت کریں کہ open container میں marble chips کے dilute hydrochloric acid کے ساتھ reaction پر apparent mass decrease کیوں ہوتی ہے۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_021,1,17.2 Change in Mass during a Chemical Reaction,application_scenario,Design a simple closed-system test to show that the reaction CaCO₃ + 2HCl → CaCl₂ + H₂O + CO₂ obeys conservation of mass.,یہ show کرنے کے لیے simple closed-system test design کریں کہ reaction CaCO₃ + 2HCl → CaCl₂ + H₂O + CO₂ conservation of mass obey کرتی ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,17.3 Temperature Change and Concentration-Time Behaviour,topic_separator,,,,,,1
q_10_chem_ch17_sq_022,1,17.3 Temperature Change and Concentration-Time Behaviour,difference,Differentiate between exothermic and endothermic reactions in terms of heat flow and the temperature of the surroundings.,heat flow اور surroundings کے temperature کے لحاظ سے exothermic اور endothermic reactions میں فرق بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch17_sq_023,1,17.3 Temperature Change and Concentration-Time Behaviour,definition_example,Give one example each of an exothermic and an endothermic process involving the substances discussed.,discussed substances میں سے one exothermic اور one endothermic process کی example دیں۔,Easy,2,PRO,1
q_10_chem_ch17_sq_024,1,17.3 Temperature Change and Concentration-Time Behaviour,explain_reason,Explain why the container warms when quicklime reacts with water.,وضاحت کریں کہ quicklime کے water کے ساتھ reaction پر container warm کیوں ہوتا ہے۔,Medium,2,PRO,1
q_10_chem_ch17_sq_025,1,17.3 Temperature Change and Concentration-Time Behaviour,explain_reason,Explain why dissolving ammonium chloride or ammonium nitrate in water cools the container.,وضاحت کریں کہ ammonium chloride یا ammonium nitrate کو water میں dissolve کرنے سے container cool کیوں ہوتا ہے۔,Medium,2,PRO,1
q_10_chem_ch17_sq_026,1,17.3 Temperature Change and Concentration-Time Behaviour,diagram_based,Interpret a concentration-time graph by describing how reactant and product concentrations change as a reaction proceeds.,concentration-time graph interpret کرتے ہوئے بیان کریں کہ reaction proceed ہونے کے ساتھ reactant اور product concentrations کیسے change ہوتی ہیں۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_027,1,17.3 Temperature Change and Concentration-Time Behaviour,concept_explanation,Explain why the product concentration reaches a maximum while the reactant concentration approaches its minimum at the end of a reaction.,وضاحت کریں کہ reaction کے end پر product concentration maximum جبکہ reactant concentration minimum کے قریب کیوں پہنچتی ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,17.4 Effect of Reactant Concentration and Rate Graphs,topic_separator,,,,,,1
q_10_chem_ch17_sq_028,1,17.4 Effect of Reactant Concentration and Rate Graphs,cause_effect,State the effect of increasing reactant concentration on reaction rate and explain it through particle number per unit volume.,reaction rate پر reactant concentration بڑھانے کا effect بیان کریں اور اسے particle number per unit volume سے explain کریں۔,Easy,2,ULTRA,1
q_10_chem_ch17_sq_029,1,17.4 Effect of Reactant Concentration and Rate Graphs,explain_reason,Explain why sulphur burns more slowly in air than in pure oxygen.,وضاحت کریں کہ sulphur، pure oxygen کی نسبت air میں more slowly کیوں burn کرتی ہے۔,Easy,2,PRO,1
q_10_chem_ch17_sq_030,1,17.4 Effect of Reactant Concentration and Rate Graphs,process_steps,"Outline the experiment using limestone, hydrochloric acid and a gas syringe to investigate the effect of acid concentration on reaction rate.",limestone، hydrochloric acid اور gas syringe استعمال کرتے ہوئے acid concentration کے reaction rate پر effect investigate کرنے کا experiment outline کریں۔,Easy,2,ELITE,1
q_10_chem_ch17_sq_031,1,17.4 Effect of Reactant Concentration and Rate Graphs,list_state,List four variables that must be kept constant when comparing the reactions of limestone with 1 mol/dm³ and 2 mol/dm³ hydrochloric acid.,limestone کے 1 mol/dm³ اور 2 mol/dm³ hydrochloric acid کے ساتھ reactions compare کرتے وقت constant رکھی جانے والی four variables list کریں۔,Medium,2,PRO,1
q_10_chem_ch17_sq_032,1,17.4 Effect of Reactant Concentration and Rate Graphs,diagram_based,Explain how the initial slope of a gas-volume versus time graph represents the initial reaction rate.,وضاحت کریں کہ gas-volume versus time graph کا initial slope، initial reaction rate کو کیسے represent کرتا ہے۔,Medium,2,PRO,1
q_10_chem_ch17_sq_033,1,17.4 Effect of Reactant Concentration and Rate Graphs,diagram_based,Compare the curves obtained with 1 mol/dm³ and 2 mol/dm³ HCl and identify which curve represents the faster initial rate.,1 mol/dm³ اور 2 mol/dm³ HCl سے obtained curves کا موازنہ کریں اور faster initial rate والی curve identify کریں۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_034,1,17.4 Effect of Reactant Concentration and Rate Graphs,explain_reason,Explain why the reaction rate is often fastest at the beginning and progressively decreases with time.,وضاحت کریں کہ reaction rate اکثر beginning میں fastest کیوں ہوتی ہے اور time کے ساتھ progressively decrease کیوں کرتی ہے۔,Hard,2,ELITE,1
q_10_chem_ch17_sq_035,1,17.4 Effect of Reactant Concentration and Rate Graphs,application_scenario,A gas-volume curve becomes horizontal after several minutes. Explain what this indicates about reactant concentration and reaction completion.,gas-volume curve several minutes کے بعد horizontal ہو جاتی ہے۔ وضاحت کریں کہ یہ reactant concentration اور reaction completion کے بارے میں کیا indicate کرتی ہے۔,Hard,2,PRO,1
TOPIC_SEP,1,17.4 Effects of Gas Pressure and Solid Surface Area,topic_separator,,,,,,1
q_10_chem_ch17_sq_036,1,17.4 Effects of Gas Pressure and Solid Surface Area,cause_effect,State how increasing the pressure of a gaseous reactant affects its concentration and reaction rate.,بیان کریں کہ gaseous reactant کا pressure بڑھانے سے اس کی concentration اور reaction rate کیسے affect ہوتی ہیں۔,Easy,2,PRO,1
q_10_chem_ch17_sq_037,1,17.4 Effects of Gas Pressure and Solid Surface Area,application_scenario,Predict the effect on reaction rate when the pressure of chlorine is doubled in its reaction with excess hydrogen.,excess hydrogen کے ساتھ reaction میں chlorine کا pressure double کرنے سے reaction rate پر effect predict کریں۔,Easy,2,PRO,1
q_10_chem_ch17_sq_038,1,17.4 Effects of Gas Pressure and Solid Surface Area,definition_function,State why reactions involving solids occur mainly at their exposed surfaces.,بیان کریں کہ solids involving reactions mainly ان کی exposed surfaces پر کیوں occur کرتی ہیں۔,Easy,2,ULTRA,1
q_10_chem_ch17_sq_039,1,17.4 Effects of Gas Pressure and Solid Surface Area,cause_effect,Explain how increasing the surface area of a solid reactant increases the rate of reaction.,وضاحت کریں کہ solid reactant کا surface area بڑھانے سے reaction rate کیسے increase ہوتی ہے۔,Medium,2,PRO,1
q_10_chem_ch17_sq_040,1,17.4 Effects of Gas Pressure and Solid Surface Area,compare_contrast,Compare the reaction rates of aluminum foil and finely divided aluminum with aqueous sodium hydroxide.,aqueous sodium hydroxide کے ساتھ aluminum foil اور finely divided aluminum کی reaction rates کا موازنہ کریں۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_041,1,17.4 Effects of Gas Pressure and Solid Surface Area,explain_reason,Explain why powdered or finely divided solids and catalysts are often used instead of large pieces.,وضاحت کریں کہ large pieces کے بجائے powdered یا finely divided solids اور catalysts اکثر کیوں use کیے جاتے ہیں۔,Hard,2,ELITE,1
TOPIC_SEP,1,17.4 Effects of Temperature and Catalysts,topic_separator,,,,,,1
q_10_chem_ch17_sq_042,1,17.4 Effects of Temperature and Catalysts,cause_effect,State the common approximate effect of a 10 °C rise in temperature on the rate of many reactions.,many reactions کی rate پر 10 °C temperature rise کا common approximate effect بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch17_sq_043,1,17.4 Effects of Temperature and Catalysts,explain_reason,Explain why food cooks faster at a higher temperature.,وضاحت کریں کہ food higher temperature پر faster کیوں cook ہوتا ہے۔,Easy,2,PRO,1
q_10_chem_ch17_sq_044,1,17.4 Effects of Temperature and Catalysts,definition_function,Define a catalyst and state what happens to it at the end of a reaction.,catalyst کی تعریف کریں اور بیان کریں کہ reaction کے end پر اس کے ساتھ کیا ہوتا ہے۔,Easy,2,ULTRA,1
q_10_chem_ch17_sq_045,1,17.4 Effects of Temperature and Catalysts,explain_reason,"Explain how increasing temperature raises reaction rate through kinetic energy, particle speed and successful collisions.",وضاحت کریں کہ temperature بڑھانے سے kinetic energy، particle speed اور successful collisions کے ذریعے reaction rate کیسے increase ہوتی ہے۔,Medium,2,PRO,1
q_10_chem_ch17_sq_046,1,17.4 Effects of Temperature and Catalysts,diagram_based,Interpret a graph of relative reaction rate against temperature and describe the trend shown.,relative reaction rate versus temperature graph interpret کریں اور shown trend بیان کریں۔,Medium,2,PRO,1
q_10_chem_ch17_sq_047,1,17.4 Effects of Temperature and Catalysts,concept_explanation,Explain how a catalyst provides an alternative reaction pathway with lower activation energy.,وضاحت کریں کہ catalyst lower activation energy والا alternative reaction pathway کیسے provide کرتا ہے۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_048,1,17.4 Effects of Temperature and Catalysts,application_scenario,Explain why magnesium reacts very slowly with air at room temperature but burns rapidly with intense white light at high temperature.,وضاحت کریں کہ magnesium room temperature پر air کے ساتھ very slowly react کرتا ہے مگر high temperature پر intense white light کے ساتھ rapidly burn کیوں کرتا ہے۔,Hard,2,ELITE,1
q_10_chem_ch17_sq_049,1,17.4 Effects of Temperature and Catalysts,application_scenario,Explain how V₂O₅ lowers the activation energy for 2SO₂ + O₂ → 2SO₃ without being consumed.,وضاحت کریں کہ V₂O₅ درج ذیل reaction کے activation energy کو consumed ہوئے بغیر کیسے lower کرتا ہے: 2SO₂ + O₂ → 2SO₃,Hard,2,ELITE,1
TOPIC_SEP,1,17.4 Enzymes as Biological Catalysts,topic_separator,,,,,,1
q_10_chem_ch17_sq_050,1,17.4 Enzymes as Biological Catalysts,definition_function,Define enzymes and state their chemical nature and general catalytic role in the body.,enzymes کی تعریف کریں اور ان کی chemical nature اور body میں general catalytic role بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch17_sq_051,1,17.4 Enzymes as Biological Catalysts,features_characteristics,State two characteristic features of enzyme active sites.,enzyme active sites کی two characteristic features بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch17_sq_052,1,17.4 Enzymes as Biological Catalysts,sequence,Describe the catalytic action of an enzyme from binding of reactant molecules to release of products.,reactant molecules کی binding سے product release تک enzyme کی catalytic action بیان کریں۔,Medium,2,PRO,1
q_10_chem_ch17_sq_053,1,17.4 Enzymes as Biological Catalysts,explain_reason,Explain why an enzyme can be reused after catalysing a reaction.,وضاحت کریں کہ reaction catalyse کرنے کے بعد enzyme کو reuse کیوں کیا جا سکتا ہے۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_054,1,17.4 Enzymes as Biological Catalysts,application_scenario,Explain how the specificity of an enzyme's active site limits it to catalysing a particular reaction.,وضاحت کریں کہ enzyme active site کی specificity اسے particular reaction catalyse کرنے تک کیسے limit کرتی ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,17.5 Importance of Chemical Kinetics in Food Industry,topic_separator,,,,,,1
q_10_chem_ch17_sq_055,1,17.5 Importance of Chemical Kinetics in Food Industry,function_purpose,State why food scientists study reaction rates involved in ripening and spoilage of fruits and vegetables.,بیان کریں کہ food scientists fruits اور vegetables کی ripening اور spoilage میں involved reaction rates کیوں study کرتے ہیں۔,Easy,2,ULTRA,1
q_10_chem_ch17_sq_056,1,17.5 Importance of Chemical Kinetics in Food Industry,list_state,List the main food-quality changes produced by enzyme-controlled ripening reactions.,enzyme-controlled ripening reactions سے produced main food-quality changes list کریں۔,Easy,2,PRO,1
q_10_chem_ch17_sq_057,1,17.5 Importance of Chemical Kinetics in Food Industry,application_scenario,State how monitoring ethene production can help determine the best time for harvesting fruit.,بیان کریں کہ ethene production monitor کرنے سے fruit harvesting کا best time determine کرنے میں کیسے help ملتی ہے۔,Easy,2,PRO,1
q_10_chem_ch17_sq_058,1,17.5 Importance of Chemical Kinetics in Food Industry,explain_reason,Explain why some fruits and vegetables spoil more rapidly in summer than in winter.,وضاحت کریں کہ کچھ fruits اور vegetables winter کی نسبت summer میں more rapidly کیوں spoil ہوتے ہیں۔,Medium,2,PRO,1
q_10_chem_ch17_sq_059,1,17.5 Importance of Chemical Kinetics in Food Industry,application_scenario,Explain how refrigeration can reduce food spoilage during storage and transportation.,وضاحت کریں کہ refrigeration storage اور transportation کے دوران food spoilage کیسے reduce کر سکتی ہے۔,Medium,2,ELITE,1
q_10_chem_ch17_sq_060,1,17.5 Importance of Chemical Kinetics in Food Industry,concept_explanation,"Explain how chemical kinetics helps select optimum harvesting, storage and transportation conditions while minimizing food losses.",وضاحت کریں کہ chemical kinetics optimum harvesting، storage اور transportation conditions select کرنے اور food losses minimize کرنے میں کیسے help کرتی ہے۔,Hard,2,ELITE,1
