question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_chem_ch15_009,1,15.2 Concentration of a Solution,Remember,What does the concentration of a solution measure?,محلول کی concentration کس چیز کی پیمائش کرتی ہے؟,The temperature at which the solvent boils / وہ درجہ حرارت جس پر solvent ابلتا ہے,The total number of atoms in the container / برتن میں atoms کی کل تعداد,The pressure exerted by the solution / محلول کا پیدا کردہ دباؤ,The amount of solute dissolved in a given amount of solution or solvent / محلول یا solvent کی دی گئی مقدار میں حل شدہ solute کی مقدار,D | The amount of solute dissolved in a given amount of solution or solvent / محلول یا solvent کی دی گئی مقدار میں حل شدہ solute کی مقدار,Easy,1,ULTRA,1
q_10_chem_ch15_010,1,15.2 Concentration of a Solution,Remember,Which unit is used for mass-per-volume concentration?,mass-per-volume concentration کے لیے کون سی unit استعمال ہوتی ہے؟,mol/g / mol/g,g/dm³ / g/dm³,dm³/mol / dm³/mol,g·dm³ / g·dm³,B | g/dm³ / g/dm³,Easy,1,PRO,1
q_10_chem_ch15_011,1,15.2 Concentration of a Solution,Remember,Which unit is used for molar concentration?,molar concentration کے لیے کون سی unit استعمال ہوتی ہے؟,g/mol / g/mol,dm³/g / dm³/g,mol·dm³ / mol·dm³,mol/dm³ / mol/dm³,D | mol/dm³ / mol/dm³,Easy,1,PRO,1
q_10_chem_ch15_012,1,15.2 Concentration of a Solution,Understand,Which two terms are stated to have the same meaning in the chapter?,باب میں کن دو اصطلاحات کو ایک ہی معنی رکھنے والا بتایا گیا ہے؟,Molar mass and molar volume / molar mass اور molar volume,Molar concentration and molarity / molar concentration اور molarity,Actual yield and theoretical yield / actual yield اور theoretical yield,Empirical formula and molecular formula / empirical formula اور molecular formula,B | Molar concentration and molarity / molar concentration اور molarity,Easy,1,ELITE,1
q_10_chem_ch15_013,1,15.2 Concentration of a Solution,Apply,What is the concentration of a solution containing 20 g NaCl in 0.2 dm³ of solution?,20 g NaCl کو 0.2 dm³ محلول میں حل کرنے سے concentration کیا ہوگی؟,100 g/dm³ / 100 g/dm³,10 g/dm³ / 10 g/dm³,4 g/dm³ / 4 g/dm³,0.01 g/dm³ / 0.01 g/dm³,A | 100 g/dm³ / 100 g/dm³,Medium,1,PRO,1
q_10_chem_ch15_014,1,15.2 Concentration of a Solution,Apply,What mass of copper sulphate is required to prepare 2 dm³ of solution with concentration 15 g/dm³?,15 g/dm³ concentration کے 2 dm³ محلول کے لیے copper sulphate کی کتنی mass درکار ہے؟,30 g / 30 g,7.5 g / 7.5 g,13 g / 13 g,17 g / 17 g,A | 30 g / 30 g,Easy,1,PRO,1
q_10_chem_ch15_015,1,15.2 Concentration of a Solution,Apply,A solution contains 2.0 g KOH in 100 cm³. What is its molar concentration?,ایک محلول میں 100 cm³ میں 2.0 g KOH موجود ہے۔ اس کی molar concentration کیا ہے؟,0.53 mol/dm³ / 0.53 mol/dm³,0.70 mol/dm³ / 0.70 mol/dm³,0.36 mol/dm³ / 0.36 mol/dm³,0.45 mol/dm³ / 0.45 mol/dm³,C | 0.36 mol/dm³ / 0.36 mol/dm³,Hard,1,PRO,1
q_10_chem_ch15_016,1,15.2 Concentration of a Solution,Apply,What mass of NaCl is needed to make 15 dm³ of a solution with concentration 0.7 g/dm³?,0.7 g/dm³ concentration کے 15 dm³ محلول کے لیے NaCl کی کتنی mass درکار ہے؟,21 g / 21 g,31.5 g / 31.5 g,10.5 g / 10.5 g,5.4 g / 5.4 g,C | 10.5 g / 10.5 g,Medium,1,PRO,1
TOPIC_SEP,1,15.3 Concentration by Titration Using Empirical Data,Topic,,,,,,,,,,,1
q_10_chem_ch15_017,1,15.3 Concentration by Titration Using Empirical Data,Remember,What is required to calculate an unknown concentration by titration?,titration کے ذریعے نامعلوم concentration معلوم کرنے کے لیے کیا درکار ہے؟,Only the colours of the solutions / صرف محلولوں کے رنگ,"A balanced equation, solution volumes and the known concentration of the other solution / balanced equation، محلولوں کے volumes اور دوسرے محلول کی معلوم concentration",Only the atmospheric pressure / صرف فضائی دباؤ,Only the molar volume of a gas / صرف گیس کا molar volume,"B | A balanced equation, solution volumes and the known concentration of the other solution / balanced equation، محلولوں کے volumes اور دوسرے محلول کی معلوم concentration",Easy,1,ULTRA,1
q_10_chem_ch15_018,1,15.3 Concentration by Titration Using Empirical Data,Remember,What indicates completion of a titration reaction?,titration reaction کی تکمیل کس چیز سے ظاہر ہوتی ہے؟,The melting point / melting point,The boiling point / boiling point,The end point / end point,The freezing point / freezing point,C | The end point / end point,Easy,1,ULTRA,1
q_10_chem_ch15_019,1,15.3 Concentration by Titration Using Empirical Data,Understand,What is the mole ratio of NaOH to HCl in the equation NaOH + HCl → NaCl + H₂O?,equation NaOH + HCl → NaCl + H₂O میں NaOH اور HCl کا mole ratio کیا ہے؟,1:1 / 1:1,1:2 / 1:2,2:1 / 2:1,2:3 / 2:3,A | 1:1 / 1:1,Easy,1,PRO,1
q_10_chem_ch15_020,1,15.3 Concentration by Titration Using Empirical Data,Apply,"In the worked titration, what volume in dm³ is equivalent to 15 cm³ of NaOH solution?",worked titration میں NaOH solution کے 15 cm³ کے برابر volume dm³ میں کیا ہے؟,0.15 dm³ / 0.15 dm³,1.5 dm³ / 1.5 dm³,0.015 dm³ / 0.015 dm³,0.0015 dm³ / 0.0015 dm³,C | 0.015 dm³ / 0.015 dm³,Medium,1,PRO,1
q_10_chem_ch15_021,1,15.3 Concentration by Titration Using Empirical Data,Apply,"In the worked titration, how many moles of NaOH are present in 15 cm³ of 0.5 mol/dm³ solution?",worked titration میں 0.5 mol/dm³ محلول کے 15 cm³ میں NaOH کے کتنے moles موجود ہیں؟,0.075 mol / 0.075 mol,0.0075 mol / 0.0075 mol,0.00075 mol / 0.00075 mol,7.5 mol / 7.5 mol,B | 0.0075 mol / 0.0075 mol,Medium,1,PRO,1
q_10_chem_ch15_022,1,15.3 Concentration by Titration Using Empirical Data,Apply,What concentration of HCl was calculated when 23 cm³ HCl neutralized 15 cm³ of 0.5 mol/dm³ NaOH?,جب 23 cm³ HCl نے 15 cm³ of 0.5 mol/dm³ NaOH کو neutralize کیا تو HCl کی concentration کیا نکلی؟,0.023 mol/dm³ / 0.023 mol/dm³,0.500 mol/dm³ / 0.500 mol/dm³,3.26 mol/dm³ / 3.26 mol/dm³,0.326 mol/dm³ / 0.326 mol/dm³,D | 0.326 mol/dm³ / 0.326 mol/dm³,Hard,1,PRO,1
q_10_chem_ch15_023,1,15.3 Concentration by Titration Using Empirical Data,Analyze,"In a 1:1 acid-base reaction, which expression gives the concentration of the unknown acid after its moles are found?",1:1 acid-base reaction میں unknown acid کے moles معلوم ہونے کے بعد اس کی concentration کون سا expression دیتا ہے؟,Moles of acid ÷ volume of acid in dm³ / acid کے moles ÷ acid کا volume in dm³,Volume of acid × molar volume / acid کا volume × molar volume,Mass of acid ÷ percentage yield / acid کی mass ÷ percentage yield,Moles of base × empirical formula mass / base کے moles × empirical formula mass,A | Moles of acid ÷ volume of acid in dm³ / acid کے moles ÷ acid کا volume in dm³,Hard,1,ELITE,1
TOPIC_SEP,1,15.4 Percentage Composition by Mass,Topic,,,,,,,,,,,1
q_10_chem_ch15_024,1,15.4 Percentage Composition by Mass,Remember,What does percentage composition of a compound describe?,compound کی percentage composition کیا بیان کرتی ہے؟,The percentage volume of every gas released / خارج ہونے والی ہر گیس کا percentage volume,The percentage number of molecules that react / react کرنے والے molecules کی percentage تعداد,The percentage pressure of the compound / compound کا percentage pressure,The percentage mass of each element present in the compound / compound میں موجود ہر element کی percentage mass,D | The percentage mass of each element present in the compound / compound میں موجود ہر element کی percentage mass,Easy,1,ULTRA,1
q_10_chem_ch15_025,1,15.4 Percentage Composition by Mass,Remember,Which formula is used to calculate the percentage of an element in a compound?,compound میں کسی element کی percentage معلوم کرنے کے لیے کون سا formula استعمال ہوتا ہے؟,Formula mass ÷ mass of element × 100 / formula mass ÷ element کی mass × 100,Molar volume ÷ mass of element × 100 / molar volume ÷ element کی mass × 100,Actual yield ÷ empirical formula mass × 100 / actual yield ÷ empirical formula mass × 100,Mass of element in compound ÷ formula mass of compound × 100 / compound میں element کی mass ÷ compound کی formula mass × 100,D | Mass of element in compound ÷ formula mass of compound × 100 / compound میں element کی mass ÷ compound کی formula mass × 100,Easy,1,PRO,1
q_10_chem_ch15_026,1,15.4 Percentage Composition by Mass,Understand,Why is percentage composition useful?,percentage composition کیوں مفید ہے؟,It directly measures boiling point / یہ براہِ راست boiling point ناپتی ہے,It determines gas pressure without calculation / یہ calculation کے بغیر gas pressure معلوم کرتی ہے,It converts every compound into an element / یہ ہر compound کو element میں تبدیل کرتی ہے,It helps determine purity and empirical and molecular formulae / یہ purity اور empirical و molecular formulae معلوم کرنے میں مدد دیتی ہے,D | It helps determine purity and empirical and molecular formulae / یہ purity اور empirical و molecular formulae معلوم کرنے میں مدد دیتی ہے,Medium,1,ELITE,1
q_10_chem_ch15_027,1,15.4 Percentage Composition by Mass,Apply,What is the formula mass of Ca(OH)₂ using the values shown in the chapter?,باب میں دی گئی values کے مطابق Ca(OH)₂ کی formula mass کیا ہے؟,40 / 40,56 / 56,74 / 74,90 / 90,C | 74 / 74,Easy,1,PRO,1
q_10_chem_ch15_028,1,15.4 Percentage Composition by Mass,Apply,What is the percentage of calcium in Ca(OH)₂ according to the worked example?,worked example کے مطابق Ca(OH)₂ میں calcium کی percentage کیا ہے؟,43.24% / 43.24%,2.70% / 2.70%,74.00% / 74.00%,54.05% / 54.05%,D | 54.05% / 54.05%,Medium,1,PRO,1
q_10_chem_ch15_029,1,15.4 Percentage Composition by Mass,Apply,What is the percentage of oxygen in Ca(OH)₂ according to the worked example?,worked example کے مطابق Ca(OH)₂ میں oxygen کی percentage کیا ہے؟,54.05% / 54.05%,2.70% / 2.70%,43.24% / 43.24%,32.00% / 32.00%,C | 43.24% / 43.24%,Medium,1,PRO,1
q_10_chem_ch15_030,1,15.4 Percentage Composition by Mass,Analyze,A compound contains 5.217 g carbon in a total mass of 8.657 g. Which percentage of carbon is obtained?,ایک compound کی کل mass 8.657 g ہے جس میں 5.217 g carbon موجود ہے۔ carbon کی کون سی percentage حاصل ہوتی ہے؟,11.11% / 11.11%,28.62% / 28.62%,54.05% / 54.05%,60.26% / 60.26%,D | 60.26% / 60.26%,Hard,1,PRO,1
TOPIC_SEP,1,15.5 Empirical Formula,Topic,,,,,,,,,,,1
q_10_chem_ch15_031,1,15.5 Empirical Formula,Remember,What does an empirical formula show?,empirical formula کیا ظاہر کرتی ہے؟,The actual number of atoms in one molecule / ایک molecule میں atoms کی حقیقی تعداد,The percentage purity of a compound / compound کی percentage purity,The simplest whole-number ratio of atoms in a compound / compound میں atoms کا سادہ ترین whole-number ratio,The volume occupied by one mole of gas / گیس کے ایک mole کا volume,C | The simplest whole-number ratio of atoms in a compound / compound میں atoms کا سادہ ترین whole-number ratio,Easy,1,PRO,1
q_10_chem_ch15_032,1,15.5 Empirical Formula,Understand,Why are ionic compounds represented by empirical formulae?,ionic compounds کو empirical formulae سے کیوں ظاہر کیا جاتا ہے؟,Their formulae show the simplest ratio between ions / ان کے formulae ions کے درمیان سادہ ترین ratio دکھاتے ہیں,Their ions always have equal masses / ان کے ions کی masses ہمیشہ برابر ہوتی ہیں,They contain only one atom of each element / ان میں ہر element کا صرف ایک atom ہوتا ہے,They have no electrical charges / ان پر کوئی electrical charges نہیں ہوتے,A | Their formulae show the simplest ratio between ions / ان کے formulae ions کے درمیان سادہ ترین ratio دکھاتے ہیں,Medium,1,ULTRA,1
q_10_chem_ch15_033,1,15.5 Empirical Formula,Understand,Why can two different compounds have the same empirical formula?,دو مختلف compounds کی empirical formula ایک جیسی کیوں ہو سکتی ہے؟,All compounds contain the same elements / تمام compounds میں ایک ہی elements ہوتے ہیں,"An empirical formula shows only the simplest ratio, not the actual atom numbers / empirical formula صرف سادہ ترین ratio دکھاتی ہے، atoms کی حقیقی تعداد نہیں",Molecular mass is always equal for all compounds / تمام compounds کا molecular mass ہمیشہ برابر ہوتا ہے,Every compound is ionic / ہر compound ionic ہوتا ہے,"B | An empirical formula shows only the simplest ratio, not the actual atom numbers / empirical formula صرف سادہ ترین ratio دکھاتی ہے، atoms کی حقیقی تعداد نہیں",Medium,1,PRO,1
q_10_chem_ch15_034,1,15.5 Empirical Formula,Remember,Which pair is stated to have the same empirical formula CH?,کون سا pair ایک ہی empirical formula CH رکھتا ہے؟,Water and hydrogen peroxide / water اور hydrogen peroxide,Acetylene and benzene / acetylene اور benzene,Sodium chloride and calcium chloride / sodium chloride اور calcium chloride,Glucose and water / glucose اور water,B | Acetylene and benzene / acetylene اور benzene,Easy,1,ULTRA,1
q_10_chem_ch15_035,1,15.5 Empirical Formula,Apply,Which empirical formula was obtained for a compound containing 25.26% Mg and 74.74% Cl?,25.26% Mg اور 74.74% Cl رکھنے والے compound کی کون سی empirical formula حاصل ہوئی؟,MgCl₂ / MgCl₂,MgCl / MgCl,Mg₂Cl / Mg₂Cl,Mg₂Cl₃ / Mg₂Cl₃,A | MgCl₂ / MgCl₂,Medium,1,PRO,1
q_10_chem_ch15_036,1,15.5 Empirical Formula,Apply,"Which empirical formula was obtained from 64.8% C, 15.62% H and 21.58% O?",64.8% C، 15.62% H اور 21.58% O سے کون سی empirical formula حاصل ہوئی؟,CH₂O / CH₂O,C₂H₅O₂ / C₂H₅O₂,C₄H₁₀O / C₄H₁₀O,C₄H₈O₂ / C₄H₈O₂,C | C₄H₁₀O / C₄H₁₀O,Hard,1,PRO,1
q_10_chem_ch15_037,1,15.5 Empirical Formula,Analyze,"After dividing the moles of all elements by the smallest mole value, what should be done if the ratios are not whole numbers?",تمام elements کے moles کو سب سے چھوٹی mole value سے divide کرنے کے بعد اگر ratios whole numbers نہ ہوں تو کیا کرنا چاہیے؟,Multiply the ratios by a suitable digit to obtain whole numbers / whole numbers حاصل کرنے کے لیے ratios کو مناسب digit سے multiply کریں,Add the atomic masses to the ratios / ratios میں atomic masses جمع کریں,Replace every ratio by one / ہر ratio کو one سے بدل دیں,Divide the ratios by the molar volume / ratios کو molar volume سے divide کریں,A | Multiply the ratios by a suitable digit to obtain whole numbers / whole numbers حاصل کرنے کے لیے ratios کو مناسب digit سے multiply کریں,Hard,1,ELITE,1
TOPIC_SEP,1,15.5 Molecular Formula,Topic,,,,,,,,,,,1
q_10_chem_ch15_038,1,15.5 Molecular Formula,Remember,What does a molecular formula represent?,molecular formula کیا ظاہر کرتی ہے؟,Only the simplest atom ratio / صرف atoms کا سادہ ترین ratio,The percentage yield of a reaction / reaction کی percentage yield,The volume of a gas at RTP / RTP پر gas کا volume,The actual number of atoms in a molecule / molecule میں atoms کی حقیقی تعداد,D | The actual number of atoms in a molecule / molecule میں atoms کی حقیقی تعداد,Easy,1,ULTRA,1
q_10_chem_ch15_039,1,15.5 Molecular Formula,Remember,Which equation relates molecular formula to empirical formula?,کون سا equation molecular formula کو empirical formula سے متعلق کرتا ہے؟,Molecular formula = empirical formula ÷ n / molecular formula = empirical formula ÷ n,Molecular formula = percentage yield × mass / molecular formula = percentage yield × mass,Molecular formula = n × empirical formula / molecular formula = n × empirical formula,Molecular formula = molar volume + atomic mass / molecular formula = molar volume + atomic mass,C | Molecular formula = n × empirical formula / molecular formula = n × empirical formula,Easy,1,PRO,1
q_10_chem_ch15_040,1,15.5 Molecular Formula,Understand,How is the value of n calculated?,n کی value کیسے معلوم کی جاتی ہے؟,Empirical formula mass ÷ molecular mass / empirical formula mass ÷ molecular mass,Actual yield ÷ theoretical yield / actual yield ÷ theoretical yield,Molecular mass ÷ empirical formula mass / molecular mass ÷ empirical formula mass,Mass of solute ÷ volume of gas / solute کی mass ÷ gas کا volume,C | Molecular mass ÷ empirical formula mass / molecular mass ÷ empirical formula mass,Medium,1,PRO,1
q_10_chem_ch15_041,1,15.5 Molecular Formula,Apply,Benzene has empirical formula CH and molecular mass 78. What is its molecular formula?,benzene کی empirical formula CH اور molecular mass 78 ہے۔ اس کی molecular formula کیا ہے؟,CH / CH,C₂H₂ / C₂H₂,C₇H₇ / C₇H₇,C₆H₆ / C₆H₆,D | C₆H₆ / C₆H₆,Medium,1,PRO,1
q_10_chem_ch15_042,1,15.5 Molecular Formula,Apply,Glucose has empirical formula CH₂O and molecular mass 180. What is its molecular formula?,glucose کی empirical formula CH₂O اور molecular mass 180 ہے۔ اس کی molecular formula کیا ہے؟,C₆H₁₂O₆ / C₆H₁₂O₆,CH₂O / CH₂O,C₃H₆O₃ / C₃H₆O₃,C₁₂H₂₄O₁₂ / C₁₂H₂₄O₁₂,A | C₆H₁₂O₆ / C₆H₁₂O₆,Medium,1,PRO,1
q_10_chem_ch15_043,1,15.5 Molecular Formula,Analyze,A compound has empirical formula C₃H₅O₃ and molar mass 178 g/mol. Which molecular formula is correct?,ایک compound کی empirical formula C₃H₅O₃ اور molar mass 178 g/mol ہے۔ درست molecular formula کون سی ہے؟,C₃H₅O₃ / C₃H₅O₃,C₉H₁₅O₉ / C₉H₁₅O₉,C₈H₁₀O₈ / C₈H₁₀O₈,C₆H₁₀O₆ / C₆H₁₀O₆,D | C₆H₁₀O₆ / C₆H₁₀O₆,Hard,1,PRO,1
TOPIC_SEP,1,15.5 Calculations Based on Chemical Equation,Topic,,,,,,,,,,,1
q_10_chem_ch15_044,1,15.5 Calculations Based on Chemical Equation,Understand,What information is obtained from a complete balanced chemical equation for stoichiometric calculations?,stoichiometric calculations کے لیے complete balanced chemical equation سے کیا معلومات حاصل ہوتی ہیں؟,Only the colours of reactants / صرف reactants کے رنگ,Only the physical states of products / صرف products کی physical states,Mole ratios and mass ratios of reactants and products / reactants اور products کے mole ratios اور mass ratios,Only the temperature of the reaction / صرف reaction کا temperature,C | Mole ratios and mass ratios of reactants and products / reactants اور products کے mole ratios اور mass ratios,Medium,1,ULTRA,1
q_10_chem_ch15_045,1,15.5 Calculations Based on Chemical Equation,Remember,"In the equation CaCO₃ + 2HCl → CaCl₂ + H₂O + CO₂, how many moles of HCl react with one mole of CaCO₃?",equation CaCO₃ + 2HCl → CaCl₂ + H₂O + CO₂ میں one mole CaCO₃ کے ساتھ HCl کے کتنے moles react کرتے ہیں؟,2 moles / 2 moles,1 mole / 1 mole,3 moles / 3 moles,4 moles / 4 moles,A | 2 moles / 2 moles,Easy,1,PRO,1
q_10_chem_ch15_046,1,15.5 Calculations Based on Chemical Equation,Remember,"According to the mass ratio shown, 100 g CaCO₃ produces how much CaCl₂?",دکھائے گئے mass ratio کے مطابق 100 g CaCO₃ سے کتنا CaCl₂ بنتا ہے؟,44 g / 44 g,73 g / 73 g,18 g / 18 g,111 g / 111 g,D | 111 g / 111 g,Easy,1,PRO,1
q_10_chem_ch15_047,1,15.5 Calculations Based on Chemical Equation,Apply,How much CaCl₂ is produced when 25 g CaCO₃ reacts with excess HCl?,25 g CaCO₃ کے excess HCl کے ساتھ reaction سے کتنا CaCl₂ بنتا ہے؟,27.75 g / 27.75 g,25.00 g / 25.00 g,11.10 g / 11.10 g,44.00 g / 44.00 g,A | 27.75 g / 27.75 g,Medium,1,PRO,1
q_10_chem_ch15_048,1,15.5 Calculations Based on Chemical Equation,Analyze,Why must a chemical equation be balanced before it is used in stoichiometric calculations?,stoichiometric calculations میں استعمال سے پہلے chemical equation کا balanced ہونا کیوں ضروری ہے؟,Balancing changes the identities of the products / balancing products کی identities بدل دیتی ہے,Its coefficients provide the correct mole ratios / اس کے coefficients درست mole ratios فراہم کرتے ہیں,Balancing makes every reactant have the same mass / balancing سے ہر reactant کی mass برابر ہو جاتی ہے,An unbalanced equation contains no chemical symbols / unbalanced equation میں chemical symbols نہیں ہوتے,B | Its coefficients provide the correct mole ratios / اس کے coefficients درست mole ratios فراہم کرتے ہیں,Hard,1,PRO,1
TOPIC_SEP,1,15.6 Limiting Reactant,Topic,,,,,,,,,,,1
q_10_chem_ch15_049,1,15.6 Limiting Reactant,Remember,What is a limiting reactant?,limiting reactant کیا ہے؟,The reactant remaining after the reaction / وہ reactant جو reaction کے بعد باقی رہتا ہے,The reactant consumed first that controls the amount of product formed / وہ reactant جو پہلے مکمل استعمال ہو کر product کی مقدار کو control کرتا ہے,The product formed in the greatest quantity / وہ product جو سب سے زیادہ مقدار میں بنتا ہے,A catalyst that increases reaction rate / catalyst جو reaction rate بڑھاتا ہے,B | The reactant consumed first that controls the amount of product formed / وہ reactant جو پہلے مکمل استعمال ہو کر product کی مقدار کو control کرتا ہے,Easy,1,PRO,1
q_10_chem_ch15_050,1,15.6 Limiting Reactant,Understand,What happens to a reactant used in excess?,excess میں استعمال کیے گئے reactant کے ساتھ کیا ہوتا ہے؟,It is always consumed before the limiting reactant / یہ ہمیشہ limiting reactant سے پہلے مکمل استعمال ہو جاتا ہے,Some of it remains after the reaction / اس کی کچھ مقدار reaction کے بعد باقی رہتی ہے,It determines the smallest product amount / یہ سب سے کم product amount مقرر کرتا ہے,It changes into a catalyst / یہ catalyst میں تبدیل ہو جاتا ہے,B | Some of it remains after the reaction / اس کی کچھ مقدار reaction کے بعد باقی رہتی ہے,Medium,1,ELITE,1
q_10_chem_ch15_051,1,15.6 Limiting Reactant,Remember,Which reactant is identified as limiting when comparing calculated product amounts?,calculated product amounts کا تقابل کرتے وقت کون سا reactant limiting قرار پاتا ہے؟,The reactant with the greatest molar mass / سب سے زیادہ molar mass والا reactant,The reactant occupying the largest volume / سب سے زیادہ volume گھیرنے والا reactant,The reactant that gives the least amount of product / وہ reactant جو product کی سب سے کم مقدار دیتا ہے,The reactant with the highest concentration only / صرف سب سے زیادہ concentration والا reactant,C | The reactant that gives the least amount of product / وہ reactant جو product کی سب سے کم مقدار دیتا ہے,Medium,1,PRO,1
q_10_chem_ch15_052,1,15.6 Limiting Reactant,Apply,"In the worked reaction between 25 g glucose and 40 g oxygen, which substance is the limiting reactant?",25 g glucose اور 40 g oxygen کے worked reaction میں کون سا substance limiting reactant ہے؟,Oxygen / oxygen,Carbon dioxide / carbon dioxide,Water / water,Glucose / glucose,D | Glucose / glucose,Medium,1,PRO,1
q_10_chem_ch15_053,1,15.6 Limiting Reactant,Apply,"If 100 g chlorine reacts with 500 g KI in Cl₂ + 2KI → 2KCl + I₂, which reactant is limiting?",reaction Cl₂ + 2KI → 2KCl + I₂ میں 100 g chlorine، 500 g KI کے ساتھ react کرے تو limiting reactant کون سا ہے؟,Chlorine / chlorine,Potassium iodide / potassium iodide,Potassium chloride / potassium chloride,Iodine / iodine,A | Chlorine / chlorine,Hard,1,PRO,1
q_10_chem_ch15_054,1,15.6 Limiting Reactant,Analyze,Why is one reactant often deliberately used in excess during experimental work?,experimental work میں ایک reactant کو اکثر جان بوجھ کر excess میں کیوں استعمال کیا جاتا ہے؟,"To ensure that the other, often expensive, reactant is completely consumed / تاکہ دوسرا، عموماً مہنگا، reactant مکمل طور پر استعمال ہو جائے",To make the balanced equation unnecessary / balanced equation کو غیر ضروری بنانے کے لیے,To reduce every product to zero / ہر product کو zero کرنے کے لیے,To guarantee equal masses of all reactants / تمام reactants کی masses برابر کرنے کے لیے,"A | To ensure that the other, often expensive, reactant is completely consumed / تاکہ دوسرا، عموماً مہنگا، reactant مکمل طور پر استعمال ہو جائے",Hard,1,ELITE,1
TOPIC_SEP,1,15.7 Yield and Percentage Purity,Topic,,,,,,,,,,,1
