question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_10_chem_ch15_lq_017,1,15.5 Calculations Based on Chemical Equation,Long,explain,Explain how a balanced chemical equation provides mole and mass ratios between reactants and products. Describe how these ratios are used in stoichiometric mass calculations and why the equation must be balanced before calculation.,explain کریں کہ balanced chemical equation reactants اور products کے درمیان mole اور mass ratios کیسے provide کرتی ہے۔ بیان کریں کہ یہ ratios stoichiometric mass calculations میں کیسے use ہوتے ہیں اور calculation سے پہلے equation کا balanced ہونا کیوں ضروری ہے۔,Medium,5,PRO,1
sep_10_chem_ch15_013,1,15.5 Calculations Based on Chemical Equation — Solved Examples,Topic,topic_separator,,,,,,1
q_10_chem_ch15_lq_018,1,15.5 Calculations Based on Chemical Equation — Solved Examples,Numerical,calculate,Calcium carbonate reacts with excess hydrochloric acid according to the equation CaCO₃(s) + 2HCl(aq) → CaCl₂(aq) + H₂O(l) + CO₂(g). Calculate the mass of calcium chloride produced from 25 g of CaCO₃.,"درج ذیل reaction میں produced calcium chloride کا mass calculate کریں: CaCO₃(s) + 2HCl(aq) → CaCl₂(aq) + H₂O(l) + CO₂(g), Mass of CaCO₃ = 25 g, HCl = excess",Medium,4,ULTRA,1
sep_10_chem_ch15_014,1,15.6 Limiting Reactant,Topic,topic_separator,,,,,,1
q_10_chem_ch15_lq_019,1,15.6 Limiting Reactant,Long,process_procedure,Define a limiting reactant and describe the complete method used to identify it from the given amounts of reactants. Explain how it controls the amount of product formed.,limiting reactant کی تعریف کریں اور given reactant amounts سے اسے identify کرنے کا complete method بیان کریں۔ explain کریں کہ یہ formed product کی amount کو کیسے control کرتا ہے۔,Medium,5,PRO,1
q_10_chem_ch15_lq_020,1,15.6 Limiting Reactant,Long,compare,Differentiate between a limiting reactant and an excess reactant. Explain what happens to each reactant at the end of a reaction.,limiting reactant اور excess reactant میں فرق بیان کریں۔ explain کریں کہ reaction کے end پر each reactant کے ساتھ کیا ہوتا ہے۔,Easy,5,ULTRA,1
sep_10_chem_ch15_015,1,15.7 Yield and Percentage Purity,Topic,topic_separator,,,,,,1
q_10_chem_ch15_lq_021,1,15.7 Yield and Percentage Purity,Long,compare,Differentiate between actual yield and theoretical yield. Explain percentage yield as a measure of reaction efficiency and state its mathematical relationship.,actual yield اور theoretical yield میں فرق بیان کریں۔ percentage yield کو reaction efficiency کے measure کے طور پر explain کریں اور اس کا mathematical relationship بیان کریں۔,Medium,5,PRO,1
q_10_chem_ch15_lq_022,1,15.7 Yield and Percentage Purity,Long,discuss,Define percentage purity and explain why purity determination is important for a compound used as a medicine. Include the relationship used to calculate percentage purity.,percentage purity کی تعریف کریں اور explain کریں کہ medicine کے طور پر used compound کے لیے purity determination کیوں important ہے۔ percentage purity calculate کرنے والا relationship شامل کریں۔,Medium,5,PRO,1
q_10_chem_ch15_lq_023,1,15.1 Molar Volume,Numerical,calculate,"Calculate the number of moles, volume at RTP and number of molecules present in 4.0 g of CH₄.",درج ذیل CH₄ کے moles، RTP پر volume اور molecules کی number calculate کریں: Mass = 4.0 g,Hard,4,PRO,1
q_10_chem_ch15_lq_024,1,15.2 Concentration of a Solution,Numerical,calculate,Calculate the mass of NaCl required to prepare 150 cm³ of a solution having a concentration of 0.4 mol/dm³.,"درج ذیل NaCl solution prepare کرنے کے لیے required mass calculate کریں: Volume = 150 cm³, Concentration = 0.4 mol/dm³",Medium,4,PRO,1
q_10_chem_ch15_lq_025,1,15.4 Percentage Composition by Mass,Numerical,calculate,Calculate the percentage by mass of sodium in NaHCO₃.,درج ذیل compound میں sodium کی percentage by mass calculate کریں: NaHCO₃,Easy,4,PRO,1
q_10_chem_ch15_lq_026,1,15.5 Empirical Formula,Numerical,determine,A sulphide of iron contains 1.926 g of sulphur and 2.333 g of iron. Determine the empirical formula of the compound.,"درج ذیل iron sulphide کی empirical formula determine کریں: Sulphur = 1.926 g, Iron = 2.333 g",Medium,4,PRO,1
q_10_chem_ch15_lq_027,1,15.5 Molecular Formula,Numerical,determine,"A compound contains 40.0% carbon, 6.71% hydrogen and 53.3% oxygen by mass. A 0.320 mol sample of the compound has a mass of 28.8 g. Determine its molecular formula.","درج ذیل compound کی molecular formula determine کریں: Carbon = 40.0%, Hydrogen = 6.71%, Oxygen = 53.3%, Amount = 0.320 mol, Mass = 28.8 g",Hard,4,PRO,1
q_10_chem_ch15_lq_028,1,15.6 Limiting Reactant,Numerical,determine,"Ammonia is formed according to 3H₂(g) + N₂(g) → 2NH₃(g). If 12 g of H₂ is reacted with 64 g of N₂, determine the limiting reactant.","درج ذیل reaction میں limiting reactant determine کریں: 3H₂(g) + N₂(g) → 2NH₃(g), H₂ = 12 g, N₂ = 64 g",Hard,4,PRO,1
q_10_chem_ch15_lq_029,1,15.7 Yield and Percentage Purity,Numerical,calculate,"When 305 g of AgNO₃ is reacted with excess MgCl₂, 23.7 g of Mg(NO₃)₂ is produced. Calculate the percentage yield for the reaction: 2AgNO₃(aq) + MgCl₂(aq) → Mg(NO₃)₂(aq) + 2AgCl(s).","درج ذیل reaction کی percentage yield calculate کریں: 2AgNO₃(aq) + MgCl₂(aq) → Mg(NO₃)₂(aq) + 2AgCl(s), AgNO₃ = 305 g, MgCl₂ = excess, Actual Mg(NO₃)₂ = 23.7 g",Hard,4,PRO,1
q_10_chem_ch15_lq_030,1,15.7 Yield and Percentage Purity,Numerical,calculate,A metal sample has a total mass of 3.66 kg and contains 2.45 kg of gold. Calculate the percentage purity of gold in the sample.,"درج ذیل metal sample میں gold کی percentage purity calculate کریں: Total mass = 3.66 kg, Pure gold = 2.45 kg",Easy,4,PRO,1
