question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_chem_ch23_010,1,23.1 Fermentation of Glucose by Yeast,Analyze,Which balanced equation represents fermentation of glucose?,کون سی balanced equation glucose کی fermentation کو represent کرتی ہے؟,C₆H₁₂O₆ → 2C₂H₅OH + 2CO₂ / C₆H₁₂O₆ → 2C₂H₅OH + 2CO₂,C₆H₁₂O₆ → C₂H₅OH + CO₂ / C₆H₁₂O₆ → C₂H₅OH + CO₂,C₂H₅OH + O₂ → C₆H₁₂O₆ / C₂H₅OH + O₂ → C₆H₁₂O₆,C₆H₁₂O₆ → 2CH₃OH + O₂ / C₆H₁₂O₆ → 2CH₃OH + O₂,A | C₆H₁₂O₆ → 2C₂H₅OH + 2CO₂ / C₆H₁₂O₆ → 2C₂H₅OH + 2CO₂,Hard,1,PRO,1
TOPIC_SEP,1,23.1 Hydration of Ethene,Topic,,,,,,,,,,,1
q_10_chem_ch23_011,1,23.1 Hydration of Ethene,Remember,What type of reaction is the hydration of ethene?,ethene کی hydration کس type کی reaction ہے؟,Elimination reaction / elimination reaction,Substitution reaction / substitution reaction,Neutralization reaction / neutralization reaction,Addition reaction / addition reaction,D | Addition reaction / addition reaction,Easy,1,PRO,1
q_10_chem_ch23_012,1,23.1 Hydration of Ethene,Remember,Which catalyst is used for industrial hydration of ethene?,ethene کی industrial hydration کے لیے کون سا catalyst استعمال ہوتا ہے؟,Nickel / nickel,"Phosphoric acid, H₃PO₄ / phosphoric acid، H₃PO₄",Iron / iron,Potassium hydroxide / potassium hydroxide,"B | Phosphoric acid, H₃PO₄ / phosphoric acid، H₃PO₄",Easy,1,ULTRA,1
q_10_chem_ch23_013,1,23.1 Hydration of Ethene,Remember,Which conditions are used for hydration of ethene?,ethene کی hydration کے لیے کون سے conditions use ہوتے ہیں؟,About 35 °C and atmospheric pressure / تقریباً 35 °C اور atmospheric pressure,About 300 °C and 60 atm pressure / تقریباً 300 °C اور 60 atm pressure,About 180 °C and no pressure / تقریباً 180 °C اور no pressure,About 450 °C and 2 atm pressure / تقریباً 450 °C اور 2 atm pressure,B | About 300 °C and 60 atm pressure / تقریباً 300 °C اور 60 atm pressure,Easy,1,PRO,1
q_10_chem_ch23_014,1,23.1 Hydration of Ethene,Understand,What happens to the carbon-carbon double bond during hydration of ethene?,ethene کی hydration کے دوران carbon-carbon double bond کے ساتھ کیا ہوتا ہے؟,It changes into a triple bond / یہ triple bond میں change ہو جاتا ہے,It remains unchanged in the product / product میں unchanged رہتا ہے,It breaks to form single bonds in ethanol / یہ break ہو کر ethanol میں single bonds بناتا ہے,It becomes an ionic bond / یہ ionic bond بن جاتا ہے,C | It breaks to form single bonds in ethanol / یہ break ہو کر ethanol میں single bonds بناتا ہے,Medium,1,PRO,1
q_10_chem_ch23_015,1,23.1 Hydration of Ethene,Understand,How do the components of water add across the double bond of ethene?,water کے components ethene کے double bond کے across کیسے add ہوتے ہیں؟,Hydrogen attaches to one carbon and the hydroxyl group to the other / hydrogen one carbon سے اور hydroxyl group دوسرے carbon سے attach ہوتا ہے,Both hydrogen atoms attach to the same carbon only / دونوں hydrogen atoms صرف same carbon سے attach ہوتے ہیں,Oxygen is removed and only hydrogen adds / oxygen remove ہوتی ہے اور صرف hydrogen add ہوتا ہے,The water molecule remains separate / water molecule separate رہتا ہے,A | Hydrogen attaches to one carbon and the hydroxyl group to the other / hydrogen one carbon سے اور hydroxyl group دوسرے carbon سے attach ہوتا ہے,Medium,1,PRO,1
q_10_chem_ch23_016,1,23.1 Hydration of Ethene,Apply,Which equation represents hydration of ethene?,کون سی equation ethene کی hydration کو represent کرتی ہے؟,CH₃CH₂OH → CH₂=CH₂ + H₂O / CH₃CH₂OH → CH₂=CH₂ + H₂O,CH₂=CH₂ + H₂ → CH₃CH₃ / CH₂=CH₂ + H₂ → CH₃CH₃,CH₂=CH₂ + H₂O → CH₃CH₂OH / CH₂=CH₂ + H₂O → CH₃CH₂OH,CH₃CH₂OH + O₂ → CO₂ + H₂O / CH₃CH₂OH + O₂ → CO₂ + H₂O,C | CH₂=CH₂ + H₂O → CH₃CH₂OH / CH₂=CH₂ + H₂O → CH₃CH₂OH,Medium,1,ELITE,1
q_10_chem_ch23_017,1,23.1 Hydration of Ethene,Analyze,Why is gaseous ethanol condensed after hydration of ethene?,ethene کی hydration کے بعد gaseous ethanol کو condense کیوں کیا جاتا ہے؟,To convert ethanol back into ethene / ethanol کو دوبارہ ethene میں convert کرنے کے لیے,To remove the phosphoric acid catalyst as a gas / phosphoric acid catalyst کو gas کے طور پر remove کرنے کے لیے,To produce carbon dioxide / carbon dioxide produce کرنے کے لیے,To collect ethanol in liquid form / ethanol کو liquid form میں collect کرنے کے لیے,D | To collect ethanol in liquid form / ethanol کو liquid form میں collect کرنے کے لیے,Medium,1,PRO,1
q_10_chem_ch23_018,1,23.1 Hydration of Ethene,Analyze,Which feature makes hydration of ethene an industrially useful method?,کون سی feature ethene کی hydration کو industrially useful method بناتی ہے؟,It uses only renewable sugar and works at room temperature / یہ صرف renewable sugar use کرتا ہے اور room temperature پر work کرتا ہے,It always produces only 15% ethanol / یہ ہمیشہ صرف 15% ethanol produce کرتا ہے,It is a rapid process that produces relatively pure ethanol / یہ rapid process ہے جو relatively pure ethanol produce کرتا ہے,It needs no catalyst or pressure / اسے catalyst یا pressure کی ضرورت نہیں,C | It is a rapid process that produces relatively pure ethanol / یہ rapid process ہے جو relatively pure ethanol produce کرتا ہے,Hard,1,ELITE,1
TOPIC_SEP,1,23.1 Comparison of Ethanol Manufacturing Methods,Topic,,,,,,,,,,,1
q_10_chem_ch23_019,1,23.1 Comparison of Ethanol Manufacturing Methods,Remember,Which method uses a renewable starting material such as cane sugar?,کون سا method cane sugar جیسے renewable starting material کو use کرتا ہے؟,Hydration of ethene / ethene کی hydration,Cracking of alkanes / alkanes کی cracking,Fractional distillation / fractional distillation,Fermentation / fermentation,D | Fermentation / fermentation,Easy,1,PRO,1
q_10_chem_ch23_020,1,23.1 Comparison of Ethanol Manufacturing Methods,Remember,Which method uses ethene obtained from crude oil?,کون سا method crude oil سے obtained ethene کو use کرتا ہے؟,Hydration of ethene / ethene کی hydration,Fermentation of glucose / glucose کی fermentation,Combustion of ethanol / ethanol کی combustion,Neutralization of acids / acids کی neutralization,A | Hydration of ethene / ethene کی hydration,Easy,1,ULTRA,1
q_10_chem_ch23_021,1,23.1 Comparison of Ethanol Manufacturing Methods,Remember,Which ethanol-production method is carried out at atmospheric pressure?,کون سا ethanol-production method atmospheric pressure پر carry out ہوتا ہے؟,Hydration of ethene / ethene کی hydration,Fermentation / fermentation,Catalytic cracking / catalytic cracking,Contact process / contact process,B | Fermentation / fermentation,Easy,1,PRO,1
q_10_chem_ch23_022,1,23.1 Comparison of Ethanol Manufacturing Methods,Understand,Why does ethanol from fermentation require further distillation?,fermentation سے حاصل ethanol کو further distillation کیوں چاہیے؟,The product contains no ethanol / product میں ethanol نہیں ہوتا,The product is already completely pure / product پہلے ہی completely pure ہوتا ہے,Distillation changes ethanol into glucose / distillation ethanol کو glucose میں بدلتی ہے,The product contains only about 15% ethanol mixed with water / product میں water کے ساتھ صرف تقریباً 15% ethanol ہوتا ہے,D | The product contains only about 15% ethanol mixed with water / product میں water کے ساتھ صرف تقریباً 15% ethanol ہوتا ہے,Medium,1,PRO,1
q_10_chem_ch23_023,1,23.1 Comparison of Ethanol Manufacturing Methods,Understand,Which method has the faster reaction rate?,کون سا method faster reaction rate رکھتا ہے؟,Fermentation / fermentation,Hydration of ethene / ethene کی hydration,Both always proceed at exactly the same rate / دونوں ہمیشہ exactly same rate سے proceed کرتے ہیں,Neither method involves a chemical reaction / کسی method میں chemical reaction نہیں ہوتی,B | Hydration of ethene / ethene کی hydration,Easy,1,PRO,1
q_10_chem_ch23_024,1,23.1 Comparison of Ethanol Manufacturing Methods,Understand,Why is fermentation considered cheaper than hydration of ethene?,fermentation کو ethene hydration سے cheaper کیوں سمجھا جاتا ہے؟,It requires 60 atm pressure and 300 °C / اسے 60 atm pressure اور 300 °C چاہیے,It uses crude oil and a high-pressure plant / یہ crude oil اور high-pressure plant use کرتی ہے,It operates under mild conditions using renewable raw materials / یہ mild conditions میں renewable raw materials use کرتی ہے,It produces no ethanol / یہ ethanol produce نہیں کرتی,C | It operates under mild conditions using renewable raw materials / یہ mild conditions میں renewable raw materials use کرتی ہے,Medium,1,ULTRA,1
q_10_chem_ch23_025,1,23.1 Comparison of Ethanol Manufacturing Methods,Analyze,A factory needs rapid continuous production of relatively pure ethanol. Which method is more suitable?,factory کو relatively pure ethanol کی rapid continuous production چاہیے۔ کون سا method زیادہ suitable ہے؟,Catalytic hydration of ethene / ethene کی catalytic hydration,Fermentation of glucose only / صرف glucose کی fermentation,Combustion of ethanol / ethanol کی combustion,Fractional distillation of petroleum / petroleum کی fractional distillation,A | Catalytic hydration of ethene / ethene کی catalytic hydration,Hard,1,ELITE,1
q_10_chem_ch23_026,1,23.1 Comparison of Ethanol Manufacturing Methods,Analyze,A producer wants ethanol from a renewable source and can tolerate a slower process requiring purification. Which method should be selected?,producer renewable source سے ethanol چاہتا ہے اور slower process with purification tolerate کر سکتا ہے۔ کون سا method select ہونا چاہیے؟,Fermentation of glucose / glucose کی fermentation,Hydration of ethene / ethene کی hydration,Cracking of petroleum / petroleum کی cracking,Combustion of methanol / methanol کی combustion,A | Fermentation of glucose / glucose کی fermentation,Hard,1,PRO,1
TOPIC_SEP,1,23.2 Combustion of Alcohols,Topic,,,,,,,,,,,1
q_10_chem_ch23_027,1,23.2 Combustion of Alcohols,Remember,What are the products of complete combustion of an alcohol in excess air?,excess air میں alcohol کی complete combustion کے products کیا ہوتے ہیں؟,Carbon dioxide and water / carbon dioxide اور water,Carbon monoxide and hydrogen / carbon monoxide اور hydrogen,Ethene and oxygen / ethene اور oxygen,Methane and water / methane اور water,A | Carbon dioxide and water / carbon dioxide اور water,Easy,1,PRO,1
q_10_chem_ch23_028,1,23.2 Combustion of Alcohols,Remember,"Which alcohol has the highest heat of combustion among methanol, ethanol, propanol and butanol?",methanol، ethanol، propanol اور butanol میں کون سا alcohol highest heat of combustion رکھتا ہے؟,Methanol / methanol,Butanol / butanol,Ethanol / ethanol,Propanol / propanol,B | Butanol / butanol,Easy,1,ULTRA,1
q_10_chem_ch23_029,1,23.2 Combustion of Alcohols,Remember,What is the enthalpy change stated for combustion of ethanol?,ethanol کی combustion کے لیے stated enthalpy change کیا ہے؟,−726 kJ/mol / −726 kJ/mol,−2017 kJ/mol / −2017 kJ/mol,−1367 kJ/mol / −1367 kJ/mol,−2676 kJ/mol / −2676 kJ/mol,C | −1367 kJ/mol / −1367 kJ/mol,Easy,1,PRO,1
q_10_chem_ch23_030,1,23.2 Combustion of Alcohols,Understand,Why does the heat evolved increase from lower to higher alcohols in the homologous series?,homologous series میں lower سے higher alcohols کی طرف heat evolved کیوں increase ہوتی ہے؟,Higher alcohols contain fewer carbon atoms / higher alcohols کم carbon atoms رکھتے ہیں,Higher alcohols do not contain hydrogen / higher alcohols hydrogen نہیں رکھتے,The oxygen concentration decreases with chain length / chain length کے ساتھ oxygen concentration decrease ہوتی ہے,Each higher member contains an additional −CH₂− group that contributes more bonds to combustion / ہر higher member additional −CH₂− group رکھتا ہے جو combustion میں مزید bonds contribute کرتا ہے,D | Each higher member contains an additional −CH₂− group that contributes more bonds to combustion / ہر higher member additional −CH₂− group رکھتا ہے جو combustion میں مزید bonds contribute کرتا ہے,Medium,1,PRO,1
q_10_chem_ch23_031,1,23.2 Combustion of Alcohols,Understand,Which bonds are formed during complete combustion of alcohols?,alcohols کی complete combustion کے دوران کون سے bonds form ہوتے ہیں؟,Strong C=O bonds in CO₂ and O−H bonds in H₂O / CO₂ میں strong C=O bonds اور H₂O میں O−H bonds,Only weak C−C bonds / صرف weak C−C bonds,Ionic Na−Cl bonds / ionic Na−Cl bonds,Triple C≡C bonds only / صرف triple C≡C bonds,A | Strong C=O bonds in CO₂ and O−H bonds in H₂O / CO₂ میں strong C=O bonds اور H₂O میں O−H bonds,Medium,1,PRO,1
q_10_chem_ch23_032,1,23.2 Combustion of Alcohols,Apply,Which equation represents complete combustion of ethanol?,کون سی equation ethanol کی complete combustion کو represent کرتی ہے؟,C₂H₅OH + 3O₂ → 2CO₂ + 3H₂O / C₂H₅OH + 3O₂ → 2CO₂ + 3H₂O,C₂H₅OH → C₂H₄ + H₂O / C₂H₅OH → C₂H₄ + H₂O,C₂H₅OH + H₂ → C₂H₆ + H₂O / C₂H₅OH + H₂ → C₂H₆ + H₂O,C₂H₅OH + O₂ → CO + H₂ / C₂H₅OH + O₂ → CO + H₂,A | C₂H₅OH + 3O₂ → 2CO₂ + 3H₂O / C₂H₅OH + 3O₂ → 2CO₂ + 3H₂O,Medium,1,ELITE,1
q_10_chem_ch23_033,1,23.2 Combustion of Alcohols,Analyze,Why is combustion of alcohols exothermic?,alcohols کی combustion exothermic کیوں ہوتی ہے؟,No chemical bonds are broken or formed / کوئی chemical bonds break یا form نہیں ہوتے,Formation of strong bonds in CO₂ and H₂O releases more energy than is needed to break bonds in the alcohol and oxygen / CO₂ اور H₂O میں strong bonds کی formation alcohol اور oxygen کے bonds break کرنے سے required energy سے زیادہ energy release کرتی ہے,The products contain no energy / products میں energy نہیں ہوتی,Alcohol absorbs all heat from the surroundings / alcohol surroundings سے تمام heat absorb کرتا ہے,B | Formation of strong bonds in CO₂ and H₂O releases more energy than is needed to break bonds in the alcohol and oxygen / CO₂ اور H₂O میں strong bonds کی formation alcohol اور oxygen کے bonds break کرنے سے required energy سے زیادہ energy release کرتی ہے,Hard,1,ELITE,1
q_10_chem_ch23_034,1,23.2 Combustion of Alcohols,Analyze,Which observation best explains why butanol releases more heat than propanol on complete combustion?,کون سا observation best explain کرتا ہے کہ butanol complete combustion پر propanol سے زیادہ heat release کیوں کرتا ہے؟,Butanol contains fewer atoms than propanol / butanol propanol سے کم atoms رکھتا ہے,Butanol contains one additional −CH₂− group / butanol one additional −CH₂− group رکھتا ہے,Propanol contains no C−H bonds / propanol میں C−H bonds نہیں ہوتے,Butanol is not flammable / butanol flammable نہیں ہے,B | Butanol contains one additional −CH₂− group / butanol one additional −CH₂− group رکھتا ہے,Hard,1,PRO,1
TOPIC_SEP,1,23.3 Applications of Alcohols as Fuels,Topic,,,,,,,,,,,1
q_10_chem_ch23_035,1,23.3 Applications of Alcohols as Fuels,Remember,Which first four aliphatic alcohols are suitable for internal combustion engines?,کون سے first four aliphatic alcohols internal combustion engines کے لیے suitable ہیں؟,"Ethanol, phenol, benzene and ethene / ethanol، phenol، benzene اور ethene","Methane, ethane, propane and butane / methane، ethane، propane اور butane","Methanol, ethanol, propanol and butanol / methanol، ethanol، propanol اور butanol","Methanal, ethanal, propanal and butanal / methanal، ethanal، propanal اور butanal","C | Methanol, ethanol, propanol and butanol / methanol، ethanol، propanol اور butanol",Easy,1,PRO,1
q_10_chem_ch23_036,1,23.3 Applications of Alcohols as Fuels,Remember,Which alcohol is identified as the most environmentally friendly fuel among the exercise choices?,exercise choices میں کون سا alcohol most environmentally friendly fuel identify کیا گیا ہے؟,Ethanol / ethanol,Coal / coal,Kerosene oil / kerosene oil,Wood / wood,A | Ethanol / ethanol,Easy,1,ULTRA,1
q_10_chem_ch23_037,1,23.3 Applications of Alcohols as Fuels,Remember,Why does burning alcohol not produce oxides of sulphur?,alcohol burn کرنے سے oxides of sulphur کیوں produce نہیں ہوتے؟,Alcohols do not contain sulphur / alcohols sulphur نہیں رکھتے,Alcohols contain no carbon / alcohols carbon نہیں رکھتے,Sulphur oxides remain dissolved in the fuel / sulphur oxides fuel میں dissolved رہتے ہیں,Combustion removes sulphur from the atmosphere / combustion atmosphere سے sulphur remove کرتی ہے,A | Alcohols do not contain sulphur / alcohols sulphur نہیں رکھتے,Easy,1,PRO,1
q_10_chem_ch23_038,1,23.3 Applications of Alcohols as Fuels,Understand,Why are bioalcohols described as carbon neutral?,bioalcohols کو carbon neutral کیوں describe کیا جاتا ہے؟,Alcohol combustion produces no CO₂ / alcohol combustion CO₂ produce نہیں کرتی,"Plants absorb atmospheric CO₂ during growth, which offsets the CO₂ released during combustion / plants growth کے دوران atmospheric CO₂ absorb کرتے ہیں جو combustion میں released CO₂ کو offset کرتی ہے",Bioalcohols are made without plants / bioalcohols plants کے بغیر بنتے ہیں,Carbon dioxide is converted into sulphur dioxide / carbon dioxide sulphur dioxide میں convert ہوتی ہے,"B | Plants absorb atmospheric CO₂ during growth, which offsets the CO₂ released during combustion / plants growth کے دوران atmospheric CO₂ absorb کرتے ہیں جو combustion میں released CO₂ کو offset کرتی ہے",Medium,1,PRO,1
q_10_chem_ch23_039,1,23.3 Applications of Alcohols as Fuels,Understand,What is one disadvantage of alcohols as vehicle fuels?,vehicle fuels کے طور پر alcohols کا one disadvantage کیا ہے؟,They always produce more sulphur oxides than coal / وہ ہمیشہ coal سے زیادہ sulphur oxides produce کرتے ہیں,They cannot burn in oxygen / وہ oxygen میں burn نہیں کر سکتے,They have no renewable source / ان کا کوئی renewable source نہیں,They provide less energy per unit volume than gasoline / وہ gasoline سے کم energy per unit volume provide کرتے ہیں,D | They provide less energy per unit volume than gasoline / وہ gasoline سے کم energy per unit volume provide کرتے ہیں,Medium,1,PRO,1
q_10_chem_ch23_040,1,23.3 Applications of Alcohols as Fuels,Apply,Why may more alcohol fuel be needed to travel the same distance as gasoline?,gasoline کی same distance travel کرنے کے لیے زیادہ alcohol fuel کیوں needed ہو سکتا ہے؟,Alcohol has no combustible bonds / alcohol میں combustible bonds نہیں ہوتے,Alcohol has lower energy per unit volume / alcohol کی energy per unit volume lower ہوتی ہے,Gasoline contains water / gasoline water رکھتی ہے,Alcohol does not react with oxygen / alcohol oxygen کے ساتھ react نہیں کرتا,B | Alcohol has lower energy per unit volume / alcohol کی energy per unit volume lower ہوتی ہے,Medium,1,ELITE,1
q_10_chem_ch23_041,1,23.3 Applications of Alcohols as Fuels,Analyze,Which statement correctly gives one advantage and one disadvantage of alcohol fuels?,کون سا statement alcohol fuels کا one advantage اور one disadvantage correctly دیتا ہے؟,They are non-renewable and always produce sulphur oxides / وہ non-renewable ہیں اور ہمیشہ sulphur oxides produce کرتے ہیں,They have more energy per volume than gasoline and never affect engines / ان کی energy per volume gasoline سے زیادہ ہے اور engines کو کبھی affect نہیں کرتی,"They can come from renewable sources, but crop cultivation for fuel may compete with food production / وہ renewable sources سے آ سکتے ہیں مگر fuel crops کی cultivation food production سے compete کر سکتی ہے",They cannot be used in internal combustion engines / انہیں internal combustion engines میں use نہیں کیا جا سکتا,"C | They can come from renewable sources, but crop cultivation for fuel may compete with food production / وہ renewable sources سے آ سکتے ہیں مگر fuel crops کی cultivation food production سے compete کر سکتی ہے",Hard,1,ELITE,1
q_10_chem_ch23_042,1,23.3 Applications of Alcohols as Fuels,Analyze,A transport company wants lower sulphur pollution but must consider engine wear and fuel volume. Which fuel choice matches these trade-offs?,transport company lower sulphur pollution چاہتی ہے مگر engine wear اور fuel volume consider کرنا ہے۔ کون سا fuel choice ان trade-offs کے مطابق ہے؟,Bitumen / bitumen,Pure sulphur / pure sulphur,Alcohol-based fuel / alcohol-based fuel,Untreated coal only / صرف untreated coal,C | Alcohol-based fuel / alcohol-based fuel,Hard,1,PRO,1
TOPIC_SEP,1,23.4 Ethanol in Pharmaceutical Industry,Topic,,,,,,,,,,,1
q_10_chem_ch23_043,1,23.4 Ethanol in Pharmaceutical Industry,Remember,Which property allows ethanol to act as a disinfectant?,کون سی property ethanol کو disinfectant کے طور پر act کرنے دیتی ہے؟,Bactericidal activity / bactericidal activity,High density / high density,Metallic conductivity / metallic conductivity,Strong basicity / strong basicity,A | Bactericidal activity / bactericidal activity,Easy,1,PRO,1
q_10_chem_ch23_044,1,23.4 Ethanol in Pharmaceutical Industry,Remember,In which common product is ethanol used as a disinfectant?,کون سے common product میں ethanol disinfectant کے طور پر use ہوتا ہے؟,Fertilizer / fertilizer,Bitumen / bitumen,Lubricating oil / lubricating oil,Hand sanitizer / hand sanitizer,D | Hand sanitizer / hand sanitizer,Easy,1,ULTRA,1
q_10_chem_ch23_045,1,23.4 Ethanol in Pharmaceutical Industry,Understand,Why is ethanol used as a solvent in pharmaceutical preparations?,pharmaceutical preparations میں ethanol solvent کے طور پر کیوں use ہوتا ہے؟,It helps dissolve many drugs / یہ many drugs کو dissolve کرنے میں help کرتا ہے,It converts every drug into a gas / یہ ہر drug کو gas میں convert کرتا ہے,It removes all active ingredients / یہ تمام active ingredients remove کرتا ہے,It prevents any substance from dissolving / یہ کسی substance کو dissolve نہیں ہونے دیتا,A | It helps dissolve many drugs / یہ many drugs کو dissolve کرنے میں help کرتا ہے,Medium,1,PRO,1
q_10_chem_ch23_046,1,23.4 Ethanol in Pharmaceutical Industry,Understand,Which pharmaceutical role is performed by ethanol in vaccines?,vaccines میں ethanol کون سا pharmaceutical role perform کرتا ہے؟,It acts as the disease-causing organism / یہ disease-causing organism کے طور پر act کرتا ہے,It replaces all active ingredients / یہ تمام active ingredients replace کرتا ہے,It can serve as a solvent and preservative / یہ solvent اور preservative کے طور پر serve کر سکتا ہے,It makes the vaccine insoluble / یہ vaccine کو insoluble بناتا ہے,C | It can serve as a solvent and preservative / یہ solvent اور preservative کے طور پر serve کر سکتا ہے,Medium,1,PRO,1
q_10_chem_ch23_047,1,23.4 Ethanol in Pharmaceutical Industry,Apply,Which alcohols are mentioned as active ingredients in some oral and topical drug products?,کون سے alcohols کچھ oral اور topical drug products میں active ingredients کے طور پر mentioned ہیں؟,Methanol and phenol / methanol اور phenol,Butanol and benzene / butanol اور benzene,Ethanol and isopropanol / ethanol اور isopropanol,Ethene and ethyne / ethene اور ethyne,C | Ethanol and isopropanol / ethanol اور isopropanol,Easy,1,PRO,1
