question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch7_010,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“shoreless” means:,without boundary,bright colour,fixed border,fully certain,A | without boundary,Medium,1,ELITE,1
q_10_eng_ch7_011,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“treacherous” means:,easy answer,soft sound,small amount,dangerous,D | dangerous,Medium,1,ELITE,1
q_10_eng_ch7_012,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“unfathomable” means:,very peaceful,quietly moving,immeasurable,deep sleep,C | immeasurable,Medium,1,ELITE,1
q_10_eng_ch7_013,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“vomitest” means:,bright colour,throws out,fixed border,fully certain,B | throws out,Medium,1,ULTRA,1
q_10_eng_ch7_014,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“woe” means:,great sorrow,soft sound,small amount,easy answer,A | great sorrow,Medium,1,ELITE,1
sep_10_eng_ch7_mcq_003,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch7_015,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “slightly salty”:,brackesh,bracckish,brackish,brakish,C | brackish,Easy,1,ELITE,1
q_10_eng_ch7_016,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “holds tightly”:,claspast,claspest,claspist,claspestt,B | claspest,Easy,1,ULTRA,1
q_10_eng_ch7_017,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “outward tide”:,ebb,eb,ebbb,eeb,A | ebb,Easy,1,ELITE,1
q_10_eng_ch7_018,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “loud crying”:,howeling,howlling,hawling,howling,D | howling,Easy,1,ULTRA,1
q_10_eng_ch7_019,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “without boundary”:,shorless,shoreliess,shoreless,shoreles,C | shoreless,Easy,1,ELITE,1
q_10_eng_ch7_020,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “dangerous”:,treacherus,treacherous,trecherous,treachrous,B | treacherous,Easy,1,ELITE,1
q_10_eng_ch7_021,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “immeasurable”:,unfathomable,unfathomible,unfathamable,unfathomabl,A | unfathomable,Easy,1,ELITE,1
q_10_eng_ch7_022,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “throws out”:,vomitist,vomittes,vometest,vomitest,D | vomitest,Easy,1,ULTRA,1
q_10_eng_ch7_023,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “great sorrow”:,woee,woue,woe,wo,C | woe,Easy,1,ELITE,1
sep_10_eng_ch7_mcq_004,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Topic,,,,,,,,,,1
q_10_eng_ch7_024,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem “Time” is by:,Kipling,P. B. Shelley,Robert Frost,Wordsworth,B | P. B. Shelley,Medium,1,ELITE,1
q_10_eng_ch7_025,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time's waves are compared to:,years,hours,days,seconds,A | years,Medium,1,ELITE,1
q_10_eng_ch7_026,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time's waters contain deep:,joy,hope,peace,woe,D | woe,Medium,1,ELITE,1
q_10_eng_ch7_027,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Human tears make time's water:,clear,warm,brackish,sweet,C | brackish,Medium,1,ELITE,1
q_10_eng_ch7_028,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The sea of time is:,limited,shoreless,shallow,peaceful,B | shoreless,Medium,1,ELITE,1
q_10_eng_ch7_029,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Its ebb and flow clasp:,mortality,eternity,nature,beauty,A | mortality,Medium,1,ELITE,1
q_10_eng_ch7_030,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time is sick of:,peace,love,music,prey,D | prey,Medium,1,ULTRA,1
q_10_eng_ch7_031,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Yet time keeps howling for:,peace,silence,more,rest,C | more,Medium,1,ULTRA,1
q_10_eng_ch7_032,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time vomits its:,stars,wrecks,flowers,dreams,B | wrecks,Medium,1,ELITE,1
q_10_eng_ch7_033,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The shore is described as:,inhospitable,beautiful,peaceful,fertile,A | inhospitable,Medium,1,ELITE,1
q_10_eng_ch7_034,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time is treacherous in:,storm,winter,night,calm,D | calm,Medium,1,ELITE,1
q_10_eng_ch7_035,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time is terrible in:,sunlight,silence,storm,spring,C | storm,Medium,1,ELITE,1
q_10_eng_ch7_036,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The final question stresses human:,freedom,helplessness,victory,wealth,B | helplessness,Medium,1,ELITE,1
q_10_eng_ch7_037,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time is portrayed as:,uncontrollable,gentle,predictable,limited,A | uncontrollable,Medium,1,ELITE,1
q_10_eng_ch7_038,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem's tone is:,comic,carefree,romantic only,dark,D | dark,Medium,1,ELITE,1
q_10_eng_ch7_039,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem links time with human:,education,travel,mortality,success,C | mortality,Medium,1,ELITE,1
q_10_eng_ch7_040,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The sea metaphor makes time seem:,simple,vast,tiny,safe,B | vast,Medium,1,ELITE,1
q_10_eng_ch7_041,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem emphasizes time's:,destruction,kindness,silence,beauty only,A | destruction,Medium,1,ELITE,1
q_10_eng_ch7_042,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Human life appears before time as:,powerful,endless,unchanged,fragile,D | fragile,Medium,1,ULTRA,1
q_10_eng_ch7_043,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem belongs to the:,Modern era,Medieval era,Romantic era,Victorian era,C | Romantic era,Medium,1,ULTRA,1
q_10_eng_ch7_044,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Shelley was an English:,historian,Romantic poet,novelist,dramatist,B | Romantic poet,Medium,1,ULTRA,1
q_10_eng_ch7_045,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,One famous Shelley poem is:,Ozymandias,Daffodils,If,The Road,A | Ozymandias,Medium,1,ULTRA,1
q_10_eng_ch7_046,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Another Shelley work is:,Patriotism,The Rain,Leisure,To a Skylark,D | To a Skylark,Medium,1,ULTRA,1
q_10_eng_ch7_047,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The central metaphor is the:,road of life,fire of age,sea of time,bird of time,C | sea of time,Medium,1,ELITE,1
q_10_eng_ch7_048,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,“Human tears” create an image of:,peace,suffering,celebration,success,B | suffering,Medium,1,ELITE,1
q_10_eng_ch7_049,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,“Wrecks” symbolize human:,losses,victories,dreams,journeys,A | losses,Medium,1,ELITE,1
q_10_eng_ch7_050,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,“Ebb and flow” suggests time's:,stillness,silence,ending,movement,D | movement,Medium,1,ELITE,1
q_10_eng_ch7_051,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,“Shoreless” suggests no:,storm,movement,boundary,water,C | boundary,Medium,1,ELITE,1
q_10_eng_ch7_052,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Time is a force that:,teaches all,consumes all,protects all,heals all,B | consumes all,Medium,1,ELITE,1
q_10_eng_ch7_053,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem ends with a:,question,command,prayer,statement,A | question,Medium,1,ELITE,1
sep_10_eng_ch7_mcq_005,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Topic,,,,,,,,,,1
q_10_eng_ch7_054,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,Time as a sea is a:,simile,idiom,pun,metaphor,D | metaphor,Medium,1,ELITE,1
q_10_eng_ch7_055,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,Giving time actions is:,oxymoron,rhyme,personification,alliteration,C | personification,Medium,1,ELITE,1
q_10_eng_ch7_056,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,“Howling” gives time a:,number,human trait,colour,shape,B | human trait,Medium,1,ELITE,1
q_10_eng_ch7_057,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,“Vomites thy wrecks” uses:,personification,simile,rhyme only,euphemism,A | personification,Medium,1,ELITE,1
q_10_eng_ch7_058,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,“Sea of Time” creates:,punctuation,dialogue,irony only,imagery,D | imagery,Medium,1,ELITE,1
q_10_eng_ch7_059,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,“Salt of human tears” appeals to:,logic only,sound only,emotion,humour,C | emotion,Medium,1,ULTRA,1
q_10_eng_ch7_060,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,A direct comparison is a:,clause,metaphor,simile,article,B | metaphor,Medium,1,ELITE,1
q_10_eng_ch7_061,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,Comparison using “like” is:,simile,metaphor,analogy,idiom,A | simile,Medium,1,ELITE,1
q_10_eng_ch7_062,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,Extended comparison is an:,article,adverb,interjection,analogy,D | analogy,Medium,1,ULTRA,1
q_10_eng_ch7_063,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,“Time is a thief” is:,analogy,euphemism,metaphor,simile,C | metaphor,Medium,1,ELITE,1
q_10_eng_ch7_064,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,“Time is like a river” is:,personification,simile,metaphor,oxymoron,B | simile,Medium,1,ELITE,1
q_10_eng_ch7_065,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,The sea image shows time's:,power,kindness,colour,silence,A | power,Medium,1,ELITE,1
q_10_eng_ch7_066,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,The ending question is:,factual,direct only,grammatical,rhetorical,D | rhetorical,Medium,1,ELITE,1
q_10_eng_ch7_067,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,A rhetorical question adds:,spelling,sequence,emphasis,definition,C | emphasis,Medium,1,ULTRA,1
q_10_eng_ch7_068,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Poetic Devices,Analyze,The poem's imagery is mostly:,playful,dark,comic,bright,B | dark,Medium,1,ELITE,1
sep_10_eng_ch7_mcq_006,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Topic,,,,,,,,,,1
q_10_eng_ch7_069,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,First word needs a:,comma,colon,capital letter,hyphen,C | capital letter,Medium,1,ELITE,1
q_10_eng_ch7_070,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Proper nouns use:,commas,capitals,lowercase only,hyphens only,B | capitals,Medium,1,ELITE,1
q_10_eng_ch7_071,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Question ends with:,question mark,comma,colon,dash,A | question mark,Medium,1,ELITE,1
q_10_eng_ch7_072,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Strong emotion may use:,semicolon,hyphen,apostrophe,exclamation mark,D | exclamation mark,Medium,1,ULTRA,1
q_10_eng_ch7_073,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Quoted words use:,brackets only,slashes,quotation marks,hyphens,C | quotation marks,Medium,1,ELITE,1
q_10_eng_ch7_074,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,A hyphen can join:,questions,compound words,all sentences,paragraphs,B | compound words,Medium,1,ELITE,1
q_10_eng_ch7_075,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Correct compound adjective:,well-known,well knownn,wellknown,well--known,A | well-known,Medium,1,ELITE,1
q_10_eng_ch7_076,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Correct time compound:,twenty minute,twentyminute,twenty--minute,twenty-minute,D | twenty-minute,Medium,1,ELITE,1
q_10_eng_ch7_077,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,Hyphenation avoids:,meaning,spelling,confusion,capitalization,C | confusion,Medium,1,ULTRA,1
q_10_eng_ch7_078,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Mechanics and Hyphenation,Apply,“Time waits...” begins with:,comma,capital T,small t,hyphen,B | capital T,Medium,1,PRO,1
sep_10_eng_ch7_mcq_007,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Topic,,,,,,,,,,1
q_10_eng_ch7_079,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,A precis is a:,story,concise summary,long essay,dialogue,B | concise summary,Medium,1,ELITE,1
q_10_eng_ch7_080,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,A precis keeps:,main ideas,all details,all examples,all quotes,A | main ideas,Medium,1,ELITE,1
q_10_eng_ch7_081,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,A precis uses:,copied lines,slang,dialogue,own words,D | own words,Medium,1,ELITE,1
q_10_eng_ch7_082,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Transitions create:,spelling,rhythm only,cohesion,confusion,C | cohesion,Medium,1,ELITE,1
q_10_eng_ch7_083,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,“However” shows:,time,contrast,addition,result,B | contrast,Medium,1,ELITE,1
q_10_eng_ch7_084,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,“Therefore” shows:,result,contrast,example,time,A | result,Medium,1,ELITE,1
q_10_eng_ch7_085,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,“In addition” shows:,contrast,result,condition,addition,D | addition,Medium,1,ELITE,1
q_10_eng_ch7_086,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,“As a result” shows:,contrast,choice,result,time,C | result,Medium,1,ELITE,1
q_10_eng_ch7_087,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,“Meanwhile” mainly shows:,choice,time,cause,contrast,B | time,Medium,1,ULTRA,1
q_10_eng_ch7_088,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Syntax means word:,arrangement,meaning,spelling,sound,A | arrangement,Medium,1,ELITE,1
q_10_eng_ch7_089,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Precise language is:,vague,casual,slang,clear,D | clear,Medium,1,ELITE,1
q_10_eng_ch7_090,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Formal writing avoids slang:,sometimes,rarely,yes,no,C | yes,Medium,1,ELITE,1
q_10_eng_ch7_091,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Formal writing avoids contractions:,rarely,yes,no,sometimes,B | yes,Medium,1,ELITE,1
q_10_eng_ch7_092,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Objective tone is:,neutral,emotional,biased,casual,A | neutral,Medium,1,ELITE,1
q_10_eng_ch7_093,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Academic claims need:,slang,jokes,guesses,evidence,D | evidence,Medium,1,ELITE,1
q_10_eng_ch7_094,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,A concluding statement comes:,midway,before title,last,first,C | last,Medium,1,ULTRA,1
q_10_eng_ch7_095,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,A mind map organizes:,punctuation,ideas,spellings,rhymes,B | ideas,Medium,1,ULTRA,1
q_10_eng_ch7_096,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Summary skills extract:,salient points,all details,every quote,all examples,A | salient points,Medium,1,ELITE,1
q_10_eng_ch7_097,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,A precis excludes:,main idea,core message,central theme,extra details,D | extra details,Medium,1,ELITE,1
q_10_eng_ch7_098,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Formal style is:,slangy,emotional,professional,casual,C | professional,Medium,1,ELITE,1
q_10_eng_ch7_099,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Objective tone avoids:,logic,bias,facts,evidence,B | bias,Medium,1,ELITE,1
q_10_eng_ch7_100,1,ENGLISH_A | Unit 7 - Time by Percy Bysshe Shelley | BISE Board Pattern | Q1(d) Grammar Option | Writing Skills,Apply,Domain vocabulary is:,subject-specific,random,informal,emotional,A | subject-specific,Medium,1,ULTRA,1
