question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch6_058,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Parents should talk:,secretly,rarely,angrily,openly,D | openly,Medium,1,ULTRA,1
q_10_eng_ch6_059,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Teachers should watch warning:,sports,maps,signs,weather,C | signs,Medium,1,ULTRA,1
q_10_eng_ch6_060,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Sports and hobbies keep youth:,violent,busy,addicted,isolated,B | busy,Medium,1,ULTRA,1
q_10_eng_ch6_061,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Prevention requires united:,action,silence,fear,delay,A | action,Medium,1,ELITE,1
sep_10_eng_ch6_mcq_005,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch6_062,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “addicted” means:",dependent,healthy,free,calm,A | dependent,Medium,1,ELITE,1
q_10_eng_ch6_063,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “attention” means:",anger,noise,sleep,focus,D | focus,Medium,1,ULTRA,1
q_10_eng_ch6_064,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “awareness” means:",silence,wealth,knowledge,fear,C | knowledge,Medium,1,ELITE,1
q_10_eng_ch6_065,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “confusion” means:",strength,uncertainty,clarity,peace,B | uncertainty,Medium,1,ULTRA,1
q_10_eng_ch6_066,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “deserves” means:",merits,refuses,hides,loses,A | merits,Medium,1,PRO,1
q_10_eng_ch6_067,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “destroys” means:",repairs,builds,saves,ruins,D | ruins,Medium,1,ELITE,1
q_10_eng_ch6_068,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “escape” means:",create,follow,avoid,accept,C | avoid,Medium,1,ULTRA,1
q_10_eng_ch6_069,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “harmful” means:",useful,damaging,helpful,safe,B | damaging,Medium,1,ELITE,1
q_10_eng_ch6_070,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “kindness” means:",care,anger,violence,fear,A | care,Medium,1,PRO,1
q_10_eng_ch6_071,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “protect” means:",harm,ignore,leave,defend,D | defend,Medium,1,ELITE,1
q_10_eng_ch6_072,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “rehabilitation” means:",arrest,escape,recovery,punishment,C | recovery,Medium,1,ELITE,1
q_10_eng_ch6_073,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “suffer” means:",relax,endure pain,celebrate,recover,B | endure pain,Medium,1,ULTRA,1
q_10_eng_ch6_074,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “violence” means:",physical harm,peaceful talk,kind action,medical care,A | physical harm,Medium,1,ELITE,1
sep_10_eng_ch6_mcq_006,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Topic,,,,,,,,,,1
q_10_eng_ch6_075,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,A conjunction joins:,only nouns,only verbs,only sentences,words or clauses,D | words or clauses,Medium,1,ELITE,1
q_10_eng_ch6_076,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,A transition improves:,pronunciation,handwriting,flow,spelling,C | flow,Medium,1,ELITE,1
q_10_eng_ch6_077,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Because” shows:,choice,cause,contrast,addition,B | cause,Medium,1,ELITE,1
q_10_eng_ch6_078,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Although” shows:,contrast,cause,sequence,result,A | contrast,Medium,1,ELITE,1
q_10_eng_ch6_079,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Since” may show:,choice,addition,place,cause,D | cause,Medium,1,ULTRA,1
q_10_eng_ch6_080,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“When” usually shows:,addition,reason,time,contrast,C | time,Medium,1,ULTRA,1
q_10_eng_ch6_081,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“If” usually shows:,result,condition,time,addition,B | condition,Medium,1,ELITE,1
q_10_eng_ch6_082,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Unless” expresses:,condition,addition,cause,sequence,A | condition,Medium,1,ELITE,1
q_10_eng_ch6_083,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Before” shows:,cause,contrast,choice,time,D | time,Medium,1,ULTRA,1
q_10_eng_ch6_084,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“After” shows:,addition,contrast,time,reason,C | time,Medium,1,ULTRA,1
q_10_eng_ch6_085,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“So that” shows:,addition,purpose,contrast,choice,B | purpose,Medium,1,ELITE,1
q_10_eng_ch6_086,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,A subordinator joins:,dependent clauses,only nouns,only verbs,equal words,A | dependent clauses,Medium,1,ELITE,1
q_10_eng_ch6_087,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,Independent clause can:,never stand,only modify,only describe,stand alone,D | stand alone,Medium,1,ELITE,1
q_10_eng_ch6_088,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,Dependent clause cannot:,contain nouns,use commas,stand alone,contain verbs,C | stand alone,Medium,1,ELITE,1
q_10_eng_ch6_089,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Therefore” shows:,addition,result,contrast,example,B | result,Medium,1,ELITE,1
q_10_eng_ch6_090,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“However” shows:,contrast,cause,addition,time,A | contrast,Medium,1,ELITE,1
q_10_eng_ch6_091,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“In addition” shows:,contrast,cause,condition,addition,D | addition,Medium,1,ELITE,1
q_10_eng_ch6_092,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“For instance” gives:,contrast,condition,example,result,C | example,Medium,1,ULTRA,1
q_10_eng_ch6_093,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“As a result” shows:,addition,result,choice,time,B | result,Medium,1,ELITE,1
q_10_eng_ch6_094,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“On the other hand” shows:,contrast,cause,purpose,sequence,A | contrast,Medium,1,ELITE,1
q_10_eng_ch6_095,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Both…and” is:,subordinating,transitional,interjection,correlative,D | correlative,Medium,1,ELITE,1
q_10_eng_ch6_096,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Either…or” shows:,cause,time,choice,addition,C | choice,Medium,1,ELITE,1
q_10_eng_ch6_097,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Neither…nor” shows:,sequence,negative choice,result,purpose,B | negative choice,Medium,1,ELITE,1
q_10_eng_ch6_098,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,“Not only…but also” shows:,addition,contrast,condition,time,A | addition,Medium,1,ELITE,1
q_10_eng_ch6_099,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,Transitions maintain:,confusion,silence,repetition,coherence,D | coherence,Medium,1,ELITE,1
q_10_eng_ch6_100,1,ENGLISH_A | Unit 6 - Drug Abuse | BISE Board Pattern | Q1(d) Grammar Option | Conjunctions and Transitions,Apply,Good transitions improve:,violence,spelling only,clarity,addiction,C | clarity,Medium,1,ELITE,1
