question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch4_lq_010,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
To achieve this goal, nations have pledged to reduce carbon emissions, invest in renewable energy, and improve energy efficiency. In addition to governments, many businesses and non-profit organizations are also taking climate action seriously.",Medium,8,ELITE,1
q_10_eng_ch4_lq_011,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
Everyday choices like reducing energy use, recycling, avoiding single-use plastics, and using public transport, can collectively make a significant difference. Choosing to eat less meat, supporting eco-friendly brands, and planting trees are also impactful steps.",Medium,8,ELITE,1
q_10_eng_ch4_lq_012,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
Climate action is no longer optional, it is essential for the survival of our planet, “The Earth” and our future generations. Everyone has a role to play, from world leaders to laymen. By reducing emissions, protecting nature, and adapting to changes, we can build a more sustainable and just world.",Medium,8,ELITE,1
sep_10_eng_ch4_lq_002,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Topic,topic_separator,,,,,1
q_10_eng_ch4_lq_013,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Earth is the planet where human life exists. It is endangered due to abrupt climate changes. Saving earth is our utmost duty to save future generations. Therefore, it is high time to take climate action to protect the planet.",Medium,8,ELITE,1
q_10_eng_ch4_lq_014,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Climate change is one of the most pressing challenges facing our world today. Rising global temperatures, melting ice caps, frequent natural disasters, and shifting weather patterns are all signs that the planet is in trouble.",Medium,8,ELITE,1
q_10_eng_ch4_lq_015,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Climate action refers to the efforts taken by individuals, governments, and organizations to reduce greenhouse gas emissions, adapt to changing climates, and protect our environment. It is not just an environmental issue, but also a social, economic, and moral responsibility that demands urgent and collective action.",Medium,8,ELITE,1
q_10_eng_ch4_lq_016,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The Earth's climate is naturally regulated by a balance of gases in the atmosphere. However, human activities, especially since the Industrial Revolution, have disrupted this balance. The burning of fossil fuels such as coal, oil, and gas for energy releases carbon dioxide into the air.",Medium,8,ELITE,1
q_10_eng_ch4_lq_017,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Other harmful gases, like methane and nitrous oxide are produced through agriculture, deforestation, and industrial processes. These greenhouse gases trap heat in the atmosphere, causing the Earth's average temperature to rise; a phenomenon known as global warming.",Medium,8,ELITE,1
q_10_eng_ch4_lq_018,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The effects of climate change are already visible. Glaciers are melting at alarming rates, leading to rising sea levels that threaten coastal communities. Extreme weather events such as hurricanes, floods, heatwaves, and wildfires, are becoming more frequent and intense, endangering lives and destroying ecosystems.",Medium,8,ELITE,1
q_10_eng_ch4_lq_019,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Farmers struggle with unpredictable rainfall and droughts, which impact food production and increase hunger in vulnerable regions. Furthermore, climate change disproportionately affects poor and developing countries, even though they contribute the least to the problem.",Medium,8,ELITE,1
q_10_eng_ch4_lq_020,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
These communities often lack the resources to recover from disasters or adapt to environmental changes. This makes climate action not only a scientific necessity but also a matter of justice and fairness.",Medium,8,ULTRA,1
q_10_eng_ch4_lq_021,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The most notable of these is the Paris Agreement, signed in 2015. Under this agreement, almost every country committed to limiting global warming to well below 2°C, with efforts to keep it below 1.5°C.",Medium,8,ELITE,1
q_10_eng_ch4_lq_022,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
To achieve this goal, nations have pledged to reduce carbon emissions, invest in renewable energy, and improve energy efficiency. In addition to governments, many businesses and non-profit organizations are also taking climate action seriously.",Medium,8,ELITE,1
q_10_eng_ch4_lq_023,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Everyday choices like reducing energy use, recycling, avoiding single-use plastics, and using public transport, can collectively make a significant difference. Choosing to eat less meat, supporting eco-friendly brands, and planting trees are also impactful steps.",Medium,8,ELITE,1
q_10_eng_ch4_lq_024,1,ENGLISH_A | Unit 4 - The Earth: Act Now for Tomorrow | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Climate action is no longer optional, it is essential for the survival of our planet, “The Earth” and our future generations. Everyone has a role to play, from world leaders to laymen. By reducing emissions, protecting nature, and adapting to changes, we can build a more sustainable and just world.",Medium,8,ELITE,1
