question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch5_012,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“determined” means:,written order,firmly decided,great sadness,soft surface,B | firmly decided,Medium,1,ELITE,1
q_10_eng_ch5_013,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“drenched” means:,completely wet,fully hidden,private room,very bright,A | completely wet,Medium,1,ELITE,1
q_10_eng_ch5_014,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“flapping” means:,old custom,fixed rule,moving slowly,beating wings,D | beating wings,Medium,1,ULTRA,1
q_10_eng_ch5_015,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“furnace” means:,written order,formal speech,heating chamber,soft surface,C | heating chamber,Medium,1,ELITE,1
q_10_eng_ch5_016,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“gilded” means:,great sadness,gold-covered,private room,very bright,B | gold-covered,Medium,1,ELITE,1
q_10_eng_ch5_017,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“grate” means:,fireplace frame,fixed rule,moving slowly,fully hidden,A | fireplace frame,Medium,1,ULTRA,1
q_10_eng_ch5_018,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“hauling” means:,written order,formal speech,old custom,pulling heavily,D | pulling heavily,Medium,1,ULTRA,1
q_10_eng_ch5_019,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“melted” means:,great sadness,soft surface,became liquid,very bright,C | became liquid,Medium,1,ELITE,1
q_10_eng_ch5_020,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“Ornithology” means:,private room,bird study,moving slowly,fully hidden,B | bird study,Medium,1,ULTRA,1
q_10_eng_ch5_021,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“pleasure” means:,happiness,formal speech,old custom,fixed rule,A | happiness,Easy,1,PRO,1
q_10_eng_ch5_022,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“sensible” means:,great sadness,soft surface,written order,reasonable,D | reasonable,Medium,1,ELITE,1
q_10_eng_ch5_023,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“slumber” means:,private room,very bright,deep sleep,fully hidden,C | deep sleep,Medium,1,ULTRA,1
q_10_eng_ch5_024,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“spoiled” means:,moving slowly,damaged,old custom,fixed rule,B | damaged,Medium,1,ULTRA,1
q_10_eng_ch5_025,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“starving” means:,extremely hungry,soft surface,written order,formal speech,A | extremely hungry,Medium,1,ELITE,1
sep_10_eng_ch5_mcq_003,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch5_026,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “quick movement”:,agelity,agilityy,agility,agillity,C | agility,Easy,1,ULTRA,1
q_10_eng_ch5_027,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “landed”:,alightedd,alighted,allighted,aligted,B | alighted,Easy,1,ELITE,1
q_10_eng_ch5_028,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “rough”:,coarse,corse,course,coarce,A | coarse,Easy,1,ULTRA,1
q_10_eng_ch5_029,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “firmly decided”:,detirmined,determenid,determind,determined,D | determined,Easy,1,ELITE,1
q_10_eng_ch5_030,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “completely wet”:,dranched,drenchhed,drenched,drenchd,C | drenched,Easy,1,ELITE,1
q_10_eng_ch5_031,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “beating wings”:,flappingg,flapping,flaping,flappng,B | flapping,Easy,1,ULTRA,1
q_10_eng_ch5_032,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “heating chamber”:,furnace,furnice,furnacee,fernuce,A | furnace,Easy,1,ELITE,1
q_10_eng_ch5_033,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “gold-covered”:,gildid,gildedd,guilded,gilded,D | gilded,Easy,1,ELITE,1
q_10_eng_ch5_034,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “fireplace frame”:,gratt,gratee,grate,grait,C | grate,Easy,1,ULTRA,1
q_10_eng_ch5_035,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “pulling heavily”:,hawling,hauling,hualing,haulng,B | hauling,Easy,1,ULTRA,1
q_10_eng_ch5_036,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “became liquid”:,melted,meltid,meltted,meltedd,A | melted,Easy,1,ELITE,1
q_10_eng_ch5_037,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “bird study”:,Ornitholgy,Ornithalogy,Ornitholagy,Ornithology,D | Ornithology,Easy,1,ULTRA,1
q_10_eng_ch5_038,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “happiness”:,plesure,pleazure,pleasure,pleasur,C | pleasure,Easy,1,PRO,1
q_10_eng_ch5_039,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “reasonable”:,sensiblee,sensible,sensable,sencible,B | sensible,Easy,1,ELITE,1
q_10_eng_ch5_040,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “deep sleep”:,slumber,slomber,slumbr,slumbber,A | slumber,Easy,1,ULTRA,1
q_10_eng_ch5_041,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “damaged”:,spoyled,spoild,spolied,spoiled,D | spoiled,Easy,1,ULTRA,1
q_10_eng_ch5_042,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “extremely hungry”:,starvng,starvingg,starving,starveing,C | starving,Easy,1,ELITE,1
sep_10_eng_ch5_mcq_004,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Topic,,,,,,,,,,1
q_10_eng_ch5_043,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Prince stood on a tall:,wall,column,bridge,tower,B | column,Medium,1,ELITE,1
q_10_eng_ch5_044,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Prince was covered with:,gold leaves,silver leaves,white paint,blue glass,A | gold leaves,Medium,1,ELITE,1
q_10_eng_ch5_045,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The sword-hilt held a:,blue sapphire,gold coin,white pearl,red ruby,D | red ruby,Medium,1,ELITE,1
q_10_eng_ch5_046,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Swallow's friends went to:,France,Spain,Egypt,India,C | Egypt,Medium,1,ULTRA,1
q_10_eng_ch5_047,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Prince's tears moved the Swallow to:,laughter,pity,anger,fear,B | pity,Medium,1,ELITE,1
q_10_eng_ch5_048,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The poor woman's son had a:,fever,broken arm,cough,wound,A | fever,Medium,1,ELITE,1
q_10_eng_ch5_049,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The seamstress needed help for her:,old father,young sister,blind mother,sick boy,D | sick boy,Medium,1,ELITE,1
q_10_eng_ch5_050,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The first gift delivered was the:,gold leaf,coin,ruby,sapphire,C | ruby,Medium,1,ELITE,1
q_10_eng_ch5_051,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"After the good action, Swallow felt:",weak,warm,hungry,angry,B | warm,Medium,1,ULTRA,1
q_10_eng_ch5_052,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The young man was trying to finish a:,play,letter,book,song,A | play,Medium,1,ELITE,1
q_10_eng_ch5_053,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The young man worked in a:,palace,shop,school,garret,D | garret,Medium,1,ULTRA,1
q_10_eng_ch5_054,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Prince gave him a:,gold leaf,ring,sapphire,ruby,C | sapphire,Medium,1,ELITE,1
q_10_eng_ch5_055,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The match-girl received the Prince's:,sword,other eye,ruby,gold crown,B | other eye,Medium,1,ELITE,1
q_10_eng_ch5_056,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"After becoming blind, Prince depended on:",Swallow,Mayor,Professor,Councillor,A | Swallow,Medium,1,ELITE,1
q_10_eng_ch5_057,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Prince ordered his gold given to:,rich,Mayor,soldiers,poor,D | poor,Medium,1,ELITE,1
q_10_eng_ch5_058,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Swallow finally died from:,injury,disease,cold,hunger,C | cold,Medium,1,ULTRA,1
q_10_eng_ch5_059,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The Prince's heart was made of:,stone,lead,gold,silver,B | lead,Medium,1,ELITE,1
q_10_eng_ch5_060,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The statue was melted in a:,furnace,grate,oven,pot,A | furnace,Medium,1,ELITE,1
q_10_eng_ch5_061,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The leaden heart would not:,shine,break,fall,melt,D | melt,Medium,1,ELITE,1
q_10_eng_ch5_062,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The story values kindness over:,travel,speech,beauty,learning,C | beauty,Medium,1,ELITE,1
sep_10_eng_ch5_mcq_005,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Topic,,,,,,,,,,1
q_10_eng_ch5_063,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Prince” is a:,pronoun,verb,adverb,noun,D | noun,Medium,1,ELITE,1
q_10_eng_ch5_064,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“He” is a:,verb,adjective,pronoun,noun,C | pronoun,Medium,1,ELITE,1
q_10_eng_ch5_065,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Cried” is a:,preposition,verb,noun,adverb,B | verb,Medium,1,ELITE,1
q_10_eng_ch5_066,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Happy” is an:,adjective,adverb,noun,conjunction,A | adjective,Medium,1,ELITE,1
q_10_eng_ch5_067,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Gently” is an:,adjective,noun,pronoun,adverb,D | adverb,Medium,1,ELITE,1
q_10_eng_ch5_068,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“On” is a:,interjection,adverb,preposition,conjunction,C | preposition,Medium,1,ELITE,1
q_10_eng_ch5_069,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“And” is a:,verb,conjunction,preposition,pronoun,B | conjunction,Medium,1,ELITE,1
q_10_eng_ch5_070,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Ah!” is an:,interjection,adverb,noun,article,A | interjection,Medium,1,ELITE,1
q_10_eng_ch5_071,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Swallow” in the story is a:,adverb,preposition,conjunction,noun,D | noun,Medium,1,ULTRA,1
q_10_eng_ch5_072,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“They” is a:,adjective,verb,pronoun,noun,C | pronoun,Medium,1,ULTRA,1
q_10_eng_ch5_073,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Shone” is a:,preposition,verb,noun,pronoun,B | verb,Medium,1,ULTRA,1
q_10_eng_ch5_074,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Fine” in “fine gold” is:,adjective,adverb,verb,noun,A | adjective,Medium,1,ELITE,1
q_10_eng_ch5_075,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Far” in “far away” is:,noun,pronoun,conjunction,adverb,D | adverb,Medium,1,ULTRA,1
q_10_eng_ch5_076,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Under” is a:,noun,interjection,preposition,verb,C | preposition,Medium,1,ELITE,1
q_10_eng_ch5_077,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“But” is a:,pronoun,conjunction,adverb,noun,B | conjunction,Medium,1,ELITE,1
q_10_eng_ch5_078,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,“Oh!” expresses:,emotion,action,place,quality,A | emotion,Medium,1,ULTRA,1
q_10_eng_ch5_079,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,A noun names a:,action only,relationship only,emotion word,person or thing,D | person or thing,Medium,1,ELITE,1
q_10_eng_ch5_080,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,A verb shows:,place only,connection only,action or state,quality only,C | action or state,Medium,1,ELITE,1
q_10_eng_ch5_081,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,An adjective describes a:,conjunction,noun,verb only,preposition,B | noun,Medium,1,ELITE,1
q_10_eng_ch5_082,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Grammar Option | Parts of Speech,Apply,An adverb can modify a:,verb,noun only,article only,pronoun only,A | verb,Medium,1,ULTRA,1
sep_10_eng_ch5_mcq_006,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch5_083,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “coarse” means:",rough,soft,bright,thin,A | rough,Medium,1,ULTRA,1
q_10_eng_ch5_084,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “drenched” means:",dry,warm,hidden,soaked,D | soaked,Medium,1,ELITE,1
q_10_eng_ch5_085,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “agility” means:",sadness,silence,quickness,weakness,C | quickness,Medium,1,ULTRA,1
q_10_eng_ch5_086,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “slumber” means:",travel,sleep,hunger,fear,B | sleep,Medium,1,ULTRA,1
q_10_eng_ch5_087,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “starving” means:",famished,wealthy,sleepy,cheerful,A | famished,Medium,1,ELITE,1
q_10_eng_ch5_088,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “spoiled” means:",polished,saved,painted,ruined,D | ruined,Medium,1,ULTRA,1
q_10_eng_ch5_089,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “gilded” means:",silver-lined,wooden,gold-covered,stone-made,C | gold-covered,Medium,1,ELITE,1
q_10_eng_ch5_090,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(c) Contextual Meaning | Story Vocabulary,Apply,"In context, “sensible” means:",silent,reasonable,foolish,angry,B | reasonable,Medium,1,ELITE,1
sep_10_eng_ch5_mcq_007,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Topic,,,,,,,,,,1
q_10_eng_ch5_091,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,Main theme of the story:,war and peace,school life,selfless sacrifice,personal ambition,C | selfless sacrifice,Medium,1,ELITE,1
q_10_eng_ch5_092,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,True happiness comes from:,fame,helping others,wealth,beauty,B | helping others,Medium,1,ELITE,1
q_10_eng_ch5_093,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,The story criticizes social:,hypocrisy,education,travel,science,A | hypocrisy,Medium,1,ELITE,1
q_10_eng_ch5_094,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,The Prince symbolizes:,greed,fear,pride,compassion,D | compassion,Medium,1,ELITE,1
q_10_eng_ch5_095,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,The Swallow symbolizes:,cowardice,wealth,loyalty,selfishness,C | loyalty,Medium,1,ELITE,1
q_10_eng_ch5_096,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,“No mystery so great as Misery” stresses:,public fame,human suffering,royal power,travel plans,B | human suffering,Medium,1,ELITE,1
q_10_eng_ch5_097,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,A rhetorical question is asked to:,make a point,get facts,test spelling,show time,A | make a point,Medium,1,ULTRA,1
q_10_eng_ch5_098,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,Rhetorical questions can create:,confusion only,silence only,grammar errors,emphasis,D | emphasis,Medium,1,ULTRA,1
q_10_eng_ch5_099,1,ENGLISH_A | Unit 5 - The Happy Prince by Oscar Wilde | BISE Board Pattern | Q1(d) Literary Concepts | Theme and Rhetoric,Analyze,Sensory language makes scenes more:,short,formal,vivid,technical,C | vivid,Medium,1,ULTRA,1
