question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch9_030,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,He stood there:,never,daily,long,briefly,C | long,Medium,1,ELITE,1
q_10_eng_ch9_031,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,He looked down one road:,upward,far,quickly,backward,B | far,Medium,1,ELITE,1
q_10_eng_ch9_032,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The road bent into:,undergrowth,river,village,mountain,A | undergrowth,Medium,1,ELITE,1
q_10_eng_ch9_033,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The other road seemed:,much worse,fully blocked,very crowded,just as fair,D | just as fair,Medium,1,ULTRA,1
q_10_eng_ch9_034,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,It was grassy and wanted:,light,repair,wear,water,C | wear,Medium,1,ELITE,1
q_10_eng_ch9_035,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Passing had worn both roads:,completely black,about same,very differently,not at all,B | about same,Medium,1,ELITE,1
q_10_eng_ch9_036,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Both roads equally lay in:,leaves,snow,mud,water,A | leaves,Medium,1,ELITE,1
q_10_eng_ch9_037,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,No step had trodden leaves:,yellow,green,white,black,D | black,Medium,1,ULTRA,1
q_10_eng_ch9_038,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,He kept first road for:,next hour,next week,another day,same day,C | another day,Medium,1,ELITE,1
q_10_eng_ch9_039,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Way leads on to:,travel,way,home,sleep,B | way,Medium,1,ELITE,1
q_10_eng_ch9_040,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,He doubted ever coming:,back,home,early,alone,A | back,Medium,1,ELITE,1
q_10_eng_ch9_041,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,He imagines telling with a:,laugh,cry,shout,sigh,D | sigh,Medium,1,ULTRA,1
q_10_eng_ch9_042,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,This telling is ages and ages:,today,nearby,hence,before,C | hence,Medium,1,ELITE,1
q_10_eng_ch9_043,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,He chose the road less:,straight,traveled,beautiful,dangerous,B | traveled,Medium,1,ELITE,1
q_10_eng_ch9_044,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Choice made all the:,difference,noise,distance,weather,A | difference,Medium,1,ELITE,1
q_10_eng_ch9_045,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The roads symbolize:,trees,journeys only,seasons,choices,D | choices,Medium,1,ULTRA,1
q_10_eng_ch9_046,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The yellow wood suggests:,summer,winter,autumn,spring,C | autumn,Medium,1,ELITE,1
q_10_eng_ch9_047,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Speaker feels some:,joy,uncertainty,certainty,anger,B | uncertainty,Medium,1,ELITE,1
q_10_eng_ch9_048,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem explores choice and:,consequence,weather,history,friendship,A | consequence,Medium,1,ELITE,1
q_10_eng_ch9_049,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Every choice leads to a different:,forest,road sign,season,outcome,D | outcome,Medium,1,ULTRA,1
q_10_eng_ch9_050,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem also explores:,war,humour,regret,victory,C | regret,Medium,1,ELITE,1
q_10_eng_ch9_051,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The tone is:,careless,reflective,comic,angry,B | reflective,Medium,1,ELITE,1
q_10_eng_ch9_052,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The chosen road is a metaphor for:,life choice,forest path,school road,travel map,A | life choice,Medium,1,ELITE,1
q_10_eng_ch9_053,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The fork symbolizes a:,rest place,danger sign,village gate,decision point,D | decision point,Medium,1,ULTRA,1
q_10_eng_ch9_054,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The word “sigh” suggests mixed:,roads,seasons,feelings,colours,C | feelings,Medium,1,ELITE,1
q_10_eng_ch9_055,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The roads looked nearly:,dangerous,equal,opposite,closed,B | equal,Medium,1,ELITE,1
q_10_eng_ch9_056,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The speaker cannot know the:,outcome,weather,distance,colour,A | outcome,Medium,1,ELITE,1
q_10_eng_ch9_057,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The poem values thoughtful:,speed,obedience,silence,decision-making,D | decision-making,Medium,1,ULTRA,1
q_10_eng_ch9_058,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The future reflection shows:,certainty,humour,consequence,forgetfulness,C | consequence,Medium,1,ELITE,1
q_10_eng_ch9_059,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,The title refers to the road:,darkest,not chosen,most crowded,shortest,B | not chosen,Medium,1,ELITE,1
q_10_eng_ch9_060,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(c/d) Poem Content | Board-Oriented MCQs,Understand,Central theme centers on:,life choices,nature only,travel only,weather,A | life choices,Medium,1,ELITE,1
sep_10_eng_ch9_mcq_005,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Topic,,,,,,,,,,1
q_10_eng_ch9_061,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A simple sentence has:,two main clauses,no verb,only phrase,one main clause,D | one main clause,Medium,1,ELITE,1
q_10_eng_ch9_062,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A compound sentence joins:,only phrases,no clauses,main clauses,only nouns,C | main clauses,Medium,1,ULTRA,1
q_10_eng_ch9_063,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A complex sentence has a:,list only,subordinate clause,single word,title only,B | subordinate clause,Medium,1,ULTRA,1
q_10_eng_ch9_064,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“Because” introduces a:,reason,contrast,result,choice,A | reason,Medium,1,ULTRA,1
q_10_eng_ch9_065,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“Although” shows:,addition,time,result,contrast,D | contrast,Medium,1,ELITE,1
q_10_eng_ch9_066,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“Therefore” shows:,example,time,result,contrast,C | result,Medium,1,ULTRA,1
q_10_eng_ch9_067,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“However” shows:,addition,contrast,cause,time,B | contrast,Medium,1,ULTRA,1
q_10_eng_ch9_068,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A main clause can:,stand alone,never stand,only modify,only describe,A | stand alone,Medium,1,ULTRA,1
q_10_eng_ch9_069,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A subordinate clause is:,independent,a title,a phrase,dependent,D | dependent,Medium,1,ELITE,1
q_10_eng_ch9_070,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,Transitions improve:,spelling,rhyme,coherence,confusion,C | coherence,Medium,1,ULTRA,1
q_10_eng_ch9_071,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,Commas help separate:,roads,clauses,books,letters,B | clauses,Medium,1,ULTRA,1
q_10_eng_ch9_072,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A complex paragraph uses:,varied clauses,one word,only titles,no connectors,A | varied clauses,Medium,1,ULTRA,1
q_10_eng_ch9_073,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,Subject-verb agreement ensures:,more imagery,more rhyme,less meaning,correct grammar,D | correct grammar,Medium,1,ELITE,1
q_10_eng_ch9_074,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,Correct word order improves:,regret,imagery,clarity,confusion,C | clarity,Medium,1,ULTRA,1
q_10_eng_ch9_075,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,A connector links:,titles,ideas,spellings,colours,B | ideas,Medium,1,ULTRA,1
q_10_eng_ch9_076,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“But” is a:,conjunction,noun,verb,adverb,A | conjunction,Medium,1,ULTRA,1
q_10_eng_ch9_077,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“Since” can introduce:,noun,adjective,title,reason,D | reason,Medium,1,ELITE,1
q_10_eng_ch9_078,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,“Yet” can show:,time,place,contrast,cause,C | contrast,Medium,1,ULTRA,1
q_10_eng_ch9_079,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,Punctuation makes writing:,informal,clear,longer,poetic only,B | clear,Medium,1,ULTRA,1
q_10_eng_ch9_080,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Grammar | Sentence Structures,Apply,Varied sentences improve:,style,spelling only,road choice,setting,A | style,Medium,1,ULTRA,1
sep_10_eng_ch9_mcq_006,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Topic,,,,,,,,,,1
q_10_eng_ch9_081,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Summarizing means:,adding details,changing meaning,shortening ideas,copying all,C | shortening ideas,Medium,1,ULTRA,1
q_10_eng_ch9_082,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A summary should use:,slang,own words,all quotes,personal opinion,B | own words,Medium,1,ULTRA,1
q_10_eng_ch9_083,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,An inference uses:,text clues,random guesses,titles only,pictures only,A | text clues,Medium,1,ULTRA,1
q_10_eng_ch9_084,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,“Sigh” helps infer:,pure joy,anger only,no emotion,mixed feelings,D | mixed feelings,Medium,1,ULTRA,1
q_10_eng_ch9_085,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A book review begins with:,spoiler,footnote,introduction,conclusion,C | introduction,Medium,1,ULTRA,1
q_10_eng_ch9_086,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Review summary avoids:,genre,spoilers,main idea,author name,B | spoilers,Medium,1,ULTRA,1
q_10_eng_ch9_087,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Review analysis evaluates:,writing style,page colour,book price,font size,A | writing style,Medium,1,ULTRA,1
q_10_eng_ch9_088,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Review opinion is:,plot only,title only,citation,personal response,D | personal response,Medium,1,ULTRA,1
q_10_eng_ch9_089,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Review conclusion gives:,new character,new title,recommendation,new plot,C | recommendation,Medium,1,ULTRA,1
q_10_eng_ch9_090,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A precis is:,review only,concise summary,full copy,dialogue,B | concise summary,Medium,1,ULTRA,1
q_10_eng_ch9_091,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A good precis keeps:,main idea,all details,every quote,all examples,A | main idea,Medium,1,ULTRA,1
q_10_eng_ch9_092,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Paraphrasing changes:,meaning,theme,message,wording,D | wording,Medium,1,ULTRA,1
q_10_eng_ch9_093,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Paraphrasing keeps:,same syntax,all rhyme,meaning,exact words,C | meaning,Medium,1,ULTRA,1
q_10_eng_ch9_094,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Objective summary avoids:,own words,opinions,main points,clarity,B | opinions,Medium,1,ULTRA,1
q_10_eng_ch9_095,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Visuals can deepen:,understanding,spelling,rhyme,punctuation,A | understanding,Medium,1,ULTRA,1
q_10_eng_ch9_096,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A map can show:,poet age,book review,grammar rules,two paths,D | two paths,Medium,1,ULTRA,1
q_10_eng_ch9_097,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A flowchart can show:,glossary,spelling,decision process,rhyme scheme,C | decision process,Medium,1,ULTRA,1
q_10_eng_ch9_098,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Book review analysis discusses:,cover colour,themes,page number,price,B | themes,Medium,1,ULTRA,1
q_10_eng_ch9_099,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,A precis should be:,clear,rambling,copied,biased,A | clear,Medium,1,ULTRA,1
q_10_eng_ch9_100,1,ENGLISH_A | Unit 9 - The Road Not Taken by Robert Frost | BISE Board Pattern | Q1(d) Writing and Reading Skills,Apply,Paraphrase should preserve:,exact wording,line breaks,all punctuation,tone,D | tone,Medium,1,ULTRA,1
