question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch2_mcq_020,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Choose the correctly spelled form of the glossary word meaning “to make great efforts to achieve or obtain something”:,strive,striev,strivee,stryve,A | strive,Easy,1,ELITE,1
sep_10_eng_ch2_mcq_004,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_021,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,Who is the poet of “My Beloved Pakistan”?,Anonymous,Robert Frost,William Wordsworth,Rudyard Kipling,A | Anonymous,Medium,1,ELITE,1
q_10_eng_ch2_mcq_022,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The poem celebrates Pakistan's:,beauty and strength,industrial wealth only,ancient wars only,foreign relations only,A | beauty and strength,Medium,1,ELITE,1
q_10_eng_ch2_mcq_023,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The phrase “land of green” primarily refers to:,Pakistan,a foreign valley,a private garden,a school field,A | Pakistan,Medium,1,ELITE,1
q_10_eng_ch2_mcq_024,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,Which two features are mentioned in the opening stanza?,wide skies and rivers,oceans and islands,roads and factories,lakes and ports,A | wide skies and rivers,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_025,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The mountains are described as standing:,with pride so high,under heavy clouds,beside the sea,behind the desert,A | with pride so high,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_026,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The snowy peaks are located in the:,North,South,East,West,A | North,Medium,1,ELITE,1
q_10_eng_ch2_mcq_027,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The deserts are mentioned in the:,South,North,East,West,A | South,Medium,1,ELITE,1
q_10_eng_ch2_mcq_028,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,A blooming tree in the poem whispers of:,love and liberty,fear and silence,wealth and power,rain and thunder,A | love and liberty,Medium,1,ELITE,1
q_10_eng_ch2_mcq_029,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The green-and-white flag symbolizes:,national pride,only agricultural growth,a school uniform,a sports team,A | national pride,Medium,1,ELITE,1
q_10_eng_ch2_mcq_030,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The flag shines like:,a beacon in the night,a star at noon,a lamp under water,a flower in a field,A | a beacon in the night,Medium,1,ELITE,1
q_10_eng_ch2_mcq_031,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,"The words “We'll work, we'll learn, we'll stand as one” stress:",unity and progress,individual fame,competition between provinces,silence and isolation,A | unity and progress,Medium,1,ELITE,1
q_10_eng_ch2_mcq_032,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The poem encourages young people to serve the nation with:,peace and unity,anger and rivalry,wealth alone,silence and fear,A | peace and unity,Medium,1,ELITE,1
q_10_eng_ch2_mcq_033,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The speaker promises to do their part with:,peace and love,force and fear,wealth and power,anger and revenge,A | peace and love,Medium,1,ELITE,1
q_10_eng_ch2_mcq_034,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The phrase “your name belongs in every heart” suggests:,deep patriotism,forgetfulness,personal ambition,geographical distance,A | deep patriotism,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_035,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Literary and Content MCQs | Poem,Understand,The poem links patriotism with:,service and duty,mere celebration,travel abroad,personal success only,A | service and duty,Medium,1,ELITE,1
sep_10_eng_ch2_mcq_005,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_036,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,“Shines like a beacon in the night” contains a:,simile,metaphor,hyperbole,oxymoron,A | simile,Medium,1,ELITE,1
q_10_eng_ch2_mcq_037,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,"The repeated “we'll” in “We'll work, we'll learn, we'll stand as one” mainly creates:",emphasis and rhythm,a question,a contradiction,a definition,A | emphasis and rhythm,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_038,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,"The descriptions of snowy peaks, deserts, rivers, and blooming trees mainly create:",imagery,pun,irony,paradox,A | imagery,Medium,1,ELITE,1
q_10_eng_ch2_mcq_039,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,“Your spirit soars beyond the sky” is best understood as:,figurative language,a scientific fact,a legal statement,a dictionary definition,A | figurative language,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_040,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,Calling the flag “a beacon” makes the flag a symbol of:,guidance and hope,confusion,danger,defeat,A | guidance and hope,Medium,1,ELITE,1
q_10_eng_ch2_mcq_041,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,The phrase “whispers of love and liberty” gives the landscape a:,personified quality,mathematical quality,historical date,literal measurement,A | personified quality,Medium,1,ELITE,1
q_10_eng_ch2_mcq_042,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,The overall tone of the poem is:,patriotic and hopeful,angry and bitter,comic and careless,fearful and uncertain,A | patriotic and hopeful,Medium,1,ELITE,1
q_10_eng_ch2_mcq_043,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Poetic Devices,Analyze,"The repeated references to “our”, “we”, and “one” develop the idea of:",unity,isolation,competition,doubt,A | unity,Medium,1,ELITE,1
sep_10_eng_ch2_mcq_006,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_044,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,Fiction is prose that mainly describes:,imaginary events,only verified statistics,only historical dates,only scientific formulas,A | imaginary events,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_045,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,Non-fiction is prose based mainly on:,facts and events,imaginary characters only,rhyme only,stage directions only,A | facts and events,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_046,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,Poetry commonly expresses feelings and ideas in a:,creative rhythmic way,legal format only,laboratory format only,business-table format only,A | creative rhythmic way,Medium,1,ELITE,1
q_10_eng_ch2_mcq_047,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,“The Secret Garden Bench” is presented as a:,short story,biography,poem,news report,A | short story,Medium,1,PRO,1
q_10_eng_ch2_mcq_048,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,“The Importance of Clean Water” is presented as an:,informative article,poem,play,novel,A | informative article,Medium,1,PRO,1
q_10_eng_ch2_mcq_049,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,"Which text type may use rhyme, imagery, and figurative language?",poetry,dictionary entry,receipt,application form,A | poetry,Medium,1,ELITE,1
q_10_eng_ch2_mcq_050,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,A biography is normally classified as:,non-fiction,fiction,poetry,drama only,A | non-fiction,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_051,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Variety of Texts,Understand,The poem “My Beloved Pakistan” is classified as:,poetry,fictional prose,biography,news report,A | poetry,Medium,1,ELITE,1
sep_10_eng_ch2_mcq_007,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_052,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The noun form of “analyze” is:,analysis,analytical,analyzing,analyzed,A | analysis,Medium,1,ELITE,1
q_10_eng_ch2_mcq_053,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The adjective form related to “analyze” is:,analytical,analysis,analyzer,analyzation,A | analytical,Medium,1,ELITE,1
q_10_eng_ch2_mcq_054,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The noun form of “decide” is:,decision,decisive,deciding,decided,A | decision,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_055,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The adjective form related to “decide” is:,decisive,decision,decide,deciding,A | decisive,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_056,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The noun form of “educate” is:,education,educational,educated,educating,A | education,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_057,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The adjective form related to “educate” is:,educational,education,educate,educating,A | educational,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_058,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The noun form of “create” is:,creation,creative,creating,created,A | creation,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_059,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The adjective form related to “create” is:,creative,creation,create,created,A | creative,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_060,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,The noun form of “advocate” is:,advocacy,advocative,advocated,advocating,A | advocacy,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_061,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Word Families,Apply,A word family contains words that:,share a root,have same spelling,are all nouns,are opposites,A | share a root,Medium,1,ELITE,1
sep_10_eng_ch2_mcq_008,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(c/d) Contextual Meaning | The Forgotten Garden,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_062,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(c/d) Contextual Meaning | The Forgotten Garden,Apply,"In “a garden long neglected by time,” “neglected” most nearly means:",not properly cared for,carefully protected,newly planted,crowded with visitors,A | not properly cared for,Medium,1,ELITE,1
q_10_eng_ch2_mcq_063,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(c/d) Contextual Meaning | The Forgotten Garden,Apply,"In “Hania was not so easily deterred,” “deterred” most nearly means:",discouraged or prevented,delighted,rewarded,confused by beauty,A | discouraged or prevented,Medium,1,ELITE,1
q_10_eng_ch2_mcq_064,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(c/d) Contextual Meaning | The Forgotten Garden,Apply,The phrase “hinges groaning in protest” suggests the gate was:,old and rusty,new and silent,made of glass,fully broken into pieces,A | old and rusty,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_065,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(c/d) Contextual Meaning | The Forgotten Garden,Apply,“Luminescent” petals are most likely petals that:,seem to glow,have no colour,are dry,grow underground,A | seem to glow,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_066,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(c/d) Contextual Meaning | The Forgotten Garden,Apply,“Mesmerized” by the gentle light means Hania was:,deeply fascinated,angry,physically injured,ready to leave at once,A | deeply fascinated,Medium,1,ELITE,1
sep_10_eng_ch2_mcq_009,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | SDG Connections,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_067,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | SDG Connections,Understand,"The line “We'll work, we'll learn...” is linked in the textbook with:",SDG 4,SDG 2,SDG 6,SDG 12,A | SDG 4,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_068,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | SDG Connections,Understand,"The poem's call for peace, unity, and responsibility is linked with:",SDG 16,SDG 3,SDG 7,SDG 14,A | SDG 16,Medium,1,ELITE,1
q_10_eng_ch2_mcq_069,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | SDG Connections,Understand,"Appreciation for nature, rivers, and mountains is linked with:",SDG 13,SDG 8,SDG 5,SDG 9,A | SDG 13,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_070,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | SDG Connections,Understand,Promoting unity and shared pride is linked with:,SDG 10,SDG 1,SDG 6,SDG 11,A | SDG 10,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_071,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | SDG Connections,Understand,Standing together to build a better nation is linked with:,SDG 17,SDG 2,SDG 3,SDG 15,A | SDG 17,Medium,1,ULTRA,1
sep_10_eng_ch2_mcq_010,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Topic,,,,,,,,,,1
q_10_eng_ch2_mcq_072,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Understand,"In dialogue writing, words in square brackets such as “[thoughtfully]” mainly show:",stage or delivery directions,the title,a spelling correction,the moral,A | stage or delivery directions,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_073,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Understand,"In the sample dialogue, Sara says patriotism should be shown mainly through:",actions,social-media posts only,clothes only,celebrations only,A | actions,Medium,1,ELITE,1
q_10_eng_ch2_mcq_074,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Understand,Ali connects patriotism with:,responsible actions,ignoring problems,travelling only,avoiding duty,A | responsible actions,Medium,1,ELITE,1
q_10_eng_ch2_mcq_075,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Understand,Sara hopes to serve Pakistan by becoming a:,doctor,pilot,lawyer,engineer,A | doctor,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_076,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Understand,Ali hopes to serve Pakistan by becoming a:,journalist,doctor,teacher,farmer,A | journalist,Medium,1,ULTRA,1
q_10_eng_ch2_mcq_077,1,ENGLISH_A | Unit 2 - My Beloved Pakistan (Poem) | Q1(d) Grammar Option | Dialogue and Proofreading,Understand,Proofreading mainly checks:,errors in language and mechanics,only the title,only paragraph length,only handwriting,A | errors in language and mechanics,Medium,1,ULTRA,1
