question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch8_010,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“deforestation” means:,old custom,small delay,private place,tree removal,D | tree removal,Medium,1,ELITE,1
q_10_eng_ch8_011,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“garbage” means:,small delay,private place,waste material,old custom,C | waste material,Medium,1,ELITE,1
q_10_eng_ch8_012,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“healthier” means:,private place,better condition,old custom,small delay,B | better condition,Medium,1,ELITE,1
q_10_eng_ch8_013,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“ignores” means:,pays no attention,old custom,small delay,private place,A | pays no attention,Medium,1,ELITE,1
q_10_eng_ch8_014,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“illegal” means:,old custom,small delay,private place,against law,D | against law,Medium,1,ELITE,1
q_10_eng_ch8_015,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“immediate” means:,small delay,private place,without delay,old custom,C | without delay,Medium,1,ELITE,1
q_10_eng_ch8_016,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“necessity” means:,private place,essential need,old custom,small delay,B | essential need,Medium,1,ELITE,1
q_10_eng_ch8_017,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“promote” means:,help grow,old custom,small delay,private place,A | help grow,Medium,1,ELITE,1
q_10_eng_ch8_018,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“prove” means:,old custom,small delay,private place,show truth,D | show truth,Medium,1,ELITE,1
q_10_eng_ch8_019,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“renewable” means:,small delay,private place,usable again,old custom,C | usable again,Medium,1,ULTRA,1
q_10_eng_ch8_020,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“responsible” means:,private place,careful and dutiful,old custom,small delay,B | careful and dutiful,Medium,1,ULTRA,1
q_10_eng_ch8_021,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“sustainable” means:,long-lasting,old custom,small delay,private place,A | long-lasting,Medium,1,ULTRA,1
q_10_eng_ch8_022,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“urbanization” means:,old custom,small delay,private place,city growth,D | city growth,Medium,1,ULTRA,1
sep_10_eng_ch8_mcq_003,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch8_023,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “living variety”:,biodiversety,biodiversitty,biodiversity,biodivercity,C | biodiversity,Easy,1,ELITE,1
q_10_eng_ch8_024,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “tree removal”:,deforesttion,deforestation,deforestration,deforastation,B | deforestation,Easy,1,ELITE,1
q_10_eng_ch8_025,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “waste material”:,garbage,garbaje,garbige,garbbage,A | garbage,Easy,1,ELITE,1
q_10_eng_ch8_026,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “better condition”:,healtheir,helthier,healthyer,healthier,D | healthier,Easy,1,ELITE,1
q_10_eng_ch8_027,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “pays no attention”:,ignorres,ignors,ignores,egnores,C | ignores,Easy,1,ELITE,1
q_10_eng_ch8_028,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “against law”:,illegel,illegal,ilegal,illigal,B | illegal,Easy,1,ELITE,1
q_10_eng_ch8_029,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “without delay”:,immediate,imediate,immediat,immediatee,A | immediate,Easy,1,ELITE,1
q_10_eng_ch8_030,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “essential need”:,neccessity,necesity,necessitty,necessity,D | necessity,Easy,1,ELITE,1
q_10_eng_ch8_031,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “help grow”:,prommote,pramote,promote,promot,C | promote,Easy,1,ELITE,1
q_10_eng_ch8_032,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “show truth”:,pruve,prove,proove,prov,B | prove,Easy,1,ELITE,1
q_10_eng_ch8_033,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “usable again”:,renewable,renewible,renuable,renewabl,A | renewable,Easy,1,ELITE,1
q_10_eng_ch8_034,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “careful and dutiful”:,responsable,responsibel,responcible,responsible,D | responsible,Easy,1,ELITE,1
q_10_eng_ch8_035,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “long-lasting”:,sustanable,sustainabl,sustainable,sustainible,C | sustainable,Easy,1,ELITE,1
q_10_eng_ch8_036,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “city growth”:,urbaniztion,urbanization,urbanisationn,urbannization,B | urbanization,Easy,1,ELITE,1
sep_10_eng_ch8_mcq_004,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Topic,,,,,,,,,,1
q_10_eng_ch8_037,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,"Pollution damages air, water, and:",schools,land,books,roads,B | land,Medium,1,ELITE,1
q_10_eng_ch8_038,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Vehicle smoke pollutes the:,air,soil,books,food,A | air,Medium,1,ULTRA,1
q_10_eng_ch8_039,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Plastic waste pollutes:,sunlight,clouds,roads,water,D | water,Medium,1,ELITE,1
q_10_eng_ch8_040,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Tree cutting increases:,rainfall,tourism,land pollution,literacy,C | land pollution,Medium,1,ELITE,1
q_10_eng_ch8_041,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Deforestation reduces:,transport,greenery,industry,schools,B | greenery,Medium,1,ULTRA,1
q_10_eng_ch8_042,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Pollution can cause:,asthma,strength,fitness,wealth,A | asthma,Medium,1,ELITE,1
q_10_eng_ch8_043,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Rapid city growth is:,migration only,innovation,recycling,urbanization,D | urbanization,Medium,1,ELITE,1
q_10_eng_ch8_044,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Factories need proper waste:,pricing,transport,management,advertising,C | management,Medium,1,ULTRA,1
q_10_eng_ch8_045,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,More vehicles release harmful:,food,gases,books,water,B | gases,Medium,1,ELITE,1
q_10_eng_ch8_046,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Greenery improves life:,quality,cost,speed,noise,A | quality,Medium,1,ELITE,1
q_10_eng_ch8_047,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Trees absorb:,oxygen,nitrogen only,water vapour,carbon dioxide,D | carbon dioxide,Medium,1,ULTRA,1
q_10_eng_ch8_048,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Trees release:,methane,dust,oxygen,smoke,C | oxygen,Medium,1,ELITE,1
q_10_eng_ch8_049,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Trees also trap:,sound,dust,water,sunlight,B | dust,Medium,1,ELITE,1
q_10_eng_ch8_050,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Trees help reduce:,heat,literacy,jobs,traffic only,A | heat,Medium,1,ULTRA,1
q_10_eng_ch8_051,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Greenery supports:,pollution,deforestation,waste,biodiversity,D | biodiversity,Medium,1,ELITE,1
q_10_eng_ch8_052,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Burning garbage causes:,oxygen,rain,pollution,greenness,C | pollution,Medium,1,ELITE,1
q_10_eng_ch8_053,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,People should recycle and:,ignore,reuse,burn,dump,B | reuse,Medium,1,ULTRA,1
q_10_eng_ch8_054,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Schools can involve students in:,plantation,smuggling,traffic,factories,A | plantation,Medium,1,ELITE,1
q_10_eng_ch8_055,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Environmental laws should be:,ignored,removed,delayed,enforced,D | enforced,Medium,1,ELITE,1
q_10_eng_ch8_056,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Polluters should be held:,free,unknown,accountable,silent,C | accountable,Medium,1,ULTRA,1
q_10_eng_ch8_057,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Solar power is:,finite,renewable,illegal,harmful,B | renewable,Medium,1,ELITE,1
q_10_eng_ch8_058,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Wind power is:,renewable,polluting,wasteful,fossil,A | renewable,Medium,1,ELITE,1
q_10_eng_ch8_059,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Better public transport reduces:,trees,schools,media,private cars,D | private cars,Medium,1,ULTRA,1
q_10_eng_ch8_060,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Families can use eco-friendly:,chemicals,garbage,products,smoke,C | products,Medium,1,ELITE,1
q_10_eng_ch8_061,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Green Day can unite:,polluters,communities,factories,vehicles,B | communities,Medium,1,ELITE,1
q_10_eng_ch8_062,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Technology can report illegal:,dumping,reading,planting,teaching,A | dumping,Medium,1,ULTRA,1
q_10_eng_ch8_063,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Smart waste systems help:,polluters,forests only,rivers only,cities,D | cities,Medium,1,ELITE,1
q_10_eng_ch8_064,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Media can spread positive:,smoke,chemicals,messages,garbage,C | messages,Medium,1,ELITE,1
q_10_eng_ch8_065,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Islamabad has seen plantation:,bans,drives,fires,cuts,B | drives,Medium,1,ULTRA,1
q_10_eng_ch8_066,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c/d) Core Lesson | Board-Oriented MCQs,Understand,Every small action:,counts,fails,pollutes,ends,A | counts,Medium,1,ELITE,1
sep_10_eng_ch8_mcq_005,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch8_067,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,Model-paper word “explore” means:,investigate,ignore,destroy,create,A | investigate,Medium,1,ELITE,1
q_10_eng_ch8_068,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “necessity” means:",optional choice,small issue,old habit,essential need,D | essential need,Medium,1,ELITE,1
q_10_eng_ch8_069,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “deforestation” means:",soil care,water saving,tree removal,tree growth,C | tree removal,Medium,1,ELITE,1
q_10_eng_ch8_070,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “biodiversity” means:",public health,living variety,city traffic,waste system,B | living variety,Medium,1,ULTRA,1
q_10_eng_ch8_071,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “illegal” means:",against law,fully safe,publicly known,socially useful,A | against law,Medium,1,ELITE,1
q_10_eng_ch8_072,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “immediate” means:",after years,very slowly,once weekly,without delay,D | without delay,Medium,1,ELITE,1
q_10_eng_ch8_073,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “renewable” means:",highly harmful,fully illegal,usable again,quickly exhausted,C | usable again,Medium,1,ELITE,1
q_10_eng_ch8_074,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “responsible” means:",harmful,dutiful,careless,wasteful,B | dutiful,Medium,1,ELITE,1
q_10_eng_ch8_075,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “promote” means:",encourage,prevent,hide,damage,A | encourage,Medium,1,ULTRA,1
q_10_eng_ch8_076,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “prove” means:",hide facts,cause damage,make noise,show truth,D | show truth,Medium,1,ULTRA,1
q_10_eng_ch8_077,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “healthier” means:",less active,more crowded,better condition,more polluted,C | better condition,Medium,1,ULTRA,1
q_10_eng_ch8_078,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “garbage” means:",oxygen,waste,energy,greenery,B | waste,Medium,1,ELITE,1
q_10_eng_ch8_079,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “urbanization” means:",city growth,tree growth,river cleaning,air movement,A | city growth,Medium,1,ULTRA,1
q_10_eng_ch8_080,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(c) Contextual Meaning | Lesson Vocabulary,Apply,"In context, “sustainable” means:",short-lived,harmful,wasteful,long-lasting,D | long-lasting,Medium,1,ELITE,1
sep_10_eng_ch8_mcq_006,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Topic,,,,,,,,,,1
q_10_eng_ch8_081,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A persuasive essay needs:,random ideas,no evidence,only humour,valid reasoning,D | valid reasoning,Medium,1,ELITE,1
q_10_eng_ch8_082,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A claim is a writer's:,title only,final date,main position,spelling rule,C | main position,Medium,1,ULTRA,1
q_10_eng_ch8_083,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Evidence should be:,hidden,relevant,random,unrelated,B | relevant,Medium,1,ULTRA,1
q_10_eng_ch8_084,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A report is usually:,factual,fictional,rhyming,dramatic,A | factual,Medium,1,ULTRA,1
q_10_eng_ch8_085,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A biography tells a real:,argument,recipe,weather,life,D | life,Medium,1,ELITE,1
q_10_eng_ch8_086,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A summary condenses:,every example,all quotes,key points,all details,C | key points,Medium,1,ULTRA,1
q_10_eng_ch8_087,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,An application often aims to:,describe nature,persuade,entertain only,confuse,B | persuade,Medium,1,ULTRA,1
q_10_eng_ch8_088,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Textual evidence supports:,analysis,spelling,handwriting,pronunciation,A | analysis,Medium,1,ULTRA,1
q_10_eng_ch8_089,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,An inference uses:,guesses only,titles only,dates only,clues,D | clues,Medium,1,ELITE,1
q_10_eng_ch8_090,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Legible writing is:,slangy,unclear,readable,hidden,C | readable,Medium,1,ULTRA,1
q_10_eng_ch8_091,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Proper nouns require:,brackets,capitals,hyphens,slashes,B | capitals,Medium,1,ULTRA,1
q_10_eng_ch8_092,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A sentence ends with proper:,punctuation,urbanization,evidence,pollution,A | punctuation,Medium,1,ULTRA,1
q_10_eng_ch8_093,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Collaborative discussion needs:,silence only,argument only,no listening,respect,D | respect,Medium,1,ELITE,1
q_10_eng_ch8_094,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Good discussion includes:,shouting,interrupting,listening,ignoring,C | listening,Medium,1,ULTRA,1
q_10_eng_ch8_095,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,An argument needs strong:,slang,evidence,rumours,bias,B | evidence,Medium,1,ULTRA,1
q_10_eng_ch8_096,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,Reasoning should be:,logical,random,emotional only,unrelated,A | logical,Medium,1,ULTRA,1
q_10_eng_ch8_097,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q1(d) Grammar and Reading Skills,Apply,A counterclaim is an:,main title,final sentence,source list,opposing claim,D | opposing claim,Medium,1,ELITE,1
