question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch10_lq_010,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
The bearded man confessed that he was the King's enemy and had resolved to kill him. But the King had saved his life. The man begged forgiveness and promised to serve the King faithfully if he lived.",Medium,8,ELITE,1
q_10_eng_ch10_lq_011,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
The hermit explained that the most important time was when the King was digging the beds, because then the hermit was the most important man and doing good to him was the most important business.",Medium,8,ELITE,1
q_10_eng_ch10_lq_012,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
There is only one time that is important — Now. The most necessary person is the one with whom you are, and the most important affair is to do that person good, because for that purpose alone was man sent into this life.",Medium,8,ELITE,1
sep_10_eng_ch10_lq_002,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Topic,topic_separator,,,,,1
q_10_eng_ch10_lq_013,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
It once occurred to a certain king, that if he always knew the right time to begin everything, if he knew who were the right people to listen to, and whom to avoid, he would never fail in anything he might undertake.",Medium,8,ELITE,1
q_10_eng_ch10_lq_014,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
He had it proclaimed throughout his kingdom that he would give a great reward to anyone who would teach him what was the right time for every action, who were the most necessary people, and how he might know the most important thing to do.",Medium,8,ELITE,1
q_10_eng_ch10_lq_015,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Some said that to know the right time for every action, one must draw up in advance a table of days, months, and years, and must live strictly according to it. Others said one should always attend to all that was going on.",Medium,8,ELITE,1
q_10_eng_ch10_lq_016,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Equally various were the answers to the second question. Some said the people the King most needed were his councillors; others, the priests; others, the doctors; while some said the warriors were the most necessary.",Medium,8,ELITE,1
q_10_eng_ch10_lq_017,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
All the answers being different, the King agreed with none of them. Still wishing to find the right answers, he decided to consult a hermit, widely renowned for his wisdom.",Medium,8,ELITE,1
q_10_eng_ch10_lq_018,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The hermit lived in a wood which he never quitted. The King put on simple clothes, and before reaching the hermit's cell dismounted from his horse, and leaving his bodyguard behind, went on alone.",Medium,8,ELITE,1
q_10_eng_ch10_lq_019,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
When the King approached, the hermit was digging the ground in front of his hut. The hermit was frail and weak, and each time he stuck his spade into the ground and turned a little earth, he breathed heavily.",Medium,8,ELITE,1
q_10_eng_ch10_lq_020,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The King turned round and saw a bearded man come running out of the wood. The man held his hands pressed against his stomach, and blood was flowing from under them. When he reached the King, he fell fainting on the ground.",Medium,8,ELITE,1
q_10_eng_ch10_lq_021,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The King washed the wound as best he could, and bandaged it with his handkerchief and with a towel the hermit had. The blood would not stop flowing, so the King repeatedly washed and rebandaged the wound.",Medium,8,ELITE,1
q_10_eng_ch10_lq_022,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The bearded man confessed that he was the King's enemy and had resolved to kill him. But the King had saved his life. The man begged forgiveness and promised to serve the King faithfully if he lived.",Medium,8,ELITE,1
q_10_eng_ch10_lq_023,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
The hermit explained that the most important time was when the King was digging the beds, because then the hermit was the most important man and doing good to him was the most important business.",Medium,8,ELITE,1
q_10_eng_ch10_lq_024,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
There is only one time that is important — Now. The most necessary person is the one with whom you are, and the most important affair is to do that person good, because for that purpose alone was man sent into this life.",Medium,8,ELITE,1
