question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch8_lq_010,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
Technology can also help us reduce pollution. Modern methods of farming use less water and reduce chemical use. Mobile apps can be used to report illegal dumping or tree cutting, while smart waste management systems can help cities handle garbage efficiently.",Medium,8,ELITE,1
q_10_eng_ch8_lq_011,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
Television, newspapers, and social media can highlight success stories and educate people about the importance of a pollution-free environment. Documentaries showing the effects of pollution on health and climate can motivate people to act.",Medium,8,ULTRA,1
q_10_eng_ch8_lq_012,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Translate into Urdu,Long,translate_to_urdu,"Translate the following passage into Urdu:
A pollution-free Pakistan with greenery all around is not beyond our reach. By planting trees, reducing waste, following environmental rules, and educating others, we can make our environment healthier and safer for future generations.",Medium,8,ELITE,1
sep_10_eng_ch8_lq_002,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Topic,topic_separator,,,,,1
q_10_eng_ch8_lq_013,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
A clean, green, and pollution-free Pakistan is not just a dream; rather, it is a necessity for the survival and well-being of the people and the environment. In recent years, pollution has become one of the most serious challenges facing our country.",Medium,8,ELITE,1
q_10_eng_ch8_lq_014,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Pollution refers to the presence of harmful substances in our environment, which damage the air, water, and land. For instance, the smoke from vehicles and factories pollutes the air and makes it dangerous to breathe.",Medium,8,ELITE,1
q_10_eng_ch8_lq_015,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Plastic waste and chemicals dumped in rivers pollute the water. In addition, the cutting of trees and deforestation increase land pollution and reduce greenery. As a result, many people suffer from diseases such as asthma, skin infections, and heart problems.",Medium,8,ELITE,1
q_10_eng_ch8_lq_016,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Pakistan's rapid urbanization and industrial growth have also contributed to the rise in pollution. While development is necessary, it must go hand in hand with environmental protection. Many factories do not follow proper waste management rules.",Medium,8,ELITE,1
q_10_eng_ch8_lq_017,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Greenery plays a vital role in reducing pollution and improving the quality of life. Trees absorb carbon dioxide and release oxygen, which is essential for human survival. Besides, they also trap dust, reduce heat, and support biodiversity.",Medium,8,ELITE,1
q_10_eng_ch8_lq_018,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Creating awareness among the public is equally important. People need to understand that their daily choices can either harm or help the environment. People should be encouraged to recycle, reuse, and reduce waste.",Medium,8,ELITE,1
q_10_eng_ch8_lq_019,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Schools and colleges can play a strong role by teaching students about environmental protection and involving them in tree plantation and clean-up campaigns. Through these efforts, students become more responsible citizens who care for their surroundings.",Medium,8,ELITE,1
q_10_eng_ch8_lq_020,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Strong environmental policies and effective planning are crucial. It is important to strictly enforce environmental laws and hold polluters accountable. Promoting renewable energy sources such as solar and wind power can help reduce environmental damage.",Medium,8,ELITE,1
q_10_eng_ch8_lq_021,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Every household can contribute by keeping their surroundings clean, using eco-friendly products, and planting trees. Community-level activities such as Green Day or Clean Street Campaigns can unite people for a good cause.",Medium,8,ULTRA,1
q_10_eng_ch8_lq_022,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Technology can also help us reduce pollution. Modern methods of farming use less water and reduce chemical use. Mobile apps can be used to report illegal dumping or tree cutting, while smart waste management systems can help cities handle garbage efficiently.",Medium,8,ELITE,1
q_10_eng_ch8_lq_023,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
Television, newspapers, and social media can highlight success stories and educate people about the importance of a pollution-free environment. Documentaries showing the effects of pollution on health and climate can motivate people to act.",Medium,8,ULTRA,1
q_10_eng_ch8_lq_024,1,ENGLISH_A | Unit 8 - Pollution-Free Pakistan with Greenery All Around | BISE Board Pattern | Q3 Textbook Paragraph | Rewrite in Simple English,Long,rewrite_simple_english,"Rewrite the following passage in simple English:
A pollution-free Pakistan with greenery all around is not beyond our reach. By planting trees, reducing waste, following environmental rules, and educating others, we can make our environment healthier and safer for future generations.",Medium,8,ELITE,1
