question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_10_eng_ch10_012,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“executed” means:,fully hidden,great joy,put to death,very slowly,C | put to death,Medium,1,ELITE,1
q_10_eng_ch10_013,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“gazing” means:,great joy,looking steadily,very slowly,fully hidden,B | looking steadily,Medium,1,ELITE,1
q_10_eng_ch10_014,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“greeted” means:,welcomed,very slowly,fully hidden,great joy,A | welcomed,Medium,1,ELITE,1
q_10_eng_ch10_015,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“happen” means:,very slowly,fully hidden,great joy,take place,D | take place,Medium,1,ELITE,1
q_10_eng_ch10_016,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“necessary” means:,fully hidden,great joy,essential,very slowly,C | essential,Medium,1,ELITE,1
q_10_eng_ch10_017,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“repented” means:,great joy,felt sorry,very slowly,fully hidden,B | felt sorry,Medium,1,ELITE,1
q_10_eng_ch10_018,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“revived” means:,became conscious,very slowly,fully hidden,great joy,A | became conscious,Medium,1,ULTRA,1
q_10_eng_ch10_019,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“reward” means:,very slowly,fully hidden,great joy,prize,D | prize,Medium,1,ULTRA,1
q_10_eng_ch10_020,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“spade” means:,fully hidden,great joy,digging tool,very slowly,C | digging tool,Medium,1,ULTRA,1
q_10_eng_ch10_021,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“threshold” means:,great joy,doorway,very slowly,fully hidden,B | doorway,Medium,1,ULTRA,1
q_10_eng_ch10_022,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“unfastened” means:,opened,very slowly,fully hidden,great joy,A | opened,Medium,1,ULTRA,1
q_10_eng_ch10_023,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c) Correct Meaning | Complete Glossary,Remember,“wounded” means:,very slowly,fully hidden,great joy,injured,D | injured,Medium,1,ULTRA,1
sep_10_eng_ch10_mcq_003,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Topic,,,,,,,,,,1
q_10_eng_ch10_024,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “by yourself”:,alon,aloone,alone,allone,C | alone,Easy,1,ELITE,1
q_10_eng_ch10_025,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “paying attention”:,attentiv,attentive,atentive,attantive,B | attentive,Easy,1,ELITE,1
q_10_eng_ch10_026,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “sure”:,certain,certian,cretain,cirtain,A | certain,Easy,1,ELITE,1
q_10_eng_ch10_027,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “bending low”:,crouchingg,crouchng,crauching,crouching,D | crouching,Easy,1,ELITE,1
q_10_eng_ch10_028,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “making a hole”:,diggng,diggingg,digging,diging,C | digging,Easy,1,ELITE,1
q_10_eng_ch10_029,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “got away”:,ascaped,escaped,escapped,escapd,B | escaped,Easy,1,ELITE,1
q_10_eng_ch10_030,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “put to death”:,executed,excuted,executted,executid,A | executed,Easy,1,ELITE,1
q_10_eng_ch10_031,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “looking steadily”:,gazeing,gazzing,gazingg,gazing,D | gazing,Easy,1,ELITE,1
q_10_eng_ch10_032,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “welcomed”:,greetid,greetedd,greeted,greated,C | greeted,Easy,1,ELITE,1
q_10_eng_ch10_033,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “take place”:,happenn,happen,hapen,happan,B | happen,Easy,1,ELITE,1
q_10_eng_ch10_034,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “essential”:,necessary,neccessary,necesary,necessery,A | necessary,Easy,1,ELITE,1
q_10_eng_ch10_035,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “felt sorry”:,repantid,repentedd,repentid,repented,D | repented,Easy,1,ELITE,1
q_10_eng_ch10_036,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “became conscious”:,reveived,revivved,revived,revivd,C | revived,Easy,1,ELITE,1
q_10_eng_ch10_037,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “prize”:,rewaard,reward,rewarrd,reword,B | reward,Easy,1,ELITE,1
q_10_eng_ch10_038,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “digging tool”:,spade,spaid,spadde,spaed,A | spade,Easy,1,ELITE,1
q_10_eng_ch10_039,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “doorway”:,threshhold,thresold,threshould,threshold,D | threshold,Easy,1,ELITE,1
q_10_eng_ch10_040,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “opened”:,unfasened,unfastaned,unfastened,unfastend,C | unfastened,Easy,1,ELITE,1
q_10_eng_ch10_041,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(b) Correct Spellings | Unit Vocabulary,Remember,Correct spelling for “injured”:,woundedd,wounded,woundid,woundeded,B | wounded,Easy,1,ELITE,1
sep_10_eng_ch10_mcq_004,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Topic,,,,,,,,,,1
q_10_eng_ch10_042,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The king wanted the right:,road,time,place,book,B | time,Medium,1,ELITE,1
q_10_eng_ch10_043,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,He also wanted the right:,people,weapons,horses,clothes,A | people,Medium,1,ULTRA,1
q_10_eng_ch10_044,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"Third, he wanted the most important:",city,road,book,thing,D | thing,Medium,1,ELITE,1
q_10_eng_ch10_045,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,He offered a great:,feast,journey,reward,punishment,C | reward,Medium,1,ELITE,1
q_10_eng_ch10_046,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Learned men answered:,correctly,differently,together,silently,B | differently,Medium,1,ULTRA,1
q_10_eng_ch10_047,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Some advised a fixed:,timetable,army,garden,school,A | timetable,Medium,1,ELITE,1
q_10_eng_ch10_048,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Others advised constant:,sleep,travel,silence,attention,D | attention,Medium,1,ELITE,1
q_10_eng_ch10_049,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Some suggested a council of:,farmers,children,wise men,soldiers,C | wise men,Medium,1,ULTRA,1
q_10_eng_ch10_050,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Some advised consulting:,judges,magicians,teachers,merchants,B | magicians,Medium,1,ELITE,1
q_10_eng_ch10_051,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"For second question, some chose:",councillors,farmers,students,writers,A | councillors,Medium,1,ELITE,1
q_10_eng_ch10_052,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"Others chose priests, doctors, or:",poets,farmers,traders,warriors,D | warriors,Medium,1,ULTRA,1
q_10_eng_ch10_053,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"For third question, some chose:",music,farming,science,travel,C | science,Medium,1,ELITE,1
q_10_eng_ch10_054,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Others chose warfare or:,sleep,worship,sports,trade,B | worship,Medium,1,ELITE,1
q_10_eng_ch10_055,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,King rejected all:,answers,rewards,roads,books,A | answers,Medium,1,ULTRA,1
q_10_eng_ch10_056,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The hermit was famous for:,wealth,strength,magic,wisdom,D | wisdom,Medium,1,ELITE,1
q_10_eng_ch10_057,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The king wore:,battle armour,white uniform,simple clothes,royal robes,C | simple clothes,Medium,1,ELITE,1
q_10_eng_ch10_058,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The hermit lived in a:,market,wood,palace,city,B | wood,Medium,1,ULTRA,1
q_10_eng_ch10_059,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,"When king arrived, hermit was:",digging,sleeping,eating,reading,A | digging,Medium,1,ELITE,1
q_10_eng_ch10_060,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The king helped with the:,sword,book,horse,spade,D | spade,Medium,1,ELITE,1
q_10_eng_ch10_061,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,A wounded man came from:,river,palace,wood,city,C | wood,Medium,1,ULTRA,1
q_10_eng_ch10_062,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The man's wound was in his:,leg,stomach,arm,head,B | stomach,Medium,1,ELITE,1
q_10_eng_ch10_063,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The king repeatedly bandaged the:,wound,spade,bed,door,A | wound,Medium,1,ELITE,1
q_10_eng_ch10_064,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The wounded man was king's:,friend,doctor,servant,enemy,D | enemy,Medium,1,ULTRA,1
q_10_eng_ch10_065,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,He wanted to kill the:,doctor,guard,king,hermit,C | king,Medium,1,ELITE,1
q_10_eng_ch10_066,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The king had executed his:,friend,brother,father,son,B | brother,Medium,1,ELITE,1
q_10_eng_ch10_067,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The enemy asked for:,forgiveness,money,food,reward,A | forgiveness,Medium,1,ULTRA,1
q_10_eng_ch10_068,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,The king promised to restore his:,horse,weapon,title,property,D | property,Medium,1,ELITE,1
q_10_eng_ch10_069,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Hermit said the important time is:,past,future,now,tomorrow,C | now,Medium,1,ELITE,1
q_10_eng_ch10_070,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(c/d) Core Story | Board-Oriented MCQs,Understand,Most important action is to:,seek fame,do good,gain wealth,win wars,B | do good,Medium,1,ULTRA,1
sep_10_eng_ch10_mcq_005,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Topic,,,,,,,,,,1
q_10_eng_ch10_071,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Direct narration uses exact:,ideas only,summary,notes,words,D | words,Medium,1,ELITE,1
q_10_eng_ch10_072,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Indirect narration changes:,title only,punctuation only,reporting form,speaker only,C | reporting form,Medium,1,ULTRA,1
q_10_eng_ch10_073,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Present usually shifts to:,imperative,past,future,present perfect,B | past,Medium,1,ULTRA,1
q_10_eng_ch10_074,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Past often shifts to:,past perfect,present,future,imperative,A | past perfect,Medium,1,ULTRA,1
q_10_eng_ch10_075,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Present perfect shifts to:,present simple,future,past simple,past perfect,D | past perfect,Medium,1,ELITE,1
q_10_eng_ch10_076,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Will” usually changes to:,can,must,would,shall,C | would,Medium,1,ULTRA,1
q_10_eng_ch10_077,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Can” usually changes to:,will,could,may,must,B | could,Medium,1,ULTRA,1
q_10_eng_ch10_078,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“May” usually changes to:,might,could,would,had,A | might,Medium,1,ULTRA,1
q_10_eng_ch10_079,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Must” may change to:,will,can,might,had to,D | had to,Medium,1,ELITE,1
q_10_eng_ch10_080,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Now” changes to:,tomorrow,here,then,today,C | then,Medium,1,ULTRA,1
q_10_eng_ch10_081,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Today” changes to:,yesterday,that day,next day,then,B | that day,Medium,1,ULTRA,1
q_10_eng_ch10_082,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Tomorrow” changes to:,next day,that day,then,before,A | next day,Medium,1,ULTRA,1
q_10_eng_ch10_083,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Reported questions become:,commands,exclamations,titles,statements,D | statements,Medium,1,ELITE,1
q_10_eng_ch10_084,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Question words usually:,reverse,pluralize,remain,vanish,C | remain,Medium,1,ULTRA,1
q_10_eng_ch10_085,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Orders use:,wished that,told to,asked if,said that,B | told to,Medium,1,ULTRA,1
q_10_eng_ch10_086,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Requests use:,requested to,ordered to,said that,asked whether,A | requested to,Medium,1,ULTRA,1
q_10_eng_ch10_087,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Advice may use:,ordered,exclaimed,denied,advised,D | advised,Medium,1,ELITE,1
q_10_eng_ch10_088,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Suggestions may use:,asked,replied,suggested,shouted,C | suggested,Medium,1,ULTRA,1
q_10_eng_ch10_089,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Model-paper “simple” is an:,adverb,adjective,noun,verb,B | adjective,Medium,1,ULTRA,1
q_10_eng_ch10_090,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“The king” is a:,noun phrase,verb phrase,adverb,conjunction,A | noun phrase,Medium,1,ULTRA,1
q_10_eng_ch10_091,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“He” is a:,noun,verb,adverb,pronoun,D | pronoun,Medium,1,ELITE,1
q_10_eng_ch10_092,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Digging” can function as:,preposition,pronoun,participle,article,C | participle,Medium,1,ULTRA,1
q_10_eng_ch10_093,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Attentive” is an:,verb,adjective,adverb,noun,B | adjective,Medium,1,ULTRA,1
q_10_eng_ch10_094,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Wisely” would be an:,adverb,noun,adjective,pronoun,A | adverb,Medium,1,ULTRA,1
q_10_eng_ch10_095,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,"In questions, word order becomes:",question order,reverse order,random order,statement order,D | statement order,Medium,1,ELITE,1
q_10_eng_ch10_096,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Indirect speech removes:,subjects,objects,quotation marks,verbs,C | quotation marks,Medium,1,ULTRA,1
q_10_eng_ch10_097,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,Reporting verbs include:,slept,said,walked,dug,B | said,Medium,1,ULTRA,1
q_10_eng_ch10_098,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Asked” is used for:,questions,orders only,statements only,exclamations,A | questions,Medium,1,ULTRA,1
q_10_eng_ch10_099,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Ordered” is used for:,questions,wishes,statements,commands,D | commands,Medium,1,ELITE,1
q_10_eng_ch10_100,1,ENGLISH_A | Unit 10 - The Three Questions by Leo Tolstoy | BISE Board Pattern | Q1(d) Grammar | Direct and Indirect Narration,Apply,“Advised” reports:,order,wish,advice,question,C | advice,Medium,1,ULTRA,1
