question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch7_lq_042,,Exercise — Comprehensive Questions,Long,compare,Compare the three scales used for measuring temperature.,درجہ حرارت ناپنے کے لیے استعمال ہونے والے تین scales کا موازنہ کریں۔,Medium,5,high,
q_9_phy_ch7_lq_043,,Exercise — Comprehensive Questions,Long,explain,"What is meant by sensitive, range and linearity of thermometers? Explain with examples.",تھرمامیٹرز کی sensitivity، range اور linearity سے کیا مراد ہے؟ مثالوں کے ساتھ وضاحت کریں۔,Medium,5,high,
q_9_phy_ch7_lq_044,,Exercise — Comprehensive Questions,Long,explain,Explain how the parameters mentioned in question 7.4 are improved in the structure of liquid-in-glass thermometer.,وضاحت کریں کہ liquid-in-glass thermometer کی ساخت میں sensitivity، range اور linearity کو کیسے بہتر بنایا جاتا ہے۔,Hard,5,high,
,1,Exercise — Numerical Problems,,,,,,,,1
q_9_phy_ch7_lq_045,,Exercise — Numerical Problems,Numerical,calculate,The temperature of a normal human body on Fahrenheit scale is 98.6°F. Convert it into Celsius scale and Kelvin scale.,درج ذیل درجہ حرارت کو Celsius scale اور Kelvin scale میں تبدیل کریں: 98.6°F (normal human body temperature on Fahrenheit scale),Easy,4,high,
q_9_phy_ch7_lq_046,,Exercise — Numerical Problems,Numerical,determine,At what temperature Celsius and Fahrenheit thermometer reading would be the same?,وہ درجہ حرارت معلوم کریں جس پر Celsius اور Fahrenheit thermometer readings ایک جیسی ہوں۔,Medium,4,high,
q_9_phy_ch7_lq_047,,Exercise — Numerical Problems,Numerical,calculate,Convert 5°F to Celsius and Kelvin scale.,درج ذیل درجہ حرارت کو Celsius scale اور Kelvin scale میں تبدیل کریں: 5°F,Easy,4,high,
q_9_phy_ch7_lq_048,,Exercise — Numerical Problems,Numerical,calculate,What is equivalent temperature of 25°C on Fahrenheit and Kelvin scales?,درج ذیل درجہ حرارت کے مساوی Fahrenheit اور Kelvin scale values معلوم کریں: 25°C,Easy,4,high,
q_9_phy_ch7_lq_049,,Exercise — Numerical Problems,Numerical,determine,The ice and steam points on an ungraduated thermometer are found to be 192 mm apart. What temperature will be on Celsius scale if the length of mercury thread is at 67.2 mm above the ice point mark?,"درج ذیل ungraduated thermometer کے لیے Celsius scale پر درجہ حرارت معلوم کریں: ice and steam points = 192 mm apart, mercury thread length = 67.2 mm above ice point mark",Medium,4,high,
q_9_phy_ch7_lq_050,,Exercise — Numerical Problems,Numerical,determine,"The length between the fixed point of liquid-in-glass thermometer is 20 cm. If the mercury level is 4.5 cm above the lower mark, what is the temperature on the Fahrenheit scale?","درج ذیل liquid-in-glass thermometer کے لیے Fahrenheit scale پر درجہ حرارت معلوم کریں: fixed-point length = 20 cm, mercury level = 4.5 cm above lower mark",Medium,4,high,
